縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,不含車位_各建物型態合計棟數,不含車位_公寓棟數,不含車位_透天厝棟數,不含車位_店面(店舖)棟數,不含車位_辦公商業大樓棟數,不含車位_住宅大樓棟數,不含車位_華廈棟數,不含車位_套房棟數,不含車位_工廠棟數,不含車位_廠辦棟數,不含車位_農舍棟數,不含車位_倉庫棟數,不含車位_其他建物型態棟數,不含車位_各建物型態合計面積,不含車位_公寓面積,不含車位_透天厝面積,不含車位_店面(店舖)面積,不含車位_辦公商業大樓面積,不含車位_住宅大樓面積,不含車位_華廈面積,不含車位_套房面積,不含車位_工廠面積,不含車位_廠辦面積,不含車位_農舍面積,不含車位_倉庫面積,不含車位_其他建物型態面積,不含車位_各建物型態整體中位數房價,不含車位_公寓中位數房價,不含車位_透天厝中位數房價,不含車位_店面(店舖)中位數房價,不含車位_辦公商業大樓中位數房價,不含車位_住宅大樓中位數房價,不含車位_華廈中位數房價,不含車位_套房中位數房價,不含車位_工廠中位數房價,不含車位_廠辦中位數房價,不含車位_農舍中位數房價,不含車位_倉庫中位數房價,不含車位_其他建物型態中位數房價,含車位_各建物型態合計棟數,含車位_公寓棟數,含車位_透天厝棟數,含車位_店面(店舖)棟數,含車位_辦公商業大樓棟數,含車位_住宅大樓棟數,含車位_華廈棟數,含車位_套房棟數,含車位_工廠棟數,含車位_廠辦棟數,含車位_農舍棟數,含車位_倉庫棟數,含車位_其他建物型態棟數,含車位_各建物型態合計面積,含車位_公寓面積,含車位_透天厝面積,含車位_店面(店舖)面積,含車位_辦公商業大樓面積,含車位_住宅大樓面積,含車位_華廈面積,含車位_套房面積,含車位_工廠面積,含車位_廠辦面積,含車位_農舍面積,含車位_倉庫面積,含車位_其他建物型態面積,含車位_各建物型態整體中位數房價,含車位_公寓中位數房價,含車位_透天厝中位數房價,含車位_店面(店舖)中位數房價,含車位_辦公商業大樓中位數房價,含車位_住宅大樓中位數房價,含車位_華廈中位數房價,含車位_套房中位數房價,含車位_工廠中位數房價,含車位_廠辦中位數房價,含車位_農舍中位數房價,含車位_倉庫中位數房價,含車位_其他建物型態中位數房價,資料時間
65000,新北市,65000110,汐止區,2640,444,142,12,2,1402,534,58,4,34,,1,7,95334.17,13179.83,8213.11,410.4,109.44,53295.19,14832.07,856.92,563.8,3635.21,,7.78,230.42,9000000,7000000,13580000,13500000,17105000,10000000,8675000,4725000,28980000,32040000,,2900000,7750000,978,92,10,4,6,677,154,6,1,26,,,2,56052.63,5549.82,850.85,171.33,477.04,36153.83,8610.76,141.45,408.44,3446.52,,,242.61,12300000,11550000,15900000,21250000,14033333,12580000,10865000,6375000,65000000,21750000,,,27750000,"109Y"
65000,新北市,65000120,瑞芳區,151,117,20,2,,,12,,,,,,,4050.99,3125.94,563.17,19.74,,,342.15,,,,,,,2450000,2300000,3500000,2200000,,,3675000,,,,,,,7,1,5,,,,1,,,,,,,353.62,49.28,254.05,,,,50.28,,,,,,,8000000,3200000,8000000,,,,8000000,,,,,,,"109Y"
65000,新北市,65000130,土城區,2008,564,46,14,46,1047,244,32,2,12,,,1,70344.91,14901.65,6858.42,385.38,1695.86,36209.64,8196.36,393.19,992.22,689.32,,,22.87,10315000,7750000,14600000,14150000,13955000,12530000,10000000,4050000,182600000,17552500,,,6500000,320,3,1,1,,241,71,,,3,,,,15314.53,139.69,97.44,42.79,,11870.63,2915.31,,,248.67,,,,13800000,15500000,20450000,16180000,,14500000,11500000,,,14550000,,,,"109Y"
65000,新北市,65000140,蘆洲區,1093,471,13,7,2,364,232,3,1,,,,,35986.1,13510.36,340.82,471.05,26.2,13790.93,7730.94,50.46,65.34,,,,,9800000,8300000,11670000,20000000,4475000,12600000,11600000,6000000,29000000,,,,,481,1,,1,,302,176,,,1,,,,26253.63,45,,62.37,,17848.55,8206.62,,,91.1,,,,16500000,6200000,,45180000,,20560000,14000000,,,22800000,,,,"109Y"
65000,新北市,65000150,五股區,914,116,32,3,8,611,136,6,2,,,,,36263.63,3660.7,4643.46,101.28,146.75,22198.6,4622.95,97.05,792.84,,,,,9150000,5080000,17650000,14900000,3025000,9900000,7600000,3825000,165200000,,,,,365,7,7,1,,222,124,,,3,,,1,18571.21,303.16,788.51,35.84,,9933.73,6096.38,,,712.96,,,700.62,10300000,7400000,29200000,10050000,,10500000,10080000,,,52237500,,,78000000,"109Y"
65000,新北市,65000160,泰山區,467,183,31,4,1,146,93,6,1,2,,,,18118.75,5042.44,3133.89,122.28,85.24,6255.8,3027.92,35.7,174.68,240.81,,,,7920000,5880000,15300000,15975000,18400000,11275000,8500000,1275000,78000000,33350000,,,,183,2,3,1,,120,56,1,,,,,,9171.51,134.46,309.96,58.19,,6009.06,2636.84,23,,,,,,12500000,16450000,25400000,21900000,,12750000,12100000,6050000,,,,,,"109Y"
65000,新北市,65000170,林口區,1210,79,46,16,5,833,223,8,,,,,,60464.55,2345.11,5006,487.33,303.62,44700.76,7515.95,105.79,,,,,,12360000,5300000,20225000,8710000,21250000,14980000,7850000,4200000,,,,,,1512,7,70,10,1,1208,206,7,,,,,3,85564.55,354.67,6567.59,415.27,199.14,67217.78,10230.7,167.47,,,,,411.92,13200000,5500000,21775000,14525000,40000000,13280000,11375000,6000000,,,,,39666667,"109Y"
65000,新北市,65000180,深坑區,182,61,15,,,38,62,5,1,,,,,5990.44,1761.04,1151.5,,,1160.19,1769.15,59.01,89.56,,,,,7265000,6200000,11000000,,,8940000,7450000,3600000,39977148,,,,,94,5,4,,,47,36,,,2,,,,5306.41,161.03,299.69,,,2376.93,2278.48,,,190.29,,,,10565000,5380000,15300000,,,11300000,10320000,,,20750000,,,,"109Y"
65000,新北市,65000190,石碇區,12,,1,,,,2,,,9,,,,900.05,,100.1,,,,142.71,,,657.24,,,,19630000,,4400000,,,,20475000,,,19630000,,,,8,,,,,,8,,,,,,,444.16,,,,,,444.16,,,,,,,8190000,,,,,,8190000,,,,,,,"109Y"
65000,新北市,65000200,坪林區,2,,2,,,,,,,,,,,77,,77,,,,,,,,,,,11500000,,11500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109Y"
65000,新北市,65000210,三芝區,296,23,35,,,104,74,60,,,,,,6941.95,620.96,1875.78,,,1961.44,1679.25,804.53,,,,,,2080000,2300000,6050000,,,1600000,2400000,1080000,,,,,,59,2,8,1,,16,32,,,,,,,2694.85,109.3,683.08,33.73,,688.08,1180.67,,,,,,,3625000,3850000,12600000,4300000,,3675000,3450000,,,,,,,"109Y"
65000,新北市,65000220,石門區,6,4,2,,,,,,,,,,,194.01,102.68,91.33,,,,,,,,,,,2815000,1505000,6980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109Y"
65000,新北市,65000230,八里區,413,35,20,1,,273,54,20,,10,,,,13769.13,1016.77,1338.52,30.12,,8812.86,1756.04,360.82,,454,,,,6250000,4050000,12020000,10440000,,6550000,5600000,4175000,,7505000,,,,185,,4,2,,137,37,5,,,,,,8111.66,,322.36,54.44,,6061.73,1526.25,146.88,,,,,,7700000,,22900000,8500000,,8500000,7200000,7180000,,,,,,"109Y"
65000,新北市,65000240,平溪區,2,1,1,,,,,,,,,,,48.99,23.49,25.5,,,,,,,,,,,10000000,10000000,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109Y"
65000,新北市,65000250,雙溪區,13,8,3,,,,,,,1,1,,,536.1,204.82,179.2,,,,,,,79.21,72.87,,,2500000,2400000,5200000,,,,,,,21000000,5500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109Y"
65000,新北市,65000260,貢寮區,19,13,5,,,,1,,,,,,,633.11,373.8,189.99,,,,69.32,,,,,,,1900000,1600000,2100000,,,,3500000,,,,,,,2,1,,,,,1,,,,,,,91.7,44.04,,,,,47.66,,,,,,,2600000,2200000,,,,,3000000,,,,,,,"109Y"
65000,新北市,65000270,金山區,131,19,23,,,49,37,2,,,1,,,4991.53,499.14,1552.54,,,1715.2,1153.04,27.02,,,44.59,,,5800000,2500000,6930000,,,7300000,5000000,1275000,,,6700000,,,45,1,3,,,1,39,1,,,,,,1909.17,43.47,181.05,,,42.69,1606.76,35.2,,,,,,6800000,3220000,9000000,,,3500000,7190000,4450000,,,,,,"109Y"
65000,新北市,65000280,萬里區,149,90,7,,,26,9,16,,,,,1,3189.54,1932.81,435.3,,,417,160.31,230.69,,,,,13.43,1170000,955000,6400000,,,1650000,1800000,1350000,,,,,1450000,9,1,,,,5,2,1,,,,,,265.62,35.43,,,,94.71,119.63,15.85,,,,,,2000000,2970000,,,,1680000,9690000,2300000,,,,,,"109Y"
65000,新北市,65000290,烏來區,2,2,,,,,,,,,,,,27.58,27.58,,,,,,,,,,,,1700000,1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109Y"
63000,臺北市,63000010,松山區,1294,408,19,16,24,456,303,60,,,,,8,40056.88,11444.49,628.96,593.98,1229.87,15523.44,9688.36,777.34,,,,,170.45,18800000,18000000,38250000,29940000,18490000,19430000,20621000,9240000,,,,,16837500,204,3,,9,11,134,44,3,,,,,,12950.4,60.34,,514.16,1415.01,8762.34,2115.23,83.32,,,,,,31640000,9160000,,31250000,59780000,34875000,25020000,16880000,,,,,,"109Y"
63000,臺北市,63000020,信義區,1327,570,39,15,18,364,282,39,,,,,,41837.31,15412.77,1273.64,413.06,972.6,14923.07,8340.63,501.55,,,,,,17000000,15600000,45000000,36000000,19750000,22100000,18300000,10000000,,,,,,296,3,13,,9,175,90,6,,,,,,16447.82,90.67,1125.96,,350.89,11066.22,3671.45,142.63,,,,,,31650000,13000000,59750056,,17600000,38000000,21275000,13690000,,,,,,"109Y"
63000,臺北市,63000030,大安區,1803,424,4,23,17,677,596,59,,,,,3,58406.08,12242.77,104.87,751.69,591.27,26200.32,17707.58,728.29,,,,,79.29,22800000,19850000,27575000,31500000,22500000,27000000,23300000,11880000,,,,,13680000,265,2,,1,7,151,98,6,,,,,,16457.1,63.04,,127.25,359.93,10471.99,5301.25,133.64,,,,,,45000000,24360500,,38000000,43500000,51000000,41190000,18550000,,,,,,"109Y"
63000,臺北市,63000040,中山區,2756,493,56,36,55,1190,687,223,,,,,16,84799.82,13125.22,2290.14,941.8,3467.71,41066.56,20575.15,2616.47,,,,,716.76,14500000,15000000,45040000,22070000,26260000,15931000,14680000,6780000,,,,,11580000,564,1,,6,16,293,228,16,,,,,4,30360.52,34.79,,448.82,1442.14,18227.96,9754.69,328.96,,,,,123.16,27250000,24000000,,47250000,37650000,36380000,24000000,11650000,,,,,13630000,"109Y"
63000,臺北市,63000050,中正區,1155,242,29,17,28,480,287,72,,,,,,34257.11,6442.37,1137.86,521.49,1310.17,15859.9,7960.1,1025.22,,,,,,18000000,16150000,27880000,28910000,24115000,20330000,16900000,11000000,,,,,,185,3,,3,4,136,36,3,,,,,,10983.11,124.12,,66.54,615.51,8490.42,1593.92,92.58,,,,,,31500000,22500000,,9800000,129299000,32575000,26850000,12900000,,,,,,"109Y"
63000,臺北市,63000060,大同區,844,214,61,9,18,345,153,44,,,,,,26868.7,4926.39,3357.69,214.4,915.25,11744.5,5190.35,520.12,,,,,,13090000,10000000,19125000,15200000,18593000,17880000,15000000,6300000,,,,,,182,,1,2,4,133,36,5,,,,,1,9341.76,,78.69,81.09,239.19,6809.92,1992.35,93.99,,,,,46.53,29930000,,48000000,20340000,39725000,32123888,24340000,9400000,,,,,24700000,"109Y"
63000,臺北市,63000070,萬華區,1326,420,122,6,8,542,166,60,,,,1,1,33506.91,9473.87,3140.19,164.15,169.01,15997.71,3810.84,707.99,,,,3.13,40.02,10500000,8200000,14050000,15750000,7800000,14950000,11090000,4850000,,,,1200000,19680000,180,,,,2,159,18,1,,,,,,8361.34,,,,87.76,7574.89,687.2,11.49,,,,,,23365000,,,,28250000,23935954,17200000,3950000,,,,,,"109Y"
63000,臺北市,63000080,文山區,1647,650,47,7,,465,429,48,,,,,1,51342.65,18580.47,2429.5,182.15,,15193.24,14271.12,683.3,,,,,2.87,13200000,11525000,25000000,18300000,,15950000,14950000,6720000,,,,,3150000,560,22,15,,,305,214,4,,,,,,28669.21,1017.29,1155.91,,,16239.38,10150.33,106.31,,,,,,21500000,15475000,28400000,,,23981866,18350000,11440000,,,,,,"109Y"
63000,臺北市,63000090,南港區,704,322,12,4,6,210,95,8,4,41,,,2,27275.48,9343.04,925.81,142.22,493.59,7252.25,3415.09,113.74,110.05,5460.85,,,18.85,15650000,12615000,30750000,34425000,49050000,20775000,18880000,8690000,10190000,54480000,,,7172200,302,1,,,3,173,109,2,1,11,,,2,18480.67,25.33,,,293.57,11643.69,4881.21,35.94,111.42,1417.07,,,72.44,31400000,7500000,,,26330000,36580000,21774000,10300000,56000000,44500000,,,19000000,"109Y"
63000,臺北市,63000100,內湖區,1924,737,43,11,13,556,482,49,2,6,,,25,72386.27,22150.61,2777.58,353.35,1022.09,26575.69,16921.73,668.02,143.78,642.19,,,1131.24,15665000,13500000,38500000,23000000,34100000,24450000,17000000,8680000,40690000,42260000,,,16380000,884,43,20,1,8,376,395,10,5,18,,,8,58177.76,1864.29,1617.82,30.08,582.75,22900.98,27588.08,214.72,556.76,1956.77,,,865.52,26090000,15400000,48930000,22300000,32725000,28050000,23370000,10515000,48333333,44000000,,,39750000,"109Y"
63000,臺北市,63000110,士林區,1493,693,74,9,1,289,379,35,,3,,,10,53726.57,20194.25,3515.42,405.53,67.08,14925.91,13347.16,489.51,,634.61,,,147.1,16100000,13000000,29940000,46000000,29000000,27800000,19800000,8900000,,155160000,,,11611000,290,9,4,1,,133,131,5,,1,,,6,17392.12,380.67,397.59,73.5,,7889.4,8066.55,102.58,,47.47,,,434.36,30000000,19300000,54940000,72140000,,32000000,30500000,13500000,,26000000,,,35800000,"109Y"
63000,臺北市,63000120,北投區,1628,691,85,10,1,308,443,76,1,1,,,12,55289.25,20126.25,3460.14,290.67,16.9,12458.83,15922.46,996.76,520.05,1293.67,,,203.52,12975000,11800000,18750000,17500000,14400000,18155000,16100000,5450000,698775000,480000000,,,926253,469,20,7,,1,230,185,15,,2,,,9,25049.92,1017.5,588.44,,22.17,12952.49,9693.95,327.53,,140.7,,,307.14,22000000,14190000,32800000,,10250000,25190000,20600000,8300000,,24040000,,,11330000,"109Y"
68000,桃園市,68000010,桃園區,5302,502,447,45,41,3423,696,92,24,11,,,21,212552.01,13727.52,26731.32,2362.9,2726.86,130453.69,23179.4,1302.15,9919.08,1024.63,,,1124.47,7800000,4200000,13000000,15250000,29270000,8500000,5900000,2650000,104750000,19100000,,,21800000,2659,20,68,11,16,1964,556,19,,3,,,2,138979.39,907.55,5794.41,883.71,1275.16,104936.94,24198.78,499.01,,245.93,,,237.9,8900000,6600000,16940000,17500000,19100000,9300000,7690000,5200000,,16800000,,,12150000,"109Y"
68000,桃園市,68000020,中壢區,4662,534,990,45,8,1980,677,356,10,9,14,,39,182331.04,14783.03,61676.57,1827.67,637.17,73256,18303.92,4154.02,4066.97,2774.4,637.4,,213.9,6500000,3600000,11000000,12400000,9350900,8405000,4200000,1630000,163090000,6825000,22081280,,835000,1989,18,135,17,19,1417,360,21,1,1,,,,105491.13,718.94,14685.09,1105.04,889.27,71320.88,15821.98,481.09,235.65,233.18,,,,8100000,4800000,15380000,8333333,15000000,8500000,6100000,3600000,34465300,31000000,,,,"109Y"
68000,桃園市,68000030,大溪區,633,51,320,3,,160,90,4,,,2,,3,32435.27,1323.55,20583.13,157.51,,7282.5,2835.6,38.05,,,129.55,,85.39,7500000,2500000,8100000,7500000,,9330000,4040000,750000,,,50250000,,3200000,165,10,44,,,56,55,,,,,,,9277.8,401.25,3447.23,,,2960.61,2468.71,,,,,,,6800000,3295000,11900000,,,6800000,5600000,,,,,,,"109Y"
68000,桃園市,68000040,楊梅區,1884,171,829,27,,573,246,27,7,1,3,,,89674.53,4712.81,52661.96,1233.46,,21189.98,7929.28,311.86,1333.88,65.34,235.95,,,5305000,2350000,8000000,7260000,,5000000,3300000,790000,28000000,25000000,38000000,,,653,37,69,3,,298,243,1,,2,,,,35643.07,1411.47,6340.85,390.57,,14907.61,12123.77,14.6,,454.2,,,,5250000,2500000,12880000,65000000,,5400000,4800000,1200000,,39435000,,,,"109Y"
68000,桃園市,68000050,蘆竹區,1037,34,304,11,1,466,176,19,8,9,7,,2,59613.24,1146.02,25495.67,540.22,93.31,19058.72,6551.97,261.94,4372.44,1964.79,113.22,,14.94,7500000,3950000,12825000,13500000,20700000,7440000,5500000,3300000,27250000,41530000,3025500,,10375000,938,6,46,7,1,683,178,3,,7,1,,6,52165.07,268.69,4409.88,352.37,87.4,37005.89,8837.53,68.46,,912.66,118.73,,103.45,9750000,6750000,15540000,18500000,25000000,9900000,8600000,4700000,,9800000,56880000,,1570000,"109Y"
68000,桃園市,68000060,大園區,853,86,423,4,,194,104,2,3,1,30,,6,50833.78,2439.95,31142.42,164.12,,9213.77,3937.96,27.44,1936.62,489.43,1358.97,,123.11,8800000,3085000,11800000,7187500,,8575000,5275000,2915000,78000000,21196800,25390000,,26548500,321,9,55,4,1,99,149,4,,,,,,18905.99,412.6,4746.34,252.62,43.95,5233.29,8037.03,180.16,,,,,,11000000,5600000,19150000,12750000,13200000,11600000,8800000,7900000,,,,,,"109Y"
68000,桃園市,68000070,龜山區,1596,428,178,21,8,493,375,82,5,5,,,1,68719.52,11617.23,19243.98,1963.35,137.31,17772.32,11041.13,947.43,5200.81,626.89,,,169.08,6500000,3500000,10000000,14460000,6100000,8530000,6900000,1910000,101080000,15500000,,,1600000,532,32,27,2,2,249,207,4,3,6,,,,37308.01,1400.56,1919.31,127.97,101.71,12547.06,9637.49,139.73,10539.92,894.27,,,,9000000,7000000,12300000,22400000,14250000,9430000,8000000,5515000,663180000,10576800,,,,"109Y"
68000,桃園市,68000080,八德區,1846,221,476,5,,1001,120,8,10,2,1,,2,74779.72,5855,23532.19,239.68,,35365.98,3936.23,97.38,4968.55,510.91,31.51,,242.28,6050000,3250000,7775000,14500000,,6100000,4900000,1700000,145500000,73938000,15800000,,83375050,768,13,37,6,,634,74,1,,,,,3,38698.03,707.17,2990.85,351.65,,31464.92,3077.95,33.74,,,,,71.75,8215000,5200000,13250000,17500000,,8400000,6165000,5100000,,,,,7650000,"109Y"
68000,桃園市,68000090,龍潭區,1411,78,729,6,,376,177,34,5,4,2,,,59260.64,1825.14,38205.76,306.01,,11877.3,4143.33,469.55,1581.51,708.63,143.42,,,5900000,2300000,7000000,15666667,,6125000,2900000,1755000,33150000,33232500,26690000,,,289,18,40,3,,123,102,2,,,,,1,12650.12,666.6,2966.42,33.61,,4601.62,4259.2,62.97,,,,,59.69,5200000,3575000,7440000,1516667,,5250000,4585000,3150000,,,,,7500000,"109Y"
68000,桃園市,68000100,平鎮區,1738,210,742,20,,574,162,11,7,8,2,,2,85868.61,5624.07,51796.11,715.82,,19063.36,4831.21,184.39,1603.4,1810.11,224.03,,16.12,5200000,2800000,7200000,10200000,,5310000,4085000,2000000,70000000,148333333,21560000,,2000000,731,18,103,1,,454,153,2,,,,,,39691.14,616.51,9990.71,44.56,,22722.89,6265.63,50.84,,,,,,6980000,3440000,20680000,17800000,,6965000,5600000,3605000,,,,,,"109Y"
68000,桃園市,68000110,新屋區,448,8,199,4,,149,78,,1,,9,,,35201.81,208.43,26521.39,163.64,,4987.31,2259.69,,549.67,,511.69,,,5125000,2350000,9200000,5550000,,4980000,4100000,,160000000,,12580000,,,66,2,20,,,2,42,,,,,,,2794,112.2,1123.75,,,82.28,1475.77,,,,,,,5565000,2090000,8525000,,,6130000,4765000,,,,,,,"109Y"
68000,桃園市,68000120,觀音區,979,47,545,3,,18,345,9,1,,11,,,59803.42,1367.89,47783.81,82.38,,486.97,8825.34,166.51,238.16,,852.35,,,5420000,2600000,8550000,5200000,,4665000,4000000,3000000,60000000,,12360000,,,111,5,29,,,33,43,,,,,,1,4591.17,135.37,1842.03,,,1199.24,1367.44,,,,,,47.09,5670000,4000000,8400000,,,5620000,4800000,,,,,,8600000,"109Y"
68000,桃園市,68000130,復興區,4,,4,,,,,,,,,,,177.25,,177.25,,,,,,,,,,,1825000,,1825000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109Y"
66000,臺中市,66000010,中區,469,33,86,10,1,156,98,84,,,,,1,15350.36,736.19,7394.86,410.73,48.08,3881.23,1886.88,988.32,,,,,4.07,1725000,1850000,4450000,6450000,5115000,1800000,1679583,1515000,,,,,300000,12,,,,1,7,4,,,,,,,476.13,,,,37.85,290.52,147.76,,,,,,,5850000,,,,2600000,11520000,3425000,,,,,,,"109Y"
