V_ID,Town,Cluster_result,Cluster_name,QoL_Score,Marital status,Population Density,Natural Increase,Social Increase,Housing Price,Income,edu1,edu2,NO2,PM2.5,Hospital,Water,Green,Area,Metro in 300m,Multi Metro in 300m,Metro in 500m,Multi Metro in 500m,Primary School,High School,Gym,Fire station,Police station,Shelter
65000060-038,Xindian District,4,Close to Downtown: Convenient Transportation,81.05,0.169909807,0.102259554,0.136250432,0.112372066,0.264550841,0.093522849,0.176862153,0.399061936,0.034838129,0.968224552,0.142857143,0,1,0.000954809,1,0,1,0,1,1,0,1,1,0
65000060-019,Xindian District,0,Suburb: Remote and Desolate,1.34,0.164912878,0.008601084,0.159715209,0.109480247,0.264550841,0.051334208,0.162123735,0.714548512,0.118217374,0.626988191,0,0,1,0.009129958,0,0,0,0,1,0,0,0,0,0
65000060-055,Xindian District,0,Suburb: Remote and Desolate,28.7,0.115796273,0.140638809,0.167780532,0.110546214,0.264550841,0.063810086,0.121521308,0.384658374,0.100692614,0.71312473,0.142857143,0,1,0.001046052,0,0,0,0,1,1,0,0,0,0
65000060-002,Xindian District,3,City Center,71.17,0.127998123,0.22491648,0.143882862,0.114716923,0.264550841,0.073351361,0.132688038,0.380737449,0.012396521,1.081823096,0.285714286,0,0,0.000551006,1,0,1,1,1,0,0,1,1,0
65000060-014,Xindian District,1,Suburb: Small Town Settlement,17.27,0.228676361,0.045894764,0.181128826,0.112836106,0.264550841,0.09842029,0.232466435,0.602131179,0.100692614,0.863804856,0.142857143,0,1,0.005468636,0,0,0,0,0,1,0,1,1,0.007751938
65000060-015,Xindian District,1,Suburb: Small Town Settlement,36.36,0.152157795,0.119195923,0.172390328,0.110708001,0.264550841,0.058429039,0.153945685,0.582668406,0.087151014,0.863804856,0,1,1,0.00123868,0,0,0,0,1,0,0,1,1,0.003875969
65000060-067,Xindian District,1,Suburb: Small Town Settlement,21.3,0.164283729,0.188353265,0.169335671,0.108303893,0.264550841,0.07042383,0.169253309,0.523498983,0.100692614,0.863804856,0,0,1,0.001078268,0,0,0,0,1,0,0,1,1,0
65000060-005,Xindian District,3,City Center,64.65,0.167290286,0.21200659,0.158042115,0.111428871,0.264550841,0.103839638,0.171540113,0.323220029,0.012396521,1.081823096,0.428571429,0,0,0.000827229,1,0,1,0,1,0,0,1,1,0
65000060-020,Xindian District,0,Suburb: Remote and Desolate,1.08,0.168362665,0.178414243,0.142010959,0.109728466,0.264550841,0.064150134,0.177583381,0.583966601,0.100692614,0.658214537,0.142857143,0,1,0.00095363,0,0,0,0,0,0,0,0,0,0
65000060-048,Xindian District,1,Suburb: Small Town Settlement,58.47,0.104840723,0.211281236,0.164613214,0.108133391,0.264550841,0.057167996,0.107736082,0.420611015,0,1.081823096,0.285714286,0,1,0.00061697,0,0,1,0,1,0,0,1,1,0.003875969
65000060-047,Xindian District,1,Suburb: Small Town Settlement,49.4,0.121240876,0.268982323,0.145731263,0.107184468,0.264550841,0.058190667,0.12428607,0.421193153,0,1.081823096,0.142857143,0,1,0.000446639,0,0,1,0,1,0,0,1,1,0
65000060-050,Xindian District,4,Close to Downtown: Convenient Transportation,70.9,0.121709833,0.358006766,0.181128826,0.114495627,0.264550841,0.072142781,0.125246139,0.350266411,0.023988807,1.081823096,0.142857143,0,1,0.00053552,1,0,1,0,1,0,0,1,1,0
65000060-029,Xindian District,0,Suburb: Remote and Desolate,43.08,0.04416817,0.003840262,0.151139099,0.11268198,0.264550841,0.019853573,0.043733854,0.414895071,0.087151014,0.839858056,0,1,1,0.007835624,0,0,0,0,1,0,0,0,1,0.003875969
65000060-049,Xindian District,1,Suburb: Small Town Settlement,40.52,0.124569574,0.280056399,0.128217015,0.109563136,0.264550841,0.059940112,0.126883255,0.454495275,0,1.081823096,0.285714286,0,1,0.000439313,0,0,1,0,1,0,0,1,1,0
65000060-051,Xindian District,4,Close to Downtown: Convenient Transportation,85.75,0.133361211,0.091109584,0.151139099,0.113371224,0.264550841,0.073109512,0.143994655,0.340308881,0.023988807,1.081823096,0.142857143,1,1,0.001430001,1,0,1,0,1,0,0,1,1,0.003875969
65000060-025,Xindian District,0,Suburb: Remote and Desolate,24.06,0.103243263,0.003289194,0.136250432,0.115228713,0.264550841,0.051432867,0.106971647,0.394698227,0.094125604,0.760452986,0,1,1,0.009424285,0,0,0,0,0,0,0,0,1,0
65000060-063,Xindian District,0,Suburb: Remote and Desolate,7.46,0.091013469,0.046279273,0.181128826,0.112912962,0.264550841,0.032971855,0.095375275,0.452729297,0.071854732,0.839858056,0,0,1,0.000996779,0,0,0,0,0,0,0,0,1,0
65000060-022,Xindian District,0,Suburb: Remote and Desolate,3.16,0.157118485,0.029319081,0.143882862,0.11229424,0.264550841,0.069929341,0.160380119,0.515588481,0.07973842,0.952092189,0,0,1,0.00540004,0,0,0,0,0,0,0,0,1,0.003875969
65000060-069,Xindian District,0,Suburb: Remote and Desolate,13.37,0.102063708,0.003975986,0.164613214,0.113447124,0.264550841,0.094563674,0.105527992,0.298785656,0.094125604,0.728874177,0,0,1,0.009146167,0,0,0,0,0,0,0,0,0,0.003875969
65000060-068,Xindian District,0,Suburb: Remote and Desolate,3.43,0.124802231,0.066917198,0.147556529,0.115734181,0.264550841,0.064599853,0.140683021,0.386493557,0.094125604,0.689551012,0.142857143,0,1,0.001876375,0,0,0,0,0,0,0,0,0,0
65000060-065,Xindian District,1,Suburb: Small Town Settlement,57.33,0.090733841,0.083377156,0.176837378,0.111508249,0.264550841,0.070209967,0.097193871,0.302400027,0.06346393,0.952092189,0,0,1,0.003171411,0,0,0,0,0,1,0,1,1,0
65000060-024,Xindian District,0,Suburb: Remote and Desolate,22.58,0.025363882,0.00039128,0.152897108,0.112604709,0.264550841,0.004691597,0.021594641,0.426618038,0.094125604,0.792137174,0,0,1,0.009673517,0,0,0,0,1,0,0,0,1,0.003875969
65000060-018,Xindian District,0,Suburb: Remote and Desolate,5.71,0.163955432,0.009347494,0.156348283,0.107097256,0.264550841,0.054980451,0.160422455,0.676788041,0.106880049,0.658214537,0.142857143,0,1,0.009418653,0,0,0,0,1,1,0,0,0,0.007751938
65000060-030,Xindian District,0,Suburb: Remote and Desolate,23.52,0.157448152,0.034526547,0.176837378,0.114124162,0.264550841,0.068457925,0.162473921,0.540686473,0.07973842,0.839858056,0,1,1,0.005670888,0,0,0,0,1,0,0,0,1,0
65000060-012,Xindian District,4,Close to Downtown: Convenient Transportation,72.72,0.053871656,0.024156571,0.149359022,0.111587485,0.264550841,0.016479325,0.055370152,0.480684755,0.06346393,0.968224552,0.142857143,1,1,0.003816682,1,0,1,0,0,0,0,1,1,0.003875969
65000060-060,Xindian District,0,Suburb: Remote and Desolate,2.82,0.258588195,0.084115572,0.194394193,0.121399513,0.264550841,0.117135466,0.266635271,0.584235409,0.118217374,0.619198995,0,0,1,0.005426795,0,0,0,0,1,0,0,0,0,0
65000060-027,Xindian District,0,Suburb: Remote and Desolate,13.31,0.05776747,0.0018314,0.134280681,0.116091407,0.264550841,0.019206712,0.057378011,0.461178857,0.094125604,0.689551012,0,1,1,0.009566878,0,0,0,0,0,0,0,0,1,0.007751938
65000050-054,Xinzhuang District,1,Suburb: Small Town Settlement,14.31,0.218039255,0.396252445,0.214789795,0.106922356,0.243445633,0.092552072,0.215417119,0.652179967,0.071854732,0.689551012,0,0,1,0.000606962,0,0,0,0,1,1,0,0,1,0
65000050-058,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",7.12,0.113060686,0.362737966,0.16300045,0.110302438,0.243445633,0.037545334,0.107812014,0.554001747,0.071854732,0.689551012,0.142857143,0,0,0.00025014,0,0,0,0,1,1,0,0,1,0
65000050-053,Xinzhuang District,4,Close to Downtown: Convenient Transportation,94.62,0.274428574,0.123702198,0.238061872,0.147469082,0.243445633,0.126624024,0.275597577,0.61363458,0.07973842,0.728874177,0,0,1,0.003369521,1,0,1,1,1,1,1,1,1,0.003875969
65000050-014,Xinzhuang District,1,Suburb: Small Town Settlement,62.5,0.138134154,0.283699668,0.185271442,0.106393811,0.243445633,0.056935919,0.133040086,0.54737639,0.071854732,0.689551012,0.428571429,0,1,0.000496149,0,0,0,0,1,1,1,1,1,0
65000050-057,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",9.68,0.117892682,0.370634242,0.193135521,0.109147185,0.243445633,0.049001657,0.113220921,0.498333295,0.071854732,0.689551012,0,0,0,0.000188726,0,0,0,0,1,1,0,0,1,0
65000050-075,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",15.39,0.227214708,0.370277086,0.194394193,0.129286817,0.243445633,0.106159024,0.233442854,0.513586038,0.071854732,0.689551012,0,0,0,0.000676616,0,0,0,0,1,1,0,0,1,0.003875969
65000050-017,Xinzhuang District,1,Suburb: Small Town Settlement,18.01,0.134520464,0.34311899,0.176837378,0.102908096,0.243445633,0.046925608,0.129332675,0.595331522,0.071854732,0.689551012,0.285714286,0,0,0.000380704,0,0,0,0,1,1,0,1,1,0
65000050-023,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",9.21,0.178795964,0.347436009,0.175372661,0.108643046,0.243445633,0.075030611,0.176268232,0.562180256,0.071854732,0.689551012,0.142857143,0,0,0.000474449,0,0,0,0,1,1,0,0,1,0
65000050-011,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",63.17,0.168599508,0.253922982,0.16300045,0.117626224,0.243445633,0.069524654,0.165778298,0.587955119,0.094125604,0.689551012,0.428571429,0,0,0.0007555,0,0,1,0,1,1,1,1,1,0.003875969
65000050-051,Xinzhuang District,1,Suburb: Small Town Settlement,26.01,0.098122339,0.293994639,0.166206477,0.111109926,0.243445633,0.048709196,0.096044675,0.456769843,0.094125604,0.689551012,0.285714286,0,0,0.000347544,0,0,0,0,1,0,0,1,1,0
65000050-020,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",5.58,0.071395885,0.320703804,0.172390328,0.109480247,0.243445633,0.037377734,0.06790519,0.466907528,0.071854732,0.689551012,0.142857143,0,0,0.000228352,0,0,0,0,1,0,0,0,1,0
65000050-052,Xinzhuang District,1,Suburb: Small Town Settlement,58.4,0.151433551,0.155315415,0.186620359,0.121522941,0.243445633,0.073111066,0.150126418,0.49966292,0.07973842,0.689551012,0.142857143,0,1,0.000940875,0,0,1,0,1,0,0,1,1,0
65000050-043,Xinzhuang District,4,Close to Downtown: Convenient Transportation,92,0.220464983,0.031320395,0.19808524,0.112059923,0.243445633,0.088621104,0.221571144,0.748896368,0.071854732,0.75254835,0,0,1,0.007248589,1,1,1,1,1,1,0,1,1,0
65000050-028,Xinzhuang District,4,Close to Downtown: Convenient Transportation,49.66,0.08581088,0.199986534,0.152897108,0.109397207,0.243445633,0.02681861,0.079476296,0.51075328,0.07973842,0.666038391,0.142857143,0,1,0.000306933,1,0,1,0,1,0,0,0,1,0
65000050-061,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",23.79,0.114494443,0.334312806,0.169335671,0.110627181,0.243445633,0.039315781,0.108404538,0.570587449,0.07973842,0.666038391,0.142857143,0,0,0.000291699,1,0,1,0,1,0,0,0,1,0
65000050-030,Xinzhuang District,4,Close to Downtown: Convenient Transportation,59.88,0.157856188,0.316806108,0.186620359,0.100775736,0.243445633,0.060340674,0.154176631,0.61630989,0.07973842,0.666038391,0.142857143,0,1,0.000609104,1,0,1,0,1,1,0,0,1,0.003875969
65000050-084,Xinzhuang District,1,Suburb: Small Town Settlement,12.84,0.090772219,0.380482633,0.166206477,0.108643046,0.243445633,0.027559552,0.087238217,0.507418109,0.087151014,0.634784369,0.142857143,0,0,0.00020763,0,0,0,0,1,0,0,1,1,0
65000050-044,Xinzhuang District,1,Suburb: Small Town Settlement,33.47,0.145531277,0.216908917,0.20047712,0.114790426,0.243445633,0.054423939,0.141930084,0.601389981,0.087151014,0.634784369,0.142857143,0,1,0.000744885,0,0,0,0,1,0,0,1,1,0.003875969
65000050-041,Xinzhuang District,1,Suburb: Small Town Settlement,12.57,0.134433323,0.31215168,0.189271644,0.110302438,0.243445633,0.047798877,0.132514677,0.586381974,0.094125604,0.634784369,0.142857143,0,0,0.000328506,0,0,0,0,1,0,0,1,1,0
65000050-083,Xinzhuang District,1,Suburb: Small Town Settlement,13.98,0.136673596,0.370933166,0.185271442,0.108811702,0.243445633,0.051437298,0.133789068,0.571248066,0.087151014,0.634784369,0.142857143,0,0,0.000350093,0,0,0,0,1,0,0,1,1,0
65000050-038,Xinzhuang District,1,Suburb: Small Town Settlement,5.17,0.193247623,0.279454273,0.185271442,0.101365921,0.243445633,0.069667647,0.186769873,0.732852148,0.094125604,0.634784369,0,0,0,0.000513753,0,0,0,0,1,0,0,1,1,0
65000050-004,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",70.03,0.138748898,0.30297055,0.167780532,0.109314017,0.243445633,0.059773976,0.134236815,0.528806227,0.094125604,0.689551012,0.428571429,0,0,0.000421695,0,0,1,0,1,1,1,1,1,0.003875969
65000050-060,Xinzhuang District,1,Suburb: Small Town Settlement,84.14,0.153064311,0.322120107,0.166206477,0.104035228,0.243445633,0.073213214,0.150375312,0.474555055,0.06346393,0.689551012,0.428571429,0,1,0.000414926,0,0,1,0,1,1,1,1,1,0
65000050-012,Xinzhuang District,1,Suburb: Small Town Settlement,29.37,0.098746754,0.298094123,0.181128826,0.108979747,0.243445633,0.032617309,0.095691034,0.53977914,0.06346393,0.705260074,0.142857143,0,0,0.000289376,0,0,0,0,1,1,0,1,1,0
65000050-036,Xinzhuang District,4,Close to Downtown: Convenient Transportation,66.87,0.124554415,0.068224555,0.187953685,0.12332398,0.243445633,0.063484871,0.121364774,0.485237906,0.094125604,0.681706652,0.428571429,0,1,0.002529942,1,0,1,0,1,0,0,0,1,0
65000050-027,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",39.92,0.156063005,0.314637775,0.20047712,0.105859444,0.243445633,0.059307483,0.152902642,0.604867656,0.087151014,0.705260074,0,0,0,0.000605023,0,0,1,0,1,1,0,1,1,0.003875969
65000050-046,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",38.24,0.137830626,0.349699234,0.194394193,0.115083136,0.243445633,0.042907857,0.132522407,0.616239039,0.071854732,0.705260074,0,0,0,0.000388775,0,0,1,0,1,1,0,1,1,0
65000050-033,Xinzhuang District,3,City Center,68.08,0.145622798,0.176612341,0.185271442,0.108388912,0.243445633,0.054657314,0.142736726,0.546559465,0.07973842,0.666038391,0.142857143,0,0,0.000508899,1,0,1,0,1,1,0,1,1,0.003875969
65000050-055,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",33.2,0.139508475,0.332253254,0.1738904,0.104220676,0.243445633,0.043207484,0.134460288,0.63390987,0.087151014,0.705260074,0.142857143,0,0,0.000431888,0,0,1,0,1,1,0,1,1,0.003875969
65000050-003,Xinzhuang District,1,Suburb: Small Town Settlement,68.68,0.049668017,0.053911856,0.169335671,0.112216275,0.243445633,0.019353961,0.047071416,0.438983632,0.094125604,0.784206323,0.428571429,0,1,0.001142348,0,0,1,0,1,0,0,1,1,0.003875969
65000050-024,Xinzhuang District,3,City Center,70.77,0.075815164,0.228036809,0.147556529,0.112216275,0.243445633,0.026253764,0.071612973,0.4909454,0.06346393,0.705260074,0,0,0,0.000324996,1,0,1,0,1,1,0,1,1,0
65000050-078,Xinzhuang District,6,Downtown: New Taipei City,51.68,0.120882632,0.267605552,0.1738904,0.109810907,0.243445633,0.043568394,0.120415095,0.533786439,0.06346393,0.705260074,0,0,0,0.000337571,1,0,1,0,0,1,0,1,1,0
65000050-047,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",15.99,0.129263187,0.3751417,0.178284808,0.104405444,0.243445633,0.042655602,0.121253686,0.593506937,0.07973842,0.689551012,0.142857143,0,0,0.000279927,0,0,1,0,1,1,0,0,1,0
65000050-070,Xinzhuang District,1,Suburb: Small Town Settlement,33.87,0.188633569,0.127276959,0.209526574,0.109563136,0.243445633,0.075960765,0.188477296,0.604066734,0.06346393,0.705260074,0.285714286,0,0,0.001757569,0,0,0,0,1,1,0,1,1,0
65000050-056,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",58.33,0.084889177,0.289220158,0.166206477,0.113371224,0.243445633,0.030528197,0.07941589,0.487550138,0.06346393,0.705260074,0.142857143,0,0,0.000205914,0,0,1,0,1,1,0,1,1,0
65000050-069,Xinzhuang District,3,City Center,76.28,0.104514794,0.267293488,0.185271442,0.113749373,0.243445633,0.046986029,0.102728383,0.454927454,0.06346393,0.705260074,0.142857143,0,0,0.00029839,1,0,1,0,1,1,0,1,1,0
65000050-009,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",31.65,0.195043257,0.374814677,0.1738904,0.112216275,0.243445633,0.077143112,0.195307244,0.622957093,0.06346393,0.705260074,0.142857143,0,0,0.000492126,0,0,1,0,1,1,0,1,1,0
65000050-007,Xinzhuang District,1,Suburb: Small Town Settlement,76.14,0.150870049,0.198479358,0.166206477,0.130003072,0.243445633,0.071463663,0.148806343,0.515900588,0.06346393,0.689551012,0.428571429,0,1,0.000869204,0,0,0,0,1,1,1,1,1,0.007751938
65000050-025,Xinzhuang District,3,City Center,53.02,0.157138151,0.101062251,0.164613214,0.11174553,0.243445633,0.063208403,0.151730057,0.583808012,0.094125604,0.666038391,0.428571429,0,0,0.001580447,1,0,1,0,1,0,0,1,1,0
65000050-039,Xinzhuang District,3,City Center,52.76,0.133602391,0.307708942,0.178284808,0.108047907,0.243445633,0.055780425,0.128916703,0.511238923,0.094125604,0.666038391,0.285714286,0,0,0.000404282,1,0,1,0,1,0,0,1,1,0
65000050-008,Xinzhuang District,4,Close to Downtown: Convenient Transportation,92.61,0.13729336,0.271318547,0.169335671,0.108979747,0.243445633,0.058726402,0.139224547,0.486728809,0.094125604,0.626988191,0.428571429,0,1,0.000505601,1,0,1,1,1,1,0,1,1,0
65000050-071,Xinzhuang District,1,Suburb: Small Town Settlement,27.49,0.150791199,0.27911721,0.202815738,0.114347438,0.243445633,0.053086074,0.145638913,0.622651234,0.087151014,0.705260074,0.142857143,0,0,0.000619024,0,0,0,0,1,1,0,1,1,0
65000050-019,Xinzhuang District,3,City Center,82.93,0.060666143,0.158158462,0.154633391,0.109397207,0.243445633,0.030847392,0.060399322,0.423217146,0.094125604,0.626988191,0.428571429,0,0,0.00048529,1,0,1,0,1,1,0,1,1,0
65000050-022,Xinzhuang District,4,Close to Downtown: Convenient Transportation,98.99,0.060068686,0.042627853,0.164613214,0.110057338,0.243445633,0.029212385,0.061135125,0.421327405,0.094125604,0.626988191,0.428571429,1,1,0.001617881,1,0,1,1,1,1,0,1,1,0
65000050-065,Xinzhuang District,3,City Center,88.51,0.11030306,0.269575501,0.176837378,0.110546214,0.243445633,0.057404128,0.109366455,0.454765249,0.06346393,0.689551012,0.428571429,0,0,0.000443308,1,0,1,0,1,1,1,1,1,0
65000050-010,Xinzhuang District,3,City Center,81.72,0.073219622,0.251121382,0.158042115,0.113674013,0.243445633,0.036357141,0.071528276,0.41957862,0.06346393,0.689551012,0.428571429,0,0,0.000336581,1,0,1,0,0,1,1,1,1,0
65000050-073,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",53.9,0.120346036,0.452835304,0.190574459,0.109480247,0.243445633,0.059762738,0.123962853,0.447908465,0.07973842,0.666038391,0,0,0,0.000223314,0,0,1,0,1,1,0,1,1,0
65000050-064,Xinzhuang District,4,Close to Downtown: Convenient Transportation,91.2,0.20664349,0.142435451,0.224500197,0.136156739,0.243445633,0.115218712,0.211867594,0.403037324,0.07973842,0.705260074,0,0,1,0.002417351,1,0,1,0,1,1,0,1,1,0.003875969
65000050-063,Xinzhuang District,1,Suburb: Small Town Settlement,66.06,0.117678783,0.418587119,0.167780532,0.109480247,0.243445633,0.046597778,0.115026878,0.502123245,0.07973842,0.666038391,0.142857143,0,1,0.000208374,0,0,1,0,1,1,0,1,1,0
65000050-074,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",19.42,0.137170737,0.312687977,0.186620359,0.108388912,0.243445633,0.064692187,0.140167071,0.466843332,0.07973842,0.689551012,0.142857143,0,0,0.000275596,0,0,0,0,1,1,0,0,1,0.003875969
65000050-016,Xinzhuang District,4,Close to Downtown: Convenient Transportation,82.12,0.143118271,0.210623863,0.094036701,0.130839212,0.243445633,0.051247223,0.152559553,0.737222058,0.106880049,0.689551012,0.428571429,0,1,0.000849682,1,0,1,0,1,1,1,1,1,0.003875969
65000050-081,Xinzhuang District,1,Suburb: Small Town Settlement,37.3,0.119751214,0.21509218,0.181128826,0.113974647,0.243445633,0.046781223,0.117771427,0.524546886,0.06346393,0.705260074,0.142857143,0,0,0.000530087,0,0,0,0,1,1,0,1,1,0.003875969
65000050-032,Xinzhuang District,1,Suburb: Small Town Settlement,7.73,0.171485811,0.346695366,0.19808524,0.109397207,0.243445633,0.065866331,0.168993941,0.607553999,0.087151014,0.705260074,0.142857143,0,0,0.000448627,0,0,0,0,1,0,0,1,1,0
65000050-082,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",4.37,0.126077259,0.405871419,0.179715207,0.111903009,0.243445633,0.047886816,0.125487899,0.560982588,0.094125604,0.634784369,0.142857143,0,0,0.000213133,0,0,0,0,1,0,0,0,1,0
65000050-035,Xinzhuang District,1,Suburb: Small Town Settlement,8.8,0.09525259,0.382645525,0.159715209,0.113371224,0.243445633,0.027782257,0.088802846,0.546973257,0.094125604,0.705260074,0.142857143,0,0,0.00019143,0,0,0,0,1,0,0,1,1,0
65000050-077,Xinzhuang District,1,Suburb: Small Town Settlement,90.86,0.080779772,0.110964088,0.164613214,0.114643289,0.243445633,0.033149873,0.079983483,0.478425333,0.094125604,0.689551012,0.571428571,1,1,0.00098455,0,0,1,0,1,1,0,1,1,0.003875969
65000050-001,Xinzhuang District,1,Suburb: Small Town Settlement,12.1,0.156232903,0.276588176,0.145731263,0.106658806,0.243445633,0.06389523,0.154926309,0.56972573,0.094125604,0.689551012,0.428571429,0,0,0.000658107,0,0,0,0,1,0,0,1,1,0
65000050-040,Xinzhuang District,4,Close to Downtown: Convenient Transportation,96.84,0.076322199,0.013298849,0.1738904,0.111903009,0.243445633,0.031259166,0.071862359,0.426304033,0.06346393,0.784206323,0.428571429,0,1,0.00507296,1,0,1,1,1,1,0,1,1,0.007751938
65000050-018,Xinzhuang District,1,Suburb: Small Town Settlement,38.58,0.167429636,0.030664218,0.154633391,0.109728466,0.243445633,0.058183323,0.158476568,0.668081964,0.112713706,0.705260074,0.428571429,1,1,0.005739806,0,0,0,0,1,0,0,1,1,0.003875969
65000050-080,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",6.32,0.081179645,0.33961078,0.164613214,0.113598518,0.243445633,0.030466117,0.080307113,0.469036882,0.071854732,0.673869104,0,0,0,0.00018202,0,0,0,0,1,0,0,0,1,0
65000050-005,Xinzhuang District,4,Close to Downtown: Convenient Transportation,90.39,0.157783995,0.052420639,0.209526574,0.13328639,0.243445633,0.09538884,0.156421639,0.41132058,0.07973842,0.847833973,0,0,1,0.003691196,1,0,1,0,1,1,0,1,1,0
65000050-068,Xinzhuang District,4,Close to Downtown: Convenient Transportation,95.36,0.086432698,0.033625684,0.172390328,0.113142707,0.243445633,0.037121019,0.085980525,0.462199464,0.06346393,0.784206323,0.428571429,0,1,0.003058273,1,0,1,1,1,1,0,1,1,0
65000050-072,Xinzhuang District,4,Close to Downtown: Convenient Transportation,54.44,0.173451045,0.124948886,0.210602388,0.114643289,0.243445633,0.07049335,0.173876998,0.594697723,0.07973842,0.705260074,0,0,1,0.001764855,1,0,1,0,0,0,0,1,1,0.003875969
65000050-026,Xinzhuang District,4,Close to Downtown: Convenient Transportation,99.19,0.0661559,0.121157049,0.151139099,0.102717807,0.243445633,0.043128081,0.06778568,0.3815801,0.094125604,0.689551012,0.428571429,0,1,0.000676888,1,0,1,1,1,1,1,1,1,0.007751938
65000050-034,Xinzhuang District,1,Suburb: Small Town Settlement,44.15,0.115025509,0.321888807,0.149359022,0.109314017,0.243445633,0.037204013,0.110659792,0.550571311,0.06346393,0.689551012,0.285714286,0,0,0.000327284,0,0,0,0,1,1,1,1,1,0
65000050-062,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",45.9,0.176378664,0.237653104,0.169335671,0.104772951,0.243445633,0.08304403,0.176039663,0.493922978,0.071854732,0.689551012,0,0,1,0.000822343,0,0,1,0,1,1,0,0,1,0.003875969
65000050-076,Xinzhuang District,4,Close to Downtown: Convenient Transportation,75.47,0.26607872,0.268573553,0.242602396,0.13278088,0.243445633,0.125727274,0.265312032,0.510574819,0.071854732,0.728874177,0,0,1,0.00142749,1,0,1,0,1,1,0,0,1,0.003875969
65000050-029,Xinzhuang District,1,Suburb: Small Town Settlement,91.94,0.088697845,0.073865184,0.170872176,0.109314017,0.243445633,0.042319296,0.089603299,0.426381116,0.06346393,0.689551012,0.428571429,0,1,0.001405614,0,0,1,0,1,1,1,1,1,0.003875969
65000050-037,Xinzhuang District,1,Suburb: Small Town Settlement,50.07,0.122760955,0.243072513,0.152897108,0.107876473,0.243445633,0.046436676,0.118582894,0.535240912,0.071854732,0.689551012,0.285714286,0,0,0.000541103,0,0,0,0,1,1,1,1,1,0.003875969
65000050-059,Xinzhuang District,1,Suburb: Small Town Settlement,55.31,0.149479511,0.195931506,0.195638568,0.114273145,0.243445633,0.064235758,0.147342176,0.531616173,0.071854732,0.728874177,0.285714286,0,0,0.00092739,0,0,0,0,1,1,1,1,1,0.003875969
65000050-031,Xinzhuang District,1,Suburb: Small Town Settlement,67.47,0.151719809,0.352253722,0.196868851,0.102239,0.243445633,0.063798592,0.148308207,0.483527924,0.06346393,0.689551012,0.285714286,0,1,0.000549311,0,0,0,0,1,1,1,1,1,0
65000050-049,Xinzhuang District,5,"Outskirt: High Population Density, Old Town",15.19,0.081029714,0.347600984,0.154633391,0.108811702,0.243445633,0.033878937,0.078164913,0.475771215,0.07973842,0.689551012,0.142857143,0,0,0.000245155,0,0,1,0,1,0,0,0,1,0
65000050-042,Xinzhuang District,1,Suburb: Small Town Settlement,15.05,0.081348695,0.254859646,0.166206477,0.107704415,0.243445633,0.022546065,0.077273328,0.538301247,0.07973842,0.689551012,0.285714286,0,0,0.000256612,0,0,0,0,1,0,0,1,1,0
65000050-045,Xinzhuang District,1,Suburb: Small Town Settlement,29.77,0.154656394,0.366393059,0.166206477,0.10753173,0.243445633,0.056748303,0.149227947,0.631763994,0.094125604,0.666038391,0.285714286,0,1,0.000562646,0,0,1,0,1,0,0,1,1,0.003875969
65000050-013,Xinzhuang District,4,Close to Downtown: Convenient Transportation,95.3,0.108630269,0.181141969,0.136250432,0.108811702,0.243445633,0.049369771,0.110781699,0.469956163,0.094125604,0.689551012,0.571428571,0,1,0.00069298,1,0,1,0,1,1,1,1,1,0.003875969
65000050-066,Xinzhuang District,6,Downtown: New Taipei City,48.05,0.116414998,0.275396876,0.159715209,0.112059923,0.243445633,0.040703359,0.112424848,0.543595818,0.06346393,0.705260074,0,0,0,0.000546791,1,0,1,0,0,1,0,1,1,0.003875969
65000050-021,Xinzhuang District,1,Suburb: Small Town Settlement,45.97,0.186564027,0.254615526,0.185271442,0.105859444,0.243445633,0.066729871,0.180926052,0.697396871,0.071854732,0.705260074,0,0,1,0.00093414,0,0,1,0,1,1,0,1,1,0.007751938
65000050-015,Xinzhuang District,1,Suburb: Small Town Settlement,44.56,0.271211717,0.062449991,0.262251822,0.129671058,0.243445633,0.112116938,0.267813296,0.786692239,0.123413006,0.705260074,0.285714286,0,1,0.00592184,0,0,0,0,1,1,0,1,1,0
