V_ID,Town,Cluster_result,Cluster_name,QoL_Score,Marital status,Population Density,Natural Increase,Social Increase,Housing Price,Income,edu1,edu2,NO2,PM2.5,Hospital,Water,Green,Area,Metro in 300m,Multi Metro in 300m,Metro in 500m,Multi Metro in 500m,Primary School,High School,Gym,Fire station,Police station,Shelter
65000110-008,Xizhi District,1,Suburb: Small Town Settlement,66.6,0.19787822,0.125746765,0.202815738,0.117420423,0.211054819,0.110029629,0.201992401,0.394338441,0.034838129,0.681706652,0.142857143,0,1,0.000964426,0,0,0,0,1,1,0,1,1,0
65000110-030,Xizhi District,1,Suburb: Small Town Settlement,55.98,0.21523715,0.154844221,0.185271442,0.11637492,0.211054819,0.095659059,0.218914509,0.646313359,0.023988807,0.681706652,0,1,1,0.002082138,0,0,0,0,1,1,0,1,1,0.003875969
65000110-037,Xizhi District,0,Suburb: Remote and Desolate,41.33,0.118640961,0.043545607,0.140115176,0.11182434,0.211054819,0.086275601,0.121768765,0.316707751,0.07973842,0.666038391,0,0,1,0.00251064,0,0,0,0,0,1,0,0,1,0.003875969
65000110-015,Xizhi District,0,Suburb: Remote and Desolate,3.76,0.148824615,0.019012881,0.149359022,0.113066262,0.211054819,0.047692117,0.149333241,0.665462221,0.071854732,0.673869104,0.142857143,0,1,0.006755404,0,0,0,0,0,0,0,0,1,0.003875969
65000110-032,Xizhi District,1,Suburb: Small Town Settlement,64.11,0.141973043,0.023381618,0.187953685,0.120269137,0.211054819,0.07570715,0.141798298,0.484413129,0.054526761,0.681706652,0,0,1,0.002389937,0,0,0,0,1,1,0,1,1,0.003875969
65000110-007,Xizhi District,1,Suburb: Small Town Settlement,44.96,0.159960383,0.240091841,0.151139099,0.111981536,0.211054819,0.075937183,0.159497451,0.498536475,0.054526761,0.666038391,0.142857143,0,1,0.000766134,0,0,0,0,1,1,0,1,1,0
65000110-003,Xizhi District,1,Suburb: Small Town Settlement,63.44,0.143117279,0.059440911,0.1738904,0.113371224,0.211054819,0.077412621,0.152367282,0.413848258,0.034838129,0.681706652,0.142857143,0,1,0.002406104,0,0,0,0,1,1,0,1,1,0.003875969
65000110-039,Xizhi District,1,Suburb: Small Town Settlement,57.86,0.143869876,0.017197634,0.161367884,0.129383361,0.211054819,0.094770467,0.145476815,0.371228971,0.087151014,0.642587502,0,0,1,0.0046249,0,0,0,0,1,0,0,1,1,0
65000110-023,Xizhi District,0,Suburb: Remote and Desolate,34.34,0.018545564,0.000440612,0.167780532,0.11229424,0.211054819,0.006340748,0.016756425,0.404970868,0.106880049,0.634784369,0,0,1,0.009683325,0,0,0,0,1,0,0,0,1,0.003875969
65000110-018,Xizhi District,1,Suburb: Small Town Settlement,75.13,0.070441393,0.019373456,0.161367884,0.115083136,0.211054819,0.02623072,0.068828522,0.480942278,0.054526761,0.681706652,0,1,1,0.00407402,0,0,0,0,1,1,0,1,1,0
65000110-005,Xizhi District,1,Suburb: Small Town Settlement,51.08,0.105484883,0.181824516,0.179715207,0.128152931,0.211054819,0.053373557,0.107802758,0.459064189,0.054526761,0.650397566,0.142857143,0,1,0.000565115,0,0,0,0,1,0,0,1,1,0
65000110-022,Xizhi District,4,Close to Downtown: Convenient Transportation,81.25,0.142202539,0.021596673,0.159715209,0.115805879,0.211054819,0.060444311,0.134737136,0.554612647,0.087151014,0.658214537,0.142857143,0,1,0.006385619,1,0,1,0,1,1,0,1,1,0.003875969
65000110-014,Xizhi District,1,Suburb: Small Town Settlement,61.22,0.172927106,0.033791857,0.138195131,0.114569523,0.211054819,0.067012649,0.172529867,0.671943654,0.054526761,0.681706652,0.142857143,1,1,0.005224066,0,0,0,0,1,1,0,1,1,0
65000110-027,Xizhi District,1,Suburb: Small Town Settlement,72.98,0.179625894,0.109334424,0.159715209,0.123030251,0.211054819,0.097999343,0.18447774,0.472329717,0.054526761,0.673869104,0,1,1,0.00360571,0,0,0,0,1,1,0,1,1,0
65000110-043,Xizhi District,0,Suburb: Remote and Desolate,7.66,0.189188751,0.045073487,0.167780532,0.118705676,0.211054819,0.09808019,0.194563915,0.473343751,0.094125604,0.673869104,0,0,1,0.006445274,0,0,0,0,0,0,0,0,1,0
65000110-049,Xizhi District,1,Suburb: Small Town Settlement,77.15,0.095284498,0.028378528,0.159715209,0.117005541,0.211054819,0.069403202,0.102883719,0.318248042,0.034838129,0.666038391,0,1,1,0.001414463,0,0,0,0,1,0,0,1,1,0
65000110-016,Xizhi District,0,Suburb: Remote and Desolate,11.76,0.054591238,0.001245361,0.161367884,0.114347438,0.211054819,0.021474745,0.054632039,0.431871903,0.123413006,0.658214537,0,0,1,0.009676694,0,0,0,0,0,0,0,0,1,0
65000110-038,Xizhi District,1,Suburb: Small Town Settlement,70.3,0.043543277,0.010089239,0.164613214,0.114790426,0.211054819,0.017228059,0.038699743,0.439580057,0.07973842,0.666038391,0.142857143,0,1,0.00450739,0,0,1,0,1,0,0,1,1,0
65000110-021,Xizhi District,1,Suburb: Small Town Settlement,53.7,0.138279203,0.004602324,0.156348283,0.118102222,0.211054819,0.067840299,0.136694016,0.498484356,0.087151014,0.681706652,0,0,1,0.009697084,0,0,0,0,1,1,0,1,1,0
65000110-045,Xizhi District,1,Suburb: Small Town Settlement,65.99,0.186195762,0.263212996,0.191862346,0.129479582,0.211054819,0.103091192,0.187184736,0.422828076,0.054526761,0.666038391,0.142857143,0,1,0.000712543,0,0,0,0,1,1,0,1,1,0
65000110-024,Xizhi District,1,Suburb: Small Town Settlement,54.3,0.123379539,0.073479184,0.159715209,0.115734181,0.211054819,0.077777046,0.121867387,0.400685118,0.087151014,0.611416803,0.142857143,0,1,0.001895716,0,0,0,0,1,0,0,1,1,0.003875969
65000110-034,Xizhi District,1,Suburb: Small Town Settlement,73.66,0.104190552,0.196441722,0.175372661,0.112836106,0.211054819,0.045291161,0.108186521,0.475096939,0.034838129,0.666038391,0,1,1,0.000534622,0,0,0,0,1,1,0,1,1,0
65000110-002,Xizhi District,1,Suburb: Small Town Settlement,73.19,0.036162507,0.100933979,0.164613214,0.115083136,0.211054819,0.017637386,0.036528046,0.411943562,0.034838129,0.666038391,0.142857143,0,1,0.000397089,0,0,0,0,1,1,0,1,1,0.003875969
65000110-046,Xizhi District,1,Suburb: Small Town Settlement,68.55,0.14194585,0.015126489,0.176837378,0.115805879,0.211054819,0.076160355,0.144362263,0.436628737,0.06346393,0.666038391,0.142857143,0,1,0.004485124,0,0,0,0,1,1,0,1,1,0.003875969
65000110-006,Xizhi District,1,Suburb: Small Town Settlement,38.1,0.149334879,0.184557896,0.110837898,0.113295188,0.211054819,0.05859485,0.156025417,0.645273946,0.054526761,0.666038391,0.142857143,0,1,0.000980498,0,0,0,0,1,1,0,1,1,0.011627907
65000110-001,Xizhi District,1,Suburb: Small Town Settlement,69.76,0.04471164,0.111265144,0.164613214,0.11268198,0.211054819,0.018509587,0.045360391,0.431806591,0.034838129,0.666038391,0.142857143,0,1,0.000530631,0,0,0,0,1,1,0,1,1,0
65000110-031,Xizhi District,1,Suburb: Small Town Settlement,57.46,0.168692583,0.160566573,0.181128826,0.123030251,0.211054819,0.092591166,0.168163355,0.48663059,0.034838129,0.666038391,0.142857143,0,1,0.000857517,0,0,0,0,1,1,0,1,1,0.003875969
65000110-035,Xizhi District,1,Suburb: Small Town Settlement,73.72,0.103824772,0.239655783,0.154633391,0.114495627,0.211054819,0.048004819,0.106086189,0.482324708,0.034838129,0.681706652,0,1,1,0.000407876,0,0,0,0,1,1,0,1,1,0
65000110-009,Xizhi District,0,Suburb: Remote and Desolate,12.16,0.136606941,0.011627099,0.172390328,0.115734181,0.211054819,0.049795029,0.13148382,0.619665916,0.087151014,0.650397566,0,0,1,0.008544322,0,0,0,0,1,0,0,0,1,0.003875969
65000110-013,Xizhi District,0,Suburb: Remote and Desolate,24.87,0.078114986,0.011092799,0.170872176,0.11174553,0.211054819,0.028921948,0.07558737,0.471654162,0.071854732,0.666038391,0.142857143,0,1,0.005773201,0,0,0,0,0,0,0,1,1,0
65000110-033,Xizhi District,1,Suburb: Small Town Settlement,20.3,0.158031357,0.340526878,0.1738904,0.120523401,0.211054819,0.0719714,0.159894006,0.557263955,0.071854732,0.666038391,0,0,1,0.000981356,0,0,0,0,1,0,0,1,1,0
65000110-010,Xizhi District,0,Suburb: Remote and Desolate,30.98,0.05455377,0.029679017,0.156348283,0.114643289,0.211054819,0.019593842,0.052698574,0.454636945,0.071854732,0.650397566,0.142857143,0,1,0.002066087,0,0,0,0,1,0,0,0,1,0.003875969
65000110-044,Xizhi District,0,Suburb: Remote and Desolate,21.84,0.032950827,0.002026162,0.145731263,0.111903009,0.211054819,0.02904146,0.034563678,0.358069103,0.123413006,0.611416803,0,0,1,0.00896241,0,0,0,0,0,0,0,0,1,0.003875969
65000160-017,Taishan District,5,"Outskirt: High Population Density, Old Town",52.69,0.226383757,0.314332587,0.202815738,0.116020215,0.207468122,0.110041432,0.224296142,0.614878177,0.071854732,0.728874177,0,0,0,0.000745746,0,0,1,0,1,1,1,0,1,0
65000160-006,Taishan District,1,Suburb: Small Town Settlement,54.97,0.130026672,0.027069127,0.156348283,0.111903009,0.207468122,0.051024722,0.126761439,0.538701858,0.071854732,0.728874177,0,0,1,0.004503435,0,0,0,0,1,1,1,0,1,0.015503876
65000160-011,Taishan District,5,"Outskirt: High Population Density, Old Town",38.17,0.120824772,0.299888615,0.182525911,0.107962268,0.207468122,0.055720436,0.118807387,0.503314098,0.071854732,0.728874177,0,0,0,0.000461904,0,0,0,0,1,1,1,0,1,0
65000160-001,Taishan District,1,Suburb: Small Town Settlement,65.66,0.029265031,0.001110963,0.164613214,0.111903009,0.207468122,0.011984457,0.027697217,0.42653232,0.06346393,0.984381198,0,0,1,0.009486532,0,0,0,0,1,1,0,1,1,0
65000160-003,Taishan District,1,Suburb: Small Town Settlement,40.93,0.186721893,0.099788871,0.195638568,0.108558488,0.207468122,0.069384317,0.181526914,0.686106179,0.071854732,0.689551012,0,0,1,0.00213893,0,0,0,0,1,1,1,0,1,0.011627907
65000160-014,Taishan District,0,Suburb: Remote and Desolate,17.74,0.106211803,0.220549189,0.166206477,0.10612736,0.207468122,0.036595999,0.101607859,0.524902772,0.054526761,0.784206323,0.142857143,0,1,0.000643716,0,0,0,0,1,0,0,0,1,0.003875969
65000160-008,Taishan District,0,Suburb: Remote and Desolate,25.34,0.122893762,0.056806956,0.194394193,0.121151368,0.207468122,0.050909227,0.116809629,0.53354912,0.06346393,0.75254835,0.142857143,0,1,0.00256394,0,0,0,0,1,0,0,0,1,0.003875969
65000160-005,Taishan District,4,Close to Downtown: Convenient Transportation,96.24,0.137526617,0.02837767,0.169335671,0.107704415,0.207468122,0.057369118,0.130942892,0.567927566,0.07973842,0.728874177,0,0,1,0.005315255,1,0,1,1,1,1,1,1,1,0.003875969
65000160-013,Taishan District,1,Suburb: Small Town Settlement,50.47,0.073135822,0.0608748,0.170872176,0.110788676,0.207468122,0.025923535,0.071018135,0.469835292,0.054526761,0.784206323,0.142857143,0,1,0.001648005,0,0,0,0,1,1,0,0,1,0
65000160-004,Taishan District,4,Close to Downtown: Convenient Transportation,81.79,0.09146907,0.112889159,0.128217015,0.11268198,0.207468122,0.029063108,0.085336582,0.531255113,0.071854732,0.728874177,0,0,1,0.00053431,1,0,1,0,1,1,1,0,1,0
65000160-016,Taishan District,4,Close to Downtown: Convenient Transportation,86.36,0.116435493,0.16076696,0.164613214,0.107704415,0.207468122,0.055489876,0.114690971,0.483922508,0.071854732,0.728874177,0,0,1,0.000738203,1,0,1,0,1,1,1,0,1,0
65000160-012,Taishan District,4,Close to Downtown: Convenient Transportation,82.8,0.218637015,0.04765116,0.203965538,0.106834666,0.207468122,0.09647288,0.217424817,0.625206803,0.071854732,0.784206323,0.285714286,0,1,0.005446665,1,0,1,0,1,1,1,0,1,0.011627907
65000160-007,Taishan District,1,Suburb: Small Town Settlement,56.12,0.145272867,0.188331781,0.185271442,0.114273145,0.207468122,0.056670268,0.142021353,0.575255506,0.054526761,0.728874177,0.142857143,0,1,0.001950844,0,0,0,0,1,1,1,0,1,0
65000160-010,Taishan District,4,Close to Downtown: Convenient Transportation,92.27,0.149353034,0.05133017,0.193135521,0.112216275,0.207468122,0.060690021,0.144186886,0.605481361,0.06346393,0.75254835,0.142857143,0,1,0.003483189,1,1,1,1,0,1,0,1,1,0.003875969
65000160-009,Taishan District,1,Suburb: Small Town Settlement,63.31,0.127245985,0.042815603,0.170872176,0.115948896,0.207468122,0.057061686,0.123997423,0.526692879,0.06346393,0.75254835,0.142857143,0,1,0.004842413,0,0,1,0,1,0,0,1,1,0.003875969
65000160-015,Taishan District,1,Suburb: Small Town Settlement,45.36,0.12136802,0.077442485,0.170872176,0.108047907,0.207468122,0.056572267,0.117727651,0.501752273,0.034838129,0.784206323,0.142857143,0,1,0.001723753,0,0,0,0,1,0,0,1,1,0
65000160-002,Taishan District,1,Suburb: Small Town Settlement,38.31,0.11142157,0.010619471,0.167780532,0.105499929,0.207468122,0.042036808,0.108228198,0.544989805,0.07973842,0.815968644,0,0,1,0.007274035,0,0,0,0,1,1,0,0,1,0.007751938
65000100-001,Tamsui District,0,Suburb: Remote and Desolate,6.12,0.018790115,0.001962437,0.154633391,0.113371224,0.163814901,0.00477866,0.015021917,0.409090329,0.177435224,0.388900106,0.142857143,0,1,0.007448788,0,0,0,0,0,0,0,0,0,0.003875969
65000100-023,Tamsui District,4,Close to Downtown: Convenient Transportation,86.22,0.122186473,0.081023563,0.143882862,0.110627181,0.163814901,0.043935512,0.121023472,0.55804751,0.034838129,0.057057216,0,0,1,0.002003959,1,0,1,1,1,1,0,0,1,0.007751938
65000100-020,Tamsui District,4,Close to Downtown: Convenient Transportation,98.19,0.186720595,0.015829024,0.169335671,0.130976147,0.163814901,0.115894134,0.193350456,0.276028308,0.094125604,0.321152585,0.142857143,1,1,0.007919597,1,0,1,1,1,1,0,0,1,0.007751938
65000100-012,Tamsui District,4,Close to Downtown: Convenient Transportation,97.18,0.249222862,0.031872817,0.219774941,0.133202829,0.163814901,0.116103711,0.252034054,0.445991515,0.118217374,0.231855743,0.142857143,0,1,0.008216664,1,1,1,1,1,1,0,0,1,0.003875969
65000100-038,Tamsui District,4,Close to Downtown: Convenient Transportation,98.32,0.092245946,0.068924461,0.16300045,0.114495627,0.163814901,0.046597457,0.095896998,0.417887758,0.071854732,0.158386379,0,0,1,0.001973921,1,1,1,1,1,1,0,0,1,0
65000100-027,Tamsui District,1,Suburb: Small Town Settlement,61.49,0.048141962,0.126127638,0.166206477,0.109480247,0.163814901,0.015999188,0.048316973,0.437858782,0.034838129,0.085820364,0,0,1,0.000481844,0,0,0,0,1,1,0,0,1,0.003875969
65000100-016,Tamsui District,1,Suburb: Small Town Settlement,57.19,0.048238528,0.004176655,0.167780532,0.11389969,0.163814901,0.025287094,0.045945471,0.4100126,0.162223651,0.419215853,0,0,1,0.00727219,0,0,0,0,1,0,0,1,1,0.003875969
65000100-009,Tamsui District,4,Close to Downtown: Convenient Transportation,75.2,0.063006574,0.005487926,0.167780532,0.117420423,0.163814901,0.027810995,0.05800299,0.42477575,0.106880049,0.246654245,0,0,1,0.007108952,1,0,1,1,1,0,0,0,0,0.007751938
65000100-042,Tamsui District,4,Close to Downtown: Convenient Transportation,81.32,0.240875161,0.41972169,0.20047712,0.148059381,0.163814901,0.108211122,0.248405612,0.472330032,0.087151014,0.30618647,0,0,1,0.003013488,1,1,1,1,1,0,0,0,1,0.003875969
65000100-041,Tamsui District,4,Close to Downtown: Convenient Transportation,77.69,0.138857367,0.046634895,0.138195131,0.11735158,0.163814901,0.057146948,0.143999979,0.489928124,0.094125604,0.195010872,0,0,1,0.004940609,1,0,1,1,1,0,0,0,1,0.003875969
65000100-002,Tamsui District,0,Suburb: Remote and Desolate,26.55,0.037483634,0.003946241,0.145731263,0.112059923,0.163814901,0.010363812,0.031809036,0.430215427,0.165088261,0.419215853,0,1,1,0.007418083,0,0,0,0,0,0,0,0,1,0.003875969
65000100-008,Tamsui District,4,Close to Downtown: Convenient Transportation,82.86,0.329810138,0.045235051,0.253471639,0.15951181,0.163814901,0.134648286,0.335253875,0.545928214,0.112713706,0.351182471,0,0,1,0.008801987,1,0,1,1,1,1,0,0,1,0.003875969
65000100-040,Tamsui District,4,Close to Downtown: Convenient Transportation,78.97,0.122800509,0.052500369,0.152897108,0.112449753,0.163814901,0.046981036,0.121167459,0.510494836,0.023988807,0.085820364,0,1,1,0.002490142,1,0,1,0,1,0,0,0,1,0
65000100-014,Tamsui District,0,Suburb: Remote and Desolate,27.15,0.041037274,0.003417579,0.151139099,0.113598518,0.163814901,0.014161267,0.033071423,0.438548503,0.188792498,0.291253286,0.142857143,0,1,0.007976196,0,0,0,0,1,0,0,0,1,0
65000100-007,Tamsui District,0,Suburb: Remote and Desolate,6.45,0.029866864,0.002351102,0.159715209,0.113447124,0.163814901,0.009468153,0.024752978,0.42297218,0.165088261,0.321152585,0.142857143,0,1,0.008193185,0,0,0,0,0,0,0,0,0,0.003875969
65000100-031,Tamsui District,1,Suburb: Small Town Settlement,79.23,0.06055117,0.01779881,0.156348283,0.114273145,0.163814901,0.025661162,0.062517983,0.401290116,0.06346393,0.224469387,0,1,1,0.003832854,0,0,0,0,1,1,0,0,1,0.015503876
65000100-035,Tamsui District,5,"Outskirt: High Population Density, Old Town",62.03,0.229970739,0.188126473,0.187953685,0.132481352,0.163814901,0.100891739,0.232970746,0.559346243,0.06346393,0.173009393,0,0,1,0.001411025,0,0,1,0,1,1,0,0,1,0
65000100-036,Tamsui District,1,Suburb: Small Town Settlement,48.79,0.147183,0.218024215,0.175372661,0.11094959,0.163814901,0.067325963,0.148854847,0.442417496,0.06346393,0.173009393,0,0,1,0.000768927,0,0,0,0,1,1,0,0,1,0
65000100-030,Tamsui District,1,Suburb: Small Town Settlement,84.07,0.011054657,0.014758799,0.161367884,0.111903009,0.163814901,0.005813993,0.015630566,0.366123189,0.034838129,0.085820364,0,1,1,0.001440006,0,0,0,0,1,1,0,0,1,0
65000100-034,Tamsui District,1,Suburb: Small Town Settlement,36.29,0.130259836,0.211386457,0.147556529,0.109563136,0.163814901,0.042506618,0.123875713,0.567284474,0.06346393,0.173009393,0,0,1,0.000718656,0,0,0,0,1,1,0,0,1,0.003875969
65000100-010,Tamsui District,5,"Outskirt: High Population Density, Old Town",55.24,0.198021362,0.250342056,0.152897108,0.111109926,0.163814901,0.085453511,0.203893886,0.558092913,0.06346393,0.173009393,0,0,1,0.000883716,0,0,1,0,1,1,0,0,1,0.003875969
65000100-015,Tamsui District,0,Suburb: Remote and Desolate,29.91,0.050618016,0.002731169,0.158042115,0.114273145,0.163814901,0.025622851,0.046972318,0.417468631,0.203031823,0.37378925,0,0,1,0.00866508,0,0,1,0,1,0,0,0,0,0.015503876
65000100-037,Tamsui District,4,Close to Downtown: Convenient Transportation,90.79,0.142736022,0.232986448,0.166206477,0.117626224,0.163814901,0.063330084,0.14671961,0.481878297,0.054526761,0.121987647,0,0,1,0.000561342,1,1,1,1,0,1,0,0,1,0.003875969
65000100-029,Tamsui District,5,"Outskirt: High Population Density, Old Town",70.16,0.021860569,0.02433058,0.16300045,0.112449753,0.163814901,0.009650158,0.022552207,0.389342741,0.034838129,0.085820364,0,1,0,0.001297861,0,0,0,0,1,1,0,0,1,0
65000100-039,Tamsui District,0,Suburb: Remote and Desolate,54.7,0.144228875,0.101627889,0.182525911,0.12064987,0.163814901,0.079706698,0.143595227,0.439691569,0.07973842,0.36624569,0.142857143,0,1,0.001108187,1,0,1,0,0,0,0,0,1,0
65000100-019,Tamsui District,4,Close to Downtown: Convenient Transportation,68.88,0.195450731,0.027174597,0.175372661,0.114347438,0.163814901,0.094626384,0.19870111,0.505164768,0.118217374,0.442033946,0.142857143,0,1,0.006352459,1,0,1,0,1,1,0,0,1,0.003875969
65000100-013,Tamsui District,0,Suburb: Remote and Desolate,18.28,0.073888415,0.002040975,0.172390328,0.111508249,0.163814901,0.024415562,0.066706539,0.487083012,0.219421005,0.298715744,0.142857143,0,1,0.009633429,0,0,0,0,1,0,0,0,1,0.007751938
65000100-011,Tamsui District,5,"Outskirt: High Population Density, Old Town",53.23,0.165276677,0.209569533,0.161367884,0.108303893,0.163814901,0.066392205,0.163816695,0.578391407,0.054526761,0.121987647,0,0,1,0.000899096,0,0,1,0,1,1,0,0,1,0
65000100-028,Tamsui District,1,Suburb: Small Town Settlement,64.72,0.028040266,0.223355739,0.159715209,0.112449753,0.163814901,0.012486478,0.02915636,0.402382538,0.034838129,0.085820364,0,0,1,0.000116507,0,0,0,0,1,1,0,0,1,0
65000100-033,Tamsui District,4,Close to Downtown: Convenient Transportation,93.08,0.140173296,0.011188636,0.169335671,0.123615189,0.163814901,0.054036254,0.137629532,0.543881844,0.094125604,0.404042392,0,1,1,0.007608272,1,1,1,1,1,0,0,0,1,0
65000100-032,Tamsui District,4,Close to Downtown: Convenient Transportation,92.07,0.161705635,0.029916866,0.130264391,0.114569523,0.163814901,0.063777703,0.162301399,0.561323895,0.071854732,0.254066313,0,1,1,0.005537737,1,0,1,1,1,1,0,0,1,0.003875969
65000100-025,Tamsui District,0,Suburb: Remote and Desolate,61.02,0.03830057,0.184067333,0.154633391,0.114421598,0.163814901,0.013848364,0.040270334,0.423220812,0.034838129,0.085820364,0,0,1,0.000228267,0,0,1,0,1,0,0,0,1,0
65000100-017,Tamsui District,4,Close to Downtown: Convenient Transportation,79.84,0.198392788,0.065904329,0.158042115,0.122375058,0.163814901,0.106994243,0.200697615,0.415511653,0.094125604,0.487875561,0.142857143,0,1,0.003297484,1,0,1,0,1,1,0,0,1,0.015503876
65000100-018,Tamsui District,0,Suburb: Remote and Desolate,40.32,0.1785988,0.113549637,0.1738904,0.122012394,0.163814901,0.088646695,0.182197398,0.484025888,0.094125604,0.442033946,0.142857143,0,1,0.001215058,1,0,1,0,0,0,0,0,1,0
65000100-021,Tamsui District,4,Close to Downtown: Convenient Transportation,87.37,0.257491048,0.038618421,0.194394193,0.120901491,0.163814901,0.123004316,0.266682399,0.355146834,0.094125604,0.217091681,0,1,1,0.006651687,1,0,1,1,1,0,0,0,1,0.003875969
65000100-006,Tamsui District,0,Suburb: Remote and Desolate,31.85,0.088896738,0.006645664,0.126142914,0.110465102,0.163814901,0.024951484,0.075786421,0.55418325,0.123413006,0.36624569,0,1,1,0.008476991,0,0,1,0,1,0,0,0,0,0.003875969
65000100-004,Tamsui District,0,Suburb: Remote and Desolate,48.19,0.057793133,0.003212856,0.149359022,0.114124162,0.163814901,0.020990613,0.050954082,0.451123039,0.149153491,0.36624569,0,1,1,0.00832957,0,0,0,0,1,1,0,0,0,0.003875969
65000100-026,Tamsui District,4,Close to Downtown: Convenient Transportation,91.73,0.024853585,0.013180788,0.158042115,0.112372066,0.163814901,0.011364525,0.024194144,0.397018016,0.034838129,0.085820364,0,1,1,0.001594946,1,0,1,0,1,0,0,0,1,0
65000100-005,Tamsui District,0,Suburb: Remote and Desolate,5.91,0.035663989,0.00279495,0.151139099,0.114049471,0.163814901,0.01078849,0.033657298,0.427321338,0.183516327,0.351182471,0.142857143,0,1,0.008677854,0,0,0,0,0,0,0,0,0,0
65000100-003,Tamsui District,0,Suburb: Remote and Desolate,46.03,0.057066456,0.003131633,0.147556529,0.111269685,0.163814901,0.017035196,0.047221009,0.459038621,0.165088261,0.404042392,0,1,1,0.008724981,0,0,0,0,0,1,0,0,1,0.003875969
65000100-022,Tamsui District,4,Close to Downtown: Convenient Transportation,73.32,0.180644047,0.123056776,0.154633391,0.117489144,0.163814901,0.104886417,0.181759158,0.417498347,0.034838129,0.057057216,0,0,1,0.001625982,1,0,1,0,1,0,0,0,1,0
65000100-024,Tamsui District,5,"Outskirt: High Population Density, Old Town",64.05,0.049508857,0.155264287,0.172390328,0.110383843,0.163814901,0.022077035,0.04825932,0.426878278,0,0,0,0,0,0.000376901,1,0,1,0,1,0,0,0,1,0.003875969
65000180-003,Shenkeng District,1,Suburb: Small Town Settlement,58.67,0.10031862,0.014202421,0.166206477,0.113142707,0.178967283,0.039250395,0.097676823,0.501199797,0.094125604,0.626988191,0,0,1,0.006025474,0,0,0,0,1,1,0,1,1,0.003875969
65000180-006,Shenkeng District,1,Suburb: Small Town Settlement,50.27,0.180174146,0.118942213,0.161367884,0.109397207,0.178967283,0.076356078,0.180103926,0.571912344,0.100692614,0.611416803,0,0,1,0.00221566,0,0,0,0,1,1,0,1,1,0
65000180-004,Shenkeng District,1,Suburb: Small Town Settlement,65.05,0.071214212,0.002187255,0.158042115,0.115155989,0.178967283,0.026592881,0.069987202,0.460124302,0.100692614,0.642587502,0,0,1,0.009618464,0,0,0,0,1,1,0,1,1,0.003875969
65000180-001,Shenkeng District,1,Suburb: Small Town Settlement,61.69,0.111582459,0.059709182,0.172390328,0.113447124,0.178967283,0.052169015,0.112111147,0.497986414,0.100692614,0.619198995,0,0,1,0.002206184,0,0,0,0,1,1,0,1,1,0.015503876
65000180-007,Shenkeng District,0,Suburb: Remote and Desolate,8.87,0.089327067,0.00669595,0.143882862,0.112836106,0.178967283,0.044939146,0.088561604,0.475970233,0.106880049,0.619198995,0,0,1,0.008389019,0,0,0,0,0,0,0,0,1,0.003875969
65000180-002,Shenkeng District,0,Suburb: Remote and Desolate,10.35,0.084567119,0.067176554,0.16300045,0.115010154,0.178967283,0.035890262,0.083917249,0.473572471,0.100692614,0.619198995,0,0,1,0.001391541,0,0,0,0,0,0,0,0,1,0
65000180-008,Shenkeng District,0,Suburb: Remote and Desolate,30.24,0.079107041,0.011921891,0.161367884,0.114643289,0.178967283,0.035588394,0.081228731,0.436048864,0.100692614,0.619198995,0,0,1,0.00523969,0,0,0,0,0,0,0,1,1,0
65000180-005,Shenkeng District,1,Suburb: Small Town Settlement,56.72,0.017985724,0.001053826,0.161367884,0.113598518,0.178967283,0.006657454,0.017707963,0.399354091,0.100692614,0.658214537,0,0,1,0.008890873,0,0,0,0,1,1,0,0,1,0.003875969
65000290-004,Wulai District,0,Suburb: Remote and Desolate,49.13,0.01612432,0.000112126,0.1738904,0.113295188,0.050262657,0.004711432,0.016844143,0.397903088,0.094125604,0.634784369,0,0,1,0.009709766,0,0,0,0,1,0,0,0,1,0.003875969
65000290-005,Wulai District,0,Suburb: Remote and Desolate,29.23,0.003733571,0,0.169335671,0.112604709,0.050262657,0.0017156,0.004136119,0.385424569,0.100692614,0.642587502,0,0,1,0.009709766,0,0,0,0,0,0,0,0,1,0
65000290-002,Wulai District,0,Suburb: Remote and Desolate,47.78,0.058088882,0.00078363,0.182525911,0.113974647,0.050262657,0.016711935,0.057446207,0.48100309,0.094125604,0.658214537,0.285714286,0,1,0.0097094,0,0,0,0,1,0,0,0,1,0.003875969
65000290-001,Wulai District,1,Suburb: Small Town Settlement,63.24,0.087747257,0.00188165,0.181128826,0.110220886,0.050262657,0.028941853,0.087243724,0.517058424,0.094125604,0.642587502,0.285714286,0,1,0.009699004,0,0,0,0,1,1,0,0,1,0.011627907
65000290-003,Wulai District,0,Suburb: Remote and Desolate,49.33,0.020610386,1.22197E-05,0.179715207,0.11174553,0.050262657,0.004487272,0.019921538,0.428402575,0.094125604,0.626988191,0,0,1,0.009709766,0,0,0,0,1,0,0,0,1,0.007751938
65000120-027,Ruifang District,0,Suburb: Remote and Desolate,22.92,0.045112911,0.001287637,0.156348283,0.112604709,0.111654118,0.011260659,0.039971088,0.464558873,0.141498576,0.611416803,0,0,1,0.009647731,0,0,0,0,1,0,0,0,1,0
65000120-028,Ruifang District,1,Suburb: Small Town Settlement,41.67,0.06799273,0.00261953,0.1738904,0.11134935,0.111654118,0.018761061,0.061259367,0.506650428,0.141498576,0.603641642,0.142857143,0,1,0.009490596,0,0,0,0,1,0,0,1,1,0.003875969
