縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,不含車位_各建物型態合計棟數,不含車位_公寓棟數,不含車位_透天厝棟數,不含車位_店面(店舖)棟數,不含車位_辦公商業大樓棟數,不含車位_住宅大樓棟數,不含車位_華廈棟數,不含車位_套房棟數,不含車位_工廠棟數,不含車位_廠辦棟數,不含車位_農舍棟數,不含車位_倉庫棟數,不含車位_其他建物型態棟數,不含車位_各建物型態合計面積,不含車位_公寓面積,不含車位_透天厝面積,不含車位_店面(店舖)面積,不含車位_辦公商業大樓面積,不含車位_住宅大樓面積,不含車位_華廈面積,不含車位_套房面積,不含車位_工廠面積,不含車位_廠辦面積,不含車位_農舍面積,不含車位_倉庫面積,不含車位_其他建物型態面積,不含車位_各建物型態整體中位數房價,不含車位_公寓中位數房價,不含車位_透天厝中位數房價,不含車位_店面(店舖)中位數房價,不含車位_辦公商業大樓中位數房價,不含車位_住宅大樓中位數房價,不含車位_華廈中位數房價,不含車位_套房中位數房價,不含車位_工廠中位數房價,不含車位_廠辦中位數房價,不含車位_農舍中位數房價,不含車位_倉庫中位數房價,不含車位_其他建物型態中位數房價,含車位_各建物型態合計棟數,含車位_公寓棟數,含車位_透天厝棟數,含車位_店面(店舖)棟數,含車位_辦公商業大樓棟數,含車位_住宅大樓棟數,含車位_華廈棟數,含車位_套房棟數,含車位_工廠棟數,含車位_廠辦棟數,含車位_農舍棟數,含車位_倉庫棟數,含車位_其他建物型態棟數,含車位_各建物型態合計面積,含車位_公寓面積,含車位_透天厝面積,含車位_店面(店舖)面積,含車位_辦公商業大樓面積,含車位_住宅大樓面積,含車位_華廈面積,含車位_套房面積,含車位_工廠面積,含車位_廠辦面積,含車位_農舍面積,含車位_倉庫面積,含車位_其他建物型態面積,含車位_各建物型態整體中位數房價,含車位_公寓中位數房價,含車位_透天厝中位數房價,含車位_店面(店舖)中位數房價,含車位_辦公商業大樓中位數房價,含車位_住宅大樓中位數房價,含車位_華廈中位數房價,含車位_套房中位數房價,含車位_工廠中位數房價,含車位_廠辦中位數房價,含車位_農舍中位數房價,含車位_倉庫中位數房價,含車位_其他建物型態中位數房價,資料時間
65000,新北市,65000110,汐止區,2449,425,133,,,1391,500,,,,,,,111605.4,12530.93,13446.03,,,70949.74,14678.7,,,,,,,10000000,7820000,17000000,,,11100000,9500000,,,,,,,901,107,12,,,602,180,,,,,,,52699.06,6107.84,1078.8,,,33616.87,11895.55,,,,,,,12650000,11800000,18250000,,,13070000,11300000,,,,,,,"110Y"
65000,新北市,65000120,瑞芳區,145,110,27,,,,8,,,,,,,4491.77,2976.89,1238.86,,,,276.02,,,,,,,2550000,2500000,3500000,,,,2750000,,,,,,,15,4,5,,,,6,,,,,,,668.38,175.54,242.19,,,,250.64,,,,,,,6600000,3960000,8000000,,,,6750000,,,,,,,"110Y"
65000,新北市,65000130,土城區,1699,454,57,,,997,191,,,,,,,58772.34,12711.89,5540.39,,,34510.47,6009.59,,,,,,,11050000,8300000,28000000,,,13380000,10350000,,,,,,,296,6,3,,,205,82,,,,,,,15747.28,239.62,187.81,,,11561.65,3758.21,,,,,,,15000000,7875000,26000000,,,16800000,13225000,,,,,,,"110Y"
65000,新北市,65000140,蘆洲區,840,442,15,,,174,209,,,,,,,27891.03,13024.3,567.79,,,7518.19,6780.75,,,,,,,10535000,9075000,14800000,,,14190000,12600000,,,,,,,346,2,1,,,188,155,,,,,,,17727.22,82.31,90.26,,,10663.61,6891.04,,,,,,,16725000,11400000,40380000,,,19000000,15000000,,,,,,,"110Y"
65000,新北市,65000150,五股區,769,87,24,,,540,118,,,,,,,32467.02,2276.01,6159.26,,,19068.88,4962.88,,,,,,,9560000,5500000,24400000,,,10060000,8845000,,,,,,,418,11,3,,,276,128,,,,,,,18886.66,367.06,178.18,,,12042.92,6298.51,,,,,,,10600000,7500000,15330000,,,10700000,10540000,,,,,,,"110Y"
65000,新北市,65000160,泰山區,483,204,31,,,152,96,,,,,,,19469.44,5623.66,1731.2,,,8243.47,3871.12,,,,,,,8620000,6500000,16800000,,,13830000,8675000,,,,,,,170,2,4,,,100,64,,,,,,,8018.32,57.93,363.8,,,4751.65,2844.93,,,,,,,12105000,17000000,22440000,,,12500000,11825000,,,,,,,"110Y"
65000,新北市,65000170,林口區,1041,68,46,,,859,68,,,,,,,58317.26,2214.45,5680.61,,,47938.38,2483.82,,,,,,,14700000,6100000,21440000,,,15380000,9800000,,,,,,,1204,11,87,,,879,227,,,,,,,71125.84,769.22,8618.1,,,49495.59,12242.93,,,,,,,13900000,13000000,25700000,,,13800000,11800000,,,,,,,"110Y"
65000,新北市,65000180,深坑區,150,39,14,,,22,75,,,,,,,5050.46,1095.46,614.94,,,1174.36,2165.7,,,,,,,6655000,5950000,8830000,,,12575000,6150000,,,,,,,83,1,1,,,39,42,,,,,,,5132.14,48.73,51.85,,,1989.71,3041.85,,,,,,,12500000,12500000,14000000,,,13000000,11590000,,,,,,,"110Y"
65000,新北市,65000190,石碇區,1,,,,,,1,,,,,,,20.63,,,,,,20.63,,,,,,,2170960,,,,,,2170960,,,,,,,5,,,,,,5,,,,,,,268.55,,,,,,268.55,,,,,,,8750000,,,,,,8750000,,,,,,,"110Y"
65000,新北市,65000200,坪林區,5,4,1,,,,,,,,,,,223.21,59.16,164.05,,,,,,,,,,,4500000,4500000,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110Y"
65000,新北市,65000210,三芝區,247,19,43,,,107,78,,,,,,,6524.18,514.91,2142.44,,,1858.75,2008.09,,,,,,,2500000,2000000,5250000,,,1530000,2650000,,,,,,,87,3,11,,,17,56,,,,,,,3672.17,160.73,831.33,,,763.23,1916.88,,,,,,,3513333,4160000,8820000,,,3850000,3200000,,,,,,,"110Y"
65000,新北市,65000220,石門區,10,7,3,,,,,,,,,,,234.46,148.97,85.5,,,,,,,,,,,1575000,1460000,1750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110Y"
65000,新北市,65000230,八里區,459,16,9,,,399,35,,,,,,,15142.54,429.07,618.38,,,12985.74,1109.36,,,,,,,6800000,4050000,17680000,,,6900000,5750000,,,,,,,195,,6,,,152,37,,,,,,,9573.07,,365.55,,,6944.53,2262.99,,,,,,,8600000,,17000000,,,8700000,7000000,,,,,,,"110Y"
65000,新北市,65000240,平溪區,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110Y"
65000,新北市,65000250,雙溪區,10,4,6,,,,,,,,,,,516.98,98.1,418.88,,,,,,,,,,,3500000,2800000,3500000,,,,,,,,,,,1,,1,,,,,,,,,,,69.04,,69.04,,,,,,,,,,,7080000,,7080000,,,,,,,,,,,"110Y"
65000,新北市,65000260,貢寮區,30,8,4,,,,18,,,,,,,690.8,241.18,144.15,,,,305.46,,,,,,,948278,2000000,4050000,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110Y"
65000,新北市,65000270,金山區,133,25,24,,,48,35,,,,1,,,4633.28,679.59,1530.15,,,1313.84,947.59,,,,162.12,,,4500000,3000000,9175000,,,5140000,3500000,,,,40000000,,,24,1,,,,3,20,,,,,,,1060.8,50.93,,,,130.86,879,,,,,,,7325000,6000000,,,,3600000,7365000,,,,,,,"110Y"
65000,新北市,65000280,萬里區,158,92,11,,,43,12,,,,,,,3630.43,2044.51,633.02,,,767.58,185.33,,,,,,,1525000,1250000,7800000,,,1600000,2000000,,,,,,,12,,,,,9,3,,,,,,,383.04,,,,,254.98,128.06,,,,,,,3535000,,,,,2080000,5550000,,,,,,,"110Y"
65000,新北市,65000290,烏來區,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110Y"
63000,臺北市,63000010,松山區,1026,314,14,,,454,244,,,,,,,33029.9,9216.58,355.68,,,15651.51,7806.14,,,,,,,20750000,19600000,35000000,,,19390000,24490000,,,,,,,142,,2,,,99,41,,,,,,,7349.7,,243.74,,,5330.56,1775.4,,,,,,,30920000,,90250000,,,33000000,26750000,,,,,,,"110Y"
63000,臺北市,63000020,信義區,1220,503,21,,,446,250,,,,,,,37153.67,13809.71,520.54,,,15502.45,7320.97,,,,,,,18590000,16800000,16000000,,,20965000,21500000,,,,,,,226,8,1,,,151,66,,,,,,,11890.4,220.93,71.28,,,8477.53,3120.66,,,,,,,31715000,3250000,65500000,,,33000000,27315000,,,,,,,"110Y"
63000,臺北市,63000030,大安區,1607,399,10,,,681,517,,,,,,,56291.35,11577.24,267.91,,,27938.08,16508.11,,,,,,,25500000,21200000,24500000,,,29200000,26800000,,,,,,,246,,,,,152,94,,,,,,,14650.04,,,,,10576.09,4073.95,,,,,,,41000000,,,,,54488570,30190000,,,,,,,"110Y"
63000,臺北市,63000040,中山區,2396,480,35,,,1171,710,,,,,,,63733.62,12919.87,1612.8,,,31679.17,17521.77,,,,,,,14500000,16000000,37900000,,,13260000,12780000,,,,,,,454,2,1,,,264,187,,,,,,,25627.28,72.45,103.37,,,16221.8,9229.65,,,,,,,28365000,25750000,60000000,,,28090000,28500000,,,,,,,"110Y"
63000,臺北市,63000050,中正區,875,215,10,,,425,225,,,,,,,28042.81,5613.55,348.89,,,14935.7,7144.67,,,,,,,19000000,15400000,18690000,,,20380000,21450000,,,,,,,194,1,,,,137,56,,,,,,,10935.76,27.14,,,,8431.32,2477.29,,,,,,,33650000,25250000,,,,34000000,32140000,,,,,,,"110Y"
63000,臺北市,63000060,大同區,683,230,56,,,282,115,,,,,,,18799.91,5330.04,1843.88,,,8656.85,2969.14,,,,,,,12000000,10355000,14750000,,,14277021,11400000,,,,,,,138,,,,,104,34,,,,,,,6207.56,,,,,4554.49,1653.07,,,,,,,26190000,,,,,26000000,28250000,,,,,,,"110Y"
63000,臺北市,63000070,萬華區,999,378,54,,,404,163,,,,,,,23434.85,8712.87,1181.22,,,10034.54,3506.22,,,,,,,10000000,8890000,13056030,,,12215000,8090000,,,,,,,167,,,,,153,14,,,,,,,7669.83,,,,,7121.38,548.45,,,,,,,24180000,,,,,24680000,18525000,,,,,,,"110Y"
63000,臺北市,63000080,文山區,1228,573,30,,,303,322,,,,,,,37718.4,16658.88,1482.5,,,9391.67,10185.35,,,,,,,13800000,12700000,24630000,,,15880000,15000000,,,,,,,511,12,12,,,294,193,,,,,,,26637.64,573.2,921.49,,,16008.83,9134.13,,,,,,,24500000,17900000,28730000,,,27950000,19500000,,,,,,,"110Y"
63000,臺北市,63000090,南港區,594,279,10,,,178,109,,,18,,,,23442.95,7787.73,203.89,,,7802.26,3801.85,,,3847.23,,,,16955000,13200000,17640000,,,24625000,18350000,,,99990880,,,,271,5,,,,143,106,,,16,,,1,20106.74,195.97,,,,10071.86,4474.66,,,5019.11,,,345.13,26800000,17200000,,,,34200000,21700000,,,178090000,,,106800000,"110Y"
63000,臺北市,63000100,內湖區,1645,696,31,,,511,407,,,,,,,62970.77,21551.2,1790.31,,,24379.45,15249.81,,,,,,,16800000,14900000,33500000,,,24000000,17400000,,,,,,,765,20,15,,,343,387,,,,,,,45780.14,1201.51,1359.75,,,19708.05,23510.83,,,,,,,27280000,20150000,43500000,,,29770000,24300000,,,,,,,"110Y"
63000,臺北市,63000110,士林區,1252,659,66,,,194,333,,,,,,,43573.06,19001.47,2877.13,,,10035.2,11659.26,,,,,,,16425000,14500000,29500000,,,21930000,21400000,,,,,,,245,9,4,,,119,113,,,,,,,14040.53,539.8,592.2,,,6719.87,6188.66,,,,,,,29900000,24600000,106500000,,,30250000,28800000,,,,,,,"110Y"
63000,臺北市,63000120,北投區,1176,527,93,,,235,321,,,,,,,38759.98,15448.97,3300.92,,,9266.68,10743.41,,,,,,,13200000,12380000,22900000,,,14000000,13500000,,,,,,,386,14,9,,,200,163,,,,,,,20525.37,750.84,1010.42,,,10440.09,8324.02,,,,,,,22440000,19000000,34500000,,,23740000,20840000,,,,,,,"110Y"
68000,桃園市,68000010,桃園區,3550,384,402,,,2106,658,,,,,,,143118.14,11013.11,28790.17,,,79074.22,24240.65,,,,,,,8000000,4600000,14600000,,,8890000,6000000,,,,,,,2222,11,55,,,1681,475,,,,,,,116428.03,578.67,4718.61,,,90008.4,21122.36,,,,,,,9800000,7500000,17300000,,,10300000,8330000,,,,,,,"110Y"
68000,桃園市,68000020,中壢區,3382,512,856,,,1176,838,,,,,,,130066.1,13122.84,56828.22,,,38865.67,21249.38,,,,,,,5800000,3825000,11000000,,,7925000,4100000,,,,,,,1856,20,85,,,1397,354,,,,,,,98548.47,796.59,7197.64,,,75034.67,15519.57,,,,,,,9225000,5740000,15550000,,,9900000,6500000,,,,,,,"110Y"
68000,桃園市,68000030,大溪區,552,54,336,,,71,91,,,,,,,26564.42,1651.42,19337.69,,,2713.52,2861.78,,,,,,,5900000,2500000,7950000,,,6180000,3800000,,,,,,,168,3,56,,,43,66,,,,,,,12809.29,248.68,4764.93,,,2374.96,5420.71,,,,,,,7940000,6250000,10300000,,,9270000,6300000,,,,,,,"110Y"
68000,桃園市,68000040,楊梅區,1649,179,869,,,281,320,,,,,,,118726.19,4347.77,95690.55,,,9356.55,9331.33,,,,,,,5639000,2300000,9000000,,,4300000,3710000,,,,,,,705,37,53,,,389,226,,,,,,,33774.44,1710.26,4947.67,,,17468.16,9648.34,,,,,,,5900000,3380000,12880000,,,6350000,5000000,,,,,,,"110Y"
68000,桃園市,68000050,蘆竹區,803,30,243,,,333,197,,,,,,,44634.36,1400.93,23964.5,,,10728.75,8540.18,,,,,,,6800000,3975000,13000000,,,6365000,6280000,,,,,,,688,5,41,,,475,167,,,,,,,50757.5,196.17,13939.47,,,26919.14,9702.72,,,,,,,10610000,7260000,14880000,,,11000000,9000000,,,,,,,"110Y"
68000,桃園市,68000060,大園區,558,43,225,,,102,188,,,,,,,31012.02,1247.36,20447.84,,,4646.21,4670.61,,,,,,,7125000,3100000,12700000,,,7865000,4415000,,,,,,,303,5,43,,,123,132,,,,,,,17380.17,200.51,3241.29,,,6532.62,7405.76,,,,,,,12000000,4150000,14800000,,,11680000,10400000,,,,,,,"110Y"
68000,桃園市,68000070,龜山區,1335,433,123,,,484,295,,,,,,,52379.88,11866.78,15757.63,,,17398.09,7357.38,,,,,,,6575000,3900000,10550000,,,8925000,4850000,,,,,,,803,24,25,,,544,210,,,,,,,58122.13,908.93,1940.06,,,44768.47,10504.67,,,,,,,9850000,5480000,17650000,,,9940000,9640000,,,,,,,"110Y"
68000,桃園市,68000080,八德區,961,201,358,,,308,94,,,,,,,40289.78,5857.39,19913.02,,,11507.95,3011.42,,,,,,,6500000,3960000,9200000,,,7210000,5640000,,,,,,,678,5,55,,,563,55,,,,,,,36128.01,184.92,4815.56,,,28649.83,2477.71,,,,,,,9500000,4750000,17880000,,,9500000,7000000,,,,,,,"110Y"
68000,桃園市,68000090,龍潭區,1229,86,647,,,338,157,,,1,,,,61694.85,2292.07,42183.93,,,10748.6,6312.72,,,157.54,,,,6550000,2605000,7730000,,,6735000,3100000,,,28800000,,,,281,16,58,,,129,78,,,,,,,15780.11,589.04,5189.52,,,6685.5,3316.04,,,,,,,6450000,4160000,8880000,,,7250000,4500000,,,,,,,"110Y"
68000,桃園市,68000100,平鎮區,1597,162,727,,,475,233,,,,,,,73909.19,4480.87,47584.93,,,15293.64,6549.75,,,,,,,5800000,3175000,8500000,,,5650000,4550000,,,,,,,727,16,90,,,511,110,,,,,,,40737.15,757.78,8353.14,,,24095.24,7530.99,,,,,,,7850000,4025000,20080000,,,7800000,6675000,,,,,,,"110Y"
68000,桃園市,68000110,新屋區,220,8,190,,,2,20,,,,,,,18772.88,227.02,18015.99,,,68.02,461.85,,,,,,,8385000,2450000,9300000,,,5215000,2965000,,,,,,,39,1,28,,,2,8,,,,,,,2205.79,29.06,1748.47,,,83.01,345.25,,,,,,,8530000,1080000,8800000,,,7025000,5540000,,,,,,,"110Y"
68000,桃園市,68000120,觀音區,976,47,460,,,65,400,,,4,,,,67555.02,1341.24,52919.89,,,2080.24,9844.91,,,1368.74,,,,4722320,2700000,9300000,,,4900000,3690000,,,62000000,,,,144,5,10,,,1,128,,,,,,,3924.35,191.6,763.5,,,39.59,2929.66,,,,,,,1996296,2650000,12650000,,,5200000,1996296,,,,,,,"110Y"
68000,桃園市,68000130,復興區,6,,6,,,,,,,,,,,255.27,,255.27,,,,,,,,,,,2400000,,2400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110Y"
66000,臺中市,66000010,中區,348,27,37,,,202,82,,,,,,,8267.32,671.27,1808.08,,,4367.97,1420.01,,,,,,,2000000,3000000,8150000,,,1980000,1875000,,,,,,,8,,,,,5,3,,,,,,,452.43,,,,,286.5,165.92,,,,,,,8900000,,,,,12500000,4600000,,,,,,,"110Y"
66000,臺中市,66000020,東區,604,57,171,,,323,53,,,,,,,21790.04,1612.78,9581.31,,,9431.16,1164.79,,,,,,,8890000,4700000,14500000,,,8930000,3150000,,,,,,,201,2,6,,,126,66,,,,,,1,8905.28,94.92,463.31,,,5774,2550.16,,,,,,22.89,8800000,11900000,17350000,,,9350000,7200000,,,,,,6000000,"110Y"
66000,臺中市,66000030,南區,911,130,201,,,497,83,,,,,,,34182.55,3362.7,12450.7,,,15306.43,3062.72,,,,,,,6150000,4800000,16000000,,,5800000,5520000,,,,,,,671,2,8,,,584,77,,,,,,,31405.72,108.67,589.89,,,26982.04,3725.12,,,,,,,8800000,13475000,19750000,,,8900000,6800000,,,,,,,"110Y"
66000,臺中市,66000040,西區,1180,264,215,,2,472,227,,,,,,,42926.16,7100.83,12509.34,,253.8,16930.65,6131.54,,,,,,,6300000,5425000,18180000,,11250000,4990000,5100000,,,,,,,565,7,8,,,376,174,,,,,,,37477.55,466.74,1692.71,,,26777.76,8540.34,,,,,,,12280000,8000000,30790000,,,14000000,9500000,,,,,,,"110Y"
66000,臺中市,66000050,北區,1835,506,308,,,663,357,1,,,,,,53316.18,13008.85,16024.03,,,16052.47,8223.11,7.72,,,,,,5290000,4900000,16000000,,,4900000,4000000,910000,,,,,,623,16,12,,,489,106,,,,,,,33247.51,704.7,851.25,,,26937.48,4754.07,,,,,,,9200000,7000000,15550000,,,9500000,8250000,,,,,,,"110Y"
66000,臺中市,66000060,西屯區,2244,242,413,11,3,1100,468,,6,,1,,,96976.3,6506.65,34413.2,1334.99,448.21,42240.66,9649.47,,2316.27,,66.85,,,7200000,5510000,20800000,11150000,101786200,7555000,3100000,,117220000,,114310000,,,1819,12,46,6,12,1505,238,,,,,,,109999.04,651.33,5941.78,1072.98,1357.64,90359.34,10615.97,,,,,,,11880000,9750000,32775000,326212900,42000000,12500000,8500000,,,,,,,"110Y"
66000,臺中市,66000070,南屯區,1008,34,322,1,,504,144,,3,,,,,56518.4,1173.37,24819.35,44.09,,23375.49,3869.91,,3236.19,,,,,13500000,4670000,26100000,48000000,,10200000,5565000,,250125600,,,,,1389,21,76,5,,1078,209,,,,,,,84461.27,1101.89,9397.63,144.65,,64285.19,9531.91,,,,,,,13000000,12250000,33340000,14000000,,13341000,9000000,,,,,,,"110Y"
66000,臺中市,66000080,北屯區,1789,266,705,,,548,270,,,,,,,79688.48,7717.07,46602.8,,,17032.4,8336.21,,,,,,,7900000,4900000,19000000,,,6700000,5590000,,,,,,,1958,27,111,,,1494,326,,,,,,,98341.29,1299.38,9989.09,,,73817.39,13235.43,,,,,,,10000000,11000000,26000000,,,10300000,7800000,,,,,,,"110Y"
66000,臺中市,66000090,豐原區,707,58,433,,,66,150,,,,,,,32564.98,1345.83,25576.08,,,2010.67,3632.4,,,,,,,7600000,2950000,13000000,,,4890000,1923077,,,,,,,208,5,18,,,114,71,,,,,,,9127.71,128.34,1291.84,,,5023.89,2683.63,,,,,,,8025000,4200000,16640000,,,8800000,6825000,,,,,,,"110Y"
66000,臺中市,66000100,東勢區,142,2,118,,,1,21,,,,,,,7237.58,27.26,6246.55,,,80.17,883.61,,,,,,,6250000,1525000,7110000,,,5000000,4000000,,,,,,,6,2,1,,,,3,,,,,,,251.62,61.22,62.66,,,,127.74,,,,,,,4375000,1825000,8500000,,,,4600000,,,,,,,"110Y"
66000,臺中市,66000110,大甲區,228,7,172,,,13,36,,,,,,,11751.52,224.39,9896.97,,,421.66,1208.5,,,,,,,7000000,3530000,7975000,,,3880000,6160000,,,,,,,38,,2,,,,36,,,,,,,1614.71,,88.86,,,,1525.86,,,,,,,6250000,,7225000,,,,6250000,,,,,,,"110Y"
66000,臺中市,66000120,清水區,421,11,349,,,52,9,,,,,,,22679.36,383.37,20354.27,,,1701.25,240.47,,,,,,,9500000,2000000,10150000,,,4940000,4560000,,,,,,,147,3,2,,,126,16,,,,,,,6616.28,98.75,126.65,,,5835.26,555.62,,,,,,,6300000,2850000,13295000,,,6455000,5525000,,,,,,,"110Y"
66000,臺中市,66000130,沙鹿區,706,27,546,,,4,129,,,,,,,35468.06,693.54,32253.16,,,126.28,2395.08,,,,,,,11500000,3200000,13060000,,,6140000,4155000,,,,,,,104,2,31,,,11,60,,,,,,,4989.15,63.44,1982.88,,,467.96,2474.86,,,,,,,7615000,6900000,12880000,,,5600000,7150000,,,,,,,"110Y"
66000,臺中市,66000140,梧棲區,367,15,309,,,4,39,,,,,,,29260.5,407.43,27482.8,,,165.56,1204.7,,,,,,,9260000,2800000,10000000,,,4490000,4500000,,,,,,,68,3,11,,,30,24,,,,,,,3208.17,128.37,846.9,,,1302.07,930.82,,,,,,,5500000,4880000,12730000,,,5500000,4875000,,,,,,,"110Y"
