縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,不含車位_各建物型態合計棟數,不含車位_公寓棟數,不含車位_透天厝棟數,不含車位_店面(店舖)棟數,不含車位_辦公商業大樓棟數,不含車位_住宅大樓棟數,不含車位_華廈棟數,不含車位_套房棟數,不含車位_工廠棟數,不含車位_廠辦棟數,不含車位_農舍棟數,不含車位_倉庫棟數,不含車位_其他建物型態棟數,不含車位_各建物型態合計面積,不含車位_公寓面積,不含車位_透天厝面積,不含車位_店面(店舖)面積,不含車位_辦公商業大樓面積,不含車位_住宅大樓面積,不含車位_華廈面積,不含車位_套房面積,不含車位_工廠面積,不含車位_廠辦面積,不含車位_農舍面積,不含車位_倉庫面積,不含車位_其他建物型態面積,不含車位_各建物型態整體中位數房價,不含車位_公寓中位數房價,不含車位_透天厝中位數房價,不含車位_店面(店舖)中位數房價,不含車位_辦公商業大樓中位數房價,不含車位_住宅大樓中位數房價,不含車位_華廈中位數房價,不含車位_套房中位數房價,不含車位_工廠中位數房價,不含車位_廠辦中位數房價,不含車位_農舍中位數房價,不含車位_倉庫中位數房價,不含車位_其他建物型態中位數房價,含車位_各建物型態合計棟數,含車位_公寓棟數,含車位_透天厝棟數,含車位_店面(店舖)棟數,含車位_辦公商業大樓棟數,含車位_住宅大樓棟數,含車位_華廈棟數,含車位_套房棟數,含車位_工廠棟數,含車位_廠辦棟數,含車位_農舍棟數,含車位_倉庫棟數,含車位_其他建物型態棟數,含車位_各建物型態合計面積,含車位_公寓面積,含車位_透天厝面積,含車位_店面(店舖)面積,含車位_辦公商業大樓面積,含車位_住宅大樓面積,含車位_華廈面積,含車位_套房面積,含車位_工廠面積,含車位_廠辦面積,含車位_農舍面積,含車位_倉庫面積,含車位_其他建物型態面積,含車位_各建物型態整體中位數房價,含車位_公寓中位數房價,含車位_透天厝中位數房價,含車位_店面(店舖)中位數房價,含車位_辦公商業大樓中位數房價,含車位_住宅大樓中位數房價,含車位_華廈中位數房價,含車位_套房中位數房價,含車位_工廠中位數房價,含車位_廠辦中位數房價,含車位_農舍中位數房價,含車位_倉庫中位數房價,含車位_其他建物型態中位數房價,資料時間
67000,臺南市,67000250,南化區,9,,7,,,,,,,,2,,,354.02,,287.07,,,,,,,,66.96,,,2000000,,2000000,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107Y"
67000,臺南市,67000260,左鎮區,1,,1,,,,,,,,,,,50.13,,50.13,,,,,,,,,,,2300000,,2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107Y"
67000,臺南市,67000270,仁德區,601,13,411,5,1,39,61,23,26,8,1,,13,34336.18,260.37,24894.85,474.20,1370.34,1480.69,2012.12,168.26,2256.57,745.22,40.39,,633.17,7300000,2550000,8600000,11450000,321346268,3800000,3000000,520000,14700000,16800000,30000000,,12500000,100,3,1,,,66,30,,,,,,,4478.33,97.70,58.96,,,3181.01,1140.67,,,,,,,4200000,5020000,7150000,,,4725000,3750000,,,,,,,"107Y"
67000,臺南市,67000280,歸仁區,271,7,201,5,,10,32,2,6,2,2,,4,14836.13,188.81,10415.00,196.79,,326.71,1048.91,23.92,2330.11,81.17,169.49,,55.22,5550000,2750000,6600000,6500000,,2940000,3090000,700000,1040000,35500000,19790000,,5448813,41,2,3,,,13,23,,,,,,,1618.10,99.54,188.08,,,544.70,785.79,,,,,,,3380000,3050000,9380000,,,3100000,3600000,,,,,,,"107Y"
67000,臺南市,67000290,關廟區,150,2,147,,,,,,,,1,,,8463.60,66.44,8301.37,,,,,,,,95.79,,,7620000,5000000,7630000,,,,,,,,2790900,,,2,2,,,,,,,,,,,,78.28,78.28,,,,,,,,,,,,2775000,2775000,,,,,,,,,,,,"107Y"
67000,臺南市,67000300,龍崎區,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107Y"
67000,臺南市,67000310,永康區,2257,73,868,61,19,753,239,179,19,40,,2,4,98738.70,1926.51,49622.97,3867.15,1374.60,24898.60,6820.57,1767.76,2010.67,6258.17,,22.29,169.42,5500000,2300000,9400000,12800000,5800000,4470000,3100000,950000,17500000,18100000,,470000,1537500,713,10,5,4,10,493,181,10,,,,,,29904.55,553.25,291.95,208.23,462.34,21457.95,6787.35,143.49,,,,,,5200000,4315000,8000000,15800000,3850000,5700000,4200000,1557500,,,,,,"107Y"
67000,臺南市,67000320,東區,1632,185,570,85,7,405,208,165,1,1,,3,2,65803.68,5136.69,29439.99,4591.09,751.33,17753.37,6229.73,1813.02,22.77,10.67,,8.17,46.85,4872250,2700000,10000000,12461172,6000000,4882800,4300000,1170000,30598000,500000,,31773850,2364021,507,5,5,4,5,290,179,19,,,,,,22829.30,201.75,281.33,236.31,366.92,14197.61,7125.32,420.04,,,,,,6000000,4200000,8160000,9950000,6666667,7075000,5400000,2900000,,,,,,"107Y"
67000,臺南市,67000330,南區,1048,219,439,18,,249,76,23,12,10,,1,1,48841.36,4966.37,22619.67,1347.65,,10592.69,2923.71,268.28,4425.54,1670.64,,23.17,3.65,5580000,1950000,7550000,10800000,,6290000,3990000,950000,60895000,22750000,,4300000,750000,288,1,3,1,,198,82,3,,,,,,12506.51,45.32,163.24,44.17,,8796.75,3395.64,61.39,,,,,,6195000,2880000,6000000,9500000,,6220000,6225000,2220000,,,,,,"107Y"
67000,臺南市,67000340,北區,1048,72,501,11,10,301,91,60,,,,,2,43981.91,1842.92,25667.48,896.76,179.49,12173.06,2552.99,655.12,,,,,14.09,4984663,2290000,7000000,12000000,457143,4650000,3600000,1150000,,,,,790000,361,7,3,5,5,278,58,5,,,,,,18837.91,267.15,182.56,378.74,955.90,14545.25,2428.63,79.69,,,,,,6300000,3400000,11100000,16800000,18700000,6600000,5475000,2260000,,,,,,"107Y"
67000,臺南市,67000350,安南區,1541,96,1255,14,,29,124,,8,7,2,,6,80603.84,1314.19,69187.02,840.38,,957.04,3563.52,,812.46,3489.17,117.22,,322.84,7400000,766667,8100000,10750000,,2420000,4190000,,29000000,35900000,11250000,,4953171,109,11,12,1,,39,46,,,,,,,4182.81,493.50,622.48,111.02,,1300.06,1655.75,,,,,,,4300000,3200000,6000000,4400000,,2600000,4575000,,,,,,,"107Y"
67000,臺南市,67000360,安平區,728,5,188,53,3,371,71,36,,,,1,,35082.28,162.06,14596.82,1986.25,153.13,15307.99,2428.79,428.06,,,,19.19,,5900000,3000000,12000000,870777,2775000,5900000,3660000,1165000,,,,13000000,,484,3,2,6,,399,74,,,,,,,22574.18,140.07,144.77,831.20,,18037.57,3420.58,,,,,,,4710000,3980000,10600000,41000000,,4700000,4700000,,,,,,,"107Y"
67000,臺南市,67000370,中西區,780,93,250,34,18,151,98,132,,1,,,3,35631.45,2639.54,14835.12,3312.66,1082.20,8972.62,2823.79,1437.20,,109.18,,,419.15,4200000,2825000,8500000,10450000,3750000,16220000,2650000,1100000,,25500000,,,5500000,123,3,,1,2,76,35,6,,,,,,7471.12,125.04,,123.46,123.07,5485.32,1507.75,106.47,,,,,,8500000,4850000,,38500000,5650000,12650000,5340000,1425000,,,,,,"107Y"
68000,桃園市,68000010,桃園區,4181,416,362,119,96,2452,456,245,10,11,1,,13,165609.00,11020.97,18980.67,5390.41,6638.76,99606.06,14866.11,3645.59,3409.70,1162.47,23.72,,864.53,6980000,3500000,10775000,12500000,9540000,7570000,5300000,2500000,27335000,14350000,19021200,,23520000,1916,20,48,21,34,1284,444,36,2,14,,,13,98236.96,674.37,4089.19,3097.58,2701.50,65728.28,18876.81,954.33,66.96,583.10,,,1464.84,8000000,4240000,15765000,16000000,14250000,8500000,6725000,4660000,6800000,6642857,,,33760000,"107Y"
68000,桃園市,68000020,中壢區,4438,291,910,77,58,2072,450,506,14,24,19,3,14,173604.96,7945.59,48289.29,2849.25,2599.35,79513.90,14615.53,5943.42,5000.10,5024.14,1170.74,300.91,352.75,5980000,3400000,9200000,8900000,2875000,6550000,4400000,1600000,57500000,26900000,22250000,16210000,1036500,1419,11,92,25,17,931,313,22,2,2,,,4,76109.97,362.33,7219.97,1498.51,3885.72,44619.37,13673.87,453.11,4026.33,240.00,,,130.75,6800000,4130000,14815000,14800000,52083333,7080000,5300000,3275000,319000000,20490000,,,5300000,"107Y"
68000,桃園市,68000030,大溪區,690,43,323,12,2,191,81,7,12,1,11,,7,36695.49,1118.78,16555.62,523.31,53.72,7172.93,2608.05,85.93,7700.11,57.89,687.43,,131.74,5190000,2100000,6300000,9425000,6500000,5300000,3350000,1100000,33215000,7800000,13880000,,2600000,237,8,29,6,,119,72,3,,,,,,12707.98,269.40,2372.38,396.73,,6221.73,3346.04,101.70,,,,,,6800000,2725000,11000000,11900000,,7500000,5780000,6100000,,,,,,"107Y"
68000,桃園市,68000040,楊梅區,1774,160,826,31,,379,229,77,23,32,9,,8,92006.79,4307.08,43755.53,797.40,,12737.12,7381.03,971.26,12380.56,8832.79,796.76,,47.25,4675000,1900000,6880000,4250000,,4310000,3200000,960000,83333333,22655000,18500000,,350000,491,31,29,12,,222,183,13,,,,,1,20655.64,1155.55,2418.63,496.15,,9157.33,7139.37,237.13,,,,,51.48,4380000,2460000,7500000,10525000,,4975000,3880000,1500000,,,,,6100000,"107Y"
68000,桃園市,68000050,蘆竹區,1141,18,208,21,9,582,138,94,23,24,7,,17,88873.89,545.69,13543.97,765.82,1038.86,24633.35,4484.16,1319.85,7542.66,7428.01,624.94,,26946.58,7200000,3850000,12020000,14000000,24800000,7475000,5200000,3425000,26000000,47850000,20800000,,4350000,712,2,30,15,6,531,103,4,,11,,,10,39696.94,89.78,2186.63,1038.18,513.42,29221.35,4668.01,85.36,,1290.54,,,603.67,9100000,4450000,13000000,20250000,12050000,9400000,7500000,4030000,,8125000,,,11415000,"107Y"
68000,桃園市,68000060,大園區,772,47,185,14,,356,119,16,9,6,8,1,11,40071.19,1216.57,10255.26,1215.06,,15440.15,4859.94,257.84,961.32,988.68,503.72,119.41,4253.23,7900000,2670000,7380000,27450000,,8875000,7000000,3737500,22200000,28810967,32238500,121503830,364167,147,1,29,6,,32,79,,,,,,,8986.18,35.30,1991.22,1099.72,,1892.91,3967.03,,,,,,,8150000,4000000,12600000,28990000,,11050000,5500000,,,,,,,"107Y"
68000,桃園市,68000070,龜山區,1128,393,156,38,4,223,179,111,8,9,,,7,50656.83,10491.82,9031.18,1973.87,344.29,9109.97,5978.19,1182.06,2383.02,9802.82,,,359.61,5300000,3160000,8800000,11500000,18750000,9100000,6500000,1840000,18050000,133500000,,,3200000,441,30,20,14,5,204,144,6,7,10,,,1,21953.41,1113.63,1353.16,740.93,134.81,9919.60,6064.91,206.92,929.18,1227.36,,,262.91,8300000,6250000,12250000,20775000,6500000,9050000,7600000,6580000,18650000,18500000,,,7000000,"107Y"
68000,桃園市,68000080,八德區,1947,194,428,29,,1118,149,11,5,8,1,,4,80786.62,5082.32,21322.24,1189.51,,45850.15,4707.91,163.83,1395.61,777.86,230.22,,66.97,6300000,3000000,7280000,13500000,,7080000,4420000,2100000,16000000,17875000,45000000,,2950000,564,6,34,11,,436,75,2,,,,,,28775.27,279.25,2693.69,572.60,,22286.26,2887.04,56.43,,,,,,7635000,6100000,11200000,15500000,,7825000,5500000,3825000,,,,,,"107Y"
68000,桃園市,68000090,龍潭區,1193,72,602,10,,316,79,70,28,1,13,,2,52681.72,1749.84,28315.07,634.74,,10826.19,2418.28,943.45,6830.74,54.48,772.16,,136.78,4900000,2325000,5500000,15600000,,5495000,3200000,1425000,42891667,9350000,12000000,,11519853,359,13,136,3,,124,72,11,,,,,,12533.72,496.04,5409.03,66.69,,3341.88,2988.58,231.50,,,,,,4000000,3600000,6000000,2333333,,1960000,3600000,1730000,,,,,,"107Y"
68000,桃園市,68000100,平鎮區,1623,166,719,27,1,445,182,44,13,5,7,2,12,74000.02,4533.69,33938.10,1809.76,35.12,15785.60,5657.33,596.28,5168.11,5422.33,472.86,360.65,220.18,5250000,2800000,7000000,13600000,4300000,5400000,4110000,1725000,34800000,180000000,20500000,57777000,1500000,504,12,24,5,1,357,102,3,,,,,,22425.56,498.57,1742.62,517.49,70.20,15296.66,4235.92,64.10,,,,,,6000000,4205000,9130000,8230000,7369950,6150000,5400000,3020000,,,,,,"107Y"
68000,桃園市,68000110,新屋區,217,3,172,,,,13,,2,,25,,2,12743.65,65.50,9710.57,,,,422.93,,484.37,,1469.60,,590.67,8100000,1350000,8200000,,,,2650000,,24340000,,13000000,,25639250,14,1,8,1,,,4,,,,,,,878.06,63.52,596.37,66.35,,,151.82,,,,,,,5950000,2700000,14390000,12000000,,,3100000,,,,,,,"107Y"
68000,桃園市,68000120,觀音區,711,35,325,,,55,200,46,33,3,10,,4,48427.87,952.29,18329.76,,,1557.73,5142.07,903.22,19838.60,803.06,825.53,,75.61,4430000,2000000,6800000,,,4550000,3690000,3000000,97142857,76000000,19350000,,6450000,46,6,26,,,,14,,,,,,,2346.38,247.48,1526.45,,,,572.45,,,,,,,7450000,2950000,8440000,,,,4300000,,,,,,,"107Y"
68000,桃園市,68000130,復興區,11,,11,,,,,,,,,,,482.19,,482.18,,,,,,,,,,,3200000,,3200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107Y"
