,名稱,lon,lat
0,臺北市北投區文化國民小學,121.4965074,25.1371562
1,臺北市北投區關渡國民小學,121.4665248,25.1262112
2,臺北市北投區桃源國民小學,121.4844862,25.1397068
3,臺北市北投區明德國民小學,121.5217958,25.112128
4,臺北市北投區立農國民小學,121.5050349,25.1194995
5,臺北市北投區北投國民小學,121.5002075,25.1341467
6,臺北市北投區逸仙國民小學,121.5051666,25.1383717
7,臺北市北投區文林國民小學,121.5147551,25.1059164
8,臺北市北投區大屯國民小學,121.5040016,25.1549102
9,臺北市北投區義方國民小學(教育部永續校園),121.5092916,25.1419691
10,臺北市士林區士林國民小學,121.5249268,25.0933199
11,臺北市士林區雙溪國民小學,121.5647875,25.1064871
12,臺北市士林區士東國民小學,121.5269179,25.112849
13,臺北市士林區富安國民小學,121.482581,25.105838
14,臺北市士林區福林國民小學,121.5298544,25.098198
15,臺北市士林區葫蘆國民小學,121.5070288,25.0837756
16,臺北市士林區蘭雅國民小學,121.523121,25.108283
17,臺北市士林區平等國民小學,121.5767074,25.1288022
18,臺北市士林區文昌國民小學,121.5213458,25.0994218
19,臺北市士林區百齡國民小學,121.5185773,25.0859766
20,臺北市內湖區新湖國民小學,121.5884679,25.06828879999999
21,臺北市內湖區潭美國民小學,121.5815887,25.0592365
22,臺北市內湖區南湖國民小學,121.6116241,25.0681686
23,臺北市內湖區麗湖國民小學,121.6012039,25.073162
24,臺北市內湖區明湖國民小學,121.6112683,25.0713268
25,臺北市內湖區內湖國民小學,121.5805088,25.0796114
26,臺北市內湖區文湖國民小學,121.5599854,25.0863225
27,臺北市立麗山國民小學,121.5723182,25.0830794
28,臺北市內湖區碧湖國民小學,121.5911128,25.0851686
29,臺北市內湖區大湖國民小學,121.6010775,25.087545
30,臺北市南港區南港國民小學,121.6107725,25.0576651
31,臺北市南港區東新國民小學,121.60211,25.056042
32,臺北市南港區玉成國民小學,121.5945708,25.0536151
33,臺北市南港區成德國小附設幼兒園,121.5869102,25.0470501
34,臺北市南港區胡適國民小學,121.617798,25.0427148
35,臺北市南港區成德國民小學,121.5868725,25.0470902
36,臺北市南港區舊莊國民小學,121.619421,25.0397244
37,臺北市南港區修德國民小學,121.5896272,25.0454708
38,臺北市文山區興隆國民小學,121.5519275,25.0024035
39,臺北市文山區萬興國民小學,121.5766713,24.9904073
