WKT,名稱,說明
"POINT (121.4313852 25.0003969)",新北市政府警察局新莊分局新樹派出所,
"POINT (121.4519143 25.0466985)",新北市政府警察局新莊分局中港派出所,
"POINT (121.4148221 25.0275116)",新北市政府警察局新莊分局丹鳳派出所,
"POINT (121.434281 25.0322145)",新北市政府警察局新莊分局福營派出所,
"POINT (121.4264313 25.0170181)",新北市政府警察局新莊分局光華派出所,
"POINT (121.4657978 25.0482478)",新北市政府警察局新莊分局頭前派出所,
"POINT (121.4547257 25.0571866)",新北市政府警察局新莊分局昌平派出所,
"POINT (121.5420849 24.96737)",新北市政府警察局新店分局,
"POINT (121.5417551 24.9676021)",新北市政府警察局新店分局碧潭派出所,
"POINT (121.5601263 24.9544927)",新北市政府警察局新店分局青潭派出所,
"POINT (121.5461759 24.9227049)",新北市政府警察局新店分局屈尺派出所,
"POINT (121.5418926 24.9786865)",新北市政府警察局新店分局江陵派出所,
"POINT (121.5345383 24.938618)",新北市政府警察局新店分局直潭派出所,
"POINT (121.5174821 24.9798862)",新北市政府警察局新店分局安和派出所,
"POINT (121.4429303 24.9732888)",新北市政府警察局土城分局,
"POINT (121.4635736 24.9840413)",新北市政府警察局土城分局金城派出所,
"POINT (121.4560042 24.9877315)",新北市政府警察局土城分局廣福派出所,
"POINT (121.4182041 24.9593055)",土城分局頂埔派出所,
"POINT (121.4589736 24.9812707)",新北市政府警察局土城分局清水派出所,
"POINT (121.4608586 25.0853933)",新北市政府警察局蘆洲分局暨三民派出所,
"POINT (121.4729351 25.0819302)",新北市政府警察局蘆洲分局蘆洲派出所,
"POINT (121.4816957 25.085021)",新北市政府警察局蘆洲分局集賢派出所,
"POINT (121.4614 25.0817497)",新北市政府警察局蘆洲分局延平派出所,
"POINT (121.4727756 25.0819465)",新北市政府警察局蘆洲分局交通分隊,
"POINT (121.458414 25.0779283)",新北市政府警察局蘆洲分局更寮派出所,
"POINT (121.4368561 25.0835362)",新北市政府警察局蘆洲分局五股分駐所,
"POINT (121.4516333 25.1014551)",新北市政府警察局蘆洲分局成州派出所,
"POINT (121.4755908 25.0703816)",新北市政府警察局三重分局大有派出所,
"POINT (121.4513067 25.1324494)",新北市政府警察局蘆洲分局龍源派出所,
"POINT (121.4188076 24.9967978)",新北市政府警察局樹林分局,
"POINT (121.4255097 24.9919358)",新北市政府警察局樹林分局樹林派出所,
"POINT (121.4221681 24.9799298)",新北市政府警察局樹林分局彭厝派出所,
"POINT (121.4246008 24.9914074)",鐵路警察局臺北分局樹林派出所,
"POINT (121.3952311 24.9520516)",國道公路警察局第六公路警察大隊樹林分隊,
"POINT (121.4046918 25.0163077)",新北市政府警察局樹林分局三多派出所,
"POINT (121.3948458 24.9727581)",新北市政府警察局樹林分局山佳派出所,
"POINT (121.4312028 25.0004977)",新北市政府警察局樹林分局交通分隊,
"POINT (121.3878792 24.9542761)",新北市政府警察局 樹林分局 柑園派出所,
"POINT (121.6599477 25.06801779999999)",新北市政府警察局汐止分局汐止派出所,
"POINT (121.664087 25.0794656)",國道公路警察局第一公路警察大隊汐止分隊,
"POINT (121.6335142 25.063728)",新北市政府警察局汐止分局社后派出所,
"POINT (121.6467408 25.0883999)",新北市政府警察局汐止分局烘內派出所,
"POINT (121.6989089 25.0607073)",新北市政府警察局汐止分局東山派出所,
"POINT (121.6055933 25.1111376)",新北市政府警察局汐止分局長青派出所,
"POINT (121.6681601 25.0776202)",新北市政府警察局汐止分局長安派出所,
"POINT (121.6191404 25.0476071)",新北市政府警察局汐止分局橫科派出所,
"POINT (121.3533157 24.9571731)",新北市政府警察局 三峽分局 鶯歌分駐所,
"POINT (121.3534212 24.9573306)",鶯歌警察局,
"POINT (121.3389809 24.9423213)",新北市政府警察局三峽分局二橋派出所,
"POINT (121.334427 24.9671806)",新北市政府警察局 三峽分局 鳳鳴派出所,
"POINT (121.3462057 24.9730527)",新北市政府警察局 三峽分局 湖山派出所,
"POINT (121.3752301 24.9305318)",新北市政府警察局 三峽分局,
"POINT (121.3696444 24.9337006)",新北市政府警察局 三峽分局 三峽派出所,
"POINT (121.3622578 24.9064806)",新北市政府警察局三峽分局交通分隊,
"POINT (121.4064992 24.8708925)",新北市政府警察局三峽分局插角派出所,
"POINT (121.377881 24.9441764)",新北市政府警察局三峽分局北大派出所,
"POINT (121.3954245 24.9373895)",新北市政府警察局 三峽分局 橫溪派出所,
"POINT (121.3622626 24.9064822)",新北市政府警察局 三峽分局 吉埔派出所,
"POINT (121.3592864 24.8581629)",新北市政府警察局三峽分局五寮派出所,
"POINT (121.4206136 24.9298617)",新北市政府警察局三峽分局成福派出所,
"POINT (121.436635 25.1725004)",新北市政府警察局淡水分局,
"POINT (121.449745 25.1650925)",新北市政府警察局淡水分局 中山路派出所,
"POINT (121.4443595 25.1782751)",新北市政府警察局淡水分局水碓派出所,
"POINT (121.4366017 25.1728032)",新北市政府警察局淡水分局中正路派出所,
"POINT (121.4546779 25.2335457)",新北市政府警察局淡水分局賢孝派出所,
"POINT (121.459825 25.1374976)",新北市政府警察局淡水分局竹圍派出所,
"POINT (121.4497318 25.1652137)",新北市政府警察局交通警察大隊淡水分隊,
"POINT (121.4281802 25.1957756)",淡海捷運分隊,
"POINT (121.4780712 25.1858339)",新北市政府警察局淡水分局水源派出所,
"POINT (121.807757 25.107587)",新北市政府警察局瑞芳分局,
"POINT (121.8062438 25.1086071)",鐵路警察局台北分局瑞芳派出所,
"POINT (121.8195832 25.1210304)",新北市政府警察局瑞芳分局瑞濱派出所,
"POINT (121.8619602 25.1216504)",新北市政府警察局瑞芳分局水湳洞派出所,
"POINT (121.8432526 25.1096557)",新北市政府警察局瑞芳分局九份派出所,
"POINT (121.7619286 25.1041475)",新北市政府警察局瑞芳分局四腳亭派出所,
"POINT (121.7874246 25.1068296)",新北市政府警察局瑞芳分局大寮派出所,
"POINT (121.8332459 25.0933693)",新北市政府警察局瑞芳分局猴硐派出所,
"POINT (121.857683 25.1083582)",新北市政府警察局瑞芳分局金瓜石派出所,
"POINT (121.4368288 25.08353709999999)",新北市政府警察局蘆洲分局五股分駐所,
"POINT (121.4516333 25.1014551)",新北市政府警察局蘆洲分局成州派出所,
"POINT (121.4303019 25.0713717)",新北市政府警察局蘆洲分局德音派出所,
"POINT (121.458414 25.0779283)",新北市政府警察局蘆洲分局更寮派出所,
"POINT (121.4331502 25.0616477)",新北市政府警察局 林口分局 泰山分駐所,
"POINT (121.4248099 25.0438151)",新北市政府警察局 林口分局 明志派出所,
"POINT (121.4156992 25.0623949)",國道公路警察局第一公路警察大隊泰山分隊,
"POINT (121.4225086 25.0670219)",內政部警政署國道公路警察局(總局),
"POINT (121.3632854 25.0701715)",新北市政府警察局林口分局,
"POINT (121.3937572 25.0773345)",新北市政府警察局 林口分局 林口派出所,
"POINT (121.3763633 25.0720753)",新北市政府警察局林口分局文化派出所,
"POINT (121.3799238 25.0875263)",新北市政府警察局林口分局文林派出所,
"POINT (121.3631868 25.0701844)",忠孝派出所（林口分局一樓）,
"POINT (121.335876 25.1226681)",新北市政府警察局林口分局瑞平派出所,
"POINT (121.4331685 25.0616639)",新北市政府警察局 林口分局 泰山分駐所,
"POINT (121.6153978 25.0014088)",新北市政府警察局新店分局深坑分駐所,
"POINT (121.6606978 24.9911281)",新北市政府警察局新店分局石碇分駐所,
"POINT (121.6446985 25.010833)",國道公路警察局第九公路警察大隊石碇分隊,
"POINT (121.6318333 24.9516667)",新北市政府警察局新店分局碧山派出所,
"POINT (121.6728276 25.0081975)",新北市政府警察局新店分局中民派出所,
"POINT (121.6871513 24.9741333)",新北市政府警察局新店分局豐田派出所,
"POINT (121.6423433 25.0101752)",新北市政府警察局新店分局楓子林派出所,
"POINT (121.6424815 25.0097873)",新北市政府警察局新店分局楓子林派出所,
"POINT (121.7114634 24.9356989)",新北市政府警察局新店分局坪林分駐所,
"POINT (121.7389038 24.9633997)",新北市政府警察局新店分局漁光派出所,
"POINT (121.6791344 24.911245)",新北市政府警察局新店分局金溪派出所,
"POINT (121.7712287 24.9656325)",闊瀨派出所,
"POINT (121.7197832 24.902437)",新北市政府警察局新店分局石槽派出所,
"POINT (121.5011345 25.2574407)",新北市政府警察局淡水分局三芝分駐所,
"POINT (121.5673754 25.29080039999999)",新北市政府警察局金山分局石門分駐所,
"POINT (121.5889083 25.2784306)",內政部警政署保安警察第二總隊第二大隊第二中隊乾華分隊,
"POINT (121.588993 25.278275)",內政部警政署保安警察第二總隊第二大隊第二中隊,
"POINT (121.6085165 25.2799865)",新北市政府警察局金山分局乾華派出所,
"POINT (121.3975478 25.1459749)",新北市政府警察局 蘆洲分局 八里分駐所,
"POINT (121.4513067 25.1324494)",新北市政府警察局蘆洲分局龍源派出所,
"POINT (121.7383819 25.0263129)",新北市政府警察局瑞芳分局平溪分駐所,
"POINT (121.7788632 25.0456182)",新北市政府警察局瑞芳分局十分派出所,
"POINT (121.8331364 25.0303428)",新北市政府警察局瑞芳分局平林派出所,
"POINT (121.7496787 25.0051082)",新北市政府警察局瑞芳分局東勢格派出所,
"POINT (121.865251 25.0358757)",新北市政府警察局瑞芳分局雙溪分駐所,
"POINT (121.8047569 25.0143673)",新北市政府警察局瑞芳分局柑腳派出所,
"POINT (121.8258604 24.9715346)",新北市政府警察局瑞芳分局太平派出所,
"POINT (121.8497634 25.0599282)",新北市政府警察局瑞芳分局牡丹派出所,
"POINT (121.8331364 25.0303428)",新北市政府警察局瑞芳分局平林派出所,
"POINT (121.9095186 25.0220347)",新北市政府警察局瑞芳分局貢寮分駐所,
"POINT (121.926336 25.047468)",內政部警政署保安警察第二總隊第二大隊第一中隊,
"POINT (121.9447473 25.0165197)",新北市政府警察局瑞芳分局福隆派出所,
"POINT (121.924545 25.0564016)",新北市政府警察局瑞芳分局澳底派出所,
"POINT (121.8869572 25.0046335)",新北市政府警察局瑞芳分局吉林派出所,
"POINT (121.9135625 25.082929)",新北市政府警察局瑞芳分局和美派出所,
"POINT (121.6405491 25.2203031)",新北市政府警察局金山分局暨金山派出所,
"POINT (121.6038361 25.2162933)",新北市政府警察局金山分局重光派出所,
"POINT (121.6437431 25.2244347)",新北市政府警察局交通警察大隊金山分隊,
"POINT (121.6294647 25.2653493)",新北市政府警察局金山分局中角派出所,
"POINT (121.6405491 25.2203031)",新北市警察局金山分局金山派出所,
"POINT (121.6466209 25.2123999)",新北市政府警察局金山分局大鵬派出所,
"POINT (121.6297901 25.2644436)",中角警局,
"POINT (121.6085165 25.2799865)",新北市政府警察局金山分局乾華派出所,
"POINT (121.6894594 25.1779091)",新北市政府警察局金山分局萬里分駐所,
"POINT (121.6894594 25.1779091)",新北市政府警察局金山分局萬里分駐所,
"POINT (121.6728851 25.1994849)",內政部警政署保安警察第二總隊第二大隊第三中隊,
"POINT (121.6466209 25.2123999)",新北市政府警察局金山分局大鵬派出所,
"POINT (121.6507662 25.1603582)",新北市政府警察局金山分局崁腳派出所,
"POINT (121.6850561 25.2037678)",新北市政府警察局金山分局野柳派出所,
"POINT (121.5712935 24.8500698)",新北市政府警察局新店分局孝義派出所(原烏玉檢查所),
"POINT (121.5520307 24.8648383)",新北市政府警察局新店分局烏來分駐所,
"POINT (121.5434009 24.882105)",新北市政府警察局新店分局忠治派出所,
"POINT (121.5263192 24.8381798)",新北市政府警察局新店分局哪哮派出所 (原信賢派出所),
"POINT (121.5493015 24.8843009)",新北市政府警察局新店分局桶壁派出所 (原忠治派出所),
"POINT (121.5019326 24.7780302)",新北市政府警察局新店分局德拉楠派出所 (原 福山派出所),
"POINT (121.551729 24.9026624)",新北市政府警察局新店分局龜山派出所,
"POINT (121.5525191 25.0511176)",臺北市政府警察局松山分局,
"POINT (121.5773215 25.0498409)",臺北市政府警察局松山分局松山派出所,
"POINT (121.5525406 25.0512343)",臺北市政府警察局松山分局中崙派出所,
"POINT (121.5481064 25.0617828)",臺北市政府警察局松山分局民有派出所,
"POINT (121.5629259 25.0596618)",臺北市政府警察局松山分局三民派出所,
"POINT (121.5595735 25.0568086)",臺北市政府警察局交通警察大隊松山交通分隊,
"POINT (121.5514783 25.0567599)",臺北市政府警察局松山分局東社派出所,
"POINT (121.5677196 25.033108)",臺北市政府警察局信義分局,
"POINT (121.5639421 25.0265984)",臺北市政府警察局信義分局吳興街派出所,
"POINT (121.5743077 25.0329672)",台北市政府警察局婦幼警察隊,
"POINT (121.5758402 25.0456432)",臺北市政府警察局信義分局五分埔派出所,
"POINT (121.5817895 25.0373884)",臺北市政府警察局信義分局福德街派出所,
"POINT (121.5563316 25.027465)",臺北市政府警察局信義分局六張犁派出所,
"POINT (121.5332627 25.0377536)",臺北市政府警察局大安分局,
"POINT (121.5357748 25.0350387)",臺北市政府警察局交通警察大隊大安分隊,
"POINT (121.534019 25.0377536)",臺北市政府警察局大安分局新生南路派出所,
"POINT (121.5521903 25.0329786)",臺北市政府警察局大安分局安和路派出所,
"POINT (121.5439516 25.0390509)",臺北市政府警察局大安分局敦化南路派出所,
"POINT (121.5305213 25.0266273)",臺北市政府警察局大安分局和平東路派出所,
"POINT (121.5518484 25.0180093)",臺北市政府警察局大安分局臥龍街派出所,
"POINT (121.545074 25.0311552)",臺北市政府警察局大安分局瑞安街派出所,
"POINT (121.5380237 25.0111615)",臺北市政府警察局大安分局羅斯福路派出所,
"POINT (121.5228489 25.0524542)",臺北市政府警察局中山分局,
"POINT (121.5279507 25.0599555)",臺北市政府警察局中山分局民權一派出所,
"POINT (121.5242758 25.0560686)",臺北市政府警察局中山分局中山二派出所,
"POINT (121.5214283 25.0499973)",臺北市政府警察局中山分局中山一派出所,
"POINT (121.5237676 25.0728055)",臺北市政府警察局中山分局圓山派出所,
"POINT (121.53606 25.0679903)",臺北市政府警察局中山分局建國派出所,
"POINT (121.5354548 25.0546211)",臺北市政府警察局中山分局長春路派出所,
"POINT (121.5441095 25.0795462)",臺北市政府警察局中山分局大直派出所,
"POINT (121.5173784 25.0451004)",臺北市政府警察局中正第一分局,
"POINT (121.5139746 25.03204109999999)",臺北市政府警察局中正第二分局,
"POINT (121.5320902 25.0151047)",臺北市政府警察局中正第二分局思源街派出所,
"POINT (121.5163623 25.0478356)",內政部警政署鐵路警察局臺北分局臺北分駐所,
"POINT (121.5099957 25.0442525)",臺北市警察局中正第一分局博愛路派出所,
"POINT (121.5174156 25.04521)",臺北市警察局中正第一分局忠孝西路派出所,
"POINT (121.5156639 25.032748)",內政部警政署保安警察第六總隊,
"POINT (121.5097688 25.0439111)",臺北市政府警察局,
"POINT (121.5123397 25.0245114)",臺北市政府警察局交通警察大隊中正第二分隊,
"POINT (121.5154087 25.0594539)",大同分局,
"POINT (121.5156911 25.066157)",臺北市政府警察局交通警察大隊大同分隊,
"POINT (121.5135568 25.0753507)",臺北市政府警察局大同分局重慶北路派出所,
"POINT (121.5173762 25.052772)",臺北市政府警察局大同分局建成派出所,
"POINT (121.5188276 25.0492786)",臺北市政府警察局捷運警察隊,
"POINT (121.5120366 25.0593994)",臺北市政府警察局大同分局民生西路派出所,
"POINT (121.5153343 25.0594347)",臺北市政府警察局大同分局勤務指揮中心,
"POINT (121.5135566 25.0688289)",臺北市政府警察局大同分局民族路派出所,
"POINT (121.5150691 25.0593225)",臺北市政府警察局寧夏路派出所,
"POINT (121.5117548 25.0521577)",臺北市政府警察局大同分局延平派出所,
"POINT (121.499601 25.0386469)",臺北市政府警察局萬華分局,
"POINT (121.4931873 25.0342793)",臺北市政府警察局萬華分局華江派出所,
"POINT (121.4954551 25.0368895)",臺北市政府警察局交通警察大隊萬華分隊,
"POINT (121.502625 25.045881)",台北市政府警察局萬華分局武昌義警民防協勤,
"POINT (121.4938917 25.035128)",台北市政府警察局萬華分局民防總隊桂林大隊,
"POINT (121.5021838 25.0219233)",臺北市政府警察局萬華分局青年路派出所,
"POINT (121.5004896 25.0350945)",臺北市政府警察局萬華分局康定路派出所,
"POINT (121.4907941 25.0313178)",台北市政府警察局萬華分局江民防中隊,
"POINT (121.5027985 25.0450243)",臺北市政府警察局萬華分局西門町派出所,
"POINT (121.5468931 25.0000581)",臺北市政府警察局交通警察大隊文山第二分隊,
"POINT (121.5410067 24.9927459)",臺北市政府警察局文山第二分局,
"POINT (121.5673037 24.9824335)",臺北市政府警察局文山第一分局木新派出所,
"POINT (121.5669186 25.0022785)",臺北市政府警察局文山第一分局萬芳派出所,
"POINT (121.5511916 25.0014882)",臺北市政府警察局文山第二分局興隆派出所,
"POINT (121.5470169 24.9867694)",臺北市政府警察局文山第一分局復興派出所,
"POINT (121.5961071 24.9988168)",國道公路警察局第九公路警察大隊木柵分隊,
"POINT (121.5635456 24.9887889)",臺北市政府警察局文山第一分局木柵派出所,
"POINT (121.5410067 24.9927459)",臺北市政府警察局文山第二分局警備隊,
"POINT (121.5949244 25.0552468)",臺北市政府警察局南港分局,
"POINT (121.6146734 25.0610152)",臺北市政府警察局南港分局南港派出所,
"POINT (121.5856734 25.0461149)",臺北市政府警察局南港分局同德派出所,
"POINT (121.6225933 25.0385057)",臺北市政府警察局南港分局舊莊派出所,
"POINT (121.5947237 25.0552696)",臺北市政府警察局南港分局玉成派出所,
"POINT (121.5895909 25.0692453)",臺北市政府警察局內湖分局,
"POINT (121.590144 25.0820746)",臺北市政府警察局內湖分局內湖派出所,
"POINT (121.5789442 25.0666053)",臺北市政府警察局內湖分局文德派出所,
"POINT (121.6013214 25.0840919)",臺北市政府警察局內湖分局大湖派出所,
"POINT (121.6129024 25.0674746)",台北市政府警察局交通警察大隊內湖分隊,
"POINT (121.5974888 25.081218)",臺北市政府警察局內湖分局康寧派出所,
"POINT (121.5691353 25.0791851)",臺北市政府警察局內湖分局西湖派出所,
"POINT (121.5768044 25.0788262)",臺北市政府警察局內湖分局港墘派出所,
"POINT (121.581645 25.055262)",臺北市政府警察局內湖分局潭美派出所,
"POINT (121.6183878 25.0704268)",臺北市政府警察局內湖分局康樂派出所,
"POINT (121.5266752 25.0906919)",臺北市政府警察局士林分局文林派出所,
"POINT (121.5247196 25.1066109)",臺北市政府警察局士林分局蘭雅派出所,
"POINT (121.5764838 25.1311549)",臺北市政府警察局士林分局平等駐在所,
"POINT (121.5053564 25.0895029)",臺北市政府警察局士林分局社子派出所,
"POINT (121.5845366 25.1197302)",臺北市政府警察局士林分局溪山派出所,
"POINT (121.5180405 25.0873307)",臺北市政府警察局士林分局後港派出所,
"POINT (121.5602703 25.1081269)",臺北市政府警察局士林分局翠山派出所,
"POINT (121.5349862 25.0961776)",內政部警政署保安警察第六總隊第二大隊,
"POINT (121.5463677 25.1372836)",臺北市政府警察局士林分局山仔后派出所,
"POINT (121.5125754 25.1099412)",臺北市政府警察局交通警察大隊北投分隊,
"POINT (121.4931884 25.1455856)",臺北市政府警察局北投分局大屯派出所,
"POINT (121.5124904 25.1099462)",台北市政府警察局交通警察大隊北投分隊,
"POINT (121.5013164 25.1333284)",臺北市政府警察局北投分局暨長安派出所,
"POINT (121.5169494 25.1179342)",臺北市政府警察局北投分局永明派出所,
"POINT (121.4659472 25.1229971)",臺北市政府警察局北投分局關渡派出所,
"POINT (121.548601 25.1488896)",臺北市政府警察局北投分局公園派出所,
"POINT (121.5125861 25.1099503)",臺北市政府警察局北投分局石牌派出所,
"POINT (121.4659472 25.1229971)",關渡分駐所,
