,V_ID,105|kmeans_6,105|kmeans_nocity_9,105|kmeans_nocity&county_7,105|c_,105|j_,105|ht_,105|s_,105|cs_,105|e_
532,65000010-078,3,2,4,0,2,8,0,8,0
533,65000010-064,3,2,5,0,2,7,3,8,1
534,65000010-083,5,8,4,1,2,9,0,3,0
535,65000010-019,3,2,3,0,1,12,0,0,1
536,65000010-110,3,0,2,0,1,8,0,5,1
537,65000010-093,3,2,5,1,1,1,0,0,1
538,65000010-037,3,1,1,0,2,3,1,11,1
539,65000010-044,3,0,2,0,0,7,3,14,1
540,65000010-024,3,0,2,0,1,8,0,5,1
541,65000010-048,3,2,5,0,2,7,0,0,1
542,65000010-113,3,1,1,1,2,1,1,8,0
543,65000010-052,3,2,4,1,2,1,0,8,3
544,65000010-051,3,2,5,0,2,7,3,0,1
545,65000010-005,3,0,2,1,1,12,0,14,1
546,65000010-104,3,0,2,0,1,1,3,14,1
547,65000010-103,3,1,1,0,1,8,1,11,1
548,65000010-046,3,5,3,0,1,7,3,9,1
549,65000010-119,3,2,5,0,1,7,3,0,1
550,65000010-027,3,0,2,0,1,1,0,5,1
551,65000010-022,3,0,2,1,1,12,0,5,1
552,65000010-105,3,2,4,0,2,3,0,11,1
553,65000010-102,3,1,1,0,2,8,1,11,1
554,65000010-035,3,2,2,0,2,8,0,12,1
555,65000010-007,3,0,2,0,1,3,0,5,1
556,65000010-039,3,0,2,0,2,1,0,5,1
557,65000010-075,3,0,2,0,1,12,0,5,1
558,65000010-117,3,1,1,0,1,8,2,11,1
559,65000010-068,3,2,5,0,2,7,0,0,1
560,65000010-122,3,2,5,0,1,7,0,0,1
561,65000010-118,3,5,3,0,1,7,3,9,1
562,65000010-040,3,0,2,0,1,7,3,5,1
563,65000010-041,3,0,0,1,1,1,0,5,2
564,65000010-126,3,1,1,1,1,7,1,8,0
565,65000010-108,3,8,6,0,1,7,0,4,1
566,65000010-115,3,5,2,0,1,12,0,14,1
567,65000010-072,3,2,5,0,1,8,0,0,1
568,65000010-018,3,5,3,0,1,12,0,9,1
569,65000010-109,3,2,5,0,1,7,0,0,1
570,65000010-062,3,2,5,0,1,7,3,0,1
571,65000010-029,3,0,2,0,2,7,0,5,1
572,65000010-002,3,0,2,0,1,12,0,5,1
573,65000010-089,3,2,4,1,2,12,0,8,0
574,65000010-057,3,2,5,0,2,7,0,0,1
575,65000010-065,3,2,2,0,0,12,0,12,1
576,65000010-050,3,2,4,0,2,7,0,8,3
577,65000010-015,3,1,1,0,1,8,1,11,1
578,65000010-017,3,1,1,0,2,12,1,11,0
579,65000010-006,3,2,2,0,2,12,0,12,1
580,65000010-100,3,6,5,0,2,2,1,0,1
581,65000010-099,3,8,4,0,2,2,0,3,1
582,65000010-124,5,8,4,0,2,2,0,3,2
583,65000010-031,3,0,0,1,2,8,0,5,2
584,65000010-038,3,2,4,0,1,1,0,8,1
585,65000010-020,3,0,2,0,1,12,0,14,1
586,65000010-059,3,2,4,0,2,7,0,8,1
587,65000010-001,3,2,3,0,1,12,0,0,1
588,65000010-025,3,2,2,0,1,8,0,12,1
589,65000010-008,3,2,2,0,2,12,0,12,1
590,65000010-070,3,0,2,0,0,12,0,14,1
591,65000010-056,1,6,6,0,1,7,1,4,1
592,65000010-095,3,2,4,1,1,10,0,12,0
593,65000010-074,3,2,4,0,2,8,0,12,0
594,65000010-076,3,2,4,0,1,3,0,12,0
595,65000010-071,3,2,4,0,1,8,0,8,1
596,65000010-049,3,2,5,1,1,7,0,0,1
597,65000010-030,3,2,2,0,2,1,0,12,1
598,65000010-096,3,2,5,0,2,7,0,0,0
599,65000010-032,3,0,2,0,1,1,3,14,1
600,65000010-011,3,2,3,0,0,12,0,0,1
601,65000010-012,3,1,1,0,1,12,1,8,1
602,65000010-121,3,0,2,0,1,7,0,5,1
603,65000010-106,3,0,2,0,1,7,3,14,1
604,65000010-090,3,1,1,1,2,8,1,8,0
605,65000010-086,3,8,6,0,2,9,0,10,0
606,65000010-087,3,5,3,1,0,3,0,9,1
607,65000010-028,3,0,2,0,0,1,0,5,1
608,65000010-111,3,0,2,0,1,3,0,5,1
609,65000010-043,3,0,2,0,1,7,3,14,1
610,65000010-084,3,2,2,0,1,3,0,12,1
611,65000010-085,3,2,2,0,1,3,0,12,1
612,65000010-067,3,2,4,0,1,7,0,8,1
613,65000010-003,3,5,3,1,1,12,0,9,1
614,65000010-077,3,0,2,1,1,12,0,5,1
615,65000010-080,3,2,4,0,2,9,0,12,0
616,65000010-016,3,1,1,0,2,8,1,11,1
617,65000010-055,5,8,6,0,1,7,0,4,0
618,65000010-069,3,2,5,0,1,7,0,0,1
619,65000010-116,3,0,2,0,1,8,0,5,1
620,65000010-063,3,2,5,0,2,7,3,0,1
621,65000010-047,3,2,5,0,1,7,3,0,1
622,65000010-066,3,2,2,0,1,4,0,12,1
623,65000010-009,3,1,1,1,2,12,1,11,0
624,65000010-101,3,1,1,1,1,12,1,8,0
625,65000010-004,3,5,2,1,1,12,0,14,1
626,65000010-097,3,1,1,1,1,7,1,8,0
627,65000010-042,3,2,5,0,2,7,3,0,1
628,65000170-011,2,6,6,1,1,4,2,4,2
629,65000170-005,5,8,4,1,2,4,0,3,0
630,65000170-015,5,8,4,0,0,4,0,3,0
631,65000170-008,5,8,4,1,0,4,0,3,0
632,65000170-012,2,6,6,1,1,4,1,4,0
633,65000170-014,2,6,6,1,1,4,1,4,2
634,65000170-009,5,8,4,1,2,4,0,3,0
635,65000170-001,5,8,4,1,2,4,0,3,0
636,65000170-002,5,8,4,1,2,4,0,3,0
637,65000170-006,2,2,5,1,1,4,0,0,0
638,65000170-007,5,8,4,0,0,4,0,3,0
639,65000170-013,2,6,6,1,1,4,1,4,0
640,65000170-004,5,8,4,1,1,4,0,3,0
641,65000170-003,5,8,4,1,2,4,0,3,0
642,65000170-010,2,2,5,1,1,4,0,0,0
643,65000170-017,5,8,4,1,1,4,0,3,0
644,65000170-016,5,8,4,0,2,4,0,3,0
645,65000070-007,2,6,5,1,2,6,2,0,1
646,65000070-001,5,2,4,1,2,7,0,8,0
647,65000070-002,2,6,5,1,2,7,1,0,0
648,65000070-003,2,6,5,1,2,7,1,0,0
649,65000070-042,0,0,0,1,1,7,0,7,0
650,65000070-036,2,6,6,1,2,7,1,4,0
651,65000070-038,5,8,4,0,2,6,0,3,1
652,65000070-005,5,1,1,0,2,2,1,3,0
653,65000070-031,5,8,4,1,2,7,0,3,0
654,65000070-025,5,8,4,1,1,7,0,3,0
655,65000070-024,5,1,1,1,0,7,1,3,0
656,65000070-015,5,8,4,1,2,2,0,3,1
657,65000070-004,5,8,6,1,2,1,0,4,0
658,65000070-040,5,8,4,1,1,7,0,11,0
659,65000070-041,5,8,6,1,1,7,0,4,0
660,65000070-028,5,8,4,1,2,1,0,11,0
661,65000070-012,5,1,1,1,1,1,1,3,0
662,65000070-014,5,8,4,0,1,2,0,3,1
663,65000070-039,5,8,4,0,1,6,0,3,0
664,65000070-035,5,8,6,1,2,7,0,4,0
665,65000070-016,5,8,4,1,2,6,0,3,2
666,65000070-017,5,8,4,0,2,6,0,3,0
667,65000070-033,5,8,4,1,2,6,0,3,2
668,65000070-034,5,8,4,0,2,1,0,11,1
669,65000070-022,5,8,6,1,1,7,0,4,2
670,65000070-018,5,8,6,1,2,7,0,4,0
671,65000070-020,5,1,1,0,2,1,1,3,0
672,65000070-019,5,8,4,0,2,1,0,3,0
673,65000070-026,5,8,4,1,0,7,0,3,0
674,65000070-021,2,6,6,1,1,7,1,4,0
675,65000070-011,5,1,1,0,1,2,1,3,0
676,65000070-027,1,6,6,1,1,2,1,4,1
677,65000070-010,1,1,1,0,2,2,1,3,1
678,65000070-008,1,6,6,0,1,1,1,4,1
679,65000070-013,5,8,4,1,1,2,0,3,0
680,65000070-030,1,6,6,0,1,1,1,4,1
681,65000070-029,5,1,1,0,2,1,1,3,0
682,65000070-009,1,6,6,0,2,1,1,4,1
683,65000070-006,5,8,6,1,2,1,0,4,0
684,65000070-037,1,1,1,0,1,2,1,3,1
685,65000070-023,2,1,1,1,1,4,1,8,0
686,65000070-032,5,8,4,1,2,1,0,11,0
687,65000040-051,1,5,3,0,1,10,1,7,1
688,65000040-022,1,5,3,0,1,13,1,7,1
689,65000040-046,1,1,1,0,1,13,1,3,0
690,65000040-014,1,1,1,0,1,13,1,1,0
691,65000040-018,1,5,3,0,1,13,1,7,1
692,65000040-005,1,0,3,0,1,13,1,6,1
693,65000040-013,1,1,1,0,0,10,1,3,0
694,65000040-033,1,1,3,0,1,10,1,1,1
695,65000040-062,1,1,1,0,0,2,1,3,0
696,65000040-057,1,0,3,0,1,13,1,6,1
697,65000040-036,1,5,3,0,1,13,1,7,1
698,65000040-004,1,1,3,0,1,10,1,1,1
699,65000040-043,1,1,3,0,1,10,1,1,1
700,65000040-019,1,6,3,0,1,13,1,7,1
701,65000040-027,1,5,3,0,1,10,1,12,1
702,65000040-044,1,1,3,0,1,10,1,1,1
703,65000040-042,1,1,1,0,1,0,1,3,1
704,65000040-032,1,5,3,0,1,10,1,10,1
705,65000040-025,1,0,3,0,0,10,1,6,1
706,65000040-056,1,1,1,0,0,10,1,3,1
707,65000040-058,1,0,3,0,1,13,1,6,1
708,65000040-039,1,1,1,0,0,10,1,11,1
709,65000040-037,1,5,3,0,1,13,1,7,1
710,65000040-010,1,1,1,1,1,0,1,3,1
711,65000040-002,1,1,3,0,1,13,1,1,1
712,65000040-045,2,6,5,0,1,6,2,0,1
713,65000040-041,1,1,1,1,1,0,1,3,1
714,65000040-040,1,5,3,0,1,2,1,10,1
715,65000040-055,1,1,3,1,1,10,1,1,1
716,65000040-053,1,5,3,0,1,13,1,7,1
717,65000040-059,1,6,6,0,1,6,1,4,1
718,65000040-016,1,1,1,0,1,2,1,11,1
719,65000040-034,1,6,6,0,1,6,1,4,1
720,65000040-035,1,6,5,0,0,6,1,0,1
721,65000040-017,1,1,1,0,0,2,1,11,1
722,65000040-008,1,1,1,0,1,2,1,3,1
723,65000040-049,1,1,1,0,1,6,1,11,1
724,65000040-026,1,0,3,0,1,10,1,6,1
725,65000040-011,1,1,1,0,1,10,1,11,1
726,65000040-015,1,1,3,0,0,10,1,1,1
727,65000040-009,1,1,1,1,1,2,1,3,1
728,65000040-061,1,5,3,0,1,10,1,7,1
729,65000040-007,1,1,1,0,1,10,1,11,1
730,65000040-054,1,0,3,0,1,13,1,6,1
731,65000040-006,1,1,1,0,1,10,1,11,1
732,65000040-028,1,5,3,1,1,2,1,10,1
733,65000040-048,1,1,1,1,1,10,1,11,1
734,65000040-030,1,1,3,0,0,10,1,1,1
735,65000040-031,1,1,3,0,0,2,1,1,1
736,65000040-038,1,1,1,0,0,10,1,11,1
737,65000040-001,1,1,1,0,1,10,1,3,1
738,65000040-060,1,1,1,0,1,6,1,11,1
739,65000040-047,1,1,1,0,0,10,1,11,1
740,65000040-050,1,6,6,0,1,6,1,4,1
741,65000040-021,1,1,1,1,1,6,1,11,0
742,65000040-020,1,1,1,0,1,6,1,11,1
743,65000040-012,1,1,1,0,1,2,1,11,1
744,65000040-023,1,1,1,0,1,10,1,3,1
745,65000040-052,1,5,3,1,1,13,1,7,1
746,65000040-003,1,1,3,0,2,10,1,1,1
747,65000040-024,1,0,0,0,1,2,1,6,0
748,65000040-029,1,5,3,0,1,13,1,7,1
749,65000110-026,5,8,4,1,2,6,0,3,0
750,65000110-028,3,2,4,0,1,13,0,8,1
751,65000110-011,2,6,6,1,1,13,1,4,0
752,65000110-050,2,6,6,1,1,6,1,4,0
753,65000110-012,2,6,6,1,2,0,1,4,0
754,65000110-004,5,8,4,1,1,13,0,3,1
755,65000110-017,2,6,5,1,1,6,1,0,0
756,65000110-020,5,8,4,1,2,6,0,3,0
757,65000110-019,5,8,4,1,2,0,0,3,0
758,65000110-029,5,8,4,0,2,0,0,3,2
759,65000110-048,5,8,4,0,1,13,0,3,0
760,65000110-041,5,8,4,0,1,13,0,3,1
761,65000110-025,5,8,6,1,1,6,0,4,0
762,65000110-040,5,8,4,1,1,0,0,3,2
763,65000110-042,5,8,6,1,2,13,0,4,0
764,65000110-036,5,8,4,0,2,0,0,3,2
765,65000110-047,5,8,6,0,1,13,0,4,0
766,65000110-008,5,8,4,0,0,13,0,3,1
767,65000110-030,5,8,4,0,2,0,0,3,2
768,65000110-037,2,1,1,1,0,6,1,8,0
769,65000110-015,2,6,5,1,2,13,1,0,0
770,65000110-032,5,8,4,1,1,0,0,3,0
771,65000110-007,5,8,4,0,2,13,0,3,1
772,65000110-003,5,8,4,1,1,13,0,3,0
773,65000110-039,5,8,6,1,0,6,0,4,0
774,65000110-023,2,6,6,1,1,6,1,4,0
775,65000110-018,5,8,4,1,1,6,0,3,2
776,65000110-005,5,8,6,0,1,13,0,4,0
777,65000110-022,0,0,0,1,2,2,0,6,0
778,65000110-014,5,8,4,1,2,13,0,3,2
779,65000110-027,5,8,4,1,0,6,0,3,2
780,65000110-043,2,6,5,1,0,6,1,0,0
781,65000110-049,5,8,6,1,0,0,0,4,2
782,65000110-016,2,6,5,1,1,6,1,0,0
783,65000110-038,5,8,6,1,1,2,0,10,0
784,65000110-021,5,8,4,1,2,6,0,3,0
785,65000110-045,5,8,4,0,2,13,0,3,0
786,65000110-024,5,8,6,1,1,2,0,4,0
787,65000110-034,5,8,4,0,1,0,0,3,2
788,65000110-002,5,8,4,1,1,13,0,3,1
789,65000110-046,5,8,4,1,1,13,0,3,0
790,65000110-006,5,8,4,0,2,13,0,3,1
791,65000110-001,5,8,4,1,1,13,0,3,0
792,65000110-031,5,8,4,0,2,13,0,3,0
793,65000110-035,5,8,4,0,1,0,0,3,2
794,65000110-009,2,6,6,1,2,6,1,4,0
795,65000110-013,2,2,5,1,1,13,0,0,0
796,65000110-033,5,8,6,0,2,0,0,4,0
797,65000110-010,2,6,6,1,1,13,1,4,0
798,65000110-044,2,6,5,1,1,6,1,0,0
799,65000160-017,1,1,1,0,2,7,1,11,1
800,65000160-006,5,1,1,1,2,7,1,11,0
801,65000160-011,1,1,1,0,1,7,1,11,1
802,65000160-001,5,8,4,1,1,4,0,3,0
803,65000160-003,5,1,1,1,2,7,1,11,0
804,65000160-014,2,6,6,0,2,1,1,4,0
805,65000160-008,2,6,6,1,2,1,1,4,0
806,65000160-005,5,8,4,1,2,7,0,11,0
807,65000160-013,5,1,1,1,1,1,1,3,0
808,65000160-004,5,1,1,1,1,7,1,11,0
809,65000160-016,1,1,1,0,1,7,1,11,1
810,65000160-012,5,1,1,1,2,8,1,11,0
811,65000160-007,5,1,1,0,2,1,1,11,0
812,65000160-010,3,0,0,1,2,1,0,5,0
813,65000160-009,5,8,6,1,2,1,0,4,0
814,65000160-015,5,8,6,1,1,1,0,4,0
815,65000160-002,5,1,1,1,2,4,1,3,0
816,65000100-001,2,6,5,1,1,13,2,0,0
817,65000100-023,1,1,1,1,2,4,1,1,0
818,65000100-020,1,0,0,1,0,4,1,6,2
819,65000100-012,5,1,1,1,0,4,1,3,0
820,65000100-038,5,1,1,1,1,4,1,3,0
821,65000100-027,1,1,1,1,1,4,1,3,1
822,65000100-016,5,8,6,1,1,7,0,4,0
823,65000100-009,2,6,6,1,1,7,2,4,0
824,65000100-042,2,6,6,0,2,7,1,4,0
825,65000100-041,2,6,6,1,2,4,1,10,0
826,65000100-002,2,6,5,1,1,6,1,0,2
827,65000100-008,5,1,1,1,0,7,1,3,0
828,65000100-040,2,0,0,1,2,4,1,7,2
829,65000100-014,2,6,6,1,1,2,1,4,0
830,65000100-007,2,6,5,1,1,2,2,0,0
831,65000100-031,5,1,1,1,1,4,1,3,2
832,65000100-035,5,1,1,0,2,7,1,3,0
833,65000100-036,5,1,1,0,1,4,1,3,0
834,65000100-030,5,1,1,1,1,4,1,3,2
835,65000100-034,5,1,1,0,2,4,1,3,0
836,65000100-010,5,1,1,0,2,4,1,3,0
837,65000100-015,2,6,6,1,1,7,2,4,0
838,65000100-037,2,1,1,0,1,4,1,8,0
839,65000100-029,1,1,1,1,1,4,1,3,3
840,65000100-039,2,5,3,1,1,1,1,9,0
841,65000100-019,1,0,0,1,2,1,1,6,0
842,65000100-013,2,6,6,1,1,1,1,4,0
843,65000100-011,5,1,1,0,2,4,1,3,0
844,65000100-028,1,1,1,0,1,4,1,3,1
845,65000100-033,2,6,6,1,2,7,1,4,2
846,65000100-032,5,1,1,1,2,7,1,3,2
847,65000100-025,1,5,3,1,1,4,1,10,1
848,65000100-017,1,0,0,1,0,1,1,6,0
849,65000100-018,2,5,3,1,2,1,1,9,0
850,65000100-021,2,6,6,1,0,4,1,10,2
851,65000100-006,2,6,6,1,2,7,2,4,2
852,65000100-004,2,1,1,1,1,7,2,3,2
853,65000100-026,1,5,3,1,1,4,1,7,3
854,65000100-005,2,6,5,1,1,2,2,0,0
855,65000100-003,2,1,1,1,1,6,1,8,2
856,65000100-022,2,0,0,1,0,4,1,7,0
857,65000100-024,1,5,3,1,1,4,1,7,1
858,65000180-003,5,8,4,1,1,6,0,3,0
859,65000180-006,5,8,4,1,2,6,0,3,0
860,65000180-004,5,8,4,1,1,6,0,3,0
861,65000180-001,5,8,4,1,1,6,0,3,0
862,65000180-007,2,6,5,1,1,6,1,0,0
863,65000180-002,2,6,5,1,1,6,1,0,0
864,65000180-008,2,2,5,1,1,6,0,0,0
865,65000180-005,5,1,1,1,1,6,1,3,0
866,65000290-004,2,6,6,1,1,7,1,4,0
867,65000290-005,2,6,5,1,1,7,1,0,0
868,65000290-002,2,6,6,1,1,8,1,4,0
869,65000290-001,5,1,1,1,1,8,1,3,0
870,65000290-003,2,6,6,1,1,4,1,4,0
871,65000120-027,2,6,5,1,1,6,2,0,1
872,65000120-028,2,6,5,1,1,6,2,0,1
873,65000120-010,2,6,6,1,1,0,1,4,0
874,65000120-013,5,8,6,1,1,13,0,4,0
875,65000120-015,2,6,5,1,1,0,1,0,0
876,65000120-032,2,1,1,1,1,0,1,8,0
877,65000120-012,2,6,6,1,2,0,1,4,0
878,65000120-011,2,6,6,1,1,0,1,4,0
879,65000120-018,5,8,4,1,1,0,0,3,0
880,65000120-020,5,8,4,1,1,0,0,3,0
881,65000120-016,5,2,4,1,1,0,0,8,0
882,65000120-023,5,8,4,1,1,0,0,3,0
883,65000120-034,5,8,4,1,2,0,0,3,0
884,65000120-009,5,8,6,1,1,13,0,4,0
885,65000120-008,5,8,4,1,1,13,0,3,0
886,65000120-019,5,8,4,1,1,0,0,3,0
887,65000120-029,2,6,6,1,1,0,1,4,0
888,65000120-031,2,6,5,1,1,0,1,0,2
889,65000120-007,2,6,5,1,2,6,2,0,1
890,65000120-014,2,6,5,1,1,0,1,0,0
891,65000120-030,5,8,4,1,1,0,0,3,0
892,65000120-024,5,8,4,1,1,0,0,3,0
893,65000120-026,5,8,4,1,1,0,0,3,0
894,65000120-017,2,6,5,1,1,0,2,0,0
895,65000120-021,5,8,4,1,1,0,0,3,0
896,65000120-025,5,8,4,1,1,0,0,3,0
897,65000120-022,5,8,4,1,1,0,0,3,0
898,65000120-033,2,6,6,1,1,6,2,4,0
899,65000120-006,5,8,6,1,1,13,0,4,0
900,65000120-005,5,8,6,1,1,13,0,4,0
901,65000120-004,5,8,6,1,1,13,0,4,0
902,65000120-001,5,8,6,1,1,13,0,4,0
903,65000120-002,5,8,4,1,1,13,0,3,0
904,65000120-003,5,8,4,1,1,13,0,3,0
905,65000190-008,2,6,5,1,1,6,1,0,0
906,65000190-009,2,6,5,1,1,6,1,0,0
907,65000190-005,2,6,5,1,1,6,1,0,0
908,65000190-012,2,6,6,1,1,6,1,4,0
909,65000190-011,2,6,6,1,1,7,2,4,0
910,65000190-007,2,6,6,1,1,6,1,4,0
911,65000190-002,2,6,6,1,1,6,1,4,0
912,65000190-004,2,6,6,1,1,6,1,4,0
913,65000190-001,2,6,6,1,1,6,1,4,0
914,65000190-010,5,1,1,1,1,6,1,3,0
915,65000190-006,2,6,5,1,1,6,1,0,0
916,65000190-003,5,1,1,1,1,6,1,3,0
917,65000220-007,2,6,6,1,1,0,1,4,0
918,65000220-002,2,6,6,1,1,0,2,4,2
919,65000220-006,5,8,4,1,1,13,0,3,2
920,65000220-004,5,8,6,1,1,13,0,4,2
921,65000220-001,2,6,6,1,1,0,2,4,2
922,65000220-005,5,8,4,1,1,13,0,3,2
923,65000220-003,2,6,6,1,1,0,2,4,2
924,65000220-008,2,6,6,1,1,0,1,4,0
925,65000220-009,2,6,5,1,1,0,1,0,0
926,65000280-009,2,2,5,1,1,0,0,0,0
927,65000280-010,5,8,6,1,2,0,0,4,0
928,65000280-004,2,6,6,1,2,0,1,4,0
929,65000280-008,2,6,5,1,1,6,2,0,1
930,65000280-007,2,6,6,1,1,6,1,4,0
931,65000280-005,2,2,5,1,1,13,0,0,0
932,65000280-001,5,8,4,1,2,0,0,3,0
933,65000280-003,2,6,6,1,2,0,1,4,0
934,65000280-006,2,6,6,1,1,0,1,4,0
935,65000280-002,5,8,6,1,1,0,0,4,0
936,65000140-002,1,1,1,0,2,2,1,11,1
937,65000140-025,1,1,3,0,1,6,1,1,1
938,65000140-003,1,1,1,0,2,2,1,3,1
939,65000140-024,2,6,5,0,2,2,1,0,1
940,65000140-013,1,0,3,0,1,6,1,2,1
941,65000140-027,1,0,3,0,2,6,1,2,1
942,65000140-022,1,0,3,0,2,6,1,6,1
943,65000140-028,1,1,3,0,2,6,1,1,1
944,65000140-005,1,0,3,0,2,2,1,13,1
945,65000140-012,1,0,3,1,1,6,1,6,1
946,65000140-030,1,0,0,1,1,2,1,13,0
947,65000140-018,1,5,3,0,2,6,1,10,1
948,65000140-029,1,1,1,0,2,2,1,3,1
949,65000140-004,1,1,3,0,2,2,1,1,1
950,65000140-015,1,1,1,0,2,1,1,11,0
951,65000140-036,2,6,5,0,2,2,1,0,1
952,65000140-026,1,6,6,1,1,6,1,4,1
953,65000140-014,1,0,3,0,2,6,1,6,1
954,65000140-020,2,6,6,1,2,6,1,4,0
955,65000140-033,1,5,3,0,1,6,1,10,1
956,65000140-023,1,6,6,0,1,2,1,4,1
957,65000140-009,1,0,3,0,2,6,1,2,1
958,65000140-037,1,1,1,0,2,2,1,11,1
959,65000140-007,1,1,1,0,2,6,1,3,0
960,65000140-011,1,1,3,0,2,6,1,1,1
961,65000140-001,1,0,0,0,2,2,1,13,0
962,65000140-032,1,5,3,1,1,6,1,12,1
963,65000140-021,2,6,6,1,2,2,1,10,0
964,65000140-006,1,1,1,0,2,2,1,1,0
965,65000140-035,2,6,5,0,2,6,1,0,1
966,65000140-017,1,6,6,0,2,2,1,4,1
967,65000140-038,1,6,6,0,2,2,1,4,1
968,65000140-016,1,1,1,0,2,1,1,11,0
969,65000140-010,1,0,3,1,1,6,1,2,1
970,65000140-019,2,6,6,0,2,6,1,10,0
971,65000140-034,1,5,3,0,1,6,1,7,1
972,65000140-031,1,6,6,0,2,2,1,4,1
973,65000140-008,1,5,3,0,2,6,1,7,1
974,65000260-007,2,6,6,1,1,2,1,4,0
975,65000260-002,2,6,5,1,1,6,1,0,0
976,65000260-011,2,6,6,1,1,6,1,4,0
977,65000260-008,2,6,6,1,1,2,1,4,2
978,65000260-009,2,6,6,1,1,6,2,4,0
979,65000260-006,5,8,6,1,1,6,0,4,2
980,65000260-010,2,1,1,1,1,2,1,8,0
981,65000260-001,5,1,1,1,1,6,1,3,0
982,65000260-003,5,1,1,1,1,6,1,3,2
983,65000260-004,5,1,1,1,1,6,1,3,0
984,65000260-005,5,8,6,1,1,6,0,4,2
985,65000270-010,2,2,5,1,1,13,3,0,0
986,65000270-006,5,8,6,1,1,13,0,4,0
987,65000270-008,2,6,5,1,1,0,1,0,0
988,65000270-009,5,8,6,1,1,13,0,4,0
989,65000270-001,5,8,4,1,1,13,0,3,0
990,65000270-002,5,8,4,1,1,13,0,3,0
991,65000270-014,2,6,5,1,1,0,1,0,0
992,65000270-011,2,2,5,1,1,13,0,0,0
993,65000270-004,5,8,4,1,1,13,0,3,2
994,65000270-005,5,8,4,1,2,13,0,3,0
995,65000270-012,2,6,5,1,1,0,1,0,2
996,65000270-013,2,6,5,1,1,0,2,0,0
997,65000270-003,2,6,5,1,1,0,1,0,0
998,65000270-007,2,6,6,1,1,0,1,4,0
999,65000270-015,5,8,4,1,2,13,0,3,0
1000,65000250-005,2,6,5,1,1,2,2,0,0
1001,65000250-007,2,6,6,1,1,0,1,4,0
1002,65000250-009,2,6,6,1,1,6,1,4,0
1003,65000250-002,5,8,4,1,1,2,0,3,0
1004,65000250-010,2,6,6,1,1,6,1,4,0
1005,65000250-008,5,8,4,1,1,2,0,3,0
1006,65000250-003,5,8,4,1,1,2,0,3,0
1007,65000250-012,2,6,5,1,1,6,1,0,0
1008,65000250-006,5,8,4,1,1,2,0,3,0
1009,65000250-011,2,6,6,1,1,6,1,4,0
1010,65000250-001,5,8,4,1,1,2,0,3,0
1011,65000250-004,5,8,6,1,1,2,0,4,0
1012,65000080-018,5,8,6,1,2,4,0,4,0
1013,65000080-005,5,8,6,1,1,4,0,4,0
1014,65000080-011,5,8,4,1,2,4,0,3,0
1015,65000080-012,5,1,1,1,1,4,1,3,0
1016,65000080-004,2,6,6,1,2,4,1,4,0
1017,65000080-009,5,8,6,1,2,4,0,4,0
1018,65000080-003,5,8,4,0,2,4,0,3,1
1019,65000080-007,5,8,4,1,1,4,0,3,0
1020,65000080-014,5,8,6,1,2,4,0,4,0
1021,65000080-010,5,8,4,1,2,4,0,3,0
1022,65000080-020,5,8,4,0,2,4,0,3,0
1023,65000080-006,2,6,5,1,1,4,1,0,0
1024,65000080-013,2,6,6,1,1,4,1,4,0
1025,65000080-001,5,8,6,1,1,4,0,4,0
1026,65000080-017,5,8,6,1,2,4,0,4,0
1027,65000080-008,5,8,4,0,2,4,0,3,0
1028,65000080-002,5,8,6,1,1,4,0,4,0
1029,65000080-019,5,8,4,1,2,4,0,3,1
1030,65000080-016,5,2,4,1,2,4,0,8,0
1031,65000080-015,5,8,4,1,2,4,0,3,0
1032,63000040-027,0,3,2,0,0,8,0,5,1
1033,63000040-031,0,3,2,0,0,3,0,1,1
1034,63000040-030,0,3,2,0,0,3,0,2,1
1035,63000040-033,0,3,2,1,0,8,0,2,1
1036,63000040-006,0,3,2,0,0,3,0,13,1
1037,63000040-023,0,3,2,0,1,3,0,2,1
1038,63000040-013,0,7,0,1,0,7,0,5,2
1039,63000040-039,0,3,2,0,0,1,0,6,1
1040,63000040-042,0,7,0,1,1,6,0,7,0
1041,63000040-012,0,7,0,1,1,5,0,13,2
1042,63000040-037,0,3,2,1,0,8,0,1,1
1043,63000040-017,0,4,4,1,1,8,0,12,2
1044,63000040-014,0,7,0,0,0,7,0,5,0
1045,63000040-005,0,3,2,1,1,8,0,13,1
1046,63000040-040,0,3,2,0,0,1,0,6,1
1047,63000040-010,0,3,2,0,0,5,0,14,1
1048,63000040-015,0,3,2,1,0,7,0,2,3
1049,63000040-018,0,3,2,0,1,3,0,12,1
1050,63000040-019,0,7,0,1,1,3,0,5,2
1051,63000040-022,0,3,2,0,1,3,0,2,1
1052,63000040-020,0,3,2,0,1,3,0,14,1
1053,63000040-011,0,7,0,0,0,5,0,14,0
1054,63000040-036,0,3,2,1,0,1,0,2,1
1055,63000040-038,0,3,2,1,1,8,0,1,1
1056,63000040-034,0,3,2,0,0,3,0,1,1
1057,63000040-021,0,3,2,0,0,8,0,7,1
1058,63000040-001,0,3,2,0,1,1,0,1,1
1059,63000040-003,0,3,2,0,0,8,0,13,1
1060,63000040-002,0,3,2,0,1,8,0,11,1
1061,63000040-004,0,3,2,1,0,3,0,13,1
1062,63000040-016,0,3,2,0,0,7,0,5,3
1063,63000040-028,0,3,2,0,0,3,0,5,1
1064,63000040-029,0,3,2,0,0,3,0,6,1
