,V_ID,105|kmeans_6,105|kmeans_nocity_9,105|kmeans_nocity&county_7,105|c_,105|j_,105|ht_,105|s_,105|cs_,105|e_
44,65000020-041,4,5,3,1,1,11,1,9,1
45,65000020-026,4,5,3,0,1,2,1,0,1
46,65000020-029,4,5,3,0,1,8,1,9,1
47,65000020-005,4,5,3,1,2,8,1,9,0
48,65000020-002,1,1,1,1,1,6,1,3,1
49,65000020-095,4,6,5,1,2,11,1,0,1
50,65000020-096,4,6,5,0,1,11,1,0,1
51,65000020-104,4,1,1,0,2,6,1,8,1
52,65000020-109,4,5,3,1,1,1,1,9,0
53,65000020-119,4,6,5,0,2,11,1,0,1
54,65000020-032,4,5,3,0,1,8,1,14,1
55,65000020-097,4,6,5,0,2,11,1,0,1
56,65000020-034,4,5,3,0,1,8,1,0,1
57,65000020-118,4,5,3,0,2,6,1,14,1
58,65000020-065,4,5,3,0,1,11,1,5,1
59,65000020-074,4,5,3,0,1,11,1,5,1
60,65000020-020,4,5,3,0,2,1,1,9,1
61,65000020-035,4,5,3,0,1,11,1,9,1
62,65000020-021,4,5,3,1,1,11,1,0,1
63,65000020-013,4,5,3,0,2,2,1,0,1
64,65000020-057,4,5,3,0,1,11,1,5,1
65,65000020-036,4,5,3,1,1,8,1,9,1
66,65000020-014,4,5,3,0,2,2,1,12,1
67,65000020-077,4,1,1,0,2,10,1,8,1
68,65000020-078,4,1,1,0,2,2,1,8,1
69,65000020-110,4,1,1,0,2,6,1,8,1
70,65000020-083,4,5,3,0,1,11,1,12,1
71,65000020-027,4,5,3,0,1,11,1,9,1
72,65000020-022,4,5,3,1,1,11,1,0,1
73,65000020-023,4,6,5,1,1,11,1,0,1
74,65000020-043,4,5,3,0,1,11,1,9,1
75,65000020-086,4,5,3,0,2,11,1,12,1
76,65000020-028,4,5,3,0,1,8,1,9,1
77,65000020-042,4,5,3,0,1,11,1,0,1
78,65000020-031,4,5,3,0,1,11,1,0,1
79,65000020-060,4,0,2,0,1,11,0,5,1
80,65000020-001,1,1,1,1,2,6,1,3,1
81,65000020-071,4,5,3,1,1,11,1,5,1
82,65000020-075,4,5,3,0,1,11,1,5,1
83,65000020-107,4,1,1,0,1,6,1,8,1
84,65000020-106,4,1,1,0,1,6,1,8,1
85,65000020-105,4,1,1,1,2,6,1,8,0
86,65000020-085,4,5,3,0,1,11,1,5,1
87,65000020-082,4,5,3,0,2,11,1,5,0
88,65000020-030,4,5,3,0,1,8,1,9,1
89,65000020-076,4,1,1,0,2,10,1,8,1
90,65000020-006,4,6,5,1,1,2,1,0,0
91,65000020-033,4,5,3,0,1,8,1,0,1
92,65000020-102,4,1,1,0,1,6,1,8,1
93,65000020-100,4,5,3,0,1,11,1,12,1
94,65000020-101,4,5,3,0,2,11,1,14,1
95,65000020-099,4,5,3,0,1,11,1,14,1
96,65000020-103,4,5,3,0,2,11,1,12,1
97,65000020-098,4,5,3,0,1,11,1,14,1
98,65000020-007,4,6,5,1,2,1,1,0,0
99,65000020-080,4,5,3,1,1,11,1,12,1
100,65000020-051,4,5,3,0,1,11,1,5,1
101,65000020-049,4,5,3,0,1,11,1,5,1
102,65000020-047,4,5,3,0,1,11,1,9,1
103,65000020-048,4,5,3,0,1,11,1,14,1
104,65000020-045,2,6,5,0,2,10,1,0,0
105,65000020-112,4,5,3,0,1,11,1,5,1
106,65000020-091,4,5,3,0,2,6,1,5,1
107,65000020-087,4,5,3,0,2,11,1,5,1
108,65000020-025,4,5,3,0,1,2,1,9,1
109,65000020-090,4,5,3,0,2,6,1,14,1
110,65000020-092,4,5,3,0,1,6,1,12,1
111,65000020-113,4,1,1,0,2,6,1,8,1
112,65000020-088,4,5,3,0,2,11,1,14,1
113,65000020-089,4,5,3,0,2,6,1,14,1
114,65000020-040,4,5,3,1,1,11,0,9,1
115,65000020-115,4,5,3,0,2,6,1,12,1
116,65000020-114,4,5,3,0,2,6,1,12,1
117,65000020-039,4,5,3,1,1,11,1,9,1
118,65000020-093,4,5,3,0,2,11,1,12,1
119,65000020-081,4,1,1,0,1,11,1,12,0
120,65000020-017,4,1,1,0,2,2,1,8,1
121,65000020-018,4,1,1,0,2,2,1,8,1
122,65000020-015,4,1,1,0,2,2,1,8,1
123,65000020-108,4,1,1,0,2,6,1,12,0
124,65000020-038,4,5,3,1,1,8,1,9,1
125,65000020-073,4,5,3,0,1,11,1,5,1
126,65000020-111,4,6,5,0,2,1,1,0,0
127,65000020-037,4,5,3,0,1,11,1,0,1
128,65000020-117,4,5,3,0,2,11,1,14,1
129,65000020-009,4,6,5,0,1,1,1,0,1
130,65000020-016,4,1,1,0,1,6,1,8,1
131,65000020-008,4,5,3,0,2,1,1,9,1
132,65000020-094,4,5,3,0,2,11,1,5,1
133,65000020-070,4,5,3,0,1,11,1,5,1
134,65000020-116,4,1,1,0,1,11,1,8,1
135,65000020-084,4,5,3,0,1,11,1,12,1
136,65000020-050,4,5,3,0,1,11,1,5,1
137,65000020-024,4,5,3,0,1,2,1,9,1
138,65000020-066,4,5,3,0,1,11,1,12,1
139,65000020-004,4,6,5,1,1,2,1,0,0
140,65000020-010,4,5,3,0,2,2,1,9,1
141,65000020-046,4,5,3,0,1,11,1,14,1
142,65000020-012,4,5,3,0,1,2,1,9,1
143,65000020-044,4,5,3,0,1,10,1,9,0
144,65000020-055,4,5,3,0,1,11,1,14,1
145,65000020-067,4,1,1,1,1,11,1,8,1
146,65000020-011,4,5,3,0,1,2,1,0,1
147,65000020-054,4,5,3,0,1,11,1,0,1
148,65000020-061,4,5,3,0,1,11,1,12,1
149,65000020-056,4,5,3,0,1,11,1,14,1
150,65000020-062,4,5,3,1,1,11,1,12,1
151,65000020-063,4,5,3,0,1,11,1,14,1
152,65000020-058,4,5,3,0,1,11,1,14,1
153,65000020-064,4,1,1,1,1,11,1,8,1
154,65000020-059,4,2,2,1,1,11,0,12,1
155,65000020-053,4,5,3,0,1,11,1,5,1
156,65000020-003,2,2,5,1,1,2,0,0,0
157,65000020-079,4,1,1,0,1,11,1,8,1
158,65000020-068,4,5,3,1,1,11,1,12,1
159,65000020-069,4,5,3,0,1,11,1,5,1
160,65000030-001,2,6,6,1,2,1,1,4,2
161,65000030-023,1,0,0,0,0,10,1,6,0
162,65000030-083,1,1,1,0,1,2,1,11,1
163,65000030-005,1,1,1,0,2,2,1,11,1
164,65000030-081,2,6,5,0,0,2,1,0,0
165,65000030-004,1,1,1,0,2,2,1,11,1
166,65000030-019,1,1,1,0,2,2,1,3,0
167,65000030-003,1,1,1,0,2,7,1,11,1
168,65000030-042,2,1,5,1,2,2,2,8,0
169,65000030-090,3,2,4,0,1,7,0,8,1
170,65000030-009,1,1,1,0,2,2,1,3,0
171,65000030-026,1,0,3,0,0,2,1,6,1
172,65000030-082,4,5,3,0,1,6,1,14,1
173,65000030-046,1,5,3,0,1,2,1,7,1
174,65000030-088,5,8,6,1,2,7,0,4,1
175,65000030-057,3,2,5,0,2,7,0,0,1
176,65000030-089,1,1,1,1,2,6,1,3,0
177,65000030-060,1,1,1,1,2,7,1,3,0
178,65000030-058,1,1,1,1,1,6,1,3,0
179,65000030-069,3,2,4,0,1,8,0,8,1
180,65000030-091,3,2,4,0,1,8,0,8,1
181,65000030-043,4,5,3,1,1,6,1,5,0
182,65000030-070,5,8,4,0,2,10,0,3,0
183,65000030-044,4,5,0,0,2,2,1,14,0
184,65000030-021,4,5,3,0,1,2,1,0,1
185,65000030-022,4,5,3,0,0,2,1,5,1
186,65000030-020,1,0,0,0,0,10,1,7,0
187,65000030-062,1,1,1,0,2,7,1,3,1
188,65000030-075,4,5,3,0,1,2,1,0,1
189,65000030-074,4,5,3,0,1,2,1,0,1
190,65000030-039,5,8,4,0,1,6,0,1,0
191,65000030-002,1,1,1,0,2,1,1,11,1
192,65000030-012,1,1,1,0,2,2,1,3,1
193,65000030-006,1,1,1,0,1,2,1,11,1
194,65000030-045,4,5,3,0,2,2,1,9,1
195,65000030-067,5,2,4,0,1,7,0,8,0
196,65000030-073,2,1,1,0,0,2,1,8,0
197,65000030-038,3,0,2,0,2,6,0,5,1
198,65000030-059,1,1,1,0,2,6,1,11,1
199,65000030-025,1,6,6,0,0,2,1,10,0
200,65000030-071,5,2,4,0,2,10,0,8,0
201,65000030-064,2,1,1,1,1,7,1,8,0
202,65000030-040,5,8,6,1,1,6,0,10,0
203,65000030-050,4,5,3,0,1,2,1,14,1
204,65000030-047,4,5,3,0,2,2,1,14,1
205,65000030-051,1,0,3,0,1,2,1,6,1
206,65000030-048,1,5,3,0,1,6,1,5,1
207,65000030-079,4,5,3,0,1,6,1,9,1
208,65000030-049,4,5,3,0,2,6,1,14,1
209,65000030-036,0,0,2,0,1,6,0,6,1
210,65000030-010,1,1,1,0,1,2,1,1,0
211,65000030-041,2,6,5,1,1,2,2,0,0
212,65000030-092,3,2,2,0,2,6,0,12,1
213,65000030-093,2,6,6,0,1,2,1,4,0
214,65000030-056,1,1,1,0,1,7,1,8,1
215,65000030-061,1,1,1,0,2,7,1,3,0
216,65000030-087,3,2,4,0,1,7,0,8,1
217,65000030-068,3,2,5,0,2,8,0,0,1
218,65000030-024,4,5,3,0,1,2,1,12,1
219,65000030-065,5,2,4,0,1,8,0,8,0
220,65000030-011,1,1,3,0,1,2,1,1,1
221,65000030-054,2,6,5,1,1,6,2,0,1
222,65000030-063,3,2,5,0,1,7,0,0,1
223,65000030-017,2,6,5,0,2,6,2,0,1
224,65000030-084,1,1,1,1,1,2,1,11,1
225,65000030-080,4,5,3,0,2,6,2,5,0
226,65000030-018,1,1,1,0,1,2,1,3,1
227,65000030-014,1,6,6,0,2,6,1,4,1
228,65000030-013,2,6,5,0,2,2,1,0,1
229,65000030-016,1,1,1,0,2,6,1,3,1
230,65000030-015,1,1,1,0,2,2,1,3,1
231,65000030-033,1,6,6,0,1,2,1,4,1
232,65000030-077,2,6,5,1,1,6,1,0,1
233,65000030-027,2,6,6,0,2,6,1,4,0
234,65000030-032,5,8,6,0,1,6,0,4,0
235,65000030-028,2,6,6,0,1,6,1,4,0
236,65000030-031,1,6,6,0,1,2,1,4,1
237,65000030-030,5,8,6,1,2,10,0,4,2
238,65000030-072,1,6,6,0,2,6,1,4,1
239,65000030-029,2,6,6,0,1,6,1,4,0
240,65000030-076,1,6,6,0,1,6,1,4,1
241,65000030-055,1,1,1,0,2,7,1,3,0
242,65000030-066,5,2,4,0,2,8,0,8,0
243,65000030-078,3,0,2,0,1,6,0,5,1
244,65000030-037,5,8,4,0,2,6,0,3,0
245,65000030-035,5,2,4,0,2,6,0,8,0
246,65000030-007,1,6,6,1,1,2,1,4,1
247,65000030-008,2,6,6,0,2,2,1,4,0
248,65000030-085,1,1,1,1,2,2,1,11,0
249,65000030-052,1,1,1,1,2,2,1,11,0
250,65000030-053,1,1,1,1,1,2,1,11,0
251,65000030-086,1,1,1,0,2,2,1,11,0
252,65000030-034,1,1,1,0,1,6,2,8,1
253,65000150-009,5,8,4,1,2,7,0,3,0
254,65000150-008,5,8,4,1,2,7,0,3,0
255,65000150-007,2,6,5,1,1,4,2,0,0
256,65000150-015,2,2,5,1,2,7,0,0,0
257,65000150-013,2,6,6,1,2,7,1,4,0
258,65000150-010,5,8,4,1,2,7,0,3,0
259,65000150-006,2,2,5,1,2,1,0,0,0
260,65000150-005,5,1,1,1,2,1,1,3,0
261,65000150-014,2,6,5,1,1,1,1,0,2
262,65000150-018,5,8,4,1,2,1,0,3,0
263,65000150-002,5,8,6,1,1,1,0,4,0
264,65000150-017,5,8,4,1,2,7,0,3,0
265,65000150-019,5,8,6,1,2,7,0,4,0
266,65000150-020,5,8,4,1,2,4,0,3,0
267,65000150-001,5,8,6,1,2,7,0,4,1
268,65000150-004,2,6,5,1,1,7,2,0,0
269,65000150-012,2,6,6,0,1,7,1,4,0
270,65000150-011,2,2,5,0,1,7,0,0,0
271,65000150-003,2,6,5,1,2,7,1,0,0
272,65000150-016,2,6,5,1,2,7,1,0,0
273,65000230-010,2,6,5,1,1,4,1,0,2
274,65000230-004,2,6,6,1,2,7,2,4,2
275,65000230-003,2,6,6,1,1,4,1,4,2
276,65000230-002,5,1,1,1,1,4,1,3,2
277,65000230-006,5,1,1,1,2,7,1,3,0
278,65000230-008,2,1,1,1,1,7,1,8,0
279,65000230-007,2,6,6,1,2,7,1,4,2
280,65000230-009,5,8,4,1,1,4,0,3,0
281,65000230-005,2,6,6,1,1,7,1,4,2
282,65000230-001,1,1,1,1,2,1,1,1,2
283,65000130-017,2,6,5,0,2,6,2,0,1
284,65000130-041,5,8,4,0,1,13,0,11,0
285,65000130-004,5,8,6,1,2,2,0,10,0
286,65000130-037,0,0,0,0,2,2,0,7,0
287,65000130-003,0,0,0,0,2,13,0,6,0
288,65000130-033,0,0,0,0,2,10,0,6,0
289,65000130-002,0,0,0,0,1,13,0,7,0
290,65000130-001,0,0,0,1,2,2,0,7,0
291,65000130-010,0,0,0,0,2,13,0,13,0
292,65000130-020,0,0,0,1,2,6,0,7,0
293,65000130-042,5,8,4,0,1,13,0,11,0
294,65000130-029,0,0,0,0,1,13,0,13,0
295,65000130-039,0,0,0,0,1,13,0,7,0
296,65000130-031,5,8,4,0,2,6,0,3,0
297,65000130-018,5,8,6,0,2,6,0,4,0
298,65000130-028,5,8,4,0,2,13,0,11,1
299,65000130-044,5,8,4,0,1,13,0,11,0
300,65000130-034,5,8,4,1,2,6,0,3,0
301,65000130-040,5,8,4,0,2,0,0,3,0
302,65000130-030,5,8,4,0,2,6,0,3,0
303,65000130-047,5,8,6,0,2,6,0,4,1
304,65000130-019,5,8,4,1,2,6,0,3,0
305,65000130-035,5,8,6,0,2,9,0,4,0
306,65000130-007,0,0,0,1,2,10,0,6,0
307,65000130-006,1,0,0,0,2,10,1,6,0
308,65000130-043,0,0,0,0,0,13,0,7,0
309,65000130-009,5,8,4,1,1,13,0,11,0
310,65000130-027,0,0,0,0,2,13,0,13,0
311,65000130-038,5,8,4,0,2,6,0,3,0
312,65000130-021,3,0,0,1,2,6,0,5,0
313,65000130-014,5,8,4,0,2,0,0,11,0
314,65000130-022,0,0,0,1,2,7,0,6,0
315,65000130-015,2,6,5,1,1,2,1,0,0
316,65000130-013,2,6,5,1,2,2,1,0,0
317,65000130-012,5,8,4,0,2,0,0,11,0
318,65000130-016,5,8,4,0,2,0,0,11,1
319,65000130-011,3,2,3,0,1,9,0,0,1
320,65000130-026,5,8,6,1,1,7,0,4,0
321,65000130-036,1,0,0,1,2,10,1,7,0
322,65000130-008,0,0,0,1,2,10,0,7,0
323,65000130-046,5,8,4,0,2,6,0,3,1
324,65000130-005,5,0,2,0,1,2,0,1,1
325,65000130-045,5,2,4,1,1,6,0,8,0
326,65000130-032,5,8,4,1,1,13,0,11,0
327,65000130-023,0,0,0,1,2,7,0,6,0
328,65000130-025,5,8,6,0,1,7,0,4,0
329,65000130-024,5,8,6,1,2,7,0,10,0
330,65000200-005,2,6,6,1,1,6,1,4,0
331,65000200-002,5,1,1,1,1,2,1,3,0
332,65000200-003,5,1,1,1,1,2,1,3,0
333,65000200-006,5,1,1,1,1,2,1,3,0
334,65000200-007,2,6,6,1,1,6,1,4,0
335,65000200-004,2,6,5,1,1,6,2,0,1
336,65000200-001,2,6,5,1,1,7,1,0,0
337,65000240-011,2,6,6,1,1,0,1,4,0
338,65000240-009,2,6,6,1,1,6,1,4,0
339,65000240-006,5,8,6,1,1,2,0,4,0
340,65000240-010,2,6,5,1,1,6,1,0,0
341,65000240-005,5,8,4,1,1,2,0,3,0
342,65000240-012,2,6,5,1,1,0,1,0,0
343,65000240-008,2,6,5,1,1,6,2,0,0
344,65000240-007,2,2,5,1,1,2,0,0,0
345,65000240-003,5,8,4,1,1,2,0,3,0
346,65000240-004,5,8,4,1,1,2,0,3,0
347,65000240-002,5,8,4,1,1,2,3,3,0
348,65000240-001,2,6,5,1,1,6,2,0,0
349,65000060-013,2,1,5,1,1,6,2,8,0
350,65000060-054,3,0,0,0,0,2,0,9,2
351,65000060-052,5,8,6,1,0,10,0,10,2
352,65000060-044,0,0,0,0,0,2,0,2,0
353,65000060-037,3,0,0,1,0,6,0,5,0
354,65000060-045,0,0,0,1,0,2,0,7,2
355,65000060-041,2,6,5,1,0,6,2,0,1
356,65000060-046,0,0,2,0,1,2,0,2,1
357,65000060-008,0,0,0,0,0,9,0,7,0
358,65000060-016,2,1,5,1,2,2,2,8,0
359,65000060-057,2,6,5,0,0,2,2,0,0
360,65000060-053,3,2,5,0,1,10,0,0,1
361,65000060-023,2,6,6,1,2,6,1,4,0
362,65000060-033,1,0,0,1,1,6,2,6,2
363,65000060-001,0,0,0,0,1,10,0,7,0
364,65000060-021,2,6,6,1,1,7,1,4,2
365,65000060-004,0,0,2,0,0,9,0,7,1
366,65000060-003,0,0,0,0,1,9,0,7,0
367,65000060-010,5,8,6,1,1,10,0,10,0
368,65000060-011,1,0,0,1,1,6,1,6,2
369,65000060-056,5,8,4,1,2,6,0,1,2
370,65000060-064,2,6,5,0,2,2,2,0,0
371,65000060-007,0,0,2,0,0,9,0,7,1
372,65000060-058,5,8,4,1,2,2,0,1,0
373,65000060-006,0,0,0,1,0,10,0,7,0
374,65000060-059,2,1,1,1,0,2,2,3,0
375,65000060-026,2,6,6,1,1,6,1,4,2
376,65000060-035,3,0,0,1,1,6,0,5,0
377,65000060-028,2,6,6,1,1,7,1,4,2
378,65000060-061,0,0,2,0,1,2,0,7,1
379,65000060-040,0,0,2,0,0,2,0,2,1
380,65000060-032,0,0,0,1,1,6,0,6,2
381,65000060-062,0,0,0,1,1,9,0,7,0
382,65000060-017,2,1,1,1,2,2,2,3,0
383,65000060-009,5,8,6,1,1,10,0,10,0
384,65000060-043,5,0,6,0,1,2,0,7,1
385,65000060-034,0,0,0,1,1,6,0,6,0
386,65000060-036,3,0,0,0,1,6,0,5,0
387,65000060-066,5,8,6,0,1,6,0,4,0
388,65000060-042,0,0,2,0,2,2,0,7,1
389,65000060-031,1,0,0,1,1,6,2,6,2
390,65000060-039,0,0,0,0,1,2,0,2,0
391,65000060-038,0,0,2,1,0,2,0,6,1
392,65000060-019,2,6,6,1,2,6,2,4,0
393,65000060-055,2,1,1,1,0,2,2,3,0
394,65000060-002,0,0,2,0,0,10,0,7,1
395,65000060-014,5,2,4,1,2,2,0,8,0
396,65000060-015,5,8,6,1,2,6,0,4,2
397,65000060-067,5,8,6,0,2,6,0,4,0
398,65000060-005,0,0,2,0,0,9,0,7,1
399,65000060-020,2,6,5,0,2,2,2,0,0
400,65000060-048,5,8,6,0,1,10,0,10,0
401,65000060-047,1,0,2,0,1,2,0,10,1
402,65000060-050,0,0,0,0,0,2,0,7,0
403,65000060-029,2,6,6,1,1,6,1,4,2
404,65000060-049,5,8,6,0,1,10,0,10,0
405,65000060-051,0,0,0,1,0,2,0,7,2
406,65000060-025,2,6,5,1,1,6,1,0,2
407,65000060-063,2,6,5,1,1,6,1,0,0
408,65000060-022,2,6,5,1,2,6,1,0,0
409,65000060-069,2,6,5,1,0,7,2,0,0
410,65000060-068,2,6,5,1,0,2,2,0,0
411,65000060-065,5,2,4,1,0,6,0,8,0
412,65000060-024,2,6,6,1,1,6,1,4,0
413,65000060-018,2,1,1,1,2,1,2,3,0
414,65000060-030,2,6,6,1,2,6,1,4,2
415,65000060-012,3,0,0,1,1,2,0,9,2
416,65000060-060,2,6,6,1,2,6,2,4,0
417,65000060-027,2,6,5,1,1,7,1,0,2
418,65000050-054,5,1,1,0,2,7,1,3,0
419,65000050-058,1,1,1,0,2,1,1,3,1
420,65000050-053,5,8,4,0,2,7,0,11,0
421,65000050-014,5,8,4,0,2,3,0,11,0
422,65000050-057,1,1,1,0,1,7,1,3,1
423,65000050-075,1,1,1,0,2,7,1,3,1
424,65000050-017,5,8,4,0,2,8,0,3,1
425,65000050-023,1,1,1,0,2,1,1,3,1
426,65000050-011,1,0,2,0,2,3,0,11,1
427,65000050-051,5,8,6,0,1,8,0,4,1
428,65000050-020,1,6,6,0,1,1,1,4,1
429,65000050-052,5,8,6,0,2,1,0,4,1
430,65000050-043,0,0,0,1,2,4,0,6,0
431,65000050-028,2,6,6,0,1,1,1,4,0
432,65000050-061,1,6,6,0,2,1,1,4,1
433,65000050-030,5,1,1,0,2,1,1,3,0
434,65000050-084,5,8,6,0,1,1,0,4,1
435,65000050-044,5,8,6,0,2,1,0,4,0
436,65000050-041,5,8,6,0,2,1,0,4,1
437,65000050-083,5,8,6,0,2,1,0,4,1
438,65000050-038,5,8,6,0,2,7,0,4,1
439,65000050-004,1,0,2,0,2,3,0,11,1
440,65000050-060,5,8,4,0,1,3,0,11,0
441,65000050-012,5,8,4,0,2,1,0,3,1
442,65000050-036,1,0,0,1,1,3,1,7,0
443,65000050-027,5,0,2,0,2,7,0,1,1
444,65000050-046,5,0,2,0,2,7,0,1,1
445,65000050-033,5,8,4,0,2,1,0,3,1
446,65000050-055,5,0,2,0,2,1,0,1,1
447,65000050-003,5,0,2,1,1,3,0,10,1
448,65000050-024,0,0,2,0,1,7,0,6,1
449,65000050-078,3,0,2,0,2,7,0,5,1
450,65000050-047,1,1,1,0,2,1,1,3,1
451,65000050-070,5,8,4,0,2,8,0,3,1
452,65000050-056,5,0,2,0,1,1,0,1,1
453,65000050-069,0,0,2,0,1,1,0,6,1
454,65000050-009,5,0,2,0,2,1,0,1,1
455,65000050-007,5,8,4,0,2,3,0,11,0
456,65000050-025,0,0,2,1,2,3,0,7,1
457,65000050-039,0,0,2,0,2,8,0,7,1
458,65000050-008,0,0,2,0,2,3,0,2,1
459,65000050-071,5,8,4,0,2,1,0,3,1
460,65000050-019,0,0,2,1,1,3,0,6,1
461,65000050-022,0,0,0,1,1,3,0,2,2
462,65000050-065,0,0,2,0,1,3,0,13,1
463,65000050-010,3,0,2,0,1,3,0,5,1
464,65000050-073,5,8,4,0,1,7,0,3,1
465,65000050-064,5,8,4,1,2,7,0,3,1
466,65000050-063,5,8,4,0,1,1,0,3,0
467,65000050-074,1,1,1,0,2,1,1,3,1
468,65000050-016,0,0,2,0,2,3,0,13,1
469,65000050-081,5,8,4,0,2,1,0,3,1
470,65000050-032,5,8,6,0,2,1,0,4,1
471,65000050-082,1,6,6,0,2,1,1,4,1
472,65000050-035,5,8,6,0,2,1,0,4,1
473,65000050-077,5,8,4,1,1,3,0,1,2
474,65000050-001,5,8,6,0,2,3,0,4,1
475,65000050-040,0,0,0,1,1,3,0,6,0
476,65000050-018,5,8,6,1,2,3,0,4,2
477,65000050-080,1,6,6,0,1,7,1,4,1
478,65000050-005,5,8,4,1,1,7,0,3,0
479,65000050-068,0,0,2,1,1,3,0,6,1
480,65000050-072,2,2,5,0,2,7,0,0,0
481,65000050-026,0,3,2,1,1,3,0,13,1
482,65000050-034,5,8,4,0,2,8,0,11,1
483,65000050-062,5,1,1,0,2,7,1,3,0
484,65000050-076,5,1,1,0,2,7,1,3,0
485,65000050-029,5,8,4,1,1,3,0,11,0
486,65000050-037,5,8,4,0,2,8,0,11,1
487,65000050-059,5,8,4,0,2,8,0,11,0
488,65000050-031,5,8,4,0,2,8,0,11,1
489,65000050-049,1,6,6,0,1,1,1,4,1
490,65000050-042,5,8,6,0,1,8,0,4,1
491,65000050-045,5,8,6,0,2,8,0,4,0
492,65000050-013,0,0,2,0,1,3,0,13,1
493,65000050-066,3,0,2,0,2,7,0,5,1
494,65000050-021,5,8,4,0,2,7,0,1,0
495,65000050-015,5,8,4,1,2,8,0,3,0
496,65000050-006,5,8,6,0,2,3,0,4,1
497,65000050-048,1,0,0,1,2,7,1,7,0
498,65000050-002,5,8,4,1,2,8,0,3,1
499,65000050-067,5,8,4,0,1,7,0,3,0
500,65000050-079,2,6,6,0,1,7,1,7,0
501,65000050-050,1,0,0,0,2,7,1,7,0
502,65000010-092,3,5,3,1,2,3,0,9,1
503,65000010-010,5,8,4,1,2,3,0,11,2
504,65000010-058,3,8,6,0,1,7,0,4,1
505,65000010-123,5,8,4,0,2,9,0,3,0
506,65000010-081,3,2,4,0,1,3,0,12,0
507,65000010-034,3,1,1,0,1,8,2,8,1
508,65000010-026,3,0,2,0,1,1,0,5,1
509,65000010-088,3,0,2,0,2,9,0,10,1
510,65000010-091,3,2,4,0,2,7,0,8,0
511,65000010-060,3,2,5,0,1,7,3,0,1
512,65000010-053,5,8,6,1,1,1,0,4,2
513,65000010-114,3,1,1,0,1,4,1,8,1
514,65000010-013,3,2,4,0,1,12,0,8,1
515,65000010-021,3,6,5,0,1,6,2,0,1
516,65000010-036,3,2,4,0,2,8,0,11,1
517,65000010-082,5,8,4,0,0,9,0,3,0
518,65000010-014,3,6,5,0,0,12,1,0,0
519,65000010-073,3,2,2,0,1,8,0,12,1
520,65000010-054,3,8,6,0,2,7,3,4,1
521,65000010-061,3,2,5,0,1,7,3,0,1
522,65000010-112,5,1,1,1,2,2,1,3,2
523,65000010-094,3,2,5,0,2,8,0,0,1
524,65000010-125,3,1,1,0,2,7,1,8,1
525,65000010-079,3,2,4,0,2,3,0,8,1
526,65000010-033,5,8,4,1,2,3,0,1,0
527,65000010-107,5,8,6,0,1,7,3,4,0
528,65000010-120,2,6,6,0,1,7,1,4,0
529,65000010-098,3,1,1,0,2,2,1,8,0
530,65000010-045,3,2,5,0,1,7,3,0,1
531,65000010-023,3,1,1,0,2,8,1,11,1
