,V_ID,109|kmeans_6,109|kmeans_nocity_9,109|kmeans_nocity&county_7,109|c_,109|j_,109|ht_,109|s_,109|cs_,109|e_
59,65000020-074,3,6,3,0,2,11,1,5,1
60,65000020-020,3,6,3,0,1,3,1,12,1
61,65000020-035,3,6,3,0,2,6,1,12,1
62,65000020-021,3,6,3,1,2,12,1,0,1
63,65000020-013,3,6,3,0,2,3,1,0,1
64,65000020-057,3,6,3,0,2,0,1,5,1
65,65000020-036,3,6,3,1,2,6,1,12,1
66,65000020-014,3,3,0,0,1,3,1,5,0
67,65000020-077,3,3,0,0,1,8,1,8,1
68,65000020-078,5,7,0,0,1,3,1,8,0
69,65000020-110,3,3,0,0,1,3,1,8,1
70,65000020-083,3,6,3,0,2,12,1,5,1
71,65000020-027,3,2,3,0,2,12,1,12,0
72,65000020-022,3,6,3,1,2,12,1,0,1
73,65000020-023,3,7,4,1,2,12,1,0,1
74,65000020-043,3,6,3,0,2,6,1,12,1
75,65000020-086,3,3,0,0,2,3,1,5,0
76,65000020-028,3,2,3,0,2,6,1,12,0
77,65000020-042,3,6,3,0,2,6,1,0,1
78,65000020-031,3,6,3,0,2,0,1,0,1
79,65000020-060,3,6,1,0,2,0,0,5,1
80,65000020-001,5,3,0,1,1,3,1,3,1
81,65000020-071,3,6,3,1,2,11,1,5,1
82,65000020-075,3,6,3,0,2,6,1,5,1
83,65000020-107,5,7,0,0,2,10,1,8,0
84,65000020-106,3,3,0,0,2,0,1,8,1
85,65000020-105,5,7,0,1,2,10,1,8,0
86,65000020-085,3,6,3,0,2,12,1,5,1
87,65000020-082,3,2,3,0,1,11,1,5,0
88,65000020-030,3,6,3,0,2,6,1,12,1
89,65000020-076,5,7,0,0,1,8,1,8,0
90,65000020-006,3,7,4,1,2,12,1,0,0
91,65000020-033,3,6,3,0,2,6,1,0,1
92,65000020-102,5,7,0,0,2,10,1,8,0
93,65000020-100,3,6,3,0,2,1,1,5,1
94,65000020-101,3,6,3,0,1,1,1,10,1
95,65000020-099,3,6,3,0,2,1,1,10,1
96,65000020-103,3,6,3,0,1,1,1,5,1
97,65000020-098,3,6,3,0,2,1,1,10,1
98,65000020-007,3,7,4,1,1,12,1,0,0
99,65000020-080,3,6,3,1,2,0,1,5,1
100,65000020-051,3,6,3,0,2,6,1,5,1
101,65000020-049,3,6,3,0,2,6,1,5,1
102,65000020-047,3,6,3,0,2,6,1,12,1
103,65000020-048,3,6,3,0,2,6,1,2,1
104,65000020-045,5,7,4,0,1,8,1,0,0
105,65000020-112,3,6,3,0,2,1,1,5,1
106,65000020-091,3,6,3,0,1,1,1,5,1
107,65000020-087,3,2,3,0,1,12,1,5,0
108,65000020-025,3,6,3,0,2,12,1,12,1
109,65000020-090,3,6,3,0,1,3,1,10,1
110,65000020-092,3,6,3,0,2,1,1,5,1
111,65000020-113,3,3,0,0,1,3,1,8,1
112,65000020-088,3,6,3,0,2,1,1,10,1
113,65000020-089,3,6,3,0,1,1,1,10,1
114,65000020-040,3,6,3,1,2,0,0,12,1
115,65000020-115,3,6,3,0,1,3,1,5,1
116,65000020-114,3,6,3,0,1,3,1,5,1
117,65000020-039,3,2,3,1,2,0,1,12,0
118,65000020-093,3,3,0,0,1,12,1,5,0
119,65000020-081,3,3,0,0,2,11,1,5,0
120,65000020-017,3,3,0,0,1,3,1,8,1
121,65000020-018,3,3,0,0,1,3,1,8,1
122,65000020-015,5,7,0,0,1,3,1,8,0
123,65000020-108,3,3,0,0,2,10,1,5,0
124,65000020-038,3,2,3,1,2,6,1,12,0
125,65000020-073,3,6,3,0,2,6,1,5,1
126,65000020-111,3,7,4,0,1,12,1,0,0
127,65000020-037,3,6,3,0,2,6,1,12,1
128,65000020-117,3,6,3,0,1,1,1,10,1
129,65000020-009,3,7,4,0,2,12,1,0,1
130,65000020-016,3,3,0,0,2,3,1,8,1
131,65000020-008,3,6,3,0,2,3,1,12,1
132,65000020-094,3,6,3,0,1,12,1,5,1
133,65000020-070,3,6,3,0,2,11,1,5,1
134,65000020-116,3,3,0,0,2,12,1,8,1
135,65000020-084,3,6,3,0,2,12,1,5,1
136,65000020-050,3,6,3,0,2,6,1,5,1
137,65000020-024,3,6,3,0,2,0,1,12,1
138,65000020-066,3,6,3,0,2,11,1,5,1
139,65000020-004,3,7,4,1,2,3,1,0,0
140,65000020-010,3,6,3,0,1,3,1,12,1
141,65000020-046,3,6,3,0,2,6,1,2,1
142,65000020-012,3,2,3,0,2,3,1,12,0
143,65000020-044,3,2,3,0,2,8,1,12,0
144,65000020-055,3,6,3,0,2,6,1,10,1
145,65000020-067,3,3,0,1,2,0,1,8,1
146,65000020-011,3,6,3,0,2,3,1,0,1
147,65000020-054,3,6,3,0,2,6,1,12,1
148,65000020-061,3,6,3,0,2,0,1,10,1
149,65000020-056,3,6,3,0,2,6,1,10,1
150,65000020-062,3,6,3,1,2,0,1,5,1
151,65000020-063,3,6,3,0,2,0,1,10,1
152,65000020-058,3,6,3,0,2,0,1,10,1
153,65000020-064,3,3,0,1,2,0,1,8,1
154,65000020-059,3,1,2,1,2,0,0,5,0
155,65000020-053,3,6,3,0,2,6,1,5,1
156,65000020-003,1,7,4,1,2,3,0,0,0
157,65000020-079,3,3,0,0,2,11,1,8,1
158,65000020-068,3,6,3,1,2,0,1,5,1
159,65000020-069,3,6,3,0,2,11,1,5,1
160,65000030-001,2,2,5,1,1,5,1,2,2
161,65000030-023,2,2,6,0,0,9,1,4,0
162,65000030-083,5,3,0,0,2,5,1,9,1
163,65000030-005,5,3,0,0,1,5,1,9,1
164,65000030-081,5,7,4,0,2,12,1,0,0
165,65000030-004,5,3,0,0,1,5,1,9,0
166,65000030-019,2,3,0,0,2,5,1,1,0
167,65000030-003,5,3,0,0,1,10,1,9,1
168,65000030-042,5,7,0,1,1,12,2,8,0
169,65000030-090,1,1,2,0,2,10,0,8,1
170,65000030-009,2,3,0,0,2,5,1,1,0
171,65000030-026,2,6,3,0,2,12,1,4,1
172,65000030-082,3,6,3,0,2,1,1,10,1
173,65000030-046,2,6,3,0,2,12,1,12,1
174,65000030-088,2,2,5,1,1,10,0,12,1
175,65000030-057,2,6,3,0,1,10,0,12,1
176,65000030-089,5,3,0,1,1,10,1,3,0
177,65000030-060,5,3,0,1,1,10,1,3,0
178,65000030-058,5,3,0,1,2,10,1,3,0
179,65000030-069,1,1,2,0,2,9,0,8,1
180,65000030-091,1,1,2,0,2,9,0,8,1
181,65000030-043,2,2,3,1,2,1,1,5,0
182,65000030-070,1,1,2,0,2,9,0,3,0
183,65000030-044,2,2,6,0,1,12,1,10,0
184,65000030-021,3,6,3,0,2,12,1,0,1
185,65000030-022,3,6,3,0,0,5,1,5,1
186,65000030-020,2,2,5,0,2,9,1,12,0
187,65000030-062,5,3,0,0,1,10,1,3,1
188,65000030-075,3,6,3,0,2,12,1,2,1
189,65000030-074,3,6,3,0,2,5,1,0,1
190,65000030-039,2,1,6,0,2,1,0,1,0
191,65000030-002,2,3,1,0,1,5,1,6,1
192,65000030-012,2,2,6,0,1,5,1,4,0
193,65000030-006,5,3,0,0,2,5,1,9,1
194,65000030-045,3,6,3,0,1,12,1,12,1
195,65000030-067,1,1,2,0,2,10,0,8,0
196,65000030-073,5,7,0,0,0,5,1,8,0
197,65000030-038,0,6,1,0,1,1,0,5,1
198,65000030-059,5,3,0,0,1,10,1,9,1
199,65000030-025,2,6,3,0,0,5,1,14,1
200,65000030-071,1,1,2,0,1,9,0,8,0
201,65000030-064,5,7,0,1,2,10,1,8,0
202,65000030-040,2,2,5,1,2,1,0,2,0
203,65000030-050,3,6,3,0,2,12,1,10,1
204,65000030-047,3,6,3,0,2,12,1,2,1
205,65000030-051,2,6,3,0,2,12,1,4,1
206,65000030-048,3,6,3,0,2,1,1,5,1
207,65000030-079,3,6,3,0,2,1,1,2,1
208,65000030-049,3,6,3,0,2,1,1,10,1
209,65000030-036,2,0,1,0,2,1,0,4,1
210,65000030-010,2,3,0,0,2,5,1,1,0
211,65000030-041,5,7,4,1,2,12,2,0,0
212,65000030-092,0,6,1,0,2,1,0,5,1
213,65000030-093,5,5,4,0,2,5,1,7,1
214,65000030-056,5,7,0,0,2,10,1,8,0
215,65000030-061,5,3,0,0,1,10,1,3,0
216,65000030-087,1,1,2,0,2,10,0,8,0
217,65000030-068,1,7,4,0,2,9,0,0,1
218,65000030-024,3,6,3,0,2,5,1,5,1
219,65000030-065,1,1,2,0,2,9,0,8,0
220,65000030-011,2,3,0,0,2,5,1,1,0
221,65000030-054,5,7,4,1,2,10,2,0,1
222,65000030-063,1,7,4,0,2,10,0,0,1
223,65000030-017,5,7,4,0,1,10,2,0,1
224,65000030-084,3,6,3,1,2,5,1,6,1
225,65000030-080,2,2,3,0,1,1,2,5,0
226,65000030-018,2,3,0,0,2,5,1,1,0
227,65000030-014,2,2,5,0,1,10,1,12,0
228,65000030-013,2,2,3,0,1,5,1,2,0
229,65000030-016,2,3,0,0,1,10,1,1,0
230,65000030-015,2,3,0,0,1,5,1,1,1
231,65000030-033,2,2,5,0,2,12,1,12,0
232,65000030-077,3,6,3,0,2,1,1,12,1
233,65000030-027,2,2,5,0,2,1,1,2,0
234,65000030-032,2,2,5,0,2,1,0,2,0
235,65000030-028,2,2,5,0,2,1,1,12,0
236,65000030-031,2,6,3,0,2,12,1,12,1
237,65000030-030,2,2,5,1,1,8,0,2,2
238,65000030-072,2,6,3,0,2,1,1,2,1
239,65000030-029,2,5,5,0,2,1,1,14,0
240,65000030-076,2,6,3,0,2,1,1,12,1
241,65000030-055,2,2,6,0,1,10,1,4,0
242,65000030-066,1,1,2,0,1,9,0,8,0
243,65000030-078,0,6,1,0,2,1,0,10,1
244,65000030-037,1,1,2,0,2,1,0,3,0
245,65000030-035,1,1,2,0,1,1,0,8,0
246,65000030-007,2,6,3,1,2,5,1,2,1
247,65000030-008,2,2,5,0,1,5,1,12,0
248,65000030-085,5,3,0,1,1,5,1,9,0
249,65000030-052,5,3,0,1,1,12,1,9,0
250,65000030-053,5,3,0,1,2,12,1,9,0
251,65000030-086,5,3,0,0,1,5,1,9,0
252,65000030-034,5,7,0,0,2,1,2,8,1
253,65000150-009,1,1,2,1,1,10,0,3,0
254,65000150-008,1,1,2,1,1,1,0,3,0
255,65000150-007,5,7,4,1,2,1,2,0,0
256,65000150-015,1,7,4,1,1,1,0,0,0
257,65000150-013,5,5,4,1,1,1,1,7,0
258,65000150-010,1,1,2,1,1,1,0,3,0
259,65000150-006,1,7,4,1,1,12,0,0,0
260,65000150-005,5,3,0,1,1,12,1,3,0
261,65000150-014,5,7,4,1,1,5,1,0,2
262,65000150-018,1,1,2,1,1,12,0,3,0
263,65000150-002,1,5,2,1,2,12,0,7,0
264,65000150-017,1,1,2,1,1,1,0,3,0
265,65000150-019,1,5,2,1,1,1,0,7,0
266,65000150-020,1,1,2,1,1,3,0,3,0
267,65000150-001,2,5,5,1,1,3,0,14,0
268,65000150-004,5,7,4,1,2,10,2,0,0
269,65000150-012,5,5,4,0,2,1,1,7,0
270,65000150-011,1,7,4,0,2,10,0,0,0
271,65000150-003,5,7,4,1,1,10,1,0,0
272,65000150-016,5,7,4,1,1,10,1,0,0
273,65000230-010,5,7,4,1,2,1,1,0,2
274,65000230-004,5,5,4,1,1,10,2,7,2
275,65000230-003,5,5,4,1,2,0,1,7,2
276,65000230-002,5,3,0,1,2,0,1,3,2
277,65000230-006,5,3,0,1,1,10,1,3,0
278,65000230-008,5,7,0,1,2,10,1,8,0
279,65000230-007,5,5,4,1,1,10,1,7,2
280,65000230-009,1,1,2,1,2,3,0,3,0
281,65000230-005,5,5,4,1,2,10,1,7,2
282,65000230-001,2,3,0,1,1,5,1,1,2
283,65000130-017,5,7,4,0,1,10,2,0,1
284,65000130-041,2,1,6,0,2,9,0,1,0
285,65000130-004,2,5,5,1,1,5,0,14,0
286,65000130-037,2,2,5,0,1,5,0,12,0
287,65000130-003,2,2,6,0,1,9,0,4,0
288,65000130-033,2,2,6,0,1,9,0,4,0
289,65000130-002,2,2,5,0,2,5,0,12,0
290,65000130-001,2,2,5,1,1,5,0,12,0
291,65000130-010,2,2,6,0,1,9,0,11,0
292,65000130-020,2,2,5,1,1,10,0,12,0
293,65000130-042,2,1,6,0,2,9,0,1,0
294,65000130-029,2,2,6,0,2,9,0,11,0
295,65000130-039,2,2,5,0,2,9,0,12,0
296,65000130-031,1,1,2,0,1,10,0,3,1
297,65000130-018,1,5,2,0,1,10,0,7,0
298,65000130-028,1,1,2,0,1,9,0,9,1
299,65000130-044,1,1,2,0,2,9,0,9,0
300,65000130-034,1,1,2,1,1,10,0,3,0
301,65000130-040,1,1,2,0,1,10,0,3,0
302,65000130-030,1,1,2,0,1,10,0,3,0
303,65000130-047,1,5,2,0,1,10,0,7,0
304,65000130-019,1,1,2,1,1,10,0,3,0
305,65000130-035,1,5,2,0,1,2,0,9,0
306,65000130-007,2,2,6,1,1,9,0,4,0
307,65000130-006,2,2,6,0,1,9,1,4,0
308,65000130-043,2,2,5,0,2,9,0,12,0
309,65000130-009,1,1,2,1,2,9,0,9,0
310,65000130-027,2,2,6,0,1,9,0,11,0
311,65000130-038,1,1,2,0,1,10,0,3,0
312,65000130-021,2,2,6,1,1,10,0,5,0
313,65000130-014,1,1,2,0,2,10,0,9,0
314,65000130-022,2,2,6,1,1,10,0,4,0
315,65000130-015,5,7,4,1,2,5,1,0,0
316,65000130-013,5,7,4,1,1,5,1,0,0
317,65000130-012,1,1,2,0,1,10,0,9,0
318,65000130-016,1,1,2,0,1,10,0,9,1
319,65000130-011,0,6,3,0,2,2,0,0,1
320,65000130-026,1,5,2,1,2,10,0,7,0
321,65000130-036,2,2,5,1,1,9,1,12,0
322,65000130-008,2,2,5,0,1,9,0,12,0
323,65000130-046,1,1,2,0,1,10,0,3,1
324,65000130-005,2,1,2,0,2,5,0,1,0
325,65000130-045,1,1,2,1,2,10,0,8,0
326,65000130-032,1,1,2,1,2,5,0,9,0
327,65000130-023,2,2,6,1,1,10,0,4,0
328,65000130-025,1,5,2,0,2,10,0,7,0
329,65000130-024,2,5,5,1,1,10,0,14,0
330,65000200-005,5,5,4,1,2,10,1,7,0
331,65000200-002,5,3,0,1,2,5,1,3,0
332,65000200-003,5,3,0,1,2,5,1,3,0
333,65000200-006,5,3,0,1,2,5,1,3,0
334,65000200-007,5,5,4,1,2,10,1,7,0
335,65000200-004,5,7,4,1,2,10,1,0,0
336,65000200-001,5,7,4,1,2,10,1,0,0
337,65000240-011,5,5,4,1,2,10,1,7,0
338,65000240-009,5,5,4,1,2,10,1,7,0
339,65000240-006,1,5,2,1,2,5,0,7,0
340,65000240-010,5,7,4,1,2,10,1,0,0
341,65000240-005,1,1,2,1,2,5,0,3,0
342,65000240-012,5,7,4,1,2,10,1,0,0
343,65000240-008,5,7,4,1,2,10,2,0,0
344,65000240-007,1,7,4,1,2,5,0,0,0
345,65000240-003,1,1,2,1,2,5,0,3,0
346,65000240-004,1,1,2,1,2,5,0,3,0
347,65000240-002,1,1,2,1,2,5,3,3,0
348,65000240-001,5,7,4,1,2,10,2,0,0
349,65000060-013,5,7,0,1,2,7,2,8,0
350,65000060-054,2,2,5,0,0,7,0,12,2
351,65000060-052,2,2,5,1,0,8,0,12,2
352,65000060-044,2,2,6,0,2,7,0,13,0
353,65000060-037,2,2,6,1,0,7,0,5,0
354,65000060-045,2,2,5,1,0,7,0,12,2
355,65000060-041,5,7,4,1,0,10,2,0,1
356,65000060-046,2,0,1,0,2,7,0,13,1
357,65000060-008,2,2,5,0,2,8,0,12,0
358,65000060-016,5,7,0,1,1,3,2,8,0
359,65000060-057,5,7,4,0,2,12,2,0,0
360,65000060-053,2,2,5,0,2,8,0,12,0
361,65000060-023,5,5,4,1,1,3,1,7,0
362,65000060-033,2,2,6,1,2,3,2,4,2
363,65000060-001,2,2,5,0,2,8,0,2,0
364,65000060-021,5,5,4,1,2,3,1,7,2
365,65000060-004,2,2,5,0,2,8,0,12,1
366,65000060-003,2,2,5,0,2,8,0,12,0
367,65000060-010,2,5,5,1,0,8,0,14,0
368,65000060-011,2,2,6,1,2,7,1,4,2
369,65000060-056,2,1,2,1,1,7,0,1,2
370,65000060-064,5,7,4,0,2,12,2,0,0
371,65000060-007,2,2,5,0,0,8,0,2,0
372,65000060-058,2,1,2,1,1,7,0,1,0
373,65000060-006,2,2,5,1,0,8,0,2,0
374,65000060-059,5,3,0,1,2,12,2,3,0
375,65000060-026,5,5,4,1,2,1,1,7,2
376,65000060-035,2,2,6,1,2,7,0,5,0
377,65000060-028,5,5,4,1,2,1,1,7,2
378,65000060-061,2,2,5,0,2,7,0,12,1
379,65000060-040,2,0,1,0,0,7,0,13,1
380,65000060-032,2,2,6,1,2,7,0,4,2
381,65000060-062,2,2,5,1,2,8,0,2,0
382,65000060-017,5,3,0,1,1,12,2,3,0
383,65000060-009,2,5,5,1,2,8,0,14,0
384,65000060-043,2,2,5,0,2,7,0,12,1
385,65000060-034,2,2,6,1,2,7,0,4,0
386,65000060-036,2,2,6,0,2,7,0,5,0
387,65000060-066,2,2,5,0,2,1,0,12,0
388,65000060-042,2,2,5,0,1,7,0,12,1
389,65000060-031,2,2,6,1,2,3,2,4,2
390,65000060-039,2,2,6,0,2,7,0,13,0
391,65000060-038,2,2,6,1,0,7,0,4,0
392,65000060-019,5,5,4,1,1,10,2,7,0
393,65000060-055,5,3,0,1,2,12,2,3,0
394,65000060-002,2,2,5,0,2,8,0,2,1
395,65000060-014,1,1,2,1,1,3,0,8,0
396,65000060-015,1,5,2,1,1,3,0,7,2
397,65000060-067,1,5,2,0,1,3,0,7,0
398,65000060-005,2,2,5,0,0,8,0,12,1
399,65000060-020,5,7,4,0,1,12,2,0,0
400,65000060-048,2,5,5,0,2,8,0,14,0
401,65000060-047,2,5,5,0,2,7,0,14,0
402,65000060-050,2,2,5,0,0,7,0,12,0
403,65000060-029,5,5,4,1,2,3,1,7,2
404,65000060-049,2,5,5,0,2,8,0,14,0
405,65000060-051,2,2,5,1,0,7,0,12,2
406,65000060-025,5,7,4,1,2,1,1,0,2
407,65000060-063,5,7,4,1,2,3,1,0,0
408,65000060-022,5,7,4,1,1,7,1,0,0
409,65000060-069,5,7,4,1,0,1,2,0,0
410,65000060-068,5,7,4,1,2,12,2,0,0
411,65000060-065,1,1,2,1,0,7,0,8,0
412,65000060-024,5,5,4,1,2,3,1,7,0
413,65000060-018,5,3,0,1,1,12,2,3,0
414,65000060-030,5,5,4,1,1,3,1,7,2
415,65000060-012,2,2,5,1,2,7,0,12,2
416,65000060-060,5,5,4,1,1,10,2,7,0
417,65000060-027,5,7,4,1,2,1,1,0,2
418,65000050-054,5,3,0,0,1,1,1,3,0
419,65000050-058,5,3,0,0,1,12,1,3,1
420,65000050-053,2,8,6,0,1,1,0,6,0
421,65000050-014,1,1,2,0,1,2,0,9,0
422,65000050-057,5,3,0,0,2,1,1,3,1
423,65000050-075,5,3,0,0,1,1,1,3,1
424,65000050-017,1,1,2,0,1,9,0,3,1
425,65000050-023,5,3,0,0,1,12,1,3,1
426,65000050-011,2,0,1,0,1,2,0,1,1
427,65000050-051,1,5,2,0,2,9,0,7,1
428,65000050-020,5,5,4,0,2,12,1,7,1
429,65000050-052,2,5,5,0,2,12,0,14,0
430,65000050-043,2,2,6,1,1,1,0,13,0
431,65000050-028,2,2,5,0,2,12,1,12,0
432,65000050-061,2,6,3,0,1,12,1,12,1
433,65000050-030,2,2,6,0,1,12,1,4,0
434,65000050-084,1,5,2,0,2,12,0,7,1
435,65000050-044,1,5,2,0,1,12,0,7,0
436,65000050-041,1,5,2,0,1,12,0,7,1
437,65000050-083,1,5,2,0,1,12,0,7,1
438,65000050-038,1,5,2,0,1,10,0,7,1
439,65000050-004,2,0,1,0,1,2,0,1,1
440,65000050-060,2,1,6,0,2,2,0,1,0
441,65000050-012,1,1,2,0,1,12,0,3,1
442,65000050-036,2,2,5,1,2,2,1,12,0
443,65000050-027,2,1,1,0,1,1,0,1,1
444,65000050-046,2,1,1,0,1,1,0,1,1
445,65000050-033,2,0,1,0,1,12,0,4,1
446,65000050-055,2,1,1,0,1,12,0,1,1
447,65000050-003,2,5,5,1,2,8,0,14,0
448,65000050-024,2,0,1,0,2,1,0,4,1
449,65000050-078,0,6,1,0,1,1,0,5,1
450,65000050-047,2,3,0,0,1,12,1,1,1
451,65000050-070,1,1,2,1,1,9,0,3,1
452,65000050-056,2,1,1,0,2,12,0,1,1
453,65000050-069,2,0,1,0,2,12,0,4,1
454,65000050-009,2,1,1,0,1,12,0,1,1
455,65000050-007,1,1,2,0,1,2,0,9,0
456,65000050-025,2,2,5,1,1,2,0,12,1
457,65000050-039,2,2,5,0,2,9,0,12,1
458,65000050-008,2,2,6,0,2,2,0,13,0
459,65000050-071,1,1,2,0,1,12,0,3,1
460,65000050-019,2,0,1,1,2,2,0,4,1
461,65000050-022,2,2,6,1,2,2,0,13,2
462,65000050-065,2,0,1,0,2,2,0,11,1
463,65000050-010,0,6,1,0,2,2,0,11,1
464,65000050-073,2,1,1,0,2,1,0,1,1
465,65000050-064,2,2,6,0,0,1,0,4,0
466,65000050-063,2,1,2,0,2,12,0,1,0
467,65000050-074,5,3,0,0,2,12,1,3,1
468,65000050-016,2,2,6,0,1,2,0,11,0
469,65000050-081,1,1,2,0,1,12,0,3,1
470,65000050-032,1,5,2,0,1,12,0,7,1
471,65000050-082,5,5,4,0,1,12,1,7,1
472,65000050-035,1,5,2,0,1,12,0,7,1
473,65000050-077,2,1,2,1,2,2,0,1,2
474,65000050-001,1,5,2,0,1,2,0,7,1
475,65000050-040,2,2,6,1,2,8,0,13,0
476,65000050-018,1,5,2,1,1,2,0,7,2
477,65000050-080,5,5,4,0,2,1,1,7,1
478,65000050-005,2,2,6,1,2,3,0,4,0
479,65000050-068,2,2,6,1,2,8,0,13,0
480,65000050-072,2,2,5,1,1,1,0,12,0
481,65000050-026,2,8,6,1,2,2,0,6,0
482,65000050-034,1,1,2,0,1,9,0,9,1
483,65000050-062,2,3,0,0,1,1,1,1,0
484,65000050-076,2,2,6,0,1,1,1,4,0
485,65000050-029,2,1,6,1,2,2,0,1,0
486,65000050-037,1,1,2,0,1,9,0,9,1
487,65000050-059,1,1,2,0,1,9,0,9,1
488,65000050-031,1,1,2,0,2,9,0,9,0
489,65000050-049,2,6,3,0,2,12,1,14,1
490,65000050-042,1,5,2,0,2,9,0,7,1
491,65000050-045,2,5,5,0,1,9,0,14,0
492,65000050-013,2,2,6,0,2,2,0,11,0
493,65000050-066,0,6,1,0,1,1,0,5,1
494,65000050-021,2,1,2,0,1,1,0,1,0
495,65000050-015,1,1,2,1,1,9,0,3,0
496,65000050-006,1,5,2,0,1,2,0,7,1
497,65000050-048,2,2,5,1,1,1,1,12,0
498,65000050-002,2,0,1,1,0,8,0,4,1
499,65000050-067,1,1,2,0,2,1,0,3,0
500,65000050-079,2,6,3,0,2,1,1,12,1
501,65000050-050,2,2,5,0,1,1,1,12,0
502,65000010-092,0,2,5,1,1,2,0,12,0
503,65000010-010,0,1,6,1,1,2,0,1,2
504,65000010-058,0,5,5,0,2,10,0,14,1
505,65000010-123,1,1,2,0,1,2,0,3,0
506,65000010-081,0,1,2,0,2,2,0,5,0
507,65000010-034,0,6,3,0,2,9,2,5,1
508,65000010-026,0,6,1,0,2,5,0,10,1
509,65000010-088,0,6,5,0,1,2,0,14,1
510,65000010-091,0,1,2,0,1,10,0,8,0
511,65000010-060,0,7,4,0,2,10,3,0,0
512,65000010-053,1,5,2,1,2,5,0,7,2
513,65000010-114,0,3,0,0,2,5,1,8,1
514,65000010-013,0,1,2,0,2,2,0,8,1
515,65000010-021,5,7,4,0,2,10,2,0,1
516,65000010-036,0,1,2,0,1,9,0,8,1
517,65000010-082,1,1,2,0,0,2,0,3,0
518,65000010-014,0,6,3,0,2,6,1,2,1
519,65000010-073,0,6,1,0,2,9,0,5,1
520,65000010-054,0,5,2,0,1,10,3,7,1
521,65000010-061,0,6,3,0,2,10,3,0,1
522,65000010-112,5,3,0,1,1,5,1,3,2
523,65000010-094,0,7,4,0,1,9,0,0,0
524,65000010-125,0,3,0,0,1,10,1,8,1
525,65000010-079,0,1,2,0,2,2,0,8,1
526,65000010-033,0,1,2,1,1,2,0,1,0
527,65000010-107,1,5,2,0,2,10,3,7,0
528,65000010-120,5,5,4,0,2,10,1,7,0
529,65000010-098,5,7,0,0,1,5,1,8,0
530,65000010-045,0,6,3,0,2,10,3,0,1
531,65000010-023,0,3,0,0,1,9,1,8,1
