,V_ID,109|kmeans_6,109|kmeans_nocity_9,109|kmeans_nocity&county_7,109|c_,109|j_,109|ht_,109|s_,109|cs_,109|e_
532,65000010-078,0,1,2,0,1,9,0,8,0
533,65000010-064,0,1,2,0,1,10,3,5,0
534,65000010-083,1,1,2,1,1,2,0,3,0
535,65000010-019,0,6,1,0,2,6,0,2,1
536,65000010-110,0,2,6,0,2,9,0,5,0
537,65000010-093,0,7,4,1,2,5,0,0,0
538,65000010-037,5,3,0,0,1,2,1,8,0
539,65000010-044,0,2,6,0,0,10,3,10,0
540,65000010-024,0,6,1,0,2,9,0,10,1
541,65000010-048,0,7,4,0,1,10,0,0,0
542,65000010-113,5,7,0,1,1,5,1,8,0
543,65000010-052,0,1,2,1,1,5,0,8,2
544,65000010-051,0,7,4,0,1,10,3,0,1
545,65000010-005,0,6,1,1,2,2,0,10,1
546,65000010-104,0,2,6,0,2,5,3,10,0
547,65000010-103,0,3,0,0,2,9,1,5,0
548,65000010-046,0,6,3,0,2,10,3,12,1
549,65000010-119,0,7,4,0,2,10,3,0,1
550,65000010-027,0,6,1,0,2,5,0,10,1
551,65000010-022,0,2,6,1,2,2,0,10,0
552,65000010-105,0,1,2,1,1,2,0,8,0
553,65000010-102,0,3,0,0,2,9,1,8,1
554,65000010-035,0,2,6,0,1,9,0,6,0
555,65000010-007,0,6,1,0,2,2,0,5,1
556,65000010-039,0,2,6,0,1,5,0,5,0
557,65000010-075,0,6,1,0,2,2,0,5,1
558,65000010-117,0,6,3,0,2,9,2,5,1
559,65000010-068,0,6,3,0,1,10,0,12,1
560,65000010-122,0,6,3,0,2,10,0,12,1
561,65000010-118,0,6,3,0,2,10,3,12,1
562,65000010-040,0,6,1,0,2,10,3,5,1
563,65000010-041,0,2,6,1,2,12,0,5,2
564,65000010-126,5,7,0,1,2,10,1,8,0
565,65000010-108,0,5,5,0,2,10,0,14,1
566,65000010-115,0,2,5,0,2,6,0,2,0
567,65000010-072,0,7,4,0,2,9,0,0,1
568,65000010-018,0,6,3,0,2,6,0,2,1
569,65000010-109,0,6,3,0,2,10,0,12,1
570,65000010-062,0,7,4,0,2,10,3,0,0
571,65000010-029,0,2,6,0,1,10,0,10,0
572,65000010-002,0,6,1,0,2,2,0,5,1
573,65000010-089,0,1,2,1,1,2,0,8,0
574,65000010-057,0,6,3,0,1,10,0,0,1
575,65000010-065,0,6,1,0,0,2,0,10,1
576,65000010-050,0,1,2,0,1,10,0,8,2
577,65000010-015,0,3,0,0,2,9,1,8,1
578,65000010-017,0,3,0,0,1,9,1,8,1
579,65000010-006,0,1,2,0,1,2,0,5,0
580,65000010-100,5,7,4,0,2,5,1,0,0
581,65000010-099,1,1,2,0,1,5,0,3,1
582,65000010-124,1,1,2,1,1,5,0,3,2
583,65000010-031,0,2,6,1,1,9,0,5,2
584,65000010-038,0,6,1,0,2,5,0,5,1
585,65000010-020,0,2,6,0,2,6,0,10,0
586,65000010-059,0,6,1,0,1,10,0,10,1
587,65000010-001,0,6,3,0,2,2,0,0,1
588,65000010-025,0,6,1,0,2,9,0,10,1
589,65000010-008,0,1,6,0,1,9,0,6,0
590,65000010-070,0,2,6,0,0,2,0,10,0
591,65000010-056,2,6,3,0,2,10,1,14,1
592,65000010-095,0,1,2,1,1,9,0,5,0
593,65000010-074,0,1,2,0,2,9,0,5,0
594,65000010-076,0,1,2,0,2,2,0,5,0
595,65000010-071,0,1,2,0,2,9,0,8,1
596,65000010-049,0,7,4,1,2,10,0,0,0
597,65000010-030,0,6,1,0,1,5,0,10,1
598,65000010-096,0,7,4,1,1,10,0,0,0
599,65000010-032,0,6,1,0,2,5,3,5,1
600,65000010-011,0,6,3,0,0,6,0,0,1
601,65000010-012,0,3,0,0,2,9,1,8,1
602,65000010-121,0,2,6,0,2,10,0,10,0
603,65000010-106,0,6,1,0,2,10,3,10,1
604,65000010-090,5,7,0,1,1,9,1,8,0
605,65000010-086,0,5,5,0,1,2,0,14,0
606,65000010-087,0,2,5,1,0,2,0,12,0
607,65000010-028,0,2,6,0,0,5,0,5,0
608,65000010-111,0,6,1,0,2,2,0,5,1
609,65000010-043,0,2,6,0,2,10,3,10,0
610,65000010-084,0,6,1,0,2,2,0,5,1
611,65000010-085,0,6,1,0,2,2,0,5,1
612,65000010-067,0,6,1,0,2,10,0,10,1
613,65000010-003,0,6,3,0,2,2,0,12,1
614,65000010-077,0,2,6,1,2,2,0,5,0
615,65000010-080,0,1,2,0,1,2,0,5,0
616,65000010-016,0,3,0,0,1,9,1,8,1
617,65000010-055,1,5,2,0,2,10,0,7,0
618,65000010-069,0,6,3,0,2,10,0,2,1
619,65000010-116,0,6,1,0,2,9,0,10,1
620,65000010-063,0,7,4,0,1,10,3,0,1
621,65000010-047,0,7,4,0,2,10,3,0,1
622,65000010-066,0,6,1,0,2,10,0,10,1
623,65000010-009,5,3,0,1,1,2,1,8,0
624,65000010-101,5,7,0,1,2,9,1,8,0
625,65000010-004,0,2,5,1,2,2,0,2,0
626,65000010-097,5,7,0,1,2,10,1,8,0
627,65000010-042,0,7,4,0,2,10,3,0,0
628,65000170-011,5,5,4,1,2,1,2,7,2
629,65000170-005,1,1,2,1,1,7,0,3,0
630,65000170-015,1,1,2,0,0,7,0,3,0
631,65000170-008,2,2,6,1,0,7,0,4,0
632,65000170-012,5,5,4,1,2,3,1,7,0
633,65000170-014,5,5,4,1,2,1,1,7,2
634,65000170-009,1,1,2,1,1,7,0,3,0
635,65000170-001,1,1,2,1,1,7,0,3,0
636,65000170-002,1,1,2,1,1,7,0,3,0
637,65000170-006,1,7,4,1,2,3,0,0,0
638,65000170-007,1,1,2,1,0,7,0,3,0
639,65000170-013,5,5,4,1,2,3,1,7,0
640,65000170-004,1,1,2,1,2,7,0,3,0
641,65000170-003,1,1,2,1,1,7,0,3,0
642,65000170-010,1,7,4,1,2,7,0,0,0
643,65000170-017,1,1,2,1,2,7,0,3,0
644,65000170-016,2,2,6,0,0,7,0,4,0
645,65000070-007,5,7,4,1,1,10,2,0,1
646,65000070-001,1,1,2,1,1,10,0,8,0
647,65000070-002,5,7,4,1,1,10,1,0,0
648,65000070-003,5,7,4,1,1,10,1,0,0
649,65000070-042,2,2,5,1,2,1,0,12,0
650,65000070-036,5,5,4,1,1,10,1,7,0
651,65000070-038,1,1,2,0,1,10,0,3,1
652,65000070-005,5,3,0,0,1,5,1,3,0
653,65000070-031,1,1,2,1,1,10,0,3,0
654,65000070-025,1,1,2,1,2,10,0,3,0
655,65000070-024,5,3,0,1,0,10,1,3,0
656,65000070-015,1,1,2,1,1,5,0,3,0
657,65000070-004,1,5,2,1,1,12,0,9,0
658,65000070-040,1,1,2,1,2,10,0,9,0
659,65000070-041,1,5,2,1,2,10,0,7,0
660,65000070-028,1,1,2,1,1,5,0,9,0
661,65000070-012,5,3,0,1,2,5,1,3,0
662,65000070-014,1,1,2,0,2,5,0,3,0
663,65000070-039,1,1,2,0,2,10,0,3,0
664,65000070-035,1,5,2,1,1,10,0,7,0
665,65000070-016,1,1,2,1,1,10,0,3,2
666,65000070-017,1,1,2,0,1,10,0,3,0
667,65000070-033,1,1,2,1,1,10,0,3,2
668,65000070-034,1,1,2,0,1,5,0,9,1
669,65000070-022,1,5,2,1,2,10,0,7,2
670,65000070-018,1,5,2,1,1,10,0,7,0
671,65000070-020,5,3,0,1,1,5,1,3,0
672,65000070-019,1,1,2,0,1,5,0,3,0
673,65000070-026,1,1,2,1,0,10,0,3,0
674,65000070-021,5,5,4,1,2,10,1,7,0
675,65000070-011,5,3,0,0,2,5,1,3,0
676,65000070-027,5,5,4,1,2,5,1,7,1
677,65000070-010,5,3,0,0,2,5,1,3,1
678,65000070-008,5,5,4,0,2,5,1,7,1
679,65000070-013,1,1,2,1,2,5,0,3,0
680,65000070-030,5,5,4,0,2,5,1,7,0
681,65000070-029,5,3,0,0,1,5,1,3,0
682,65000070-009,5,5,4,0,2,5,1,7,0
683,65000070-006,1,5,2,1,1,5,0,9,0
684,65000070-037,5,3,0,0,2,5,1,3,1
685,65000070-023,5,7,0,1,2,5,1,8,0
686,65000070-032,1,1,2,1,1,12,0,9,0
687,65000040-051,2,6,3,0,2,9,1,12,1
688,65000040-022,2,6,3,0,2,9,1,12,1
689,65000040-046,5,3,0,0,2,9,1,3,0
690,65000040-014,2,3,0,0,2,9,1,1,0
691,65000040-018,2,6,3,0,2,9,1,12,1
692,65000040-005,2,6,3,0,2,9,1,4,1
693,65000040-013,5,3,0,0,0,9,1,3,0
694,65000040-033,2,3,0,0,2,9,1,1,1
695,65000040-062,5,3,0,0,0,5,1,3,0
696,65000040-057,2,6,3,0,2,9,1,4,1
697,65000040-036,2,6,3,0,2,9,1,12,1
698,65000040-004,2,3,0,0,2,9,1,1,1
699,65000040-043,2,3,0,0,2,9,1,1,1
700,65000040-019,2,6,3,0,2,9,1,12,1
701,65000040-027,3,6,3,0,2,9,1,5,1
702,65000040-044,2,3,0,0,2,9,1,1,1
703,65000040-042,5,3,0,0,2,10,1,3,1
704,65000040-032,2,6,3,0,2,9,1,14,1
705,65000040-025,2,2,6,0,2,9,1,4,0
706,65000040-056,5,3,0,0,2,9,1,3,1
707,65000040-058,2,6,3,0,2,9,1,4,1
708,65000040-039,5,3,0,0,0,9,1,9,1
709,65000040-037,2,6,3,0,2,9,1,12,1
710,65000040-010,5,3,0,1,2,10,1,3,1
711,65000040-002,2,3,0,0,2,9,1,1,1
712,65000040-045,5,7,4,0,2,10,2,0,1
713,65000040-041,5,3,0,1,2,10,1,3,1
714,65000040-040,2,6,3,0,2,12,1,2,1
715,65000040-055,2,3,0,1,2,9,1,1,1
716,65000040-053,2,6,3,0,2,9,1,12,1
717,65000040-059,5,3,4,0,2,10,1,9,1
718,65000040-016,2,3,0,0,2,12,1,1,1
719,65000040-034,5,5,4,0,2,10,1,7,1
720,65000040-035,5,7,4,0,2,10,1,0,0
721,65000040-017,2,3,0,0,2,5,1,1,1
722,65000040-008,2,3,0,0,2,5,1,1,1
723,65000040-049,5,3,0,0,2,10,1,9,1
724,65000040-026,2,2,6,0,2,9,1,4,0
725,65000040-011,5,3,0,0,2,9,1,9,1
726,65000040-015,2,3,0,0,0,9,1,1,1
727,65000040-009,5,3,0,1,2,5,1,3,0
728,65000040-061,2,6,3,0,2,9,1,12,1
729,65000040-007,5,3,0,0,2,9,1,9,1
730,65000040-054,2,6,3,0,2,9,1,4,1
731,65000040-006,5,3,0,0,2,9,1,9,1
732,65000040-028,2,6,3,1,2,5,1,14,1
733,65000040-048,5,3,0,1,2,9,1,9,1
734,65000040-030,2,3,0,0,0,9,1,1,0
735,65000040-031,2,3,0,0,2,12,1,1,1
736,65000040-038,5,3,0,0,0,9,1,9,1
737,65000040-001,5,3,0,0,2,9,1,3,1
738,65000040-060,5,3,0,0,2,10,1,9,1
739,65000040-047,5,3,0,0,2,9,1,9,1
740,65000040-050,5,3,4,0,2,10,1,9,1
741,65000040-021,5,3,0,1,2,10,1,8,0
742,65000040-020,5,3,0,0,2,10,1,9,1
743,65000040-012,5,3,0,0,2,5,1,9,1
744,65000040-023,5,3,0,0,2,9,1,3,1
745,65000040-052,2,6,3,1,2,5,1,12,1
746,65000040-003,2,3,0,0,1,9,1,1,1
747,65000040-024,2,2,6,0,2,5,1,4,0
748,65000040-029,2,6,3,0,2,5,1,12,1
749,65000110-026,1,1,2,1,1,1,0,3,0
750,65000110-028,1,1,2,0,2,12,0,8,0
751,65000110-011,5,5,4,1,2,12,1,7,0
752,65000110-050,5,5,4,1,2,1,1,7,0
753,65000110-012,5,5,4,1,1,1,1,7,0
754,65000110-004,1,1,2,1,2,12,0,3,1
755,65000110-017,5,7,4,1,2,1,1,0,0
756,65000110-020,1,1,2,1,1,1,0,3,0
757,65000110-019,1,1,2,0,1,1,0,3,0
758,65000110-029,1,1,2,0,1,1,0,3,2
759,65000110-048,1,1,2,0,2,12,0,3,0
760,65000110-041,1,1,2,0,2,12,0,3,1
761,65000110-025,1,5,2,1,2,10,0,7,0
762,65000110-040,1,1,2,1,2,1,0,3,2
763,65000110-042,1,5,2,1,2,12,0,7,0
764,65000110-036,1,1,2,0,1,1,0,3,2
765,65000110-047,1,5,2,0,2,12,0,7,0
766,65000110-008,1,1,2,1,0,12,0,3,0
767,65000110-030,1,1,2,0,1,1,0,3,2
768,65000110-037,5,7,0,1,0,1,1,8,0
769,65000110-015,5,7,4,1,1,12,1,0,0
770,65000110-032,1,1,2,1,2,1,0,3,0
771,65000110-007,1,1,2,0,1,12,0,3,0
772,65000110-003,1,1,2,1,2,12,0,3,0
773,65000110-039,1,5,2,1,0,1,0,7,0
774,65000110-023,5,5,4,1,2,10,1,7,0
775,65000110-018,1,1,2,1,2,1,0,3,2
776,65000110-005,1,5,2,0,2,12,0,7,0
777,65000110-022,2,2,6,1,1,12,0,4,0
778,65000110-014,1,1,2,1,1,12,0,3,2
779,65000110-027,1,1,2,1,2,1,0,3,2
780,65000110-043,5,7,4,1,2,1,1,0,0
781,65000110-049,1,5,2,1,0,1,0,7,2
782,65000110-016,5,7,4,1,2,1,1,0,0
783,65000110-038,1,5,5,1,2,12,0,14,0
784,65000110-021,1,1,2,1,2,1,0,3,0
785,65000110-045,1,1,2,0,2,12,0,3,0
786,65000110-024,1,5,2,1,2,5,0,7,0
787,65000110-034,1,1,2,0,2,1,0,3,2
788,65000110-002,1,1,2,1,2,12,0,3,0
789,65000110-046,1,1,2,1,2,12,0,3,0
790,65000110-006,1,1,2,0,1,12,0,3,0
791,65000110-001,1,1,2,1,2,12,0,3,0
792,65000110-031,1,1,2,0,2,12,0,3,0
793,65000110-035,1,1,2,0,2,1,0,3,2
794,65000110-009,5,5,4,1,1,1,1,7,0
795,65000110-013,1,7,4,1,2,12,0,0,0
796,65000110-033,1,5,2,0,1,1,0,7,0
797,65000110-010,5,5,4,1,2,12,1,7,0
798,65000110-044,5,7,4,1,2,10,1,0,0
799,65000160-017,2,3,0,0,1,1,1,1,1
800,65000160-006,5,3,0,1,1,1,1,9,0
801,65000160-011,5,3,0,0,2,1,1,9,1
802,65000160-001,1,1,2,1,2,7,0,3,0
803,65000160-003,5,3,0,1,1,1,1,9,0
804,65000160-014,5,5,4,0,2,12,1,7,0
805,65000160-008,5,5,4,1,1,12,1,7,0
806,65000160-005,2,8,6,1,1,1,0,6,0
807,65000160-013,5,3,0,1,2,12,1,3,0
808,65000160-004,2,2,6,1,2,1,1,11,0
809,65000160-016,2,2,6,0,2,1,1,11,0
810,65000160-012,2,2,6,1,1,8,1,11,0
811,65000160-007,5,3,0,0,1,12,1,9,0
812,65000160-010,0,2,6,1,1,12,0,10,0
813,65000160-009,2,5,5,1,1,12,0,14,0
814,65000160-015,1,5,2,1,2,12,0,7,0
815,65000160-002,5,3,0,1,1,3,1,3,0
816,65000100-001,5,7,4,1,2,0,2,0,0
817,65000100-023,2,2,6,1,1,13,1,13,0
818,65000100-020,2,2,6,1,0,0,1,13,2
819,65000100-012,2,2,6,1,0,0,1,13,0
820,65000100-038,2,2,6,1,2,13,1,13,0
821,65000100-027,5,3,0,1,2,13,1,3,0
822,65000100-016,1,5,2,1,2,0,0,7,0
823,65000100-009,2,2,5,1,2,13,2,2,0
824,65000100-042,2,2,5,0,1,0,1,2,0
825,65000100-041,2,2,5,1,2,13,1,2,0
826,65000100-002,5,7,4,1,2,0,1,0,2
827,65000100-008,2,2,6,1,1,0,1,13,0
828,65000100-040,2,2,5,1,2,13,1,12,2
829,65000100-014,5,5,4,1,2,0,1,7,0
830,65000100-007,5,7,4,1,2,0,2,0,0
831,65000100-031,5,3,0,1,2,13,1,3,2
832,65000100-035,2,3,0,0,1,13,1,1,0
833,65000100-036,5,3,0,0,2,13,1,3,0
834,65000100-030,5,3,0,1,2,13,1,3,2
835,65000100-034,5,3,0,0,1,13,1,3,0
836,65000100-010,2,3,0,0,1,13,1,1,0
837,65000100-015,5,5,4,1,2,0,2,14,0
838,65000100-037,2,2,6,0,2,13,1,10,0
839,65000100-029,5,3,0,1,2,13,1,3,3
840,65000100-039,2,2,3,1,2,0,1,12,0
841,65000100-019,2,2,6,1,1,0,1,4,0
842,65000100-013,5,5,4,1,2,0,1,7,0
843,65000100-011,2,3,0,0,1,13,1,1,0
844,65000100-028,5,3,0,0,2,13,1,3,0
845,65000100-033,2,2,5,1,1,0,1,2,2
846,65000100-032,2,2,6,1,1,13,1,13,2
847,65000100-025,2,5,4,0,2,13,1,14,0
848,65000100-017,2,2,6,1,0,5,1,4,0
849,65000100-018,2,2,3,1,1,0,1,12,0
850,65000100-021,2,2,5,1,0,13,1,2,2
851,65000100-006,5,5,4,1,1,0,2,14,2
852,65000100-004,5,3,0,1,2,0,2,3,2
853,65000100-026,2,2,5,1,2,13,1,12,2
854,65000100-005,5,7,4,1,2,0,2,0,0
855,65000100-003,5,7,0,1,2,0,1,8,2
856,65000100-022,2,2,5,1,0,13,1,12,0
857,65000100-024,2,6,3,1,2,13,1,12,1
858,65000180-003,1,1,2,1,2,10,0,3,0
859,65000180-006,1,1,2,1,1,10,0,3,0
860,65000180-004,1,1,2,1,2,10,0,3,0
861,65000180-001,1,1,2,1,2,10,0,3,0
862,65000180-007,5,7,4,1,2,10,1,0,0
863,65000180-002,5,7,4,1,2,10,1,0,0
864,65000180-008,1,7,4,1,2,10,0,0,0
865,65000180-005,5,3,0,1,2,1,1,3,0
866,65000290-004,5,5,4,1,2,10,1,7,0
867,65000290-005,5,7,4,1,2,10,1,0,0
868,65000290-002,5,5,4,1,2,9,1,7,0
869,65000290-001,5,3,0,1,2,9,1,3,0
870,65000290-003,5,5,4,1,2,10,1,7,0
871,65000120-010,5,5,4,1,2,10,1,7,0
872,65000120-013,1,5,2,1,2,5,0,7,0
873,65000120-015,5,7,4,1,2,10,1,0,0
874,65000120-032,5,7,0,1,2,10,1,8,0
875,65000120-012,5,5,4,1,1,10,1,7,0
876,65000120-011,5,5,4,1,2,10,1,7,0
877,65000120-018,1,1,2,1,2,10,0,3,0
878,65000120-020,1,1,2,1,2,10,0,3,0
879,65000120-016,1,1,2,1,2,10,0,8,0
880,65000120-023,1,1,2,1,2,10,0,3,0
881,65000120-034,1,1,2,1,1,10,0,3,0
882,65000120-009,1,5,2,1,2,5,0,7,0
883,65000120-008,1,1,2,1,2,5,0,3,0
884,65000120-019,1,1,2,1,2,10,0,3,0
885,65000120-029,5,5,4,1,2,10,1,7,0
886,65000120-031,5,7,4,1,2,10,1,0,2
887,65000120-027,5,5,4,1,2,10,1,7,2
888,65000120-028,5,5,4,1,2,10,1,7,2
889,65000120-007,5,7,4,1,1,10,2,0,1
890,65000120-014,5,7,4,1,2,10,1,0,0
891,65000120-030,1,1,2,1,2,10,0,3,0
892,65000120-024,1,1,2,1,2,10,0,3,0
893,65000120-026,1,1,2,1,2,10,0,3,0
894,65000120-017,5,7,4,1,2,10,2,0,0
895,65000120-021,1,1,2,1,2,10,0,3,0
896,65000120-025,1,1,2,1,2,10,0,3,0
897,65000120-022,1,1,2,1,2,10,0,3,0
898,65000120-033,5,5,4,1,2,10,2,7,0
899,65000120-006,1,5,2,1,2,5,0,7,0
900,65000120-005,1,5,2,1,2,5,0,7,0
901,65000120-004,1,5,2,1,2,5,0,7,0
902,65000120-001,1,5,2,1,2,5,0,7,1
903,65000120-002,1,1,2,1,2,5,0,3,0
904,65000120-003,1,1,2,1,2,5,0,3,0
905,65000190-008,5,7,4,1,2,10,1,0,0
906,65000190-009,5,7,4,1,2,10,1,0,0
907,65000190-005,5,7,4,1,2,10,1,0,0
908,65000190-012,5,5,4,1,2,1,1,7,0
909,65000190-011,5,5,4,1,2,1,2,7,0
910,65000190-007,5,5,4,1,2,10,1,7,0
911,65000190-002,5,5,4,1,2,10,1,7,0
912,65000190-004,5,5,4,1,2,10,1,7,0
913,65000190-001,5,5,4,1,2,10,1,7,0
914,65000190-010,5,3,0,1,2,10,1,3,0
915,65000190-006,5,7,4,1,2,10,1,0,0
916,65000190-003,5,3,0,1,2,10,1,3,0
917,65000220-007,5,5,4,1,2,10,1,7,0
918,65000220-002,5,5,4,1,2,10,2,7,2
919,65000220-006,1,1,2,1,2,5,0,3,2
920,65000220-004,1,5,2,1,2,5,0,7,2
921,65000220-001,5,5,4,1,2,10,2,7,2
922,65000220-005,1,1,2,1,2,5,0,3,2
923,65000220-003,5,5,4,1,2,10,2,7,2
924,65000220-008,5,5,4,1,2,10,1,7,0
925,65000220-009,5,7,4,1,2,10,1,0,0
926,65000280-009,1,7,4,1,2,3,0,0,0
927,65000280-010,1,5,2,1,1,3,0,7,0
928,65000280-004,5,5,4,1,1,1,1,7,0
929,65000280-008,5,7,4,1,2,10,2,0,1
930,65000280-007,5,5,4,1,2,1,1,7,0
931,65000280-005,1,7,4,1,2,12,0,0,0
932,65000280-001,1,1,2,1,1,3,0,3,0
933,65000280-003,5,5,4,1,1,3,1,7,0
934,65000280-006,5,5,4,1,2,3,1,7,0
935,65000280-002,1,5,2,1,2,3,0,7,0
936,65000140-002,2,3,0,0,1,12,1,1,0
937,65000140-025,2,3,0,0,2,3,1,1,1
938,65000140-003,5,3,0,0,1,3,1,3,1
939,65000140-024,5,7,4,0,1,3,1,0,1
940,65000140-013,2,2,6,0,2,1,1,13,0
941,65000140-027,2,6,1,0,1,1,1,13,1
942,65000140-022,2,6,3,0,1,1,1,4,1
943,65000140-028,2,3,0,0,1,10,1,1,1
944,65000140-005,2,6,3,0,2,12,1,11,1
945,65000140-012,2,2,6,1,2,1,1,4,0
946,65000140-030,2,2,6,1,2,12,1,11,0
947,65000140-018,2,6,3,0,1,1,1,14,1
948,65000140-029,5,3,0,0,1,12,1,3,0
949,65000140-004,2,3,0,0,1,12,1,1,1
950,65000140-015,2,3,0,0,1,12,1,1,0
951,65000140-036,5,7,4,0,1,12,1,0,0
952,65000140-026,5,5,4,1,2,3,1,7,0
953,65000140-014,2,6,3,0,1,3,1,4,1
954,65000140-020,5,5,4,1,1,1,1,7,0
955,65000140-033,2,6,3,0,2,1,1,14,1
956,65000140-023,5,5,4,0,2,12,1,7,1
957,65000140-009,2,6,1,0,1,1,1,13,1
958,65000140-037,5,3,0,0,1,12,1,9,0
959,65000140-007,5,3,0,0,1,10,1,3,0
960,65000140-011,2,3,0,0,2,3,1,1,0
961,65000140-001,2,2,6,0,1,12,1,11,0
962,65000140-032,3,6,3,1,2,3,1,5,1
963,65000140-021,2,5,5,1,1,12,1,14,0
964,65000140-006,2,3,0,0,1,12,1,1,0
965,65000140-035,5,7,4,0,1,3,1,0,1
966,65000140-017,5,5,4,0,1,12,1,7,1
967,65000140-038,5,5,4,0,1,12,1,7,1
968,65000140-016,5,3,0,0,1,12,1,9,0
969,65000140-010,2,2,6,1,2,3,1,13,0
970,65000140-019,2,6,3,0,1,10,1,14,1
971,65000140-034,2,2,5,0,2,1,1,12,0
972,65000140-031,5,5,4,0,1,12,1,7,1
973,65000140-008,2,6,3,0,1,1,1,12,1
974,65000260-007,5,5,4,1,2,5,1,7,0
975,65000260-002,5,7,4,1,2,10,1,0,0
976,65000260-011,5,5,4,1,2,10,1,7,0
977,65000260-008,5,5,4,1,2,5,1,7,2
978,65000260-009,5,5,4,1,2,10,2,7,0
979,65000260-006,1,5,2,1,2,10,0,7,2
980,65000260-010,5,7,0,1,2,5,1,8,0
981,65000260-001,5,3,0,1,2,10,1,3,0
982,65000260-003,5,3,0,1,2,10,1,3,2
983,65000260-004,5,3,0,1,2,10,1,3,0
984,65000260-005,1,5,2,1,2,10,0,7,2
985,65000270-010,1,7,4,1,2,5,3,0,0
986,65000270-006,1,5,2,1,2,9,0,7,0
987,65000270-008,5,7,4,1,2,10,1,0,0
988,65000270-009,1,5,2,1,2,5,0,7,0
989,65000270-001,1,1,2,1,2,9,0,3,1
990,65000270-002,1,1,2,1,2,9,0,3,0
991,65000270-014,5,7,4,1,2,10,1,0,0
992,65000270-011,1,7,4,1,2,9,0,0,0
993,65000270-004,1,1,2,1,2,9,0,3,2
994,65000270-005,1,1,2,1,1,9,0,3,0
995,65000270-012,5,7,4,1,2,10,1,0,2
996,65000270-013,5,7,4,1,2,10,2,0,0
997,65000270-003,5,7,4,1,2,1,1,0,0
998,65000270-007,5,5,4,1,2,10,1,7,0
999,65000270-015,1,1,2,1,1,9,0,3,0
1000,65000250-005,5,7,4,1,2,5,2,0,0
1001,65000250-007,5,5,4,1,2,10,1,7,0
1002,65000250-009,5,5,4,1,2,10,1,7,0
1003,65000250-002,1,1,2,1,2,5,0,3,0
1004,65000250-010,5,5,4,1,2,10,1,7,0
1005,65000250-008,1,1,2,1,2,5,0,3,0
1006,65000250-003,1,1,2,1,2,5,0,3,0
1007,65000250-012,5,7,4,1,2,10,1,0,0
1008,65000250-006,1,1,2,1,2,5,0,3,0
1009,65000250-011,5,5,4,1,2,10,1,7,0
1010,65000250-001,1,1,2,1,2,5,0,3,0
1011,65000250-004,1,5,2,1,2,5,0,7,0
1012,65000080-018,1,5,2,1,1,0,0,7,0
1013,65000080-005,1,5,2,1,2,0,0,9,0
1014,65000080-011,1,1,2,1,1,10,0,3,0
1015,65000080-012,5,3,0,1,2,10,1,3,0
1016,65000080-004,5,5,4,1,2,10,1,9,0
1017,65000080-009,1,5,2,1,1,5,0,9,0
1018,65000080-003,1,1,2,0,1,0,0,3,1
1019,65000080-007,1,1,2,1,2,0,0,3,0
1020,65000080-014,1,5,2,1,1,13,0,7,0
1021,65000080-010,1,1,2,1,1,10,0,3,0
1022,65000080-020,1,1,2,0,1,0,0,3,0
1023,65000080-006,5,7,4,1,2,10,1,0,0
1024,65000080-013,5,5,4,1,2,10,1,7,0
1025,65000080-001,1,5,2,1,2,10,0,9,0
1026,65000080-017,1,5,2,1,1,0,0,7,0
1027,65000080-008,1,1,2,1,1,0,0,3,0
1028,65000080-002,1,5,2,1,2,10,0,7,0
1029,65000080-019,1,1,2,1,1,0,0,3,0
1030,65000080-016,1,1,2,1,1,13,0,8,0
1031,65000080-015,1,1,2,1,1,0,0,3,0
1032,63000040-027,4,0,1,0,0,9,0,5,1
1033,63000040-031,4,8,6,0,0,2,0,1,0
1034,63000040-030,4,0,1,0,0,2,0,13,1
1035,63000040-033,4,8,6,1,0,9,0,13,0
1036,63000040-006,4,0,1,0,0,2,0,6,1
1037,63000040-023,4,0,1,0,2,2,0,13,1
1038,63000040-013,4,4,6,1,0,10,0,5,2
1039,63000040-039,4,0,1,0,0,5,0,4,1
1040,63000040-042,4,4,5,1,0,10,0,12,0
1041,63000040-012,4,4,6,1,2,4,0,11,2
1042,63000040-037,4,0,1,1,2,9,0,1,1
1043,63000040-017,4,4,2,1,2,9,0,5,2
1044,63000040-014,4,4,6,1,0,10,0,5,0
1045,63000040-005,4,8,6,1,2,9,0,6,0
1046,63000040-040,4,0,1,0,0,5,0,4,1
1047,63000040-010,4,8,6,0,0,4,0,10,0
1048,63000040-015,4,8,6,1,0,10,0,13,2
1049,63000040-018,4,0,1,0,2,2,0,5,1
1050,63000040-019,4,4,6,1,2,2,0,5,2
1051,63000040-022,4,0,1,0,2,2,0,13,1
1052,63000040-020,4,0,1,0,2,2,0,10,1
1053,63000040-011,4,8,6,0,0,4,0,10,0
1054,63000040-036,4,0,1,1,0,5,0,13,1
1055,63000040-038,4,0,1,1,0,9,0,1,1
1056,63000040-034,4,8,6,0,0,2,0,1,0
1057,63000040-021,4,0,5,0,0,6,0,12,1
1058,63000040-001,4,0,1,0,2,5,0,1,1
1059,63000040-003,4,8,6,0,0,9,0,6,0
1060,63000040-002,4,0,1,0,2,9,0,1,1
1061,63000040-004,4,0,1,1,0,2,0,6,1
1062,63000040-016,4,4,6,0,0,10,0,5,2
1063,63000040-028,4,0,1,0,0,2,0,5,1
1064,63000040-029,4,0,1,0,0,2,0,4,1
