VILLAGE,COUNTY,TOWN,V_ID,QoL,Child Dependency Ratio,Elderly Dependency Ratio,Social Increase,Average Income,Metro 300 Multi,Metro 500 Multi
廟美里,新北市,中和區,65000030-012,"3.6066671887696327","0.3","0.4","0.2","0.2","0.0","0.0"
福真里,新北市,中和區,65000030-013,"2.4164308169484707","0.1","0.3","0.3","0.3","0.0","1.0"
福善里,新北市,中和區,65000030-014,"2.29642918769877","0.1","0.3","0.2","0.3","0.0","0.0"
福美里,新北市,中和區,65000030-015,"1.3351427087011887","0.3","0.4","0.3","0.2","0.0","0.0"
福祥里,新北市,中和區,65000030-016,"2.0466101488413746","0.2","0.2","0.2","0.3","0.0","0.0"
瓦?里,新北市,中和區,65000030-017,"-3.2340931090931098","0.2","0.2","0.2","0.3","0.0","0.0"
福和里,新北市,中和區,65000030-018,"2.411764340420991","0.1","0.3","0.3","0.2","0.0","0.0"
佳和里,新北市,中和區,65000030-019,"2.400815538599062","0.2","0.4","0.5","0.4","0.0","0.0"
安樂里,新北市,中和區,65000030-020,"3.7314477183202848","0.1","0.4","0.4","0.4","0.0","0.0"
安和里,新北市,中和區,65000030-021,"0.23676279994998567","0.2","0.3","0.4","0.4","0.0","0.0"
安平里,新北市,中和區,65000030-022,"2.19145832463023","0.2","0.4","0.1","0.5","0.0","0.0"
中安里,新北市,中和區,65000030-023,"4.68374121578533","0.1","0.5","0.5","0.4","0.0","0.0"
泰安里,新北市,中和區,65000030-024,"0.8210327386718212","0.1","0.5","0.4","0.3","0.0","0.0"
新南里,新北市,中和區,65000030-025,"0.453655477577075","0.2","0.2","0.1","0.4","0.0","0.0"
南山里,新北市,中和區,65000030-026,"2.755587594902214","0.3","0.3","0.2","0.4","0.0","0.0"
秀山里,新北市,中和區,65000030-027,"3.3442736277088887","0.2","0.4","0.4","0.3","0.0","1.0"
秀成里,新北市,中和區,65000030-028,"2.6727803689333043","0.3","0.3","0.2","0.3","0.0","0.0"
秀福里,新北市,中和區,65000030-029,"1.4873692729729684","0.1","0.4","0.4","0.4","0.0","0.0"
秀景里,新北市,中和區,65000030-030,"5.553398612799659","0.2","0.3","0.5","0.4","0.0","1.0"
秀明里,新北市,中和區,65000030-031,"1.4677778032840396","0.2","0.4","0.3","0.4","0.0","0.0"
秀峰里,新北市,中和區,65000030-032,"4.092214743042216","0.1","0.2","0.5","0.3","0.0","1.0"
秀仁里,新北市,中和區,65000030-033,"2.951394822713949","0.4","0.3","0.4","0.4","0.0","0.0"
頂南里,新北市,中和區,65000030-034,"-1.0908514805893588","0.1","0.3","0.2","0.2","0.0","0.0"
華新里,新北市,中和區,65000030-035,"1.176952766932925","0.3","0.2","0.2","0.3","0.0","0.0"
東南里,新北市,中和區,65000030-036,"3.331642001840427","0.2","0.5","0.4","0.3","0.0","0.0"
華南里,新北市,中和區,65000030-037,"2.636316048194046","0.3","0.3","0.3","0.4","0.0","0.0"
忠孝里,新北市,中和區,65000030-038,"1.8519996500100684","0.2","0.4","0.2","0.2","0.0","0.0"
崇南里,新北市,中和區,65000030-039,"4.550971875482116","0.1","0.2","0.3","0.3","0.0","1.0"
景南里,新北市,中和區,65000030-040,"4.538506579014986","0.2","0.3","0.2","0.3","0.0","1.0"
橫路里,新北市,中和區,65000030-041,"0.013100532825054259","0.1","0.5","0.4","0.1","0.0","0.0"
內南里,新北市,中和區,65000030-042,"-0.4993894196873718","0.2","0.2","0.3","0.2","0.0","0.0"
壽南里,新北市,中和區,65000030-043,"3.304450101828966","0.3","0.4","0.5","0.2","0.0","0.0"
外南里,新北市,中和區,65000030-044,"0.7520934856038124","0.1","0.4","0.5","0.3","0.0","1.0"
復興里,新北市,中和區,65000030-045,"0.08568789801449575","0.4","0.4","0.2","0.3","0.0","0.0"
和興里,新北市,中和區,65000030-046,"1.5440370777777748","0.2","0.3","0.4","0.4","0.0","0.0"
景平里,新北市,中和區,65000030-047,"1.7908231060816207","0.1","0.3","0.3","0.3","0.0","1.0"
景新里,新北市,中和區,65000030-048,"1.3156566656892346","0.1","0.4","0.3","0.3","0.0","0.0"
景福里,新北市,中和區,65000030-049,"2.114002050034971","0.2","0.4","0.5","0.4","0.0","1.0"
景安里,新北市,中和區,65000030-050,"2.7069509910700713","0.2","0.3","0.5","0.4","0.0","1.0"
景文里,新北市,中和區,65000030-051,"3.0407584571376725","0.2","0.3","0.5","0.4","0.0","0.0"
錦和里,新北市,中和區,65000030-052,"2.9907314431054983","0.4","0.1","0.2","0.3","0.0","0.0"
錦昌里,新北市,中和區,65000030-053,"3.7717320688293188","0.4","0.3","0.4","0.4","0.0","0.0"
灰?里,新北市,中和區,65000030-054,"-1.0926667437051127","0.4","0.1","0.4","0.3","0.0","0.0"
積穗里,新北市,中和區,65000030-055,"2.6648483668415883","0.3","0.2","0.4","0.4","0.0","0.0"
民享里,新北市,中和區,65000030-056,"0.8564165098529346","0.2","0.3","0.2","0.2","0.0","0.0"
員山里,新北市,中和區,65000030-057,"1.6567504875759904","0.5","0.1","0.1","0.4","0.0","0.0"
嘉穗里,新北市,中和區,65000030-058,"2.117885742276971","0.3","0.2","0.4","0.2","0.0","0.0"
文元里,新北市,中和區,65000030-059,"0.8770675760833667","0.4","0.4","0.2","0.2","0.0","0.0"
嘉新里,新北市,中和區,65000030-060,"1.597880858162384","0.2","0.2","0.3","0.2","0.0","0.0"
民安里,新北市,中和區,65000030-061,"1.3584474875104986","0.4","0.2","0.4","0.3","0.0","0.0"
安穗里,新北市,中和區,65000030-062,"0.22359010426322382","0.3","0.2","0.5","0.3","0.0","0.0"
瑞穗里,新北市,中和區,65000030-063,"0.3574491671890052","0.4","0.3","0.5","0.3","0.0","0.0"
明穗里,新北市,中和區,65000030-064,"1.092650582910895","0.4","0.2","0.2","0.3","0.0","0.0"
清穗里,新北市,中和區,65000030-065,"2.085767618649676","0.3","0.3","0.5","0.3","0.0","0.0"
自強里,新北市,中和區,65000030-066,"1.5114928096695828","0.3","0.2","0.1","0.2","0.0","0.0"
德穗里,新北市,中和區,65000030-067,"1.229389875344201","0.2","0.4","0.3","0.3","0.0","0.0"
民生里,新北市,中和區,65000030-068,"-0.37949711996071445","0.1","0.3","0.3","0.3","0.0","0.0"
國光里,新北市,中和區,65000030-069,"0.7864642333559221","0.2","0.2","0.2","0.2","0.0","0.0"
壽德里,新北市,中和區,65000030-070,"2.7583357041875702","0.4","0.2","0.4","0.3","0.0","0.0"
明德里,新北市,中和區,65000030-071,"1.740879848086876","0.4","0.3","0.3","0.2","0.0","0.0"
秀水里,新北市,中和區,65000030-072,"2.243902512445885","0.3","0.5","0.4","0.2","0.0","1.0"
德行里,新北市,中和區,65000030-073,"1.3282216407164644","0.4","0.1","0.1","0.4","0.0","0.0"
宜安里,新北市,中和區,65000030-074,"0.6221104832445326","0.1","0.4","0.4","0.3","0.0","0.0"
安順里,新北市,中和區,65000030-075,"0.907527345994765","0.1","0.4","0.1","0.4","0.0","1.0"
秀義里,新北市,中和區,65000030-076,"1.6858710981680036","0.2","0.4","0.4","0.4","0.0","0.0"
秀士里,新北市,中和區,65000030-077,"1.0877016605607184","0.1","0.4","0.3","0.3","0.0","0.0"
興南里,新北市,中和區,65000030-078,"3.6096125774312866","0.1","0.4","0.2","0.2","0.0","1.0"
景本里,新北市,中和區,65000030-079,"1.796959336251454","0.1","0.4","0.3","0.2","0.0","1.0"
福南里,新北市,中和區,65000030-080,"1.4766986148697074","0.1","0.2","0.3","0.2","0.0","0.0"
中興里,新北市,中和區,65000030-081,"1.1108507855119707","0.5","0.1","0.1","0.4","0.0","0.0"
吉興里,新北市,中和區,65000030-082,"3.3762325081216034","0.3","0.2","0.3","0.4","0.0","1.0"
中山里,新北市,中和區,65000030-083,"2.0430867664698806","0.4","0.3","0.4","0.3","0.0","0.0"
碧河里,新北市,中和區,65000030-084,"4.231012325308655","0.3","0.1","0.5","0.4","0.0","1.0"
錦中里,新北市,中和區,65000030-085,"3.001215590202945","0.4","0.2","0.2","0.3","0.0","0.0"
錦盛里,新北市,中和區,65000030-086,"2.809701984149764","0.3","0.2","0.2","0.1","0.0","0.0"
民有里,新北市,中和區,65000030-087,"1.816696082482134","0.1","0.4","0.2","0.1","0.0","0.0"
員富里,新北市,中和區,65000030-088,"2.893549958525697","0.2","0.1","0.5","0.3","0.0","0.0"
嘉慶里,新北市,中和區,65000030-089,"1.5063278056536302","0.2","0.2","0.3","0.2","0.0","0.0"
冠穗里,新北市,中和區,65000030-090,"0.8516884904987387","0.1","0.3","0.2","0.3","0.0","0.0"
國華里,新北市,中和區,65000030-091,"0.9818934178790688","0.3","0.2","0.4","0.3","0.0","0.0"
正南里,新北市,中和區,65000030-092,"1.2615488293225647","0.2","0.4","0.3","0.2","0.0","0.0"
正行里,新北市,中和區,65000030-093,"0.3846246702765286","0.3","0.1","0.2","0.4","0.0","0.0"
福林里,新北市,永和區,65000040-001,"1.005210596475723","0.4","0.5","0.4","0.3","0.0","0.0"
文化里,新北市,永和區,65000040-002,"2.239446372508004","0.2","0.4","0.4","0.4","0.0","0.0"
豫溪里,新北市,永和區,65000040-003,"0.9480209633775644","0.1","0.5","0.1","0.4","0.0","0.0"
光明里,新北市,永和區,65000040-004,"2.3634231765311506","0.3","0.5","0.2","0.4","0.0","0.0"
仁愛里,新北市,永和區,65000040-005,"3.487676496953046","0.1","0.4","0.3","0.4","0.0","0.0"
永貞里,新北市,永和區,65000040-006,"2.358382105253118","0.3","0.5","0.2","0.4","0.0","0.0"
永福里,新北市,永和區,65000040-007,"2.42306219597805","0.3","0.5","0.2","0.4","0.0","0.0"
民治里,新北市,永和區,65000040-008,"2.1074577287532565","0.4","0.5","0.3","0.3","0.0","0.0"
永成里,新北市,永和區,65000040-009,"2.306262556677475","0.2","0.5","0.4","0.2","0.0","0.0"
忠義里,新北市,永和區,65000040-010,"1.588631492250942","0.2","0.4","0.3","0.2","0.0","0.0"
永元里,新北市,永和區,65000040-011,"2.0020609159546865","0.5","0.4","0.4","0.4","0.0","0.0"
秀林里,新北市,永和區,65000040-012,"2.3702604608198348","0.5","0.3","0.5","0.4","0.0","0.0"
保安里,新北市,永和區,65000040-013,"2.2576664596859253","0.4","0.2","0.1","0.5","0.0","0.0"
中溪里,新北市,永和區,65000040-014,"2.7151312609602227","0.2","0.3","0.3","0.4","0.0","0.0"
永安里,新北市,永和區,65000040-015,"2.3487249758449797","0.3","0.3","0.3","0.5","0.0","0.0"
民族里,新北市,永和區,65000040-016,"2.735433349607451","0.5","0.4","0.2","0.4","0.0","0.0"
民權里,新北市,永和區,65000040-017,"3.24110520978365","0.5","0.4","0.4","0.4","0.0","0.0"
中興里,新北市,永和區,65000040-018,"2.4283938970199817","0.4","0.5","0.5","0.5","0.0","0.0"
勵行里,新北市,永和區,65000040-019,"2.7343440546979187","0.2","0.5","0.4","0.3","0.0","0.0"
秀朗里,新北市,永和區,65000040-020,"1.4637666456235707","0.4","0.4","0.3","0.3","0.0","0.0"
秀成里,新北市,永和區,65000040-021,"2.2300290429477134","0.3","0.4","0.3","0.3","0.0","0.0"
上溪里,新北市,永和區,65000040-022,"2.513094398311165","0.1","0.5","0.2","0.3","0.0","0.0"
竹林里,新北市,永和區,65000040-023,"1.062625571609491","0.3","0.5","0.3","0.3","0.0","0.0"
雙和里,新北市,永和區,65000040-024,"4.214569986106246","0.4","0.3","0.3","0.4","0.0","0.0"
安和里,新北市,永和區,65000040-025,"4.3556029326710455","0.3","0.4","0.2","0.4","0.0","0.0"
水源里,新北市,永和區,65000040-026,"4.2176918605586","0.4","0.4","0.2","0.3","0.0","0.0"
協和里,新北市,永和區,65000040-027,"1.2713564672420012","0.2","0.4","0.3","0.3","0.0","0.0"
河堤里,新北市,永和區,65000040-028,"1.7847165217753778","0.3","0.3","0.3","0.5","0.0","0.0"
頂溪里,新北市,永和區,65000040-029,"2.3729824276561167","0.3","0.5","0.3","0.4","0.0","0.0"
潭墘里,新北市,永和區,65000040-030,"3.4402866953818725","0.4","0.3","0.4","0.5","0.0","0.0"
潭安里,新北市,永和區,65000040-031,"1.8861637828771824","0.4","0.4","0.2","0.4","0.0","0.0"
大新里,新北市,永和區,65000040-032,"1.5651107740087027","0.3","0.4","0.4","0.4","0.0","0.0"
保平里,新北市,永和區,65000040-033,"1.8961316196418443","0.5","0.4","0.1","0.4","0.0","0.0"
民本里,新北市,永和區,65000040-034,"0.09371088562815444","0.5","0.3","0.3","0.5","0.0","0.0"
民樂里,新北市,永和區,65000040-035,"1.0471678381897533","0.4","0.4","0.1","0.5","0.0","0.0"
光復里,新北市,永和區,65000040-036,"2.8602147190458513","0.3","0.5","0.5","0.4","0.0","0.0"
復興里,新北市,永和區,65000040-037,"2.5835435805795868","0.3","0.5","0.4","0.4","0.0","0.0"
福和里,新北市,永和區,65000040-038,"2.3952729240474864","0.4","0.4","0.3","0.5","0.0","0.0"
得和里,新北市,永和區,65000040-039,"2.2599274923720247","0.3","0.5","0.3","0.4","0.0","0.0"
智光里,新北市,永和區,65000040-040,"2.796872020112422","0.5","0.4","0.2","0.2","0.0","1.0"
新生里,新北市,永和區,65000040-041,"1.6359102839649597","0.1","0.3","0.5","0.4","0.0","0.0"
大同里,新北市,永和區,65000040-042,"1.1526499592241175","0.2","0.3","0.5","0.3","0.0","0.0"
前溪里,新北市,永和區,65000040-043,"2.555076364999279","0.2","0.5","0.3","0.4","0.0","0.0"
和平里,新北市,永和區,65000040-044,"2.1005292424752664","0.4","0.4","0.2","0.4","0.0","0.0"
新?里,新北市,永和區,65000040-045,"-1.8251800564650722","0.2","0.5","0.3","0.4","0.0","0.0"
下溪里,新北市,永和區,65000040-046,"1.9383670563215962","0.2","0.2","0.5","0.4","0.0","0.0"
秀和里,新北市,永和區,65000040-047,"2.289190983151304","0.3","0.4","0.2","0.5","0.0","0.0"
河濱里,新北市,永和區,65000040-048,"2.6262340236638027","0.4","0.4","0.5","0.4","0.0","0.0"
民生里,新北市,永和區,65000040-049,"1.5592827197744348","0.5","0.4","0.4","0.3","0.0","0.0"
秀得里,新北市,永和區,65000040-050,"1.0878709739429948","0.5","0.3","0.3","0.3","0.0","0.0"
上林里,新北市,永和區,65000040-051,"2.582136468564201","0.4","0.5","0.3","0.4","0.0","0.0"
網溪里,新北市,永和區,65000040-052,"2.9327757337476936","0.3","0.4","0.4","0.3","0.0","0.0"
正興里,新北市,永和區,65000040-053,"2.533319685244412","0.2","0.5","0.2","0.4","0.0","0.0"
永興里,新北市,永和區,65000040-054,"3.376488989757654","0.5","0.5","0.4","0.4","0.0","0.0"
桂林里,新北市,永和區,65000040-055,"2.3385731839588635","0.3","0.4","0.3","0.3","0.0","0.0"
店街里,新北市,永和區,65000040-056,"1.4049640138717998","0.3","0.4","0.3","0.5","0.0","0.0"
信義里,新北市,永和區,65000040-057,"3.6203246048869406","0.2","0.4","0.3","0.4","0.0","0.0"
後溪里,新北市,永和區,65000040-058,"3.807174059323964","0.2","0.5","0.5","0.5","0.0","0.0"
民富里,新北市,永和區,65000040-059,"0.8949794503872786","0.5","0.3","0.2","0.3","0.0","0.0"
秀元里,新北市,永和區,65000040-060,"1.9336062177491957","0.5","0.5","0.5","0.3","0.0","0.0"
永樂里,新北市,永和區,65000040-061,"2.496822429898309","0.4","0.3","0.5","0.4","0.0","0.0"
保順里,新北市,永和區,65000040-062,"2.331455983426606","0.4","0.1","0.5","0.5","0.0","0.0"
海山里,新北市,新莊區,65000050-001,"0.633397060811969","0.3","0.3","0.2","0.2","0.0","0.0"
頭前里,新北市,新莊區,65000050-002,"4.642844483027259","0.5","0.1","0.5","0.5","0.0","0.0"
國泰里,新北市,新莊區,65000050-003,"3.840757655318884","0.4","0.4","0.4","0.1","0.0","0.0"
全安里,新北市,新莊區,65000050-004,"3.9165752190114076","0.4","0.3","0.2","0.3","0.0","0.0"
福基里,新北市,新莊區,65000050-005,"5.824098442732522","0.4","0.1","0.5","0.5","0.0","0.0"
豐年里,新北市,新莊區,65000050-006,"1.1423483835612147","0.4","0.2","0.2","0.1","0.0","0.0"
忠孝里,新北市,新莊區,65000050-007,"4.306018408780177","0.4","0.2","0.5","0.3","0.0","0.0"
恆安里,新北市,新莊區,65000050-008,"6.115680563152562","0.4","0.3","0.2","0.3","0.0","1.0"
後港里,新北市,新莊區,65000050-009,"1.8501783817053419","0.2","0.1","0.4","0.2","0.0","0.0"
文衡里,新北市,新莊區,65000050-010,"4.792369067516628","0.5","0.4","0.4","0.3","0.0","0.0"
中美里,新北市,新莊區,65000050-011,"3.446642527470282","0.5","0.2","0.5","0.3","0.0","0.0"
八德里,新北市,新莊區,65000050-012,"1.7445597686186345","0.2","0.2","0.2","0.1","0.0","0.0"
興漢里,新北市,新莊區,65000050-013,"6.620289029306666","0.4","0.5","0.2","0.3","0.0","0.0"
中和里,新北市,新莊區,65000050-014,"3.3989657259322312","0.3","0.3","0.2","0.3","0.0","0.0"
西盛里,新北市,新莊區,65000050-015,"2.4264642184632628","0.5","0.1","0.5","0.3","0.0","0.0"
榮和里,新北市,新莊區,65000050-016,"4.839072742931047","0.1","0.2","0.5","0.3","0.0","0.0"
中泰里,新北市,新莊區,65000050-017,"1.0615164967982822","0.4","0.3","0.1","0.1","0.0","0.0"
瓊林里,新北市,新莊區,65000050-018,"2.2119783985352552","0.4","0.2","0.2","0.2","0.0","0.0"
文德里,新北市,新莊區,65000050-019,"4.901967956628178","0.4","0.3","0.2","0.4","0.0","0.0"
中誠里,新北市,新莊區,65000050-020,"-0.058685482128308014","0.3","0.3","0.2","0.2","0.0","0.0"
裕民里,新北市,新莊區,65000050-021,"2.5205503049251505","0.5","0.1","0.1","0.2","0.0","0.0"
文明里,新北市,新莊區,65000050-022,"8.126988988748742","0.3","0.3","0.3","0.3","0.0","1.0"
中港里,新北市,新莊區,65000050-023,"0.3380352520782022","0.5","0.1","0.2","0.3","0.0","0.0"
富國里,新北市,新莊區,65000050-024,"3.99622346603182","0.3","0.2","0.4","0.1","0.0","0.0"
思源里,新北市,新莊區,65000050-025,"2.8278989035837716","0.4","0.2","0.3","0.2","0.0","0.0"
立人里,新北市,新莊區,65000050-026,"8.335233728006122","0.5","0.3","0.1","0.4","0.0","1.0"
南港里,新北市,新莊區,65000050-027,"2.2830910949065575","0.2","0.1","0.1","0.2","0.0","0.0"
仁愛里,新北市,新莊區,65000050-028,"2.643181291566875","0.2","0.3","0.2","0.1","0.0","0.0"
立德里,新北市,新莊區,65000050-029,"6.001560233047742","0.3","0.3","0.2","0.3","0.0","0.0"
信義里,新北市,新莊區,65000050-030,"3.252247653774781","0.4","0.2","0.1","0.2","0.0","0.0"
立言里,新北市,新莊區,65000050-031,"3.7171963382181112","0.4","0.3","0.1","0.2","0.0","0.0"
民安里,新北市,新莊區,65000050-032,"0.2174671165581531","0.5","0.1","0.2","0.2","0.0","0.0"
和平里,新北市,新莊區,65000050-033,"3.8021496184515318","0.4","0.1","0.2","0.1","0.0","0.0"
立功里,新北市,新莊區,65000050-034,"2.4144616623656905","0.3","0.3","0.2","0.1","0.0","0.0"
民本里,新北市,新莊區,65000050-035,"0.2924040168034477","0.2","0.2","0.4","0.1","0.0","0.0"
化成里,新北市,新莊區,65000050-036,"3.6958084526028574","0.3","0.1","0.5","0.3","0.0","0.0"
立志里,新北市,新莊區,65000050-037,"2.6584329268907636","0.4","0.3","0.2","0.2","0.0","0.0"
光華里,新北市,新莊區,65000050-038,"-0.16087683844082099","0.5","0.1","0.1","0.2","0.0","0.0"
思賢里,新北市,新莊區,65000050-039,"2.8069742254630032","0.4","0.2","0.2","0.3","0.0","0.0"
營盤里,新北市,新莊區,65000050-040,"6.989728935861789","0.2","0.4","0.3","0.2","0.0","1.0"
光榮里,新北市,新莊區,65000050-041,"0.6518540999949455","0.5","0.1","0.3","0.2","0.0","0.0"
自強里,新北市,新莊區,65000050-042,"0.8495707627914565","0.2","0.4","0.2","0.1","0.0","0.0"
丹鳳里,新北市,新莊區,65000050-043,"6.018643278469968","0.5","0.1","0.3","0.2","1.0","1.0"
光明里,新北市,新莊區,65000050-044,"1.9630852869912776","0.5","0.1","0.5","0.2","0.0","0.0"
自立里,新北市,新莊區,65000050-045,"1.766484897473715","0.4","0.2","0.2","0.2","0.0","0.0"
合鳳里,新北市,新莊區,65000050-046,"2.1911077146050415","0.4","0.2","0.5","0.1","0.0","0.0"
幸福里,新北市,新莊區,65000050-047,"0.8992087923489379","0.3","0.3","0.1","0.1","0.0","0.0"
雙鳳里,新北市,新莊區,65000050-048,"2.294588822240685","0.5","0.1","0.5","0.4","0.0","0.0"
自信里,新北市,新莊區,65000050-049,"0.8562665401464569","0.3","0.2","0.2","0.2","0.0","0.0"
龍鳳里,新北市,新莊區,65000050-050,"2.803081717807243","0.5","0.1","0.5","0.4","0.0","0.0"
中華里,新北市,新莊區,65000050-051,"1.5422181935768156","0.3","0.1","0.3","0.4","0.0","0.0"
中隆里,新北市,新莊區,65000050-052,"3.1758727956428396","0.5","0.1","0.5","0.4","0.0","0.0"
中原里,新北市,新莊區,65000050-053,"6.455993055421732","0.5","0.1","0.5","0.4","0.0","1.0"
中信里,新北市,新莊區,65000050-054,"0.7953581862599931","0.5","0.1","0.2","0.3","0.0","0.0"
四維里,新北市,新莊區,65000050-055,"1.9556233517669825","0.3","0.1","0.1","0.1","0.0","0.0"
建福里,新北市,新莊區,65000050-056,"3.166633944317132","0.2","0.2","0.4","0.1","0.0","0.0"
中宏里,新北市,新莊區,65000050-057,"0.3897519954044555","0.3","0.1","0.2","0.2","0.0","0.0"
中全里,新北市,新莊區,65000050-058,"0.13349120275804302","0.3","0.2","0.3","0.1","0.0","0.0"
立泰里,新北市,新莊區,65000050-059,"2.969430438062287","0.4","0.2","0.5","0.3","0.0","0.0"
全泰里,新北市,新莊區,65000050-060,"5.021897213802001","0.4","0.3","0.1","0.3","0.0","0.0"
仁義里,新北市,新莊區,65000050-061,"1.3805871627781388","0.2","0.2","0.3","0.1","0.0","0.0"
立基里,新北市,新莊區,65000050-062,"2.518483068822907","0.3","0.1","0.1","0.3","0.0","0.0"
昌明里,新北市,新莊區,65000050-063,"3.6415658108532325","0.4","0.1","0.2","0.2","0.0","0.0"
昌平里,新北市,新莊區,65000050-064,"5.911955833420257","0.5","0.1","0.5","0.5","0.0","0.0"
文聖里,新北市,新莊區,65000050-065,"5.5250189610004945","0.5","0.4","0.3","0.4","0.0","0.0"
萬安里,新北市,新莊區,65000050-066,"2.6010978624668817","0.4","0.2","0.3","0.1","0.0","0.0"
龍安里,新北市,新莊區,65000050-067,"3.1408620836915073","0.4","0.2","0.2","0.1","0.0","0.0"
福營里,新北市,新莊區,65000050-068,"6.626136662496688","0.1","0.3","0.4","0.2","0.0","1.0"
後德里,新北市,新莊區,65000050-069,"4.313186220373145","0.2","0.1","0.4","0.3","0.0","0.0"
建安里,新北市,新莊區,65000050-070,"1.9745368111245303","0.2","0.1","0.2","0.2","0.0","0.0"
成德里,新北市,新莊區,65000050-071,"1.6182835197646777","0.4","0.1","0.5","0.1","0.0","0.0"
福興里,新北市,新莊區,65000050-072,"2.902269005915626","0.3","0.1","0.5","0.2","0.0","0.0"
昌信里,新北市,新莊區,65000050-073,"2.8778255993485797","0.4","0.1","0.2","0.3","0.0","0.0"
昌隆里,新北市,新莊區,65000050-074,"1.1305354595115835","0.3","0.1","0.2","0.3","0.0","0.0"
中平里,新北市,新莊區,65000050-075,"0.8690619035065325","0.5","0.1","0.5","0.4","0.0","0.0"
立廷里,新北市,新莊區,65000050-076,"4.26933995810579","0.5","0.1","0.5","0.4","0.0","0.0"
泰豐里,新北市,新莊區,65000050-077,"5.859384403189284","0.4","0.1","0.5","0.2","0.0","0.0"
富民里,新北市,新莊區,65000050-078,"2.744266594179579","0.2","0.1","0.2","0.1","0.0","0.0"
龍福里,新北市,新莊區,65000050-079,"2.232335537600557","0.2","0.1","0.3","0.2","0.0","0.0"
祥鳳里,新北市,新莊區,65000050-080,"0.027964165688042386","0.5","0.1","0.4","0.1","0.0","0.0"
民全里,新北市,新莊區,65000050-081,"2.1327600199447754","0.4","0.1","0.4","0.2","0.0","0.0"
民有里,新北市,新莊區,65000050-082,"-0.39387967299710214","0.3","0.1","0.3","0.2","0.0","0.0"
光正里,新北市,新莊區,65000050-083,"0.7831438838472694","0.5","0.1","0.2","0.2","0.0","0.0"
光和里,新北市,新莊區,65000050-084,"0.6736490897878149","0.5","0.1","0.2","0.1","0.0","0.0"
國豐里,新北市,新店區,65000060-001,"5.1805808813382175","0.1","0.5","0.1","0.4","0.0","1.0"
明德里,新北市,新店區,65000060-002,"4.042052757233289","0.1","0.4","0.5","0.4","0.0","1.0"
大豐里,新北市,新店區,65000060-003,"4.3467874135763305","0.2","0.5","0.2","0.4","0.0","0.0"
大同里,新北市,新店區,65000060-004,"3.0609188898158983","0.1","0.5","0.1","0.4","0.0","0.0"
江陵里,新北市,新店區,65000060-005,"3.5589313798099496","0.1","0.4","0.3","0.5","0.0","0.0"
寶興里,新北市,新店區,65000060-006,"5.561030031481474","0.1","0.4","0.5","0.5","0.0","1.0"
寶安里,新北市,新店區,65000060-007,"4.930719723275222","0.1","0.5","0.5","0.4","0.0","1.0"
信義里,新北市,新店區,65000060-008,"3.544920437561154","0.1","0.3","0.4","0.5","0.0","0.0"
忠孝里,新北市,新店區,65000060-009,"3.4125813565805485","0.1","0.4","0.5","0.4","0.0","0.0"
大鵬里,新北市,新店區,65000060-010,"3.855579231029808","0.1","0.5","0.4","0.5","0.0","0.0"
太平里,新北市,新店區,65000060-011,"4.9846090346033245","0.1","0.3","0.2","0.3","0.0","0.0"
頂城里,新北市,新店區,65000060-012,"4.122522042913625","0.1","0.4","0.3","0.2","0.0","0.0"
下城里,新北市,新店區,65000060-013,"0.38492145260699895","0.3","0.3","0.4","0.5","0.0","0.0"
柴埕里,新北市,新店區,65000060-014,"0.9842809431690731","0.3","0.1","0.4","0.3","0.0","0.0"
永安里,新北市,新店區,65000060-015,"2.0931301268854345","0.2","0.2","0.3","0.2","0.0","0.0"
公崙里,新北市,新店區,65000060-016,"-0.8993533039525758","0.4","0.1","0.5","0.4","0.0","0.0"
德安里,新北市,新店區,65000060-017,"0.15713348459281323","0.2","0.2","0.2","0.2","0.0","0.0"
雙城里,新北市,新店區,65000060-018,"-0.04012785003796748","0.2","0.3","0.2","0.1","0.0","0.0"
日興里,新北市,新店區,65000060-019,"-1.5251986382704328","0.1","0.2","0.2","0.1","0.0","0.0"
玫瑰里,新北市,新店區,65000060-020,"-1.7310592520121135","0.2","0.2","0.2","0.2","0.0","0.0"
塗潭里,新北市,新店區,65000060-021,"2.080486476454295","0.2","0.5","0.4","0.1","0.0","0.0"
美潭里,新北市,新店區,65000060-022,"-0.5940470975875835","0.2","0.3","0.4","0.3","0.0","0.0"
員潭里,新北市,新店區,65000060-023,"0.12398386586609234","0.2","0.2","0.5","0.2","0.0","0.0"
雙坑里,新北市,新店區,65000060-024,"1.3112666537672097","0.2","0.5","0.4","0.1","0.0","0.0"
粗坑里,新北市,新店區,65000060-025,"1.3906323353390162","0.1","0.4","0.5","0.4","0.0","0.0"
屈尺里,新北市,新店區,65000060-026,"1.5278923817579135","0.1","0.5","0.5","0.1","0.0","0.0"
龜山里,新北市,新店區,65000060-027,"0.7344689940172583","0.1","0.5","0.5","0.2","0.0","0.0"
廣興里,新北市,新店區,65000060-028,"2.2125094933722087","0.1","0.5","0.4","0.2","0.0","0.0"
直潭里,新北市,新店區,65000060-029,"2.3940302765744743","0.1","0.4","0.4","0.3","0.0","0.0"
青潭里,新北市,新店區,65000060-030,"1.369577576892559","0.2","0.2","0.4","0.3","0.0","0.0"
新店里,新北市,新店區,65000060-031,"4.411404140436282","0.1","0.5","0.4","0.3","0.0","0.0"
