VILLAGE,COUNTY,TOWN,V_ID,QoL,Child Dependency Ratio,Elderly Dependency Ratio,Social Increase,Average Income,Metro 300 Multi,Metro 500 Multi
新福里,臺北市,中山區,63000040-020,"4.104516676690363","0.4","0.4","0.2","0.4","0.0","1.0"
松江里,臺北市,中山區,63000040-021,"3.5803506893910035","0.5","0.5","0.1","0.5","0.0","0.0"
新生里,臺北市,中山區,63000040-022,"4.866061281109067","0.2","0.5","0.1","0.4","0.0","1.0"
中庄里,臺北市,中山區,63000040-023,"4.676677380071414","0.2","0.5","0.1","0.4","0.0","1.0"
行政里,臺北市,中山區,63000040-024,"0.47998283888482957","0.1","0.5","0.1","0.4","0.0","0.0"
行仁里,臺北市,中山區,63000040-025,"0.642087278504234","0.3","0.4","0.1","0.3","0.0","0.0"
行孝里,臺北市,中山區,63000040-026,"0.03226028596790187","0.3","0.3","0.5","0.3","0.0","0.0"
下埤里,臺北市,中山區,63000040-027,"2.6862581792267095","0.2","0.4","0.1","0.4","0.0","0.0"
江寧里,臺北市,中山區,63000040-028,"3.7063999701519896","0.4","0.4","0.1","0.5","0.0","0.0"
江山里,臺北市,中山區,63000040-029,"4.369446260815119","0.3","0.5","0.1","0.5","0.0","0.0"
中吉里,臺北市,中山區,63000040-030,"6.104880062322537","0.5","0.4","0.1","0.5","0.0","1.0"
中原里,臺北市,中山區,63000040-031,"5.825136290299242","0.4","0.5","0.3","0.5","0.0","1.0"
興亞里,臺北市,中山區,63000040-032,"6.1604987339853166","0.4","0.5","0.5","0.5","0.0","1.0"
中央里,臺北市,中山區,63000040-033,"7.096569156911732","0.5","0.4","0.2","0.5","0.0","1.0"
朱馥里,臺北市,中山區,63000040-034,"5.048757638619712","0.4","0.4","0.1","0.4","0.0","1.0"
龍洲里,臺北市,中山區,63000040-035,"5.892022958641817","0.2","0.4","0.1","0.5","0.0","1.0"
朱園里,臺北市,中山區,63000040-036,"6.291734531020521","0.4","0.4","0.3","0.5","0.0","1.0"
埤頭里,臺北市,中山區,63000040-037,"3.3783268948954555","0.2","0.5","0.2","0.5","0.0","0.0"
朱崙里,臺北市,中山區,63000040-038,"3.955516218813508","0.3","0.4","0.3","0.5","0.0","0.0"
力行里,臺北市,中山區,63000040-039,"4.95228870920091","0.4","0.5","0.4","0.5","0.0","0.0"
復華里,臺北市,中山區,63000040-040,"4.865032160272794","0.5","0.4","0.2","0.5","0.0","0.0"
金泰里,臺北市,中山區,63000040-041,"9.147736937987057","0.5","0.1","0.5","0.5","0.0","1.0"
北安里,臺北市,中山區,63000040-042,"4.782083334388559","0.5","0.5","0.2","0.4","0.0","0.0"
水源里,臺北市,中正區,63000050-001,"6.637401372178335","0.5","0.5","0.2","0.5","0.0","0.0"
富水里,臺北市,中正區,63000050-002,"7.6603472394441585","0.5","0.3","0.2","0.5","0.0","1.0"
文盛里,臺北市,中正區,63000050-003,"6.762585499652991","0.4","0.5","0.5","0.5","0.0","1.0"
林興里,臺北市,中正區,63000050-004,"5.898609686898326","0.4","0.4","0.2","0.5","0.0","0.0"
河堤里,臺北市,中正區,63000050-005,"6.853064119205866","0.2","0.5","0.1","0.5","0.0","1.0"
頂東里,臺北市,中正區,63000050-006,"5.664020102025156","0.3","0.5","0.2","0.5","0.0","1.0"
網溪里,臺北市,中正區,63000050-007,"3.872803553260789","0.3","0.5","0.1","0.5","0.0","0.0"
板溪里,臺北市,中正區,63000050-008,"4.586694783466527","0.3","0.5","0.2","0.5","0.0","0.0"
螢圃里,臺北市,中正區,63000050-009,"2.3022589835451246","0.2","0.5","0.1","0.5","0.0","0.0"
螢雪里,臺北市,中正區,63000050-010,"3.270479733744983","0.2","0.5","0.1","0.4","0.0","0.0"
永功里,臺北市,中正區,63000050-011,"0.8170468418119795","0.5","0.3","0.5","0.4","0.0","0.0"
永昌里,臺北市,中正區,63000050-012,"-0.08108433777120061","0.2","0.5","0.1","0.3","0.0","0.0"
龍興里,臺北市,中正區,63000050-013,"2.355497327323538","0.5","0.2","0.1","0.4","0.0","0.0"
忠勤里,臺北市,中正區,63000050-014,"-1.1816516343503627","0.1","0.4","0.1","0.1","0.0","0.0"
廈安里,臺北市,中正區,63000050-015,"3.1187001028664376","0.5","0.2","0.1","0.5","0.0","0.0"
愛國里,臺北市,中正區,63000050-016,"4.739330552220741","0.5","0.4","0.2","0.5","0.0","0.0"
南門里,臺北市,中正區,63000050-017,"7.093789074999523","0.5","0.5","0.2","0.5","0.0","1.0"
龍光里,臺北市,中正區,63000050-018,"5.298858795253397","0.5","0.4","0.1","0.5","0.0","1.0"
南福里,臺北市,中正區,63000050-019,"8.255942635941707","0.5","0.2","0.5","0.5","0.0","1.0"
龍福里,臺北市,中正區,63000050-020,"8.18089478368477","0.5","0.3","0.1","0.5","0.0","1.0"
新營里,臺北市,中正區,63000050-021,"8.986916732975622","0.5","0.2","0.1","0.5","0.0","1.0"
建國里,臺北市,中正區,63000050-022,"8.620202014035327","0.5","0.2","0.3","0.5","0.0","1.0"
光復里,臺北市,中正區,63000050-023,"8.05091339579741","0.5","0.3","0.4","0.5","1.0","1.0"
黎明里,臺北市,中正區,63000050-024,"9.359586464686968","0.5","0.3","0.5","0.5","1.0","1.0"
梅花里,臺北市,中正區,63000050-025,"6.896329613626504","0.4","0.5","0.2","0.5","0.0","1.0"
幸福里,臺北市,中正區,63000050-026,"5.924423460030084","0.4","0.5","0.4","0.5","0.0","1.0"
幸市里,臺北市,中正區,63000050-027,"5.252108710240821","0.4","0.5","0.1","0.5","0.0","1.0"
東門里,臺北市,中正區,63000050-028,"8.842727598076191","0.5","0.5","0.1","0.5","0.0","1.0"
文北里,臺北市,中正區,63000050-029,"4.488989108935614","0.5","0.5","0.1","0.5","0.0","0.0"
文祥里,臺北市,中正區,63000050-030,"5.565202993014011","0.5","0.3","0.1","0.5","0.0","0.0"
三愛里,臺北市,中正區,63000050-031,"6.691874580458139","0.5","0.5","0.1","0.5","0.0","1.0"
玉泉里,臺北市,大同區,63000060-001,"8.532094160818092","0.3","0.5","0.2","0.4","1.0","1.0"
建明里,臺北市,大同區,63000060-002,"7.271184432863044","0.4","0.5","0.1","0.4","1.0","1.0"
建功里,臺北市,大同區,63000060-003,"5.518844115721564","0.4","0.4","0.1","0.4","1.0","1.0"
建泰里,臺北市,大同區,63000060-004,"6.887444620397445","0.5","0.4","0.2","0.5","0.0","1.0"
永樂里,臺北市,大同區,63000060-005,"6.15697543811152","0.4","0.4","0.1","0.5","0.0","1.0"
朝陽里,臺北市,大同區,63000060-006,"3.847007381864345","0.2","0.4","0.1","0.4","0.0","1.0"
星明里,臺北市,大同區,63000060-007,"5.949424006410843","0.5","0.3","0.1","0.4","0.0","1.0"
光能里,臺北市,大同區,63000060-008,"7.108992196874956","0.5","0.3","0.1","0.4","1.0","1.0"
大有里,臺北市,大同區,63000060-009,"3.506091532743926","0.4","0.4","0.1","0.4","0.0","0.0"
延平里,臺北市,大同區,63000060-010,"4.223371949300548","0.3","0.4","0.2","0.3","0.0","0.0"
雙連里,臺北市,大同區,63000060-011,"7.124415530436724","0.5","0.3","0.1","0.4","1.0","1.0"
南芳里,臺北市,大同區,63000060-012,"6.589397688824708","0.5","0.4","0.1","0.4","0.0","0.0"
民權里,臺北市,大同區,63000060-013,"8.608114420586132","0.5","0.3","0.1","0.5","1.0","1.0"
景星里,臺北市,大同區,63000060-014,"5.230427234212991","0.4","0.5","0.2","0.3","0.0","0.0"
隆和里,臺北市,大同區,63000060-015,"5.69002548171851","0.5","0.4","0.5","0.4","0.0","0.0"
蓬萊里,臺北市,大同區,63000060-016,"6.428395367716963","0.4","0.4","0.2","0.4","0.0","1.0"
國順里,臺北市,大同區,63000060-017,"4.2069519632288195","0.3","0.4","0.3","0.2","0.0","0.0"
國慶里,臺北市,大同區,63000060-018,"5.538827617817116","0.5","0.3","0.4","0.4","0.0","0.0"
揚雅里,臺北市,大同區,63000060-019,"4.470501325067133","0.1","0.5","0.3","0.4","0.0","1.0"
斯文里,臺北市,大同區,63000060-020,"5.441817372469521","0.2","0.4","0.1","0.4","0.0","1.0"
鄰江里,臺北市,大同區,63000060-021,"2.4403048039293647","0.3","0.4","0.2","0.3","0.0","0.0"
至聖里,臺北市,大同區,63000060-022,"5.205179475952657","0.2","0.4","0.1","0.4","0.0","0.0"
老師里,臺北市,大同區,63000060-024,"3.5504122512505942","0.3","0.4","0.1","0.3","0.0","0.0"
重慶里,臺北市,大同區,63000060-025,"5.8430799338685","0.4","0.3","0.5","0.4","0.0","0.0"
保安里,臺北市,大同區,63000060-026,"4.257013325446258","0.3","0.5","0.1","0.4","0.0","0.0"
福星里,臺北市,萬華區,63000070-001,"7.288862352906856","0.3","0.5","0.1","0.4","0.0","1.0"
萬壽里,臺北市,萬華區,63000070-002,"6.239369753797708","0.2","0.5","0.2","0.4","0.0","1.0"
西門里,臺北市,萬華區,63000070-003,"4.654613988346342","0.3","0.4","0.1","0.4","0.0","0.0"
新起里,臺北市,萬華區,63000070-004,"3.6989154468399597","0.2","0.5","0.2","0.4","0.0","0.0"
菜園里,臺北市,萬華區,63000070-005,"2.5369123893461816","0.3","0.4","0.1","0.4","0.0","0.0"
青山里,臺北市,萬華區,63000070-006,"3.7426332140495906","0.2","0.4","0.4","0.3","0.0","0.0"
富民里,臺北市,萬華區,63000070-007,"3.444081287946524","0.2","0.5","0.1","0.3","0.0","0.0"
福音里,臺北市,萬華區,63000070-008,"4.212908356366965","0.3","0.4","0.2","0.3","0.0","0.0"
仁德里,臺北市,萬華區,63000070-009,"4.290679472227465","0.2","0.5","0.2","0.4","0.0","1.0"
富福里,臺北市,萬華區,63000070-010,"2.259255028549213","0.1","0.5","0.4","0.4","0.0","0.0"
頂碩里,臺北市,萬華區,63000070-011,"2.5711291199328645","0.2","0.4","0.1","0.3","0.0","0.0"
雙園里,臺北市,萬華區,63000070-012,"3.9756948074492775","0.4","0.3","0.2","0.4","0.0","0.0"
新忠里,臺北市,萬華區,63000070-013,"1.4527787742069174","0.2","0.5","0.4","0.4","0.0","0.0"
新和里,臺北市,萬華區,63000070-014,"1.2053128069371768","0.2","0.5","0.1","0.4","0.0","0.0"
糖?里,臺北市,萬華區,63000070-015,"-3.1043941210379997","0.2","0.4","0.1","0.3","0.0","0.0"
和平里,臺北市,萬華區,63000070-016,"2.172782068738831","0.2","0.4","0.1","0.2","0.0","0.0"
綠堤里,臺北市,萬華區,63000070-017,"0.6751989848288544","0.2","0.5","0.2","0.1","0.0","0.0"
華江里,臺北市,萬華區,63000070-018,"2.255385252357942","0.2","0.3","0.1","0.2","0.0","0.0"
柳鄉里,臺北市,萬華區,63000070-019,"4.044916640176915","0.3","0.4","0.1","0.2","0.0","0.0"
日善里,臺北市,萬華區,63000070-020,"2.120283729071828","0.5","0.3","0.2","0.3","0.0","0.0"
新安里,臺北市,萬華區,63000070-021,"-0.4779509158533278","0.2","0.4","0.1","0.2","0.0","0.0"
忠德里,臺北市,萬華區,63000070-022,"1.160703210386932","0.4","0.4","0.3","0.3","0.0","0.0"
孝德里,臺北市,萬華區,63000070-023,"3.5822903878612733","0.2","0.4","0.3","0.3","0.0","0.0"
和德里,臺北市,萬華區,63000070-024,"1.9584499938906161","0.2","0.3","0.1","0.2","0.0","0.0"
錦德里,臺北市,萬華區,63000070-025,"2.6219786620607515","0.3","0.4","0.1","0.2","0.0","0.0"
全德里,臺北市,萬華區,63000070-026,"1.69331512734495","0.5","0.4","0.2","0.4","0.0","0.0"
保德里,臺北市,萬華區,63000070-027,"2.2373268292512636","0.4","0.4","0.1","0.4","0.0","0.0"
銘德里,臺北市,萬華區,63000070-028,"2.405356924720383","0.3","0.4","0.1","0.3","0.0","0.0"
榮德里,臺北市,萬華區,63000070-029,"2.08962841146834","0.3","0.4","0.2","0.2","0.0","0.0"
壽德里,臺北市,萬華區,63000070-030,"1.3804673709807995","0.4","0.4","0.1","0.3","0.0","0.0"
興德里,臺北市,萬華區,63000070-031,"2.6056499694735975","0.4","0.4","0.1","0.2","0.0","0.0"
華中里,臺北市,萬華區,63000070-032,"1.8462533389840154","0.3","0.4","0.1","0.3","0.0","0.0"
日祥里,臺北市,萬華區,63000070-033,"1.6742205229850564","0.3","0.4","0.3","0.3","0.0","0.0"
忠貞里,臺北市,萬華區,63000070-034,"0.8371839596382298","0.2","0.5","0.3","0.2","0.0","0.0"
凌霄里,臺北市,萬華區,63000070-035,"0.5712371599015997","0.2","0.3","0.2","0.2","0.0","0.0"
騰雲里,臺北市,萬華區,63000070-036,"4.404452378940803","0.2","0.5","0.3","0.3","0.0","0.0"
景行里,臺北市,文山區,63000080-001,"5.470498682600512","0.5","0.2","0.5","0.5","0.0","0.0"
景東里,臺北市,文山區,63000080-002,"4.239616443763847","0.5","0.2","0.1","0.4","0.0","0.0"
景美里,臺北市,文山區,63000080-003,"5.72005365642651","0.5","0.4","0.1","0.5","0.0","0.0"
景慶里,臺北市,文山區,63000080-004,"6.095534752844626","0.5","0.3","0.1","0.4","0.0","0.0"
景仁里,臺北市,文山區,63000080-005,"7.795097515169075","0.5","0.3","0.5","0.5","0.0","1.0"
景華里,臺北市,文山區,63000080-006,"5.420724361730544","0.5","0.4","0.1","0.5","0.0","0.0"
萬有里,臺北市,文山區,63000080-007,"6.80294713335959","0.5","0.3","0.1","0.5","0.0","1.0"
萬祥里,臺北市,文山區,63000080-008,"4.164146320543148","0.5","0.4","0.2","0.4","0.0","0.0"
萬隆里,臺北市,文山區,63000080-009,"5.075236814580115","0.5","0.3","0.1","0.5","0.0","0.0"
萬年里,臺北市,文山區,63000080-010,"6.815440023219066","0.3","0.5","0.2","0.5","0.0","0.0"
萬和里,臺北市,文山區,63000080-011,"5.593179168187907","0.4","0.5","0.3","0.5","0.0","0.0"
萬盛里,臺北市,文山區,63000080-012,"5.533796026455576","0.3","0.5","0.2","0.4","0.0","0.0"
興豐里,臺北市,文山區,63000080-013,"5.674557524264466","0.5","0.3","0.3","0.5","0.0","0.0"
興光里,臺北市,文山區,63000080-014,"6.615788900129292","0.3","0.2","0.5","0.5","0.0","1.0"
興家里,臺北市,文山區,63000080-015,"3.219870937977674","0.4","0.2","0.1","0.4","0.0","0.0"
興得里,臺北市,文山區,63000080-016,"4.972173894566643","0.3","0.3","0.4","0.4","0.0","0.0"
興業里,臺北市,文山區,63000080-017,"3.2549260267497586","0.3","0.5","0.1","0.4","0.0","0.0"
興安里,臺北市,文山區,63000080-018,"3.3794149767068866","0.5","0.3","0.2","0.5","0.0","0.0"
興福里,臺北市,文山區,63000080-019,"2.902656508665859","0.5","0.3","0.1","0.4","0.0","0.0"
興旺里,臺北市,文山區,63000080-020,"4.04224970160139","0.4","0.2","0.1","0.4","0.0","0.0"
興泰里,臺北市,文山區,63000080-021,"6.645149152516812","0.2","0.3","0.4","0.4","0.0","1.0"
興昌里,臺北市,文山區,63000080-022,"6.904012594603913","0.3","0.3","0.1","0.5","0.0","1.0"
試院里,臺北市,文山區,63000080-023,"4.489670034891001","0.4","0.3","0.1","0.5","0.0","0.0"
華興里,臺北市,文山區,63000080-024,"4.0659327380396935","0.5","0.2","0.1","0.5","0.0","0.0"
明義里,臺北市,文山區,63000080-025,"2.4111372049282673","0.4","0.1","0.1","0.4","0.0","0.0"
明興里,臺北市,文山區,63000080-026,"3.58606936236247","0.2","0.2","0.1","0.4","0.0","0.0"
木柵里,臺北市,文山區,63000080-027,"5.4751984407051975","0.4","0.3","0.2","0.5","0.0","0.0"
木新里,臺北市,文山區,63000080-028,"0.7198545558686915","0.2","0.3","0.1","0.4","0.0","0.0"
順興里,臺北市,文山區,63000080-029,"1.227939252035033","0.5","0.2","0.1","0.4","0.0","0.0"
樟林里,臺北市,文山區,63000080-030,"2.589523677703135","0.4","0.3","0.1","0.4","0.0","0.0"
樟新里,臺北市,文山區,63000080-031,"3.341293978752379","0.4","0.2","0.1","0.5","0.0","0.0"
樟腳里,臺北市,文山區,63000080-032,"2.9831303254828434","0.5","0.2","0.1","0.5","0.0","0.0"
萬芳里,臺北市,文山區,63000080-033,"5.949716599880662","0.4","0.2","0.1","0.4","1.0","1.0"
博嘉里,臺北市,文山區,63000080-034,"5.321251382431851","0.4","0.3","0.2","0.5","0.0","1.0"
萬興里,臺北市,文山區,63000080-035,"7.0058105420912815","0.5","0.2","0.1","0.5","0.0","1.0"
指南里,臺北市,文山區,63000080-036,"1.2031870830012297","0.4","0.2","0.3","0.5","0.0","0.0"
老泉里,臺北市,文山區,63000080-037,"3.313029086912972","0.4","0.3","0.3","0.1","0.0","0.0"
忠順里,臺北市,文山區,63000080-038,"3.5769850103119496","0.2","0.4","0.5","0.5","0.0","0.0"
萬美里,臺北市,文山區,63000080-039,"5.997276195349497","0.2","0.3","0.1","0.5","1.0","0.0"
政大里,臺北市,文山區,63000080-040,"4.160004220100961","0.5","0.1","0.3","0.5","0.0","0.0"
樟文里,臺北市,文山區,63000080-041,"2.8835250089301905","0.4","0.3","0.1","0.4","0.0","0.0"
興邦里,臺北市,文山區,63000080-042,"2.453849976809246","0.3","0.2","0.2","0.4","0.0","0.0"
樟樹里,臺北市,文山區,63000080-043,"1.6558532173712712","0.5","0.3","0.1","0.4","0.0","0.0"
南港里,臺北市,南港區,63000090-001,"4.385211267064107","0.4","0.2","0.3","0.4","0.0","0.0"
中南里,臺北市,南港區,63000090-002,"4.616468893690495","0.4","0.2","0.1","0.2","0.0","0.0"
新富里,臺北市,南港區,63000090-003,"4.829386543554236","0.4","0.3","0.1","0.3","0.0","0.0"
三重里,臺北市,南港區,63000090-004,"8.437204922194937","0.5","0.1","0.5","0.5","0.0","1.0"
東新里,臺北市,南港區,63000090-005,"2.4483662509016586","0.4","0.2","0.1","0.4","0.0","0.0"
新光里,臺北市,南港區,63000090-006,"4.955259202080306","0.4","0.4","0.2","0.4","0.0","0.0"
東明里,臺北市,南港區,63000090-007,"5.539120102588406","0.4","0.2","0.5","0.5","0.0","0.0"
西新里,臺北市,南港區,63000090-008,"3.389205698020016","0.4","0.2","0.1","0.3","0.0","0.0"
玉成里,臺北市,南港區,63000090-009,"5.590640839103144","0.4","0.3","0.1","0.4","0.0","1.0"
合成里,臺北市,南港區,63000090-010,"5.130417307007117","0.3","0.4","0.1","0.5","0.0","1.0"
成福里,臺北市,南港區,63000090-011,"4.197204579435143","0.4","0.3","0.1","0.4","0.0","0.0"
萬福里,臺北市,南港區,63000090-012,"4.547824198766634","0.3","0.4","0.1","0.4","0.0","0.0"
鴻福里,臺北市,南港區,63000090-013,"4.602112446146363","0.3","0.4","0.1","0.4","0.0","0.0"
百福里,臺北市,南港區,63000090-014,"2.2147867516952986","0.3","0.3","0.1","0.3","0.0","0.0"
聯成里,臺北市,南港區,63000090-015,"5.033341889606118","0.3","0.4","0.1","0.3","0.0","0.0"
舊莊里,臺北市,南港區,63000090-016,"-0.32781674448763787","0.3","0.2","0.1","0.3","0.0","0.0"
中研里,臺北市,南港區,63000090-017,"1.9276407393621116","0.5","0.3","0.1","0.4","0.0","0.0"
九如里,臺北市,南港區,63000090-018,"0.08522727946765818","0.5","0.3","0.1","0.3","0.0","0.0"
仁福里,臺北市,南港區,63000090-019,"2.427658036166862","0.2","0.2","0.1","0.4","0.0","0.0"
重陽里,臺北市,南港區,63000090-020,"5.144853749863383","0.5","0.1","0.1","0.5","0.0","0.0"
西湖里,臺北市,內湖區,63000100-001,"5.934792635397021","0.2","0.3","0.1","0.4","0.0","1.0"
西康里,臺北市,內湖區,63000100-002,"6.166356877923766","0.3","0.2","0.1","0.5","0.0","1.0"
西安里,臺北市,內湖區,63000100-003,"6.307020068143855","0.3","0.3","0.1","0.4","0.0","1.0"
港墘里,臺北市,內湖區,63000100-005,"6.700411971745424","0.5","0.2","0.1","0.5","0.0","1.0"
港都里,臺北市,內湖區,63000100-006,"4.265174443846043","0.5","0.2","0.2","0.5","0.0","0.0"
港富里,臺北市,內湖區,63000100-007,"5.847538099971953","0.5","0.2","0.1","0.5","0.0","1.0"
港華里,臺北市,內湖區,63000100-008,"5.394912670608394","0.5","0.2","0.2","0.5","0.0","0.0"
內湖里,臺北市,內湖區,63000100-009,"4.123072629696235","0.1","0.2","0.4","0.5","0.0","0.0"
湖濱里,臺北市,內湖區,63000100-010,"5.587091703283642","0.4","0.3","0.2","0.5","0.0","0.0"
紫星里,臺北市,內湖區,63000100-011,"4.8420934271135625","0.3","0.3","0.1","0.4","0.0","0.0"
大湖里,臺北市,內湖區,63000100-012,"4.06175077594276","0.4","0.2","0.1","0.5","0.0","0.0"
金龍里,臺北市,內湖區,63000100-013,"3.849338104785816","0.2","0.3","0.1","0.4","0.0","1.0"
金瑞里,臺北市,內湖區,63000100-014,"1.0820509947270913","0.5","0.2","0.4","0.4","0.0","0.0"
碧山里,臺北市,內湖區,63000100-015,"2.9966495075560657","0.4","0.2","0.1","0.5","0.0","0.0"
紫雲里,臺北市,內湖區,63000100-016,"3.9615761052860443","0.4","0.2","0.1","0.4","0.0","0.0"
清白里,臺北市,內湖區,63000100-017,"4.929458636317643","0.3","0.2","0.1","0.5","0.0","1.0"
葫洲里,臺北市,內湖區,63000100-018,"5.68602589636634","0.5","0.1","0.1","0.5","0.0","1.0"
紫陽里,臺北市,內湖區,63000100-019,"5.625365123742138","0.2","0.2","0.1","0.5","0.0","0.0"
瑞陽里,臺北市,內湖區,63000100-020,"6.22048540478067","0.2","0.3","0.1","0.5","0.0","0.0"
瑞光里,臺北市,內湖區,63000100-021,"4.347416749437168","0.3","0.3","0.1","0.4","0.0","0.0"
五分里,臺北市,內湖區,63000100-022,"6.312530554426876","0.5","0.1","0.1","0.4","0.0","1.0"
東湖里,臺北市,內湖區,63000100-023,"2.3937365147931198","0.4","0.1","0.5","0.3","0.0","0.0"
樂康里,臺北市,內湖區,63000100-024,"0.11965590865548614","0.5","0.1","0.1","0.4","0.0","0.0"
內溝里,臺北市,內湖區,63000100-025,"0.7605020496523835","0.3","0.1","0.2","0.4","0.0","0.0"
週美里,臺北市,內湖區,63000100-026,"4.06827653713653","0.5","0.2","0.5","0.5","0.0","0.0"
行善里,臺北市,內湖區,63000100-027,"5.317815844839217","0.4","0.2","0.3","0.4","0.0","0.0"
石潭里,臺北市,內湖區,63000100-028,"3.869771536554462","0.4","0.1","0.1","0.5","0.0","0.0"
湖興里,臺北市,內湖區,63000100-029,"3.226803493170159","0.2","0.2","0.1","0.4","0.0","0.0"
湖元里,臺北市,內湖區,63000100-030,"5.317111623329965","0.4","0.3","0.1","0.4","0.0","0.0"
安湖里,臺北市,內湖區,63000100-031,"3.499196170306631","0.5","0.1","0.1","0.4","0.0","0.0"
秀湖里,臺北市,內湖區,63000100-032,"4.563371180622024","0.2","0.3","0.1","0.5","0.0","1.0"
安泰里,臺北市,內湖區,63000100-033,"0.7692429293126499","0.4","0.1","0.1","0.3","0.0","0.0"
金湖里,臺北市,內湖區,63000100-034,"6.938748466853141","0.5","0.1","0.1","0.5","0.0","0.0"
康寧里,臺北市,內湖區,63000100-035,"5.178387880507491","0.5","0.1","0.1","0.5","0.0","1.0"
明湖里,臺北市,內湖區,63000100-036,"5.064665245540966","0.5","0.1","0.3","0.4","0.0","1.0"
蘆洲里,臺北市,內湖區,63000100-037,"5.641065037598576","0.5","0.1","0.2","0.2","0.0","0.0"
麗山里,臺北市,內湖區,63000100-038,"6.452784469220792","0.5","0.2","0.3","0.5","0.0","1.0"
寶湖里,臺北市,內湖區,63000100-039,"5.804465871910777","0.5","0.1","0.5","0.5","0.0","0.0"
南湖里,臺北市,內湖區,63000100-040,"6.5188030500420995","0.5","0.1","0.2","0.5","0.0","1.0"
仁勇里,臺北市,士林區,63000110-001,"5.870120383873038","0.4","0.4","0.2","0.4","0.0","1.0"
義信里,臺北市,士林區,63000110-002,"7.285283396267763","0.4","0.3","0.1","0.5","0.0","1.0"
福林里,臺北市,士林區,63000110-003,"6.250744851720296","0.3","0.5","0.2","0.5","0.0","1.0"
福德里,臺北市,士林區,63000110-004,"4.772848535892448","0.1","0.5","0.1","0.5","0.0","0.0"
福志里,臺北市,士林區,63000110-005,"4.1022256141544275","0.4","0.5","0.1","0.5","0.0","0.0"
舊佳里,臺北市,士林區,63000110-006,"4.512734584056124","0.3","0.5","0.1","0.4","0.0","0.0"
福佳里,臺北市,士林區,63000110-007,"6.242804065439921","0.5","0.4","0.1","0.5","0.0","0.0"
後港里,臺北市,士林區,63000110-008,"3.815905677819657","0.5","0.3","0.1","0.4","0.0","0.0"
福中里,臺北市,士林區,63000110-009,"4.177849688162011","0.5","0.3","0.1","0.4","0.0","0.0"
前港里,臺北市,士林區,63000110-010,"5.839550886148608","0.4","0.3","0.2","0.4","0.0","0.0"
百齡里,臺北市,士林區,63000110-011,"3.663437274854019","0.5","0.3","0.1","0.3","0.0","0.0"
承德里,臺北市,士林區,63000110-012,"3.628011418766518","0.3","0.4","0.1","0.4","0.0","0.0"
福華里,臺北市,士林區,63000110-013,"3.0749791920228793","0.3","0.3","0.1","0.3","0.0","0.0"
明勝里,臺北市,士林區,63000110-014,"4.687645174201326","0.3","0.4","0.1","0.4","0.0","0.0"
福順里,臺北市,士林區,63000110-015,"2.6887369643103503","0.3","0.4","0.2","0.3","0.0","0.0"
富光里,臺北市,士林區,63000110-016,"1.0868936690243758","0.4","0.3","0.1","0.3","0.0","0.0"
葫蘆里,臺北市,士林區,63000110-017,"1.8035316725741817","0.5","0.3","0.1","0.3","0.0","0.0"
葫東里,臺北市,士林區,63000110-018,"2.6132112208561953","0.4","0.3","0.3","0.4","0.0","0.0"
社子里,臺北市,士林區,63000110-019,"2.4269205044530873","0.4","0.3","0.1","0.3","0.0","0.0"
社新里,臺北市,士林區,63000110-020,"-0.4387024778510755","0.4","0.3","0.1","0.2","0.0","0.0"
社園里,臺北市,士林區,63000110-021,"-1.1169043033042567","0.5","0.3","0.1","0.2","0.0","0.0"
永倫里,臺北市,士林區,63000110-022,"-0.7273316591572256","0.3","0.3","0.1","0.3","0.0","0.0"
福安里,臺北市,士林區,63000110-023,"1.3718815819811259","0.2","0.2","0.5","0.2","0.0","0.0"
富洲里,臺北市,士林區,63000110-024,"0.911689700986974","0.2","0.2","0.5","0.2","0.0","0.0"
岩山里,臺北市,士林區,63000110-025,"3.2768868508369393","0.3","0.4","0.2","0.5","0.0","0.0"
名山里,臺北市,士林區,63000110-026,"4.876308005886731","0.4","0.4","0.1","0.5","0.0","0.0"
德行里,臺北市,士林區,63000110-027,"3.888581435368693","0.4","0.4","0.3","0.5","0.0","0.0"
德華里,臺北市,士林區,63000110-028,"4.591456627674365","0.5","0.4","0.2","0.4","0.0","0.0"
聖山里,臺北市,士林區,63000110-029,"0.12104806627898318","0.4","0.4","0.2","0.5","0.0","0.0"
忠誠里,臺北市,士林區,63000110-030,"3.043546891219065","0.4","0.5","0.1","0.5","0.0","0.0"
芝山里,臺北市,士林區,63000110-031,"2.0750476866445453","0.5","0.4","0.1","0.5","0.0","0.0"
東山里,臺北市,士林區,63000110-032,"0.7908256807768571","0.4","0.4","0.1","0.5","0.0","0.0"
三玉里,臺北市,士林區,63000110-033,"2.4300903679799197","0.4","0.4","0.1","0.5","0.0","0.0"
永和里,臺北市,北投區,63000120-009,"-0.006648612901630713","0.5","0.3","0.3","0.5","0.0","0.0"
永欣里,臺北市,北投區,63000120-010,"2.0828674782702903","0.5","0.4","0.3","0.5","0.0","0.0"
永明里,臺北市,北投區,63000120-011,"1.0393088172686586","0.5","0.3","0.2","0.5","0.0","0.0"
東華里,臺北市,北投區,63000120-012,"5.42093003277634","0.5","0.3","0.5","0.5","0.0","1.0"
吉利里,臺北市,北投區,63000120-013,"2.814001479883184","0.5","0.3","0.1","0.4","0.0","0.0"
