Region,County Name,Township Name,Village Name,c_Population,c_Sex Ratio,c_Population Density,c_Dependency Ratio,c_Child Dependency Ratio,c_Elderly Dependency Ratio,c_Aging Index,c_Population aged 0-14,c_Population aged 15-64,c_Population aged 65 and above,j_15 with Doctorate Degree,j_15 with Master Degree,j_15 with University Education,j_15 with Vocational Education,j_15 with Senior High School Education,j_15 with Junior High School Education,j_15 with Elementary School Education,j_15 with Self-Taught Education,j_15 who are Illiterate,c_15 who are Unmarried,c_15 who are Married,c_15 who are Divorced,c_Natural Increase,c_Social Increase,c_Total Number of Households,ji_Total Comprehensive Income,ji_Average Comprehensive Income,ji_Median Comprehensive Income,ji_Comprehensive Income Q1,ji_Comprehensive Income Q3,ji_Comprehensive Income std,ji_Total Amount of Various Types of Income,ji_Income from Wages and Salaries,Median Housing Price with parking space,Median Housing Price no parking space,NO2,PM2.5,water,105green,m105300,m105300s,m105500,m105500s,fire,police,primary,secondary,gym,area,multiHospital,Shelter
新北市樹林區樹人里,新北市,樹林區,樹人里,3659,95.56,23498.51,37.3,20.68,16.62,80.4,551,2665,443,11,142,780,373,1067,375,336,9,15,1648,1613,242,7,-35,1252,849845,806,580,350,990,757.37,849845,677675,11500000.0,7483149.0,20.297569153394804,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,132489.0,1.0,0.0
新北市樹林區樹北里,新北市,樹林區,樹北里,963,97.34,16185.42,41.2,11.44,29.77,260.26,78,682,203,5,46,199,117,252,126,136,2,2,362,467,68,0,-12,430,238724,850,640,367,1050,861.16,238724,152206,11500000.0,7483149.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,67035.0,1.0,0.0
新北市樹林區樹南里,新北市,樹林區,樹南里,4439,97.38,46698.3,26.32,13.75,12.58,91.51,483,3514,442,12,178,1094,523,1221,489,414,6,19,1997,1965,301,17,-66,1550,1072274,823,597,368,1012,816.97,1072274,861570,11500000.0,7483149.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,99367.0,1.0,2.0
新北市樹林區樹德里,新北市,樹林區,樹德里,3842,98.55,45818.28,33.63,15.55,18.09,116.33,447,2875,520,21,166,877,404,1071,405,427,9,15,1701,1659,274,6,-74,1397,900190,783,562,341,971,791.99,900215,714920,11500000.0,7483149.0,20.297569153394804,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,79763.0,1.0,0.0
新北市樹林區樹東里,新北市,樹林區,樹東里,1220,98.7,4840.08,34.66,12.91,21.74,168.38,117,906,197,4,45,276,144,347,145,129,5,8,507,533,96,-6,-6,530,285963,799,574,319,954,838.77,285963,187845,11500000.0,7483149.0,20.297569153394804,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,186140.0,1.0,2.0
新北市樹林區樹福里,新北市,樹林區,樹福里,3811,90.26,28713.94,35.29,18.57,16.72,90.06,523,2817,471,21,301,1009,430,907,294,302,8,16,1687,1751,205,16,-6,1464,1349075,1105,715,401,1374,1286.66,1349093,955179,11500000.0,7483149.0,20.297569153394804,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,130550.0,1.0,0.0
新北市樹林區樹興里,新北市,樹林區,樹興里,3985,97.37,22895.72,34.04,19.98,14.06,70.37,594,2973,418,14,162,823,408,1148,435,381,5,15,1846,1671,285,14,-77,1413,874347,780,570,362,964,688.17,874347,734921,11500000.0,7483149.0,20.297569153394804,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,178507.0,1.0,0.0
新北市樹林區樹西里,新北市,樹林區,樹西里,5465,96.87,37394.88,37.97,17.47,20.5,117.34,692,3961,812,24,320,1378,656,1425,494,449,8,19,2403,2507,291,16,-73,2047,1513168,907,611,359,1122,1039.89,1513168,1129823,11500000.0,7483149.0,20.297569153394804,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,148923.0,1.0,1.0
新北市樹林區潭底里,新北市,樹林區,潭底里,5185,120.92,3559.44,31.77,16.26,15.5,95.31,640,3935,610,7,136,909,496,1543,811,591,14,38,2290,2006,620,0,11,2094,945900,766,562,362,932,778.19,945900,713426,11500000.0,7483149.0,20.297569153394804,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,825158.0,1.0,1.0
新北市樹林區育英里,新北市,樹林區,育英里,3268,95.22,32689.48,33.72,17.43,16.28,93.43,426,2444,398,13,193,741,387,895,313,284,8,8,1468,1453,206,10,-10,1183,821126,872,616,388,1087,812.97,821301,646361,11500000.0,7483149.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,97783.0,1.0,0.0
新北市樹林區西園里,新北市,樹林區,西園里,1936,116.31,1948.75,32.33,17.09,15.24,89.2,250,1463,223,4,46,339,148,582,307,240,3,17,846,879,119,11,-29,640,330841,671,517,351,809,532.11,330923,258614,11500000.0,7483149.0,20.297569153394804,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1845007.0,1.0,0.0
新北市樹林區金寮里,新北市,樹林區,金寮里,4595,101.36,7542.54,30.87,19.54,11.34,58.02,686,3511,398,9,112,827,454,1418,611,446,12,20,2106,1991,324,10,-8,1538,888521,717,542,351,896,610.34,888521,723650,11500000.0,7483149.0,20.297569153394804,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,683150.0,1.0,1.0
新北市永和區上林里,新北市,永和區,上林里,3692,90.8,29665.58,43.16,17.95,25.2,140.39,463,2579,650,35,299,1108,474,845,232,217,4,15,1610,1576,278,4,4,1505,1125980,1027,704,381,1311,1083.39,1125980,882416,17500000.0,11130000.0,21.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,86023.0,2.0,1.0
新北市永和區上溪里,新北市,永和區,上溪里,2061,85.68,41239.8,37.13,11.04,26.08,236.14,166,1503,392,19,137,582,266,532,189,149,4,17,877,876,169,-11,-9,917,629353,965,666,367,1236,946.35,629353,484994,17500000.0,11130000.0,21.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,47951.0,2.0,0.0
新北市永和區下溪里,新北市,永和區,下溪里,4209,94.23,56587.79,34.17,16.96,17.21,101.5,532,3137,540,28,265,1087,451,1111,360,331,10,34,1877,1799,285,5,58,1591,1221847,992,673,385,1198,1070.25,1222284,978742,17500000.0,11130000.0,21.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,88359.0,2.0,1.0
新北市永和區中溪里,新北市,永和區,中溪里,5339,98.85,58227.54,33.81,15.41,18.4,119.35,615,3990,734,39,354,1446,672,1382,415,382,12,22,2393,2334,339,0,-49,2088,1608199,976,667,390,1245,1114.02,1608324,1271574,17500000.0,11130000.0,21.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,89176.0,2.0,0.0
新北市永和區中興里,新北市,永和區,中興里,2964,84.21,46492.66,44.8,15.83,28.97,183.02,324,2047,593,23,222,840,381,704,245,204,8,13,1190,1333,232,-16,-86,1274,920830,1011,679,371,1214,1223.72,921037,666231,17500000.0,11130000.0,21.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,59221.0,2.0,0.0
新北市永和區仁愛里,新北市,永和區,仁愛里,2789,91.03,55085.92,34.28,14.3,19.98,139.73,297,2077,415,21,217,805,362,691,206,179,1,10,1233,1192,213,4,26,1151,884736,978,679,356,1273,927.41,884920,664973,17500000.0,11130000.0,21.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,54409.0,2.0,0.0
新北市永和區保安里,新北市,永和區,保安里,7638,90.43,28547.08,34.71,19.28,15.43,80.05,1093,5670,875,83,736,2262,978,1723,406,324,11,22,3416,3528,408,33,-87,2976,3047505,1247,792,422,1514,2616.7,3048134,2286998,17500000.0,11130000.0,21.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,243143.0,2.0,3.0
新北市永和區保平里,新北市,永和區,保平里,5127,89.61,64012.29,40.08,19.64,20.44,104.03,719,3660,748,37,385,1387,650,1236,369,312,12,20,2247,2266,374,15,8,1978,1655875,1047,691,392,1273,1547.28,1655879,1334755,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,83282.0,2.0,0.0
新北市永和區保順里,新北市,永和區,保順里,10818,88.43,23770.55,32.62,21.67,10.95,50.51,1768,8157,893,103,952,3111,1485,2437,555,372,6,29,4864,4911,701,56,-114,4387,4326973,1265,872,453,1647,1516.62,4327143,3510958,17500000.0,11130000.0,21.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,207833.0,1.0,0.0
新北市永和區信義里,新北市,永和區,信義里,2695,83.96,47226.02,35.36,11.1,24.26,218.55,221,1991,483,31,228,867,368,643,165,159,4,9,1119,1228,184,5,-18,1204,1035564,1078,672,388,1327,1686.44,1035564,755085,17500000.0,11130000.0,21.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,53541.0,2.0,0.0
新北市永和區光復里,新北市,永和區,光復里,1781,83.23,32552.87,38.06,13.49,24.57,182.18,174,1290,317,13,149,534,204,418,134,140,5,10,785,745,133,-13,31,765,509990,906,625,371,1121,1006.08,509999,407926,17500000.0,11130000.0,21.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,31974.0,2.0,0.0
新北市永和區光明里,新北市,永和區,光明里,3147,81.59,54320.43,36.71,14.47,22.24,153.75,333,2302,512,26,282,981,429,756,191,136,7,6,1332,1374,251,4,-36,1321,1033794,1013,710,403,1318,1009.98,1034046,783733,17500000.0,11130000.0,21.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,64491.0,2.0,0.0
新北市永和區前溪里,新北市,永和區,前溪里,2204,85.99,45297.6,38.27,13.61,24.65,181.11,217,1594,393,15,152,658,276,574,148,145,7,12,905,1012,170,-2,17,984,680462,1011,687,396,1244,1080.82,680462,505272,17500000.0,11130000.0,21.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,49756.0,2.0,0.0
新北市永和區勵行里,新北市,永和區,勵行里,1309,91.09,37096.87,39.11,14.13,24.97,176.69,133,941,235,8,83,328,154,343,122,127,3,8,570,551,106,3,-11,563,351721,902,653,362,1150,846.91,351819,256513,17500000.0,11130000.0,21.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,40266.0,2.0,1.0
新北市永和區協和里,新北市,永和區,協和里,3078,93.46,44452.79,37.9,14.87,23.03,154.82,332,2232,514,14,192,806,374,849,274,220,5,12,1310,1348,256,-5,38,1309,773892,902,621,358,1150,935.0,773705,592426,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,67603.0,2.0,0.0
新北市永和區和平里,新北市,永和區,和平里,5144,91.65,50838.08,38.02,17.63,20.39,115.68,657,3727,760,44,390,1471,625,1244,376,317,8,12,2295,2260,359,17,-22,2114,1650122,1023,676,364,1274,1294.38,1650256,1273579,17500000.0,11130000.0,21.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,108357.0,2.0,0.0
新北市永和區大同里,新北市,永和區,大同里,1001,103.46,44570.11,38.45,13.83,24.62,178.0,100,723,178,2,27,162,123,323,106,122,11,25,417,382,114,-8,-12,410,171477,697,542,358,895,515.66,171477,141510,17500000.0,11130000.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,25490.0,0.0,0.0
新北市永和區大新里,新北市,永和區,大新里,2729,80.97,56496.36,40.09,15.4,24.69,160.33,300,1948,481,32,248,839,350,656,158,134,4,8,1140,1271,197,1,-64,1217,915661,1019,715,399,1330,1032.78,915661,678009,17500000.0,11130000.0,21.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,47129.0,2.0,0.0
新北市永和區安和里,新北市,永和區,安和里,4099,87.86,53142.66,40.04,16.91,23.13,136.77,495,2927,677,40,339,1278,490,970,263,207,3,14,1784,1811,273,-5,-43,1739,1347850,1012,717,386,1282,1082.66,1348114,1022796,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,74958.0,2.0,0.0
新北市永和區店街里,新北市,永和區,店街里,4356,81.58,67938.3,37.89,17.32,20.58,118.83,547,3159,650,40,426,1303,535,1040,262,190,3,10,1895,1926,338,-4,-15,1921,1652016,1149,738,413,1382,1430.57,1652381,1210536,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,64132.0,2.0,0.0
新北市永和區後溪里,新北市,永和區,後溪里,1906,92.33,40822.45,37.62,12.85,24.77,192.7,178,1385,343,12,143,571,252,453,129,155,1,12,816,866,112,-5,1,838,685711,1075,737,402,1337,1523.14,685711,500955,17500000.0,11130000.0,21.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,42642.0,2.0,0.0
新北市永和區得和里,新北市,永和區,得和里,4535,88.17,48649.92,39.5,16.3,23.19,142.26,530,3251,754,44,424,1410,599,968,300,225,9,26,1950,2001,331,10,-67,1852,1632617,1096,725,398,1315,1577.43,1632905,1229685,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,97104.0,2.0,1.0
新北市永和區復興里,新北市,永和區,復興里,2469,91.4,46408.03,38.4,14.35,24.05,167.58,256,1784,429,22,212,739,307,626,153,135,5,14,1046,1119,157,-11,-30,1001,739622,934,688,370,1136,962.97,739779,584000,17500000.0,11130000.0,21.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,55025.0,2.0,1.0
新北市永和區忠義里,新北市,永和區,忠義里,870,107.14,15294.82,38.31,15.26,23.05,151.04,96,629,145,4,32,162,83,270,106,104,2,11,362,359,90,-4,10,318,146490,779,605,376,975,662.19,146490,129079,17500000.0,11130000.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,17714.0,0.0,0.0
新北市永和區文化里,新北市,永和區,文化里,2886,91.51,37370.83,36.97,14.33,22.64,157.95,302,2107,477,17,199,805,347,723,243,213,8,29,1243,1283,179,16,-2,1192,840013,972,674,393,1248,1099.43,840043,683430,17500000.0,11130000.0,21.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,78588.0,2.0,1.0
新北市永和區新?里,新北市,永和區,新?里,2331,98.38,41834.92,40.34,12.7,27.63,217.54,211,1661,459,18,181,633,288,606,188,186,5,15,999,1030,152,-11,-28,979,698018,965,698,379,1186,989.34,698018,546169,17500000.0,11130000.0,20.297569153394804,17.45727636849132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
新北市永和區新生里,新北市,永和區,新生里,882,107.04,10234.75,36.32,12.06,24.27,201.28,78,647,157,3,27,154,89,288,109,113,7,14,361,340,102,-7,-36,361,175151,826,656,394,1076,636.57,175151,132775,17500000.0,11130000.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,29444.0,0.0,0.0
新北市永和區智光里,新北市,永和區,智光里,3564,94.01,40200.78,43.31,20.14,23.16,114.97,501,2487,576,17,177,850,436,980,319,266,3,15,1632,1436,293,6,-40,1388,749439,763,561,337,1007,644.91,749444,604803,17500000.0,11130000.0,19.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,93662.0,1.0,1.0
新北市永和區桂林里,新北市,永和區,桂林里,3892,90.32,21093.59,38.85,15.84,23.01,145.27,444,2803,645,26,289,1085,496,990,276,259,10,17,1656,1751,271,1,14,1499,1134955,972,648,370,1219,1014.99,1134976,911381,17500000.0,11130000.0,21.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,61820.0,2.0,0.0
新北市永和區正興里,新北市,永和區,正興里,2341,84.48,48137.03,41.71,14.47,27.24,188.28,239,1652,450,16,192,696,321,583,136,146,6,6,1002,984,198,-9,-5,1008,785010,989,660,375,1166,1149.58,785011,572525,17500000.0,11130000.0,21.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50991.0,2.0,0.0
新北市永和區民富里,新北市,永和區,民富里,3292,95.49,40988.1,42.76,23.68,19.08,80.59,546,2306,440,11,171,749,423,854,284,222,7,25,1502,1390,238,9,38,1151,819078,905,666,399,1127,866.04,819078,697380,17500000.0,11130000.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,46202.0,0.0,0.0
新北市永和區民族里,新北市,永和區,民族里,4907,89.75,60714.42,42.19,20.17,22.02,109.2,696,3451,760,38,358,1374,634,1150,361,275,10,11,2170,2196,299,9,-66,1877,1598992,1071,712,417,1301,1488.08,1599118,1237615,17500000.0,11130000.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,83562.0,1.0,1.0
新北市永和區民本里,新北市,永和區,民本里,4290,89.4,39033.71,39.15,22.61,16.54,73.17,697,3083,510,22,334,1171,504,980,306,257,8,11,1897,1960,262,9,-26,1625,1519599,1168,767,425,1380,1561.39,1519599,1218774,17500000.0,11130000.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,57084.0,0.0,0.0
新北市永和區民樂里,新北市,永和區,民樂里,5032,95.11,25095.63,39.12,19.27,19.85,103.01,697,3617,718,58,432,1465,662,1131,305,261,8,13,2197,2315,304,9,4,1945,1954903,1238,771,421,1418,1953.11,1954903,1514317,17500000.0,11130000.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,75649.0,0.0,0.0
新北市永和區民權里,新北市,永和區,民權里,4853,93.96,42385.39,40.54,20.79,19.75,94.99,718,3453,682,30,395,1387,609,1111,308,273,6,16,2208,2157,269,12,-50,1783,1551120,1057,710,402,1297,1641.04,1551222,1214523,17500000.0,11130000.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,110956.0,1.0,1.0
新北市永和區民治里,新北市,永和區,民治里,3098,82.24,43761.39,44.36,18.97,25.4,133.91,407,2146,545,24,213,818,403,774,234,215,5,5,1368,1328,220,7,10,1241,860418,921,631,363,1089,2072.89,860442,659785,17500000.0,11130000.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,71241.0,1.0,0.0
新北市永和區民生里,新北市,永和區,民生里,4279,86.86,73270.55,43.06,21.3,21.77,102.2,637,2991,651,33,256,1057,542,1097,339,291,9,18,1922,1866,274,3,-33,1548,1085431,906,643,382,1122,1005.07,1085431,857885,17500000.0,11130000.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,57419.0,0.0,0.0
新北市永和區水源里,新北市,永和區,水源里,4266,91.99,52200.09,38.69,17.1,21.59,126.24,526,3076,664,36,315,1256,585,1044,268,217,7,12,1871,1921,253,0,-71,1675,1275062,975,700,399,1242,985.32,1275062,1014202,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,79122.0,2.0,0.0
新北市永和區永元里,新北市,永和區,永元里,5060,86.1,63836.5,39.86,18.57,21.28,114.58,672,3618,770,29,387,1377,619,1250,376,324,5,21,2252,2242,311,15,-88,1957,1489129,953,679,384,1227,936.39,1489304,1183131,17500000.0,11130000.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,74379.0,2.0,0.0
新北市永和區永安里,新北市,永和區,永安里,4375,86.73,79535.33,36.25,16.91,19.34,114.36,543,3211,621,49,438,1393,548,929,258,200,6,11,1937,1966,257,-6,-27,1820,1685260,1189,760,393,1453,1489.52,1685260,1314072,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,53996.0,2.0,0.0
新北市永和區永成里,新北市,永和區,永成里,1050,95.9,3393.79,43.64,13.41,30.23,225.51,98,731,221,2,24,201,92,350,122,116,12,33,422,409,113,-4,-10,438,175020,714,519,312,841,712.51,175020,142756,17500000.0,11130000.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,35839.0,1.0,0.0
新北市永和區永樂里,新北市,永和區,永樂里,2586,83.8,54509.81,34.83,16.16,18.67,115.48,310,1918,358,17,213,712,356,649,180,136,6,7,1177,1088,198,-7,-70,1138,766549,983,679,396,1208,1119.26,766549,585412,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,49226.0,2.0,0.0
新北市永和區永福里,新北市,永和區,永福里,2896,95.68,58275.48,40.38,15.32,25.06,163.61,316,2063,517,32,265,867,371,685,185,162,4,9,1242,1282,203,-1,-26,1154,975761,1055,685,379,1278,1378.03,975761,774055,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,46819.0,2.0,0.0
新北市永和區永興里,新北市,永和區,永興里,3385,89.53,49972.69,45.47,16.5,28.96,175.52,384,2327,674,29,233,1009,442,830,228,206,9,15,1466,1463,229,-2,-26,1337,924214,944,663,382,1161,1029.56,924244,671517,17500000.0,11130000.0,21.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,68257.0,2.0,0.0
新北市永和區永貞里,新北市,永和區,永貞里,3626,89.05,47462.6,44.92,17.59,27.34,155.45,440,2502,684,31,307,1046,473,833,268,204,5,19,1541,1602,283,-5,-43,1461,1099779,975,693,394,1214,1277.25,1100056,813545,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,76814.0,2.0,1.0
新北市永和區河堤里,新北市,永和區,河堤里,3402,92.53,20845.08,36.24,15.78,20.46,129.7,394,2497,511,36,372,989,435,752,213,196,3,12,1394,1590,242,7,24,1517,1291365,1175,811,445,1441,1315.0,1291455,1028539,17500000.0,11130000.0,21.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,53884.0,1.0,0.0
新北市永和區河濱里,新北市,永和區,河濱里,3385,94.21,13546.01,37.49,15.76,21.73,137.89,388,2462,535,26,278,917,403,848,276,221,6,22,1480,1437,278,4,-60,1348,1085924,1059,673,404,1257,1585.46,1085924,882109,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,52911.0,2.0,0.0
新北市永和區潭墘里,新北市,永和區,潭墘里,4867,83.8,44458.45,42.85,21.75,21.1,97.03,741,3407,719,46,435,1484,617,1023,253,244,5,19,2153,2158,287,-3,-27,1934,1742441,1156,736,393,1472,2872.6,1742441,1326541,17500000.0,11130000.0,19.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,111620.0,2.0,1.0
新北市永和區潭安里,新北市,永和區,潭安里,5112,94.0,62555.07,40.71,18.94,21.77,114.97,688,3633,791,44,415,1494,672,1152,333,295,3,16,2274,2232,341,3,-71,2015,1559559,993,705,379,1261,1195.32,1559691,1213103,17500000.0,11130000.0,19.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,77322.0,1.0,0.0
新北市永和區福和里,新北市,永和區,福和里,5418,88.13,58752.09,36.71,16.2,20.51,126.64,642,3963,813,64,544,1773,719,1171,284,207,4,10,2311,2475,388,5,-80,2308,2110890,1121,746,406,1375,1558.4,2110995,1616608,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,93519.0,2.0,0.0
新北市永和區福林里,新北市,永和區,福林里,3603,93.92,56679.46,43.32,16.83,26.49,157.45,423,2514,666,29,275,1018,481,870,250,236,7,14,1563,1572,265,2,-20,1445,971193,918,625,364,1142,1072.59,971300,759050,17500000.0,11130000.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,64850.0,2.0,0.0
新北市永和區秀元里,新北市,永和區,秀元里,3267,92.52,63949.73,43.04,19.53,23.51,120.4,446,2284,537,26,243,924,422,760,219,210,5,12,1440,1442,206,10,-20,1243,898519,929,655,375,1159,898.7,898520,714052,17500000.0,11130000.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,51678.0,0.0,0.0
新北市永和區秀和里,新北市,永和區,秀和里,5254,91.96,31326.39,34.44,16.5,17.94,108.68,645,3908,701,46,413,1612,640,1227,359,287,8,17,2364,2304,342,6,-37,2069,1868522,1118,687,401,1319,2052.99,1868526,1474031,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,172676.0,2.0,2.0
新北市永和區秀得里,新北市,永和區,秀得里,2875,90.4,69387.46,37.1,20.31,16.79,82.63,426,2097,352,20,177,770,350,714,246,158,3,11,1298,1260,182,8,-18,1074,803657,917,650,391,1103,1041.74,803657,651668,17500000.0,11130000.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,42449.0,0.0,0.0
新北市永和區秀成里,新北市,永和區,秀成里,3065,98.51,8797.38,36.95,14.52,22.43,154.46,325,2238,502,22,209,828,362,800,291,210,4,14,1295,1370,236,-8,-28,1199,790002,891,660,395,1116,829.66,790128,638267,17500000.0,11130000.0,20.297569153394804,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,61061.0,0.0,0.0
新北市永和區秀朗里,新北市,永和區,秀朗里,4224,94.65,51270.22,37.01,17.87,19.14,107.08,551,3083,590,19,238,1012,485,1193,388,304,11,23,1853,1817,344,7,6,1587,1061820,867,605,376,1024,1236.74,1061827,872774,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,82314.0,0.0,0.0
新北市永和區秀林里,新北市,永和區,秀林里,3930,94.75,48251.65,40.56,20.31,20.24,99.65,568,2796,566,34,283,1059,476,935,311,246,8,10,1748,1716,275,7,-14,1506,1020275,886,630,382,1131,835.36,1020275,841129,17500000.0,11130000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,80623.0,1.0,0.0
