Region,County Name,Township Name,Village Name,c_Population,c_Sex Ratio,c_Population Density,c_Dependency Ratio,c_Child Dependency Ratio,c_Elderly Dependency Ratio,c_Aging Index,c_Population aged 0-14,c_Population aged 15-64,c_Population aged 65 and above,j_15 with Doctorate Degree,j_15 with Master Degree,j_15 with University Education,j_15 with Vocational Education,j_15 with Senior High School Education,j_15 with Junior High School Education,j_15 with Elementary School Education,j_15 with Self-Taught Education,j_15 who are Illiterate,c_15 who are Unmarried,c_15 who are Married,c_15 who are Divorced,c_Natural Increase,c_Social Increase,c_Total Number of Households,ji_Total Comprehensive Income,ji_Average Comprehensive Income,ji_Median Comprehensive Income,ji_Comprehensive Income Q1,ji_Comprehensive Income Q3,ji_Comprehensive Income std,ji_Total Amount of Various Types of Income,ji_Income from Wages and Salaries,Median Housing Price with parking space,Median Housing Price no parking space,NO2,PM2.5,water,108green,m108300,m108300s,m108500,m108500s,fire,police,primary,secondary,gym,area,multiHospital,Shelter
新北市三峽區三峽里,新北市,三峽區,三峽里,328,142.96,10230.82,54.72,19.81,34.91,176.19,42,212,74,0,17,63,47,95,34,28,1,1,80.0,144.0,34.0,-1,7,125,41758.0,557.0,396.0,205.0,710.0,584.15,41217.0,27341.0,11500000.0,7000000.0,44.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,38370.0,2.0,0.0
新北市三峽區中埔里,新北市,三峽區,中埔里,3396,97.1,4679.14,31.07,20.22,10.85,53.63,524,2591,281,9,113,729,291,1008,490,222,2,8,1021.0,1393.0,294.0,11,68,1258,501094.0,561.0,375.0,189.0,725.0,569.26,496820.0,406554.0,11500000.0,7000000.0,50.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1387444.0,2.0,1.0
新北市三峽區中正里,新北市,三峽區,中正里,5508,101.39,5540.58,29.11,16.08,13.03,81.05,686,4266,556,12,152,1157,455,1610,916,465,7,48,1757.0,2213.0,521.0,15,-25,1782,674645.0,496.0,343.0,177.0,637.0,527.75,670064.0,551126.0,11500000.0,7000000.0,42.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1477467.0,1.0,1.0
新北市三峽區二鬮里,新北市,三峽區,二鬮里,3768,102.47,1876.16,28.47,14.42,14.05,97.4,423,2933,412,9,136,813,347,1175,578,263,4,20,1200.0,1514.0,399.0,8,11,1361,498712.0,524.0,353.0,156.0,636.0,700.02,497296.0,396745.0,11500000.0,7000000.0,46.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6382624.0,0.0,0.0
新北市三峽區五寮里,新北市,三峽區,五寮里,915,118.9,64.92,45.01,11.41,33.6,294.44,72,631,212,1,10,116,36,297,190,158,3,32,255.0,408.0,80.0,-8,-27,369,57311.0,441.0,301.0,153.0,490.0,576.91,56968.0,39291.0,11500000.0,7000000.0,39.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13730198.0,0.0,1.0
新北市三峽區介壽里,新北市,三峽區,介壽里,7114,104.96,2004.08,26.34,14.69,11.65,79.32,827,5631,656,16,188,1534,587,2242,1182,502,6,30,2327.0,2729.0,869.0,35,-12,2715,774650.0,460.0,332.0,175.0,600.0,450.08,768221.0,609535.0,11500000.0,7000000.0,42.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2511198.0,1.0,1.0
新北市三峽區八張里,新北市,三峽區,八張里,4290,98.06,12304.6,33.73,18.89,14.84,78.55,606,3208,476,8,150,894,390,1275,627,308,14,18,1306.0,1750.0,374.0,-1,36,1548,610712.0,551.0,376.0,190.0,677.0,722.88,610708.0,481330.0,11500000.0,7000000.0,46.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,120010.0,2.0,0.0
新北市三峽區嘉添里,新北市,三峽區,嘉添里,2426,132.38,372.3,50.12,12.75,37.38,293.2,206,1616,604,4,65,414,192,710,461,337,9,28,775.0,1021.0,267.0,-40,-27,787,293940.0,558.0,337.0,169.0,660.0,846.25,291803.0,203145.0,11500000.0,7000000.0,41.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6564512.0,0.0,2.0
新北市三峽區大埔里,新北市,三峽區,大埔里,4302,112.65,589.63,33.11,15.53,17.57,113.15,502,3232,568,27,143,820,361,1238,740,420,10,41,1274.0,1821.0,397.0,-17,34,1475,602227.0,556.0,401.0,188.0,778.0,521.86,598077.0,479238.0,11500000.0,7000000.0,46.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4280737.0,0.0,2.0
新北市三峽區安坑里,新北市,三峽區,安坑里,1501,125.38,79.18,41.07,12.97,28.1,216.67,138,1064,299,2,16,226,81,392,348,230,10,58,446.0,669.0,121.0,-14,-17,590,134984.0,479.0,324.0,170.0,587.0,492.45,145594.0,94825.0,11500000.0,7000000.0,30.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20833177.0,0.0,1.0
新北市三峽區安溪里,新北市,三峽區,安溪里,7882,96.85,23178.6,25.13,13.67,11.46,83.86,861,6299,722,18,300,1934,727,2386,1075,536,10,35,2751.0,3124.0,706.0,5,-24,2822,1215304.0,572.0,375.0,182.0,705.0,1505.49,1240050.0,996698.0,11500000.0,7000000.0,42.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,402568.0,2.0,1.0
新北市三峽區弘道里,新北市,三峽區,弘道里,1203,131.35,159.66,37.49,15.77,21.71,137.68,138,875,190,1,23,220,68,323,261,155,0,14,365.0,537.0,90.0,-7,-17,415,132946.0,509.0,354.0,198.0,642.0,632.25,131882.0,101731.0,11500000.0,7000000.0,53.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6791592.0,0.0,0.0
新北市三峽區成福里,新北市,三峽區,成福里,1006,116.81,372.94,34.31,12.95,21.36,164.95,97,749,160,1,19,178,78,309,180,141,0,3,318.0,419.0,77.0,-9,2,333,104799.0,470.0,309.0,163.0,537.0,605.65,104417.0,82996.0,11500000.0,7000000.0,33.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3516326.0,0.0,1.0
新北市三峽區插角里,新北市,三峽區,插角里,702,140.41,57.59,58.82,10.41,48.42,465.22,46,442,214,1,14,64,28,161,181,175,3,29,159.0,352.0,63.0,-5,-17,366,69359.0,608.0,369.0,230.0,716.0,776.26,68220.0,46737.0,11500000.0,7000000.0,36.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13750256.0,0.0,1.0
新北市三峽區有木里,新北市,三峽區,有木里,766,147.9,13.71,52.59,9.96,42.63,428.0,50,502,214,3,6,72,43,191,215,158,2,26,172.0,373.0,91.0,-18,-11,365,58335.0,614.0,322.0,174.0,744.0,746.77,67696.0,29586.0,11500000.0,7000000.0,34.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53091504.0,0.0,1.0
新北市三峽區永?里,新北市,三峽區,永?里,7950,91.57,8790.41,36.64,19.1,17.55,91.9,1111,5818,1021,31,351,1880,799,2239,937,551,5,46,2523.0,3129.0,697.0,1,-46,2855,1380524.0,649.0,419.0,207.0,802.0,831.2,1422953.0,968285.0,11500000.0,7000000.0,28.990654205607477,25.31041388518024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
新北市三峽區添福里,新北市,三峽區,添福里,1174,113.07,332.59,32.96,13.36,19.59,146.61,118,883,173,1,25,173,72,348,264,155,1,17,335.0,511.0,112.0,-5,-11,422,139003.0,558.0,350.0,184.0,708.0,627.04,137465.0,93149.0,11500000.0,7000000.0,42.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3529420.0,0.0,0.0
新北市三峽區溪北里,新北市,三峽區,溪北里,2494,109.23,1496.2,38.79,15.64,23.15,148.04,281,1797,416,2,62,422,220,763,415,296,9,24,799.0,978.0,243.0,-12,-34,887,261206.0,475.0,320.0,167.0,565.0,572.73,260292.0,207745.0,11500000.0,7000000.0,36.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1434249.0,0.0,0.0
新北市三峽區溪南里,新北市,三峽區,溪南里,1590,127.79,617.48,34.52,12.61,21.91,173.83,149,1182,259,0,25,287,118,486,308,201,2,14,523.0,654.0,150.0,-13,-27,561,192896.0,523.0,344.0,185.0,573.0,678.01,191304.0,137386.0,11500000.0,7000000.0,40.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4428818.0,1.0,0.0
新北市三峽區溪東里,新北市,三峽區,溪東里,3233,106.71,1617.74,31.32,14.5,16.82,115.97,357,2462,414,7,71,613,268,969,586,322,5,35,1093.0,1249.0,301.0,-6,-17,1069,397409.0,478.0,328.0,184.0,566.0,686.01,395119.0,316007.0,11500000.0,7000000.0,36.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2320378.0,0.0,1.0
新北市三峽區礁溪里,新北市,三峽區,礁溪里,6228,94.99,14347.55,29.18,16.47,12.72,77.2,794,4821,613,16,222,1379,657,1827,898,413,4,18,1885.0,2610.0,574.0,0,181,2370,932815.0,573.0,405.0,193.0,756.0,582.0,926832.0,726146.0,11500000.0,7000000.0,44.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,508161.0,2.0,0.0
新北市三峽區秀川里,新北市,三峽區,秀川里,687,97.41,16714.52,43.42,19.0,24.43,128.57,91,479,117,1,27,150,72,180,92,70,1,3,208.0,264.0,66.0,-4,-13,279,98761.0,564.0,415.0,186.0,736.0,552.23,98567.0,73313.0,11500000.0,7000000.0,44.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,28440.0,2.0,0.0
新北市三峽區竹崙里,新北市,三峽區,竹崙里,2112,128.32,83.13,43.09,11.59,31.5,271.93,171,1476,465,4,32,318,124,584,475,350,4,50,611.0,934.0,236.0,-5,-6,912,187959.0,471.0,314.0,174.0,531.0,613.79,186460.0,126305.0,11500000.0,7000000.0,36.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23083137.0,0.0,1.0
新北市三峽區金圳里,新北市,三峽區,金圳里,541,141.52,44.04,36.62,8.59,28.03,326.47,34,396,111,0,11,63,26,161,149,78,4,15,174.0,224.0,58.0,-6,-17,228,45032.0,469.0,300.0,151.0,615.0,485.04,44566.0,29435.0,11500000.0,7000000.0,40.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10688732.0,0.0,0.0
新北市三峽區鳶山里,新北市,三峽區,鳶山里,10678,97.38,2575.7,34.7,19.17,15.53,80.99,1520,7927,1231,39,473,2388,1017,2962,1401,817,8,53,3225.0,4358.0,967.0,19,-27,3945,1735687.0,617.0,405.0,196.0,764.0,773.5,1727487.0,1337491.0,11500000.0,7000000.0,55.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4859998.0,1.0,1.0
新北市三峽區龍埔里,新北市,三峽區,龍埔里,10312,97.51,5114.25,35.45,21.9,13.56,61.91,1667,7613,1032,36,514,2330,1023,2711,1250,713,8,60,2964.0,4262.0,904.0,35,148,3858,1719390.0,626.0,423.0,196.0,822.0,683.7,1708414.0,1352091.0,11500000.0,7000000.0,44.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2026379.0,2.0,2.0
新北市三峽區龍學里,新北市,三峽區,龍學里,16729,86.4,15371.86,49.65,34.05,15.6,45.82,3806,11179,1744,227,1709,4871,1990,2910,769,417,5,25,3543.0,7778.0,980.0,108,191,7041,5291847.0,1040.0,691.0,298.0,1380.0,1204.29,5301162.0,4023059.0,11500000.0,7000000.0,46.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,403954.0,1.0,1.0
新北市三峽區龍恩里,新北市,三峽區,龍恩里,7643,91.27,22073.77,45.25,30.24,15.01,49.65,1591,5262,790,100,689,1987,857,1621,499,283,4,12,1805.0,3388.0,573.0,35,254,3223,2171948.0,979.0,626.0,278.0,1303.0,1103.97,2177597.0,1646592.0,11500000.0,7000000.0,53.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1076828.0,1.0,0.0
新北市三芝區八賢里,新北市,三芝區,八賢里,347,123.87,286.15,45.19,8.79,36.4,414.29,21,239,87,1,5,52,34,94,68,56,0,16,95.0,169.0,21.0,-7,9,139,27060.0,343.0,255.0,108.0,484.0,345.65,26916.0,20285.0,3880000.0,1600000.0,32.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469637.0,0.0,1.0
新北市三芝區古庄里,新北市,三芝區,古庄里,1202,108.68,379.95,40.26,8.4,31.86,379.17,72,857,273,2,48,222,126,384,180,137,4,27,353.0,495.0,180.0,-15,32,580,139182.0,464.0,295.0,118.0,546.0,668.99,138164.0,100000.0,3880000.0,1600000.0,27.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2981177.0,1.0,0.0
新北市三芝區圓山里,新北市,三芝區,圓山里,590,136.95,33.47,38.5,9.62,28.87,300.0,41,426,123,0,13,70,39,175,130,80,6,36,152.0,291.0,50.0,-5,-3,214,68282.0,517.0,363.0,146.0,701.0,555.47,67949.0,41471.0,3880000.0,1600000.0,38.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17367049.0,0.0,1.0
新北市三芝區埔坪里,新北市,三芝區,埔坪里,7144,100.34,2015.89,34.13,14.01,20.13,143.7,746,5326,1072,10,164,1224,711,2097,1332,713,28,119,2223.0,2905.0,736.0,-10,-47,2907,753141.0,438.0,297.0,136.0,538.0,574.51,748160.0,574817.0,3880000.0,1600000.0,29.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3642273.0,1.0,3.0
新北市三芝區埔頭里,新北市,三芝區,埔頭里,5615,97.43,5691.78,31.13,14.18,16.95,119.6,607,4282,726,14,167,1223,518,1616,970,425,15,60,1813.0,2336.0,500.0,10,1,2233,650386.0,429.0,292.0,157.0,528.0,460.93,645435.0,523355.0,3880000.0,1600000.0,27.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1000192.0,1.0,2.0
新北市三芝區店子里,新北市,三芝區,店子里,640,127.76,100.74,42.54,7.35,35.19,478.79,33,449,158,2,14,95,45,189,123,115,1,23,179.0,308.0,47.0,-7,-9,257,69432.0,489.0,357.0,126.0,593.0,567.35,68767.0,49908.0,3880000.0,1600000.0,40.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6258128.0,2.0,0.0
新北市三芝區後厝里,新北市,三芝區,後厝里,2235,103.74,334.48,41.1,7.51,33.59,447.06,119,1584,532,25,129,593,276,606,240,204,7,36,657.0,998.0,280.0,-20,-3,1154,396402.0,585.0,319.0,146.0,650.0,880.98,403938.0,250604.0,3880000.0,1600000.0,31.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6945025.0,0.0,0.0
新北市三芝區新庄里,新北市,三芝區,新庄里,871,111.41,234.99,49.91,14.29,35.63,249.4,83,581,207,1,18,141,81,231,160,114,6,36,235.0,389.0,81.0,-13,-26,353,78036.0,420.0,307.0,163.0,543.0,386.48,77576.0,53651.0,3880000.0,1600000.0,24.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3817769.0,1.0,0.0
新北市三芝區橫山里,新北市,三芝區,橫山里,537,139.73,81.45,52.12,9.92,42.21,425.71,35,353,149,1,5,65,42,137,119,81,15,37,153.0,244.0,54.0,-8,1,224,50960.0,472.0,346.0,122.0,659.0,478.74,50175.0,39753.0,3880000.0,1600000.0,32.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6163891.0,0.0,1.0
新北市三芝區福德里,新北市,三芝區,福德里,866,102.34,296.59,39.9,11.79,28.11,238.36,73,619,174,6,56,226,61,203,138,75,5,23,254.0,405.0,65.0,-10,-14,356,135911.0,596.0,392.0,141.0,827.0,709.67,135888.0,99207.0,3880000.0,1600000.0,32.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3011751.0,1.0,0.0
新北市三芝區興華里,新北市,三芝區,興華里,1300,119.59,204.47,36.55,8.72,27.84,319.28,83,952,265,7,45,254,154,350,199,175,6,27,389.0,585.0,126.0,-10,2,547,192978.0,566.0,369.0,195.0,681.0,853.77,202627.0,124383.0,3880000.0,1600000.0,40.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6376696.0,2.0,1.0
新北市三芝區茂長里,新北市,三芝區,茂長里,683,108.87,257.18,34.45,8.46,25.98,306.98,43,508,132,2,25,176,74,204,80,62,1,16,214.0,315.0,65.0,-9,-17,299,77710.0,447.0,315.0,141.0,577.0,478.18,77504.0,54688.0,3880000.0,1600000.0,29.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3301764.0,1.0,0.0
新北市三芝區錫板里,新北市,三芝區,錫板里,738,138.83,138.36,50.92,10.63,40.29,378.85,52,489,197,2,17,110,52,179,156,127,3,40,193.0,384.0,36.0,-6,-26,299,88382.0,488.0,327.0,153.0,576.0,603.89,87737.0,63099.0,3880000.0,1600000.0,32.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5188906.0,1.0,0.0
新北市三重區三安里,新北市,三重區,三安里,2756,91.66,41658.48,39.26,13.34,25.92,194.32,264,1979,513,10,141,636,276,726,382,300,5,16,896.0,1121.0,275.0,-5,9,1240,464055.0,601.0,399.0,199.0,769.0,693.91,461053.0,336351.0,16250000.0,9600000.0,33.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,56155.0,2.0,0.0
新北市三重區三民里,新北市,三重區,三民里,3567,97.4,52767.83,40.16,19.96,20.2,101.18,508,2545,514,16,174,920,360,865,425,276,6,17,1054.0,1535.0,257.0,6,23,1300,665078.0,689.0,446.0,225.0,900.0,846.73,661121.0,493525.0,16250000.0,9600000.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,67275.0,1.0,0.0
新北市三重區中央里,新北市,三重區,中央里,1878,95.02,47408.68,39.52,14.12,25.41,180.0,190,1346,342,6,95,414,181,509,238,230,4,11,586.0,735.0,223.0,-2,-18,854,278942.0,581.0,371.0,189.0,710.0,666.21,277818.0,212837.0,16250000.0,9600000.0,34.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,39730.0,2.0,0.0
新北市三重區中山里,新北市,三重區,中山里,2852,94.81,19234.01,36.72,14.05,22.67,161.43,293,2086,473,12,168,794,327,666,312,262,1,17,945.0,1191.0,240.0,-3,-2,1217,711885.0,772.0,406.0,206.0,925.0,1070.83,709100.0,478347.0,16250000.0,9600000.0,34.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,150756.0,2.0,0.0
新北市三重區中正里,新北市,三重區,中正里,1441,98.76,61890.65,34.05,9.95,24.09,242.06,107,1075,259,5,68,330,140,393,206,180,1,11,496.0,595.0,123.0,-3,6,585,229524.0,578.0,388.0,185.0,735.0,766.87,229243.0,158786.0,16250000.0,9600000.0,34.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21586.0,1.0,0.0
新北市三重區中民里,新北市,三重區,中民里,1317,102.93,49451.79,35.91,12.49,23.43,187.6,121,969,227,1,47,301,114,330,225,159,6,13,464.0,491.0,121.0,5,1,524,164209.0,483.0,343.0,160.0,622.0,533.39,163057.0,136272.0,16250000.0,9600000.0,34.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20140.0,2.0,0.0
新北市三重區中興里,新北市,三重區,中興里,4072,101.38,4384.01,35.19,13.65,21.55,157.91,411,3012,649,12,218,1042,422,1025,518,401,3,20,1344.0,1763.0,306.0,-5,38,1622,925891.0,680.0,408.0,193.0,842.0,876.38,933861.0,553408.0,16250000.0,9600000.0,29.0,19.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,725508.0,2.0,1.0
新北市三重區二重里,新北市,三重區,二重里,1648,100.49,8423.55,33.66,13.79,19.87,144.12,170,1233,245,1,65,377,126,447,282,165,3,12,568.0,675.0,134.0,-7,-10,575,209710.0,465.0,339.0,195.0,599.0,420.31,207703.0,151906.0,16250000.0,9600000.0,30.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,202679.0,0.0,2.0
新北市三重區五常里,新北市,三重區,五常里,4360,98.91,7081.84,34.4,15.63,18.77,120.12,507,3244,609,7,133,963,441,1134,692,428,20,35,1421.0,1833.0,327.0,18,-51,1473,638429.0,539.0,372.0,194.0,660.0,587.21,634796.0,484977.0,16250000.0,9600000.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,381736.0,1.0,0.0
新北市三重區五福里,新北市,三重區,五福里,4071,92.66,23583.59,34.98,17.67,17.31,97.94,533,3016,522,12,251,973,388,979,556,350,9,20,1174.0,1786.0,355.0,5,57,1669,897944.0,795.0,477.0,241.0,1041.0,906.43,959970.0,712121.0,16250000.0,9600000.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,120044.0,0.0,0.0
新北市三重區五華里,新北市,三重區,五華里,5471,93.12,23138.18,33.83,17.22,16.61,96.45,704,4088,679,25,321,1342,570,1244,778,432,7,48,1638.0,2408.0,425.0,15,-31,2125,1373129.0,863.0,456.0,225.0,1007.0,1271.64,1390562.0,1034350.0,16250000.0,9600000.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,80310.0,0.0,0.0
新北市三重區五谷里,新北市,三重區,五谷里,1897,107.78,2722.85,34.16,11.32,22.84,201.88,160,1414,323,7,99,456,223,513,221,195,3,20,620.0,862.0,142.0,12,88,803,402862.0,628.0,423.0,216.0,770.0,796.94,404253.0,273853.0,16250000.0,9600000.0,29.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,380469.0,1.0,1.0
新北市三重區五順里,新北市,三重區,五順里,4155,97.86,48124.81,32.92,14.81,18.11,122.25,463,3126,566,7,136,908,371,1101,717,403,13,36,1372.0,1729.0,336.0,10,-42,1514,559695.0,523.0,372.0,191.0,669.0,517.98,557205.0,458505.0,16250000.0,9600000.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43750.0,0.0,0.0
新北市三重區仁德里,新北市,三重區,仁德里,2044,99.41,42242.75,39.24,11.24,28.0,249.09,165,1468,411,1,97,424,178,550,332,285,0,12,676.0,813.0,254.0,-16,-33,894,307706.0,551.0,365.0,164.0,711.0,655.72,306263.0,235940.0,16250000.0,9600000.0,34.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,51894.0,2.0,0.0
新北市三重區仁忠里,新北市,三重區,仁忠里,3344,97.05,61126.75,38.64,17.08,21.56,126.21,412,2412,520,7,100,597,313,872,636,378,6,23,1067.0,1323.0,320.0,6,1,1275,393849.0,497.0,357.0,184.0,691.0,472.69,390988.0,319110.0,16250000.0,9600000.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60642.0,0.0,0.0
新北市三重區仁義里,新北市,三重區,仁義里,1282,97.23,30882.64,35.52,13.74,21.78,158.46,130,946,206,1,47,278,125,378,173,134,1,15,445.0,473.0,144.0,-6,-1,508,215089.0,627.0,342.0,165.0,634.0,1088.41,213660.0,151070.0,16250000.0,9600000.0,34.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,49832.0,2.0,0.0
新北市三重區仁華里,新北市,三重區,仁華里,4429,93.74,41489.07,34.29,16.43,17.86,108.67,542,3298,589,10,226,1020,446,1110,639,396,13,27,1338.0,1991.0,318.0,23,70,1715,813361.0,642.0,412.0,193.0,842.0,699.04,805750.0,615149.0,16250000.0,9600000.0,32.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,98115.0,0.0,0.0
新北市三重區介壽里,新北市,三重區,介壽里,1254,94.42,53090.6,44.14,17.01,27.13,159.46,148,870,236,6,53,284,117,330,169,140,1,6,403.0,514.0,118.0,-1,16,516,201028.0,569.0,368.0,176.0,659.0,653.47,199262.0,137785.0,16250000.0,9600000.0,33.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,34152.0,1.0,0.0
新北市三重區信安里,新北市,三重區,信安里,2108,92.86,55863.26,34.96,15.36,19.59,127.5,240,1562,306,4,129,524,232,494,273,195,2,15,651.0,883.0,195.0,3,50,906,429512.0,664.0,415.0,217.0,843.0,743.61,428144.0,344199.0,16250000.0,9600000.0,33.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,41524.0,2.0,0.0
新北市三重區光明里,新北市,三重區,光明里,7863,95.01,29363.55,35.85,18.24,17.61,96.5,1056,5788,1019,46,496,2036,835,1994,829,527,7,37,2483.0,3271.0,641.0,5,-17,3075,1848394.0,777.0,455.0,209.0,900.0,1153.39,1867167.0,1330861.0,16250000.0,9600000.0,34.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,253600.0,1.0,2.0
新北市三重區光榮里,新北市,三重區,光榮里,1489,94.13,51249.4,34.39,10.74,23.65,220.17,119,1108,262,4,77,397,141,385,217,135,1,13,525.0,591.0,150.0,-1,9,666,321132.0,688.0,432.0,206.0,840.0,857.85,327110.0,220900.0,16250000.0,9600000.0,34.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,34169.0,2.0,0.0
新北市三重區光正里,新北市,三重區,光正里,2591,96.44,12062.5,27.32,10.57,16.76,158.6,215,2035,341,21,233,751,325,626,232,176,3,9,858.0,1155.0,245.0,0,15,1307,872446.0,976.0,577.0,246.0,1287.0,1147.15,876391.0,631883.0,16250000.0,9600000.0,34.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,73496.0,1.0,0.0
