Region,County Name,Township Name,Village Name,c_Population,c_Sex Ratio,c_Population Density,c_Dependency Ratio,c_Child Dependency Ratio,c_Elderly Dependency Ratio,c_Aging Index,c_Population aged 0-14,c_Population aged 15-64,c_Population aged 65 and above,j_15 with Doctorate Degree,j_15 with Master Degree,j_15 with University Education,j_15 with Vocational Education,j_15 with Senior High School Education,j_15 with Junior High School Education,j_15 with Elementary School Education,j_15 with Self-Taught Education,j_15 who are Illiterate,c_15 who are Unmarried,c_15 who are Married,c_15 who are Divorced,c_Natural Increase,c_Social Increase,c_Total Number of Households,ji_Total Comprehensive Income,ji_Average Comprehensive Income,ji_Median Comprehensive Income,ji_Comprehensive Income Q1,ji_Comprehensive Income Q3,ji_Comprehensive Income std,ji_Total Amount of Various Types of Income,ji_Income from Wages and Salaries,Median Housing Price with parking space,Median Housing Price no parking space,NO2,PM2.5,water,108green,m108300,m108300s,m108500,m108500s,fire,police,primary,secondary,gym,area,multiHospital,Shelter
新北市五股區興珍里,新北市,五股區,興珍里,4826,106.95,2307.28,32.66,13.61,19.05,140.0,495,3638,693,16,178,1133,451,1303,663,546,5,36,1549.0,2132.0,350.0,15,-76,1693,934244.0,600.0,360.0,173.0,726.0,1017.76,946762.0,516163.0,9700000.0,8750000.0,31.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2050499.0,0.0,1.0
新北市五股區觀音里,新北市,五股區,觀音里,1451,120.18,224.11,41.7,13.28,28.42,213.97,136,1024,291,0,28,260,93,403,244,255,0,32,423.0,659.0,106.0,1,-29,532,154587.0,529.0,377.0,199.0,695.0,508.71,153051.0,99459.0,9700000.0,8750000.0,34.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6398717.0,0.0,1.0
新北市五股區貿商里,新北市,五股區,貿商里,3190,92.4,60169.38,40.9,15.95,24.96,156.51,361,2264,565,7,124,781,380,930,282,300,8,17,920.0,1260.0,312.0,-20,-8,1252,532962.0,629.0,420.0,211.0,764.0,724.15,530337.0,415034.0,9700000.0,8750000.0,31.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,56066.0,0.0,0.0
新北市五股區陸一里,新北市,五股區,陸一里,2628,97.3,31724.57,43.53,12.12,31.4,259.01,222,1831,575,7,102,601,261,790,282,315,7,41,791.0,1006.0,245.0,-24,41,1108,382637.0,593.0,370.0,174.0,742.0,753.7,381492.0,299703.0,9700000.0,8750000.0,32.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,78890.0,0.0,0.0
新北市五股區集福里,新北市,五股區,集福里,4053,100.94,2134.56,31.42,14.11,17.32,122.76,435,3084,534,11,110,851,421,1229,553,424,4,15,1249.0,1679.0,414.0,1,6,1544,546549.0,515.0,382.0,183.0,665.0,517.75,541982.0,423658.0,9700000.0,8750000.0,33.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1675382.0,0.0,0.0
新北市五股區集賢里,新北市,五股區,集賢里,4145,99.76,2375.29,29.57,15.41,14.16,91.89,493,3199,453,5,106,923,346,1212,633,398,5,24,1328.0,1768.0,350.0,-9,52,1464,520992.0,471.0,359.0,204.0,618.0,422.18,541759.0,419420.0,9700000.0,8750000.0,33.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1830384.0,0.0,0.0
新北市八里區下罟里,新北市,八里區,下罟里,1811,101.0,599.26,35.45,18.4,17.05,92.68,246,1337,228,3,43,343,176,497,288,177,8,30,521.0,793.0,124.0,7,12,557,207730.0,485.0,285.0,137.0,589.0,635.88,207427.0,141440.0,7550000.0,5800000.0,35.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3334953.0,0.0,0.0
新北市八里區埤頭里,新北市,八里區,埤頭里,4242,99.15,1359.69,32.98,16.46,16.52,100.38,525,3190,527,9,110,869,516,1198,614,349,5,47,1260.0,1774.0,420.0,11,69,1640,613875.0,562.0,354.0,182.0,685.0,691.21,615761.0,446197.0,7550000.0,5800000.0,34.0,94.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3555680.0,0.0,0.0
新北市八里區大崁里,新北市,八里區,大崁里,3600,105.71,927.28,35.54,19.05,16.49,86.56,506,2656,438,14,138,789,422,950,466,262,14,39,1028.0,1593.0,274.0,-14,265,1380,625449.0,620.0,396.0,185.0,767.0,846.63,629161.0,409058.0,7550000.0,5800000.0,34.0,123.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4371933.0,0.0,3.0
新北市八里區米倉里,新北市,八里區,米倉里,3750,105.03,583.8,34.46,14.31,20.15,140.85,399,2789,562,14,166,821,537,952,477,343,3,38,1108.0,1641.0,358.0,0,47,1502,695862.0,655.0,397.0,195.0,809.0,893.86,763997.0,501459.0,7550000.0,5800000.0,35.0,146.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6306428.0,1.0,1.0
新北市八里區舊城里,新北市,八里區,舊城里,7598,96.28,2786.4,28.85,14.8,14.04,94.85,873,5897,828,12,244,1591,978,2373,980,511,4,32,2402.0,3089.0,826.0,3,-13,2936,1015537.0,508.0,356.0,184.0,653.0,553.9,1008999.0,816151.0,7550000.0,5800000.0,34.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2021754.0,0.0,2.0
新北市八里區荖阡里,新北市,八里區,荖阡里,1954,108.54,590.24,34.48,15.14,19.34,127.73,220,1453,281,4,38,393,227,549,304,191,1,27,594.0,827.0,172.0,-4,-1,630,252876.0,555.0,337.0,151.0,662.0,852.98,251901.0,164597.0,7550000.0,5800000.0,34.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3180010.0,0.0,1.0
新北市八里區訊塘里,新北市,八里區,訊塘里,4840,96.83,2598.46,33.15,18.46,14.69,79.58,671,3635,534,12,149,997,562,1392,654,351,7,45,1399.0,2029.0,441.0,21,-142,1882,682070.0,558.0,373.0,193.0,709.0,678.48,677197.0,486323.0,7550000.0,5800000.0,34.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2098691.0,0.0,1.0
新北市八里區長坑里,新北市,八里區,長坑里,1812,113.68,214.57,37.48,16.24,21.24,130.84,214,1318,280,1,46,323,185,479,310,194,7,53,512.0,812.0,134.0,11,15,499,222140.0,523.0,329.0,170.0,633.0,677.46,221011.0,153959.0,7550000.0,5800000.0,35.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8620469.0,0.0,2.0
新北市八里區頂罟里,新北市,八里區,頂罟里,2456,99.67,1360.18,32.26,17.72,14.54,82.07,329,1857,270,7,66,497,274,748,351,165,4,15,735.0,983.0,289.0,10,254,997,334708.0,556.0,355.0,162.0,660.0,900.38,333855.0,229494.0,7550000.0,5800000.0,34.0,72.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1661928.0,0.0,1.0
新北市八里區龍源里,新北市,八里區,龍源里,7468,94.07,1502.04,29.52,9.95,19.56,196.52,574,5766,1128,41,452,1854,957,2040,867,628,6,49,2362.0,3329.0,768.0,9,65,3242,1592295.0,703.0,405.0,198.0,818.0,1195.22,1621617.0,1177454.0,7550000.0,5800000.0,33.0,71.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4605713.0,1.0,3.0
新北市土城區?廷里,新北市,土城區,?廷里,7725,98.59,71575.49,29.98,15.85,14.13,89.17,942,5943,840,14,258,1680,731,2187,1195,667,11,40,2444.0,3242.0,717.0,35,23,2667,966951.0,484.0,352.0,184.0,644.0,487.59,972983.0,783784.0,14000000.0,9685000.0,28.990654205607477,25.31041388518024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
新北市土城區中正里,新北市,土城區,中正里,3400,89.94,48036.85,29.82,16.84,12.98,77.1,441,2619,340,10,196,890,384,914,330,219,5,11,1082.0,1404.0,325.0,15,-4,1266,638699.0,629.0,418.0,201.0,829.0,668.11,636182.0,508938.0,14000000.0,9685000.0,18.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,120279.0,2.0,1.0
新北市土城區員仁里,新北市,土城區,員仁里,5813,96.72,11926.08,32.69,16.02,16.66,103.99,702,4381,730,14,204,1284,564,1645,836,499,10,55,1811.0,2460.0,515.0,7,-39,2025,854386.0,518.0,354.0,186.0,656.0,553.9,867098.0,620347.0,14000000.0,9685000.0,23.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,384324.0,1.0,1.0
新北市土城區員信里,新北市,土城區,員信里,4575,96.94,43281.65,30.79,14.78,16.01,108.32,517,3498,560,15,198,1143,505,1216,593,368,4,16,1524.0,1925.0,374.0,15,-66,1658,759971.0,566.0,376.0,192.0,670.0,695.42,754723.0,579183.0,14000000.0,9685000.0,21.0,34.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,152068.0,1.0,0.0
新北市土城區員林里,新北市,土城區,員林里,6789,91.78,22528.17,32.52,15.95,16.57,103.92,817,5123,849,24,434,1818,744,1706,707,498,11,30,2072.0,3030.0,516.0,15,538,2745,1657996.0,752.0,462.0,220.0,939.0,907.55,1666152.0,1197805.0,14000000.0,9685000.0,16.0,34.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,307225.0,2.0,1.0
新北市土城區員福里,新北市,土城區,員福里,5691,99.26,33922.05,31.49,13.82,17.68,127.93,598,4328,765,12,265,1400,613,1548,703,514,11,27,1846.0,2459.0,452.0,8,-21,2081,954958.0,561.0,359.0,182.0,657.0,782.42,954794.0,713061.0,14000000.0,9685000.0,21.0,34.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,414317.0,2.0,0.0
新北市土城區土城里,新北市,土城區,土城里,2186,93.45,45562.55,40.76,17.77,22.99,129.35,276,1553,357,8,112,479,199,615,255,231,2,9,638.0,890.0,240.0,-11,21,879,361777.0,619.0,389.0,187.0,723.0,923.89,360392.0,270272.0,14000000.0,9685000.0,21.0,34.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,46521.0,1.0,0.0
新北市土城區埤塘里,新北市,土城區,埤塘里,5627,134.46,2285.32,26.68,10.47,16.21,154.84,465,4442,720,8,169,1013,524,1860,1080,470,8,30,1857.0,1944.0,1094.0,-37,154,2936,590526.0,542.0,391.0,191.0,703.0,526.26,587641.0,456050.0,14000000.0,9685000.0,24.0,34.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2464860.0,1.0,2.0
新北市土城區埤林里,新北市,土城區,埤林里,8867,93.14,67162.03,28.32,16.16,12.16,75.2,1117,6910,840,38,594,2576,1043,2111,874,476,4,34,2894.0,3808.0,642.0,30,-95,3195,2027674.0,730.0,468.0,222.0,945.0,842.72,2019763.0,1601783.0,14000000.0,9685000.0,18.0,33.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,124964.0,2.0,0.0
新北市土城區大安里,新北市,土城區,大安里,5128,98.22,1473.04,34.95,16.89,18.05,106.85,642,3800,686,15,266,1113,544,1441,635,438,8,26,1546.0,2157.0,503.0,18,21,2020,878822.0,594.0,383.0,195.0,723.0,697.55,876449.0,592228.0,14000000.0,9685000.0,26.0,30.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3508843.0,0.0,0.0
新北市土城區學士里,新北市,土城區,學士里,5087,92.47,65747.3,29.34,17.77,11.57,65.09,699,3933,455,33,415,1495,619,1138,443,228,2,15,1629.0,2236.0,295.0,23,8,1859,1303974.0,845.0,517.0,236.0,1144.0,951.69,1310815.0,1028217.0,14000000.0,9685000.0,18.0,34.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,89749.0,2.0,0.0
新北市土城區學府里,新北市,土城區,學府里,3713,91.89,34830.16,30.97,17.07,13.9,81.4,484,2835,394,15,178,955,358,967,471,268,5,12,1143.0,1632.0,278.0,18,-5,1265,665174.0,622.0,413.0,206.0,739.0,687.03,659633.0,503758.0,14000000.0,9685000.0,18.0,34.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,105323.0,2.0,1.0
新北市土城區學成里,新北市,土城區,學成里,3378,98.47,64197.34,29.97,16.04,13.93,86.81,417,2599,362,7,182,908,331,830,452,242,2,7,1063.0,1542.0,223.0,17,-40,1170,596757.0,572.0,395.0,184.0,751.0,601.6,650713.0,483802.0,14000000.0,9685000.0,17.0,33.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,57713.0,2.0,0.0
新北市土城區安和里,新北市,土城區,安和里,5132,96.63,64734.23,28.33,14.83,13.5,91.06,593,3999,540,16,187,1223,544,1443,761,342,3,20,1640.0,2235.0,413.0,12,-31,1832,787336.0,534.0,377.0,190.0,704.0,550.39,783149.0,653448.0,14000000.0,9685000.0,21.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,60340.0,0.0,1.0
新北市土城區平和里,新北市,土城區,平和里,7223,96.33,82605.22,28.07,14.54,13.53,93.05,820,5640,763,19,276,1692,718,2021,1075,564,10,28,2414.0,3058.0,543.0,9,-12,2456,1045498.0,514.0,361.0,185.0,652.0,553.77,1116175.0,852075.0,14000000.0,9685000.0,21.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,84369.0,0.0,0.0
新北市土城區廣福里,新北市,土城區,廣福里,5920,97.73,50323.02,28.08,15.86,12.22,77.08,733,4622,565,27,356,1694,722,1486,559,325,5,13,1885.0,2621.0,431.0,24,-82,2090,1206840.0,665.0,422.0,196.0,866.0,751.59,1201139.0,889016.0,14000000.0,9685000.0,18.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,102487.0,2.0,3.0
新北市土城區廣興里,新北市,土城區,廣興里,3640,91.08,36965.57,30.42,17.59,12.83,72.91,491,2791,358,8,230,928,476,933,357,208,2,7,1150.0,1551.0,296.0,10,7,1337,727022.0,642.0,439.0,199.0,836.0,677.61,722904.0,554109.0,14000000.0,9685000.0,18.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,114862.0,2.0,0.0
新北市土城區延吉里,新北市,土城區,延吉里,4494,100.98,7760.57,33.2,15.23,17.96,117.9,514,3374,606,6,126,849,413,1392,705,447,4,38,1414.0,1884.0,426.0,5,-23,1590,533272.0,493.0,334.0,169.0,603.0,567.24,528330.0,426102.0,14000000.0,9685000.0,23.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,592874.0,0.0,0.0
新北市土城區延和里,新北市,土城區,延和里,6875,92.25,69148.99,31.53,17.37,14.16,81.5,908,5227,740,17,268,1707,756,1775,915,498,7,24,2027.0,3026.0,590.0,17,114,2590,1251285.0,625.0,416.0,211.0,762.0,728.1,1242966.0,973104.0,14000000.0,9685000.0,21.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,114774.0,0.0,0.0
新北市土城區延壽里,新北市,土城區,延壽里,4615,99.96,21616.03,31.74,15.04,16.7,111.01,527,3503,585,10,152,989,480,1317,707,407,4,22,1448.0,1972.0,449.0,14,-27,1715,632448.0,515.0,350.0,178.0,661.0,570.38,627721.0,484388.0,14000000.0,9685000.0,21.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,199207.0,0.0,0.0
新北市土城區延祿里,新北市,土城區,延祿里,4402,99.1,102546.18,29.74,14.97,14.77,98.62,508,3393,501,6,132,955,461,1325,630,354,8,23,1339.0,1892.0,414.0,24,-4,1579,603276.0,529.0,386.0,186.0,665.0,558.01,610758.0,492737.0,14000000.0,9685000.0,21.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,57167.0,0.0,0.0
新北市土城區廷寮里,新北市,土城區,廷寮里,5118,100.16,3101.96,29.05,15.13,13.92,92.0,600,3966,552,9,194,1214,478,1470,724,393,5,31,1651.0,2218.0,417.0,14,-19,1747,769856.0,567.0,392.0,201.0,737.0,606.32,777672.0,587525.0,14000000.0,9685000.0,24.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1690633.0,0.0,1.0
新北市土城區復興里,新北市,土城區,復興里,4701,98.02,26955.12,29.97,14.35,15.62,108.86,519,3617,565,17,267,1163,471,1182,667,389,6,20,1508.0,2065.0,364.0,0,-49,1694,902532.0,637.0,402.0,204.0,803.0,733.04,964834.0,688292.0,14000000.0,9685000.0,18.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,149319.0,4.0,0.0
新北市土城區日和里,新北市,土城區,日和里,6154,95.61,9671.57,32.94,17.15,15.79,92.07,794,4629,731,18,290,1309,609,1722,859,509,14,30,1864.0,2657.0,502.0,12,97,2252,1080417.0,620.0,393.0,198.0,770.0,733.3,1076399.0,831692.0,14000000.0,9685000.0,21.0,34.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,534559.0,2.0,1.0
新北市土城區日新里,新北市,土城區,日新里,4834,96.26,23895.68,34.88,15.12,19.75,130.63,542,3584,708,18,201,1133,485,1295,649,475,6,30,1539.0,2055.0,413.0,3,-28,1770,741870.0,546.0,370.0,177.0,709.0,605.19,746149.0,585602.0,14000000.0,9685000.0,21.0,33.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,217132.0,2.0,1.0
新北市土城區明德里,新北市,土城區,明德里,6091,86.44,39530.64,26.37,15.25,11.12,72.93,735,4820,536,46,508,1908,765,1359,483,269,5,13,1921.0,2746.0,432.0,31,1,2439,1794432.0,863.0,548.0,249.0,1136.0,1259.78,1787171.0,1367566.0,14000000.0,9685000.0,17.0,34.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,166098.0,2.0,0.0
新北市土城區柑林里,新北市,土城區,柑林里,3729,92.91,6401.43,33.32,21.24,12.08,56.9,594,2797,338,22,225,920,449,919,366,215,5,14,1031.0,1659.0,262.0,20,-3,1409,853364.0,802.0,522.0,233.0,1069.0,1135.48,851164.0,680637.0,14000000.0,9685000.0,18.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,630557.0,2.0,0.0
新北市土城區樂利里,新北市,土城區,樂利里,5245,94.48,60760.87,27.96,12.78,15.17,118.7,524,4099,622,20,255,1373,545,1392,742,370,6,18,1742.0,2318.0,409.0,11,-82,1963,935799.0,587.0,375.0,207.0,708.0,668.87,930225.0,732225.0,14000000.0,9685000.0,17.0,33.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,71628.0,2.0,0.0
新北市土城區永富里,新北市,土城區,永富里,5645,97.38,38087.08,28.12,14.48,13.64,94.2,638,4406,601,13,201,1250,594,1644,847,424,6,28,1833.0,2346.0,524.0,17,94,2069,813173.0,533.0,365.0,194.0,682.0,561.07,808018.0,670820.0,14000000.0,9685000.0,21.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,168350.0,0.0,1.0
新北市土城區永寧里,新北市,土城區,永寧里,8732,99.59,3744.19,33.74,18.53,15.21,82.07,1210,6529,993,20,324,1942,889,2467,1133,691,13,43,2599.0,3658.0,784.0,12,57,3209,1462348.0,609.0,392.0,192.0,756.0,726.79,1457532.0,1156883.0,14000000.0,9685000.0,29.0,30.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2672422.0,0.0,2.0
新北市土城區永豐里,新北市,土城區,永豐里,4587,94.78,33963.94,32.84,17.67,15.18,85.9,610,3453,524,16,239,1176,509,1140,546,317,7,27,1370.0,2017.0,329.0,22,-73,1649,969153.0,738.0,468.0,216.0,932.0,894.16,974467.0,758602.0,14000000.0,9685000.0,18.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,156269.0,0.0,0.0
新北市土城區沛陂里,新北市,土城區,沛陂里,4811,103.86,2661.91,29.75,15.75,14.0,88.87,584,3708,519,15,203,1056,471,1330,706,410,4,32,1399.0,2107.0,436.0,7,16,1883,868177.0,606.0,389.0,188.0,722.0,779.82,983594.0,682908.0,14000000.0,9685000.0,31.0,30.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1823414.0,0.0,1.0
新北市土城區清化里,新北市,土城區,清化里,1659,112.97,333.8,33.04,12.83,20.21,157.5,160,1247,252,5,47,347,175,523,227,165,0,10,551.0,692.0,157.0,-6,-22,622,232373.0,570.0,383.0,185.0,708.0,687.65,231427.0,173450.0,14000000.0,9685000.0,26.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4850454.0,1.0,1.0
新北市土城區清和里,新北市,土城區,清和里,6473,99.54,13963.22,30.03,13.82,16.21,117.3,688,4978,807,5,189,1337,645,1905,1056,604,6,38,2090.0,2733.0,595.0,18,-41,2247,791107.0,483.0,348.0,181.0,626.0,496.35,786820.0,649749.0,14000000.0,9685000.0,21.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,473673.0,1.0,2.0
新北市土城區清水里,新北市,土城區,清水里,8402,95.4,78036.91,28.2,14.68,13.52,92.1,962,6554,886,19,312,2126,946,2352,1102,542,8,33,2767.0,3624.0,662.0,33,-106,2977,1276944.0,542.0,368.0,189.0,693.0,567.63,1267395.0,1022481.0,14000000.0,9685000.0,17.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,107899.0,0.0,0.0
新北市土城區清溪里,新北市,土城區,清溪里,7137,96.94,25633.38,31.85,14.67,17.18,117.13,794,5413,930,24,370,1825,806,1908,838,528,10,34,2253.0,3065.0,598.0,23,-58,2695,1286480.0,667.0,432.0,210.0,835.0,783.62,1340769.0,979567.0,14000000.0,9685000.0,18.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,278520.0,0.0,1.0
新北市土城區瑞興里,新北市,土城區,瑞興里,3186,94.27,51093.72,36.33,13.86,22.46,162.04,324,2337,525,5,154,719,325,836,450,340,8,25,970.0,1413.0,278.0,6,-49,1237,494871.0,568.0,406.0,199.0,714.0,602.77,490568.0,389200.0,14000000.0,9685000.0,20.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,64790.0,4.0,0.0
新北市土城區祖田里,新北市,土城區,祖田里,1735,107.29,408.73,31.04,13.82,17.22,124.59,183,1324,228,3,47,344,128,513,312,182,0,23,579.0,728.0,136.0,-10,-8,609,217165.0,462.0,341.0,179.0,573.0,484.82,216377.0,170827.0,14000000.0,9685000.0,32.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3660650.0,0.0,1.0
新北市土城區裕生里,新北市,土城區,裕生里,5757,95.09,17689.52,33.23,16.01,17.22,107.51,692,4321,744,17,275,1344,651,1581,668,500,7,22,1792.0,2480.0,465.0,14,-55,2161,1060487.0,634.0,404.0,208.0,823.0,707.58,1055443.0,827309.0,14000000.0,9685000.0,21.0,33.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,341930.0,2.0,0.0
新北市土城區貨饒里,新北市,土城區,貨饒里,4647,96.08,20680.08,31.23,15.25,15.98,104.81,540,3541,566,24,271,1200,480,1176,548,377,8,23,1411.0,2045.0,409.0,21,46,1840,996278.0,703.0,429.0,217.0,826.0,914.49,993333.0,767502.0,14000000.0,9685000.0,17.0,33.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,217170.0,2.0,0.0
新北市土城區金城里,新北市,土城區,金城里,6425,88.86,110471.11,26.95,15.1,11.86,78.53,764,5061,600,21,271,1660,783,1854,700,345,6,21,2015.0,2742.0,582.0,15,35,2417,1124252.0,602.0,399.0,196.0,815.0,625.79,1120393.0,934597.0,14000000.0,9685000.0,21.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,56210.0,0.0,0.0
新北市土城區長風里,新北市,土城區,長風里,2115,94.21,36562.6,36.89,14.05,22.85,162.67,217,1545,353,19,147,645,282,513,164,115,3,10,663.0,919.0,142.0,-11,12,812,464385.0,700.0,433.0,206.0,894.0,786.67,462414.0,345331.0,14000000.0,9685000.0,21.0,34.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,49139.0,1.0,0.0
新北市土城區青山里,新北市,土城區,青山里,3178,98.13,8682.68,38.6,19.23,19.36,100.68,441,2293,444,12,115,676,329,876,440,273,2,14,868.0,1393.0,291.0,21,-12,1091,430242.0,529.0,370.0,175.0,685.0,546.06,426610.0,325938.0,14000000.0,9685000.0,21.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,286063.0,0.0,2.0
新北市土城區青雲里,新北市,土城區,青雲里,3119,95.18,9699.74,34.32,16.37,17.96,109.74,380,2322,417,8,156,715,351,833,401,251,3,21,966.0,1325.0,275.0,5,0,1118,509975.0,607.0,397.0,197.0,752.0,683.76,506643.0,379354.0,14000000.0,9685000.0,18.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,281091.0,1.0,2.0
新北市土城區頂埔里,新北市,土城區,頂埔里,5264,95.76,4666.34,31.4,15.15,16.25,107.25,607,4006,651,19,215,1186,513,1533,687,465,10,29,1624.0,2269.0,451.0,8,23,2033,949233.0,622.0,396.0,191.0,767.0,1049.83,1014692.0,734044.0,14000000.0,9685000.0,31.0,26.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1262781.0,0.0,1.0
新北市土城區頂新里,新北市,土城區,頂新里,3149,90.62,30965.75,39.58,23.36,16.22,69.45,527,2256,366,16,243,834,387,703,261,157,6,15,790.0,1437.0,221.0,24,28,1252,837938.0,835.0,546.0,250.0,1143.0,873.93,832725.0,684982.0,14000000.0,9685000.0,31.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,120433.0,0.0,0.0
新北市土城區頂福里,新北市,土城區,頂福里,5523,99.46,13672.01,34.41,16.87,17.55,104.04,693,4109,721,8,179,1095,484,1630,800,564,7,63,1693.0,2243.0,499.0,7,-31,2094,763429.0,526.0,367.0,191.0,647.0,563.32,757846.0,611085.0,14000000.0,9685000.0,31.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,366214.0,0.0,1.0
