index,County Name,Township Name,Village Name,QoL,Child Dependency Ratio,Elderly Dependency Ratio,Social Increase,Average Income,Metro 300 Multi,Metro 500 Multi,V_ID
新北市中和區正南里,新北市,中和區,正南里,1.2615488293225647,0.2,0.4,0.3,0.2,0.0,0.0,65000030-092
新北市中和區正行里,新北市,中和區,正行里,0.3846246702765286,0.3,0.1,0.2,0.4,0.0,0.0,65000030-093
新北市中和區民享里,新北市,中和區,民享里,0.8564165098529346,0.2,0.3,0.2,0.2,0.0,0.0,65000030-056
新北市中和區民安里,新北市,中和區,民安里,1.3584474875104986,0.4,0.2,0.4,0.3,0.0,0.0,65000030-061
新北市中和區民有里,新北市,中和區,民有里,1.816696082482134,0.1,0.4,0.2,0.1,0.0,0.0,65000030-087
新北市中和區民生里,新北市,中和區,民生里,-0.37949711996071445,0.1,0.3,0.3,0.3,0.0,0.0,65000030-068
新北市中和區泰安里,新北市,中和區,泰安里,0.8210327386718212,0.1,0.5,0.4,0.3,0.0,0.0,65000030-024
新北市中和區清穗里,新北市,中和區,清穗里,2.085767618649676,0.3,0.3,0.5,0.3,0.0,0.0,65000030-065
新北市中和區漳和里,新北市,中和區,漳和里,3.200598156932022,0.3,0.2,0.5,0.4,0.0,0.0,65000030-011
新北市中和區灰?里,新北市,中和區,灰?里,-1.0926667437051127,0.4,0.1,0.4,0.3,0.0,0.0,65000030-054
新北市中和區瑞穗里,新北市,中和區,瑞穗里,0.3574491671890052,0.4,0.3,0.5,0.3,0.0,0.0,65000030-063
新北市中和區瓦?里,新北市,中和區,瓦?里,-3.2340931090931098,0.2,0.2,0.2,0.3,0.0,0.0,65000030-017
新北市中和區碧河里,新北市,中和區,碧河里,4.231012325308655,0.3,0.1,0.5,0.4,0.0,1.0,65000030-084
新北市中和區福南里,新北市,中和區,福南里,1.4766986148697074,0.1,0.2,0.3,0.2,0.0,0.0,65000030-080
新北市中和區福和里,新北市,中和區,福和里,2.411764340420991,0.1,0.3,0.3,0.2,0.0,0.0,65000030-018
新北市中和區福善里,新北市,中和區,福善里,2.29642918769877,0.1,0.3,0.2,0.3,0.0,0.0,65000030-014
新北市中和區福真里,新北市,中和區,福真里,2.4164308169484707,0.1,0.3,0.3,0.3,0.0,1.0,65000030-013
新北市中和區福祥里,新北市,中和區,福祥里,2.0466101488413746,0.2,0.2,0.2,0.3,0.0,0.0,65000030-016
新北市中和區福美里,新北市,中和區,福美里,1.3351427087011887,0.3,0.4,0.3,0.2,0.0,0.0,65000030-015
新北市中和區秀仁里,新北市,中和區,秀仁里,2.951394822713949,0.4,0.3,0.4,0.4,0.0,0.0,65000030-033
新北市中和區秀士里,新北市,中和區,秀士里,1.0877016605607184,0.1,0.4,0.3,0.3,0.0,0.0,65000030-077
新北市中和區秀山里,新北市,中和區,秀山里,3.3442736277088887,0.2,0.4,0.4,0.3,0.0,1.0,65000030-027
新北市中和區秀峰里,新北市,中和區,秀峰里,4.092214743042216,0.1,0.2,0.5,0.3,0.0,1.0,65000030-032
新北市中和區秀成里,新北市,中和區,秀成里,2.6727803689333043,0.3,0.3,0.2,0.3,0.0,0.0,65000030-028
新北市中和區秀明里,新北市,中和區,秀明里,1.4677778032840396,0.2,0.4,0.3,0.4,0.0,0.0,65000030-031
新北市中和區秀景里,新北市,中和區,秀景里,5.553398612799659,0.2,0.3,0.5,0.4,0.0,1.0,65000030-030
新北市中和區秀水里,新北市,中和區,秀水里,2.243902512445885,0.3,0.5,0.4,0.2,0.0,1.0,65000030-072
新北市中和區秀福里,新北市,中和區,秀福里,1.4873692729729684,0.1,0.4,0.4,0.4,0.0,0.0,65000030-029
新北市中和區秀義里,新北市,中和區,秀義里,1.6858710981680036,0.2,0.4,0.4,0.4,0.0,0.0,65000030-076
新北市中和區積穗里,新北市,中和區,積穗里,2.6648483668415883,0.3,0.2,0.4,0.4,0.0,0.0,65000030-055
新北市中和區自強里,新北市,中和區,自強里,1.5114928096695828,0.3,0.2,0.1,0.2,0.0,0.0,65000030-066
新北市中和區興南里,新北市,中和區,興南里,3.6096125774312866,0.1,0.4,0.2,0.2,0.0,1.0,65000030-078
新北市中和區華南里,新北市,中和區,華南里,2.636316048194046,0.3,0.3,0.3,0.4,0.0,0.0,65000030-037
新北市中和區華新里,新北市,中和區,華新里,1.176952766932925,0.3,0.2,0.2,0.3,0.0,0.0,65000030-035
新北市中和區連和里,新北市,中和區,連和里,3.69692913670377,0.2,0.3,0.3,0.4,0.0,1.0,65000030-007
新北市中和區連城里,新北市,中和區,連城里,1.7857272332345286,0.3,0.4,0.3,0.3,0.0,0.0,65000030-008
新北市中和區錦中里,新北市,中和區,錦中里,3.001215590202945,0.4,0.2,0.2,0.3,0.0,0.0,65000030-085
新北市中和區錦和里,新北市,中和區,錦和里,2.9907314431054983,0.4,0.1,0.2,0.3,0.0,0.0,65000030-052
新北市中和區錦昌里,新北市,中和區,錦昌里,3.7717320688293188,0.4,0.3,0.4,0.4,0.0,0.0,65000030-053
新北市中和區錦盛里,新北市,中和區,錦盛里,2.809701984149764,0.3,0.2,0.2,0.1,0.0,0.0,65000030-086
新北市中和區頂南里,新北市,中和區,頂南里,-1.0908514805893588,0.1,0.3,0.2,0.2,0.0,0.0,65000030-034
新北市五股區五福里,新北市,五股區,五福里,2.981923438866302,0.3,0.1,0.3,0.1,0.0,0.0,65000150-009
新北市五股區五股里,新北市,五股區,五股里,2.5599422745814815,0.2,0.1,0.2,0.2,0.0,0.0,65000150-008
新北市五股區五龍里,新北市,五股區,五龍里,-0.4352241039083764,0.1,0.3,0.3,0.1,0.0,0.0,65000150-007
新北市五股區六福里,新北市,五股區,六福里,1.1729933998479896,0.2,0.1,0.5,0.1,0.0,0.0,65000150-015
新北市五股區德泰里,新北市,五股區,德泰里,0.9512123934314762,0.3,0.1,0.4,0.5,0.0,0.0,65000150-013
新北市五股區德音里,新北市,五股區,德音里,3.0318935069962234,0.2,0.1,0.4,0.3,0.0,0.0,65000150-010
新北市五股區成功里,新北市,五股區,成功里,0.7925947283073439,0.4,0.1,0.5,0.2,0.0,0.0,65000150-006
新北市五股區成州里,新北市,五股區,成州里,1.1285667152696834,0.4,0.1,0.4,0.1,0.0,0.0,65000150-005
新北市五股區成德里,新北市,五股區,成德里,1.218885868273807,0.4,0.2,0.5,0.1,0.0,0.0,65000150-014
新北市五股區成泰里,新北市,五股區,成泰里,2.7585200384986086,0.4,0.1,0.5,0.3,0.0,0.0,65000150-018
新北市五股區更寮里,新北市,五股區,更寮里,2.872666639466431,0.1,0.3,0.3,0.1,0.0,0.0,65000150-002
新北市五股區民義里,新北市,五股區,民義里,3.144316212694477,0.4,0.1,0.5,0.2,0.0,0.0,65000150-017
新北市五股區水碓里,新北市,五股區,水碓里,1.1687614254068492,0.3,0.1,0.4,0.2,0.0,0.0,65000150-019
新北市五股區福德里,新北市,五股區,福德里,3.2274703153831505,0.4,0.1,0.5,0.2,0.0,0.0,65000150-020
新北市五股區興珍里,新北市,五股區,興珍里,2.576090120830006,0.2,0.2,0.3,0.2,0.0,0.0,65000150-001
新北市五股區觀音里,新北市,五股區,觀音里,-0.4677196700929761,0.1,0.4,0.3,0.1,0.0,0.0,65000150-004
新北市五股區貿商里,新北市,五股區,貿商里,0.6511709190647311,0.2,0.3,0.2,0.2,0.0,0.0,65000150-012
新北市五股區陸一里,新北市,五股區,陸一里,0.782637981510244,0.1,0.5,0.4,0.2,0.0,0.0,65000150-011
新北市五股區集福里,新北市,五股區,集福里,0.02114591679109812,0.2,0.1,0.4,0.1,0.0,0.0,65000150-003
新北市五股區集賢里,新北市,五股區,集賢里,-0.07785286972720921,0.3,0.1,0.5,0.1,0.0,0.0,65000150-016
新北市八里區下罟里,新北市,八里區,下罟里,1.5907370207450158,0.5,0.1,0.4,0.1,0.0,0.0,65000230-010
新北市八里區埤頭里,新北市,八里區,埤頭里,1.0803252787620223,0.3,0.1,0.5,0.2,0.0,0.0,65000230-004
新北市八里區大崁里,新北市,八里區,大崁里,2.3790896400709225,0.4,0.1,0.5,0.2,0.0,0.0,65000230-003
新北市八里區米倉里,新北市,八里區,米倉里,3.642943157709481,0.2,0.2,0.4,0.2,0.0,0.0,65000230-002
新北市八里區舊城里,新北市,八里區,舊城里,1.4473182566085163,0.3,0.1,0.4,0.1,0.0,0.0,65000230-006
新北市八里區荖阡里,新北市,八里區,荖阡里,1.8351189655289055,0.3,0.2,0.4,0.2,0.0,0.0,65000230-008
新北市八里區訊塘里,新北市,八里區,訊塘里,2.010874144433953,0.4,0.1,0.5,0.2,0.0,0.0,65000230-007
新北市八里區長坑里,新北市,八里區,長坑里,3.2488685897625036,0.4,0.2,0.4,0.1,0.0,0.0,65000230-009
新北市八里區頂罟里,新北市,八里區,頂罟里,2.8394893045099043,0.4,0.1,0.5,0.1,0.0,0.0,65000230-005
新北市八里區龍源里,新北市,八里區,龍源里,3.381742134887191,0.1,0.2,0.4,0.3,0.0,0.0,65000230-001
新北市土城區?廷里,新北市,土城區,?廷里,-3.8371502617301916,0.3,0.1,0.1,0.1,0.0,0.0,65000130-017
新北市土城區中正里,新北市,土城區,中正里,5.362813906511239,0.4,0.1,0.4,0.2,0.0,0.0,65000130-041
新北市土城區員仁里,新北市,土城區,員仁里,2.129052446296778,0.3,0.1,0.2,0.1,0.0,0.0,65000130-004
新北市土城區員信里,新北市,土城區,員信里,3.709905638396126,0.3,0.1,0.2,0.2,0.0,0.0,65000130-037
新北市土城區員林里,新北市,土城區,員林里,4.883137974347277,0.4,0.1,0.5,0.4,0.0,0.0,65000130-003
新北市土城區員福里,新北市,土城區,員福里,4.362340257809038,0.2,0.2,0.2,0.2,0.0,0.0,65000130-033
新北市土城區土城里,新北市,土城區,土城里,4.294169399572922,0.4,0.3,0.4,0.2,0.0,0.0,65000130-002
新北市土城區埤塘里,新北市,土城區,埤塘里,2.734040771289875,0.1,0.1,0.5,0.2,0.0,0.0,65000130-001
新北市土城區埤林里,新北市,土城區,埤林里,5.447954159250446,0.3,0.1,0.1,0.3,0.0,0.0,65000130-010
新北市土城區大安里,新北市,土城區,大安里,3.5271643163036153,0.3,0.2,0.4,0.2,0.0,0.0,65000130-020
新北市土城區學士里,新北市,土城區,學士里,5.456576027045829,0.4,0.1,0.3,0.4,0.0,0.0,65000130-042
新北市土城區學府里,新北市,土城區,學府里,6.34159772184032,0.4,0.1,0.2,0.2,0.0,0.0,65000130-029
新北市土城區學成里,新北市,土城區,學成里,4.291039512944232,0.3,0.1,0.4,0.2,0.0,0.0,65000130-039
新北市土城區安和里,新北市,土城區,安和里,1.3879267774277426,0.3,0.1,0.2,0.1,0.0,0.0,65000130-031
新北市土城區平和里,新北市,土城區,平和里,0.41436171753323564,0.3,0.1,0.5,0.1,0.0,0.0,65000130-018
新北市土城區廣福里,新北市,土城區,廣福里,3.089372286679667,0.3,0.1,0.3,0.3,0.0,0.0,65000130-028
新北市土城區廣興里,新北市,土城區,廣興里,4.599100727259106,0.4,0.1,0.4,0.2,0.0,0.0,65000130-044
新北市土城區延吉里,新北市,土城區,延吉里,2.340172803760191,0.3,0.2,0.4,0.1,0.0,0.0,65000130-034
新北市土城區延和里,新北市,土城區,延和里,1.9378588204262652,0.4,0.1,0.5,0.2,0.0,0.0,65000130-040
新北市土城區延壽里,新北市,土城區,延壽里,2.589636906331341,0.3,0.1,0.3,0.1,0.0,0.0,65000130-030
新北市土城區延祿里,新北市,土城區,延祿里,0.8748325917250738,0.3,0.1,0.2,0.1,0.0,0.0,65000130-047
新北市土城區廷寮里,新北市,土城區,廷寮里,2.621685442536138,0.3,0.1,0.2,0.2,0.0,0.0,65000130-019
新北市土城區復興里,新北市,土城區,復興里,3.259619272260394,0.2,0.1,0.2,0.2,0.0,0.0,65000130-035
新北市土城區日和里,新北市,土城區,日和里,4.8634944255673505,0.4,0.1,0.5,0.3,0.0,0.0,65000130-007
新北市土城區日新里,新北市,土城區,日新里,3.7162095022201425,0.3,0.2,0.3,0.1,0.0,0.0,65000130-006
新北市土城區明德里,新北市,土城區,明德里,4.624314272350312,0.3,0.1,0.3,0.4,0.0,0.0,65000130-043
新北市土城區柑林里,新北市,土城區,柑林里,4.955744156351254,0.5,0.1,0.5,0.4,0.0,0.0,65000130-009
新北市土城區樂利里,新北市,土城區,樂利里,5.688060234493346,0.2,0.1,0.2,0.2,0.0,0.0,65000130-027
新北市土城區永富里,新北市,土城區,永富里,2.1779496614895564,0.2,0.1,0.5,0.1,0.0,0.0,65000130-038
新北市土城區永寧里,新北市,土城區,永寧里,2.6066284779046818,0.4,0.1,0.5,0.2,0.0,0.0,65000130-021
新北市土城區永豐里,新北市,土城區,永豐里,3.8795839219323445,0.4,0.1,0.2,0.3,0.0,0.0,65000130-014
新北市土城區沛陂里,新北市,土城區,沛陂里,4.746463668241115,0.3,0.1,0.5,0.2,0.0,0.0,65000130-022
新北市土城區清化里,新北市,土城區,清化里,0.7557948960175701,0.1,0.2,0.4,0.1,0.0,0.0,65000130-015
新北市土城區清和里,新北市,土城區,清和里,-1.073992164955266,0.2,0.1,0.1,0.1,0.0,0.0,65000130-013
新北市土城區清水里,新北市,土城區,清水里,2.3514202275117713,0.2,0.1,0.2,0.1,0.0,0.0,65000130-012
新北市土城區清溪里,新北市,土城區,清溪里,2.030941935637068,0.3,0.1,0.3,0.3,0.0,0.0,65000130-016
新北市土城區瑞興里,新北市,土城區,瑞興里,1.1409162073123251,0.3,0.3,0.2,0.2,0.0,0.0,65000130-011
新北市土城區祖田里,新北市,土城區,祖田里,2.503303152036029,0.3,0.1,0.4,0.1,0.0,0.0,65000130-026
新北市土城區裕生里,新北市,土城區,裕生里,2.7275870345140563,0.3,0.1,0.2,0.2,0.0,0.0,65000130-036
新北市土城區貨饒里,新北市,土城區,貨饒里,4.11819436335428,0.3,0.1,0.4,0.3,0.0,0.0,65000130-008
新北市土城區金城里,新北市,土城區,金城里,0.8928153155780937,0.3,0.1,0.1,0.2,0.0,0.0,65000130-046
新北市土城區長風里,新北市,土城區,長風里,4.66434747440605,0.2,0.2,0.5,0.3,0.0,0.0,65000130-005
新北市土城區青山里,新北市,土城區,青山里,2.275039176657068,0.5,0.2,0.3,0.1,0.0,0.0,65000130-045
新北市土城區青雲里,新北市,土城區,青雲里,4.378827013017553,0.3,0.2,0.5,0.2,0.0,0.0,65000130-032
新北市土城區頂埔里,新北市,土城區,頂埔里,4.513259419603086,0.2,0.1,0.3,0.2,0.0,0.0,65000130-023
新北市土城區頂新里,新北市,土城區,頂新里,2.646859079301667,0.5,0.1,0.5,0.4,0.0,0.0,65000130-025
新北市土城區頂福里,新北市,土城區,頂福里,1.9303663791591403,0.4,0.1,0.4,0.1,0.0,0.0,65000130-024
新北市坪林區上德里,新北市,坪林區,上德里,1.6228412959861156,0.1,0.5,0.4,0.1,0.0,0.0,65000200-005
新北市坪林區坪林里,新北市,坪林區,坪林里,2.789132522578742,0.3,0.5,0.5,0.1,0.0,0.0,65000200-002
新北市坪林區大林里,新北市,坪林區,大林里,2.4086801450147863,0.1,0.5,0.5,0.1,0.0,0.0,65000200-003
新北市坪林區水德里,新北市,坪林區,水德里,2.8594228752636153,0.1,0.5,0.4,0.1,0.0,0.0,65000200-006
新北市坪林區漁光里,新北市,坪林區,漁光里,1.5832175490655243,0.1,0.5,0.4,0.1,0.0,0.0,65000200-007
新北市坪林區石[曹]里,新北市,坪林區,石[曹]里,0.7646154581776982,0.1,0.5,0.4,0.1,0.0,0.0,65000200-004
新北市坪林區粗窟里,新北市,坪林區,粗窟里,0.5828355701298842,0.1,0.5,0.4,0.2,0.0,0.0,65000200-001
新北市平溪區十分里,新北市,平溪區,十分里,1.4660271328446874,0.1,0.5,0.3,0.1,0.0,0.0,65000240-011
新北市平溪區南山里,新北市,平溪區,南山里,1.9921644483430918,0.1,0.5,0.4,0.1,0.0,0.0,65000240-009
新北市平溪區嶺腳里,新北市,平溪區,嶺腳里,2.9845618244393846,0.1,0.5,0.4,0.1,0.0,0.0,65000240-006
新北市平溪區平湖里,新北市,平溪區,平湖里,1.2448094545314716,0.1,0.5,0.4,0.2,0.0,0.0,65000240-010
新北市平溪區平溪里,新北市,平溪區,平溪里,4.364314632634228,0.1,0.5,0.5,0.1,0.0,0.0,65000240-005
新北市平溪區新寮里,新北市,平溪區,新寮里,1.2241544435395098,0.1,0.5,0.4,0.1,0.0,0.0,65000240-012
新北市平溪區望古里,新北市,平溪區,望古里,0.2572177695603138,0.1,0.5,0.4,0.1,0.0,0.0,65000240-008
新北市平溪區東勢里,新北市,平溪區,東勢里,2.149829558948571,0.1,0.5,0.4,0.3,0.0,0.0,65000240-007
新北市平溪區白石里,新北市,平溪區,白石里,4.314025757394932,0.1,0.5,0.4,0.1,0.0,0.0,65000240-003
新北市平溪區石底里,新北市,平溪區,石底里,4.045317104434324,0.1,0.5,0.3,0.2,0.0,0.0,65000240-004
新北市平溪區菁桐里,新北市,平溪區,菁桐里,3.3992572021242036,0.1,0.5,0.4,0.1,0.0,0.0,65000240-002
新北市平溪區薯榔里,新北市,平溪區,薯榔里,-0.04646916327717874,0.1,0.5,0.4,0.1,0.0,0.0,65000240-001
新北市新店區下城里,新北市,新店區,下城里,0.38492145260699895,0.3,0.3,0.4,0.5,0.0,0.0,65000060-013
新北市新店區中央里,新北市,新店區,中央里,4.639424862174078,0.2,0.5,0.4,0.5,0.0,0.0,65000060-054
新北市新店區中山里,新北市,新店區,中山里,6.1958475067576435,0.2,0.4,0.5,0.5,0.0,0.0,65000060-052
新北市新店區中正里,新北市,新店區,中正里,5.060922790488937,0.2,0.5,0.2,0.4,0.0,1.0,65000060-044
新北市新店區中興里,新北市,新店區,中興里,4.028626181912712,0.2,0.5,0.2,0.4,0.0,0.0,65000060-037
新北市新店區中華里,新北市,新店區,中華里,5.047222087082641,0.3,0.5,0.3,0.5,0.0,0.0,65000060-045
新北市新店區五?里,新北市,新店區,五?里,-2.470408342436751,0.2,0.4,0.5,0.5,0.0,0.0,65000060-041
新北市新店區仁愛里,新北市,新店區,仁愛里,5.3864766549024745,0.2,0.5,0.5,0.3,0.0,1.0,65000060-046
新北市新店區信義里,新北市,新店區,信義里,3.544920437561154,0.1,0.3,0.4,0.5,0.0,0.0,65000060-008
新北市新店區公崙里,新北市,新店區,公崙里,-0.8993533039525758,0.4,0.1,0.5,0.4,0.0,0.0,65000060-016
新北市新店區吉祥里,新北市,新店區,吉祥里,-1.190631875135552,0.2,0.3,0.4,0.3,0.0,0.0,65000060-057
新北市新店區和平里,新北市,新店區,和平里,3.1414252940219733,0.3,0.2,0.5,0.1,0.0,0.0,65000060-053
新北市新店區員潭里,新北市,新店區,員潭里,0.12398386586609234,0.2,0.2,0.5,0.2,0.0,0.0,65000060-023
新北市新店區國校里,新北市,新店區,國校里,4.207932480600744,0.1,0.2,0.4,0.3,0.0,0.0,65000060-033
新北市新店區國豐里,新北市,新店區,國豐里,5.1805808813382175,0.1,0.5,0.1,0.4,0.0,1.0,65000060-001
新北市新店區塗潭里,新北市,新店區,塗潭里,2.080486476454295,0.2,0.5,0.4,0.1,0.0,0.0,65000060-021
新北市新店區大同里,新北市,新店區,大同里,3.0609188898158983,0.1,0.5,0.1,0.4,0.0,0.0,65000060-004
新北市新店區大豐里,新北市,新店區,大豐里,4.3467874135763305,0.2,0.5,0.2,0.4,0.0,0.0,65000060-003
新北市新店區大鵬里,新北市,新店區,大鵬里,3.855579231029808,0.1,0.5,0.4,0.5,0.0,0.0,65000060-010
新北市新店區太平里,新北市,新店區,太平里,4.9846090346033245,0.1,0.3,0.2,0.3,0.0,0.0,65000060-011
新北市新店區安和里,新北市,新店區,安和里,4.172513617269077,0.4,0.1,0.5,0.3,0.0,0.0,65000060-056
新北市新店區安昌里,新北市,新店區,安昌里,-1.1950841682883087,0.2,0.1,0.5,0.3,0.0,0.0,65000060-064
新北市新店區寶安里,新北市,新店區,寶安里,4.930719723275222,0.1,0.5,0.5,0.4,0.0,1.0,65000060-007
新北市新店區寶福里,新北市,新店區,寶福里,3.6059629531249944,0.3,0.3,0.5,0.5,0.0,0.0,65000060-058
新北市新店區寶興里,新北市,新店區,寶興里,5.561030031481474,0.1,0.4,0.5,0.5,0.0,1.0,65000060-006
新北市新店區小城里,新北市,新店區,小城里,1.6841232237994117,0.2,0.4,0.1,0.4,0.0,0.0,65000060-059
新北市新店區屈尺里,新北市,新店區,屈尺里,1.5278923817579135,0.1,0.5,0.5,0.1,0.0,0.0,65000060-026
新北市新店區廣明里,新北市,新店區,廣明里,4.673804863789105,0.1,0.5,0.5,0.4,0.0,0.0,65000060-035
新北市新店區廣興里,新北市,新店區,廣興里,2.2125094933722087,0.1,0.5,0.4,0.2,0.0,0.0,65000060-028
新北市新店區建國里,新北市,新店區,建國里,2.7563724960218883,0.1,0.5,0.3,0.4,0.0,0.0,65000060-061
新北市新店區張北里,新北市,新店區,張北里,4.195051194900396,0.3,0.4,0.5,0.5,0.0,1.0,65000060-040
新北市新店區張南里,新北市,新店區,張南里,6.572577167090076,0.1,0.4,0.5,0.5,0.0,0.0,65000060-032
新北市新店區復興里,新北市,新店區,復興里,5.0275959077772825,0.1,0.3,0.2,0.3,0.0,1.0,65000060-062
新北市新店區德安里,新北市,新店區,德安里,0.15713348459281323,0.2,0.2,0.2,0.2,0.0,0.0,65000060-017
新北市新店區忠孝里,新北市,新店區,忠孝里,3.4125813565805485,0.1,0.4,0.5,0.4,0.0,0.0,65000060-009
新北市新店區忠誠里,新北市,新店區,忠誠里,3.407125344562422,0.3,0.5,0.5,0.4,0.0,0.0,65000060-043
新北市新店區文中里,新北市,新店區,文中里,5.6156766763781985,0.2,0.3,0.4,0.4,0.0,0.0,65000060-034
新北市新店區文明里,新北市,新店區,文明里,3.912223038305193,0.1,0.5,0.3,0.4,0.0,0.0,65000060-036
新北市新店區新和里,新北市,新店區,新和里,3.788232054874149,0.2,0.2,0.2,0.2,0.0,0.0,65000060-066
新北市新店區新安里,新北市,新店區,新安里,1.2368622297743546,0.1,0.5,0.5,0.4,0.0,0.0,65000060-042
新北市新店區新店里,新北市,新店區,新店里,4.411404140436282,0.1,0.5,0.4,0.3,0.0,0.0,65000060-031
新北市新店區新德里,新北市,新店區,新德里,5.965188628807959,0.2,0.5,0.3,0.3,0.0,1.0,65000060-039
新北市新店區新生里,新北市,新店區,新生里,4.736903907967488,0.1,0.5,0.4,0.4,0.0,0.0,65000060-038
新北市新店區日興里,新北市,新店區,日興里,-1.5251986382704328,0.1,0.2,0.2,0.1,0.0,0.0,65000060-019
新北市新店區明城里,新北市,新店區,明城里,1.687208659031774,0.2,0.3,0.3,0.4,0.0,0.0,65000060-055
新北市新店區明德里,新北市,新店區,明德里,4.042052757233289,0.1,0.4,0.5,0.4,0.0,1.0,65000060-002
新北市新店區柴埕里,新北市,新店區,柴埕里,0.9842809431690731,0.3,0.1,0.4,0.3,0.0,0.0,65000060-014
新北市新店區永安里,新北市,新店區,永安里,2.0931301268854345,0.2,0.2,0.3,0.2,0.0,0.0,65000060-015
新北市新店區永平里,新北市,新店區,永平里,1.2437124475126111,0.3,0.1,0.2,0.3,0.0,0.0,65000060-067
新北市新店區江陵里,新北市,新店區,江陵里,3.5589313798099496,0.1,0.4,0.3,0.5,0.0,0.0,65000060-005
新北市新店區玫瑰里,新北市,新店區,玫瑰里,-1.7310592520121135,0.2,0.2,0.2,0.2,0.0,0.0,65000060-020
新北市新店區百和里,新北市,新店區,百和里,3.1825559841470747,0.2,0.5,0.2,0.4,0.0,0.0,65000060-048
新北市新店區百忍里,新北市,新店區,百忍里,2.636159127225016,0.3,0.5,0.2,0.3,0.0,0.0,65000060-047
新北市新店區百福里,新北市,新店區,百福里,4.020241556588752,0.3,0.5,0.5,0.4,0.0,0.0,65000060-050
新北市新店區直潭里,新北市,新店區,直潭里,2.3940302765744743,0.1,0.4,0.4,0.3,0.0,0.0,65000060-029
新北市新店區福德里,新北市,新店區,福德里,2.2952365864959976,0.1,0.4,0.2,0.3,0.0,0.0,65000060-049
新北市新店區福民里,新北市,新店區,福民里,5.233038213020462,0.2,0.5,0.4,0.4,0.0,0.0,65000060-051
新北市新店區粗坑里,新北市,新店區,粗坑里,1.3906323353390162,0.1,0.4,0.5,0.4,0.0,0.0,65000060-025
新北市新店區美城里,新北市,新店區,美城里,0.1723853155483689,0.1,0.3,0.4,0.1,0.0,0.0,65000060-063
新北市新店區美潭里,新北市,新店區,美潭里,-0.5940470975875835,0.2,0.3,0.4,0.3,0.0,0.0,65000060-022
新北市新店區華城里,新北市,新店區,華城里,0.7460535531955581,0.1,0.3,0.4,0.5,0.0,0.0,65000060-069
新北市新店區達觀里,新北市,新店區,達觀里,-0.558964227556306,0.1,0.2,0.5,0.3,0.0,0.0,65000060-068
新北市新店區長春里,新北市,新店區,長春里,3.0903921893631994,0.1,0.3,0.3,0.5,0.0,0.0,65000060-065
新北市新店區雙坑里,新北市,新店區,雙坑里,1.3112666537672097,0.2,0.5,0.4,0.1,0.0,0.0,65000060-024
新北市新店區雙城里,新北市,新店區,雙城里,-0.04012785003796748,0.2,0.3,0.2,0.1,0.0,0.0,65000060-018
新北市新店區青潭里,新北市,新店區,青潭里,1.369577576892559,0.2,0.2,0.4,0.3,0.0,0.0,65000060-030
新北市新店區頂城里,新北市,新店區,頂城里,4.122522042913625,0.1,0.4,0.3,0.2,0.0,0.0,65000060-012
新北市新店區香坡里,新北市,新店區,香坡里,-0.7380128264342565,0.2,0.1,0.5,0.4,0.0,0.0,65000060-060
新北市新店區龜山里,新北市,新店區,龜山里,0.7344689940172583,0.1,0.5,0.5,0.2,0.0,0.0,65000060-027
新北市新莊區中信里,新北市,新莊區,中信里,0.7953581862599931,0.5,0.1,0.2,0.3,0.0,0.0,65000050-054
新北市新莊區中全里,新北市,新莊區,中全里,0.13349120275804302,0.3,0.2,0.3,0.1,0.0,0.0,65000050-058
新北市新莊區中原里,新北市,新莊區,中原里,6.455993055421732,0.5,0.1,0.5,0.4,0.0,1.0,65000050-053
新北市新莊區中和里,新北市,新莊區,中和里,3.3989657259322312,0.3,0.3,0.2,0.3,0.0,0.0,65000050-014
新北市新莊區中宏里,新北市,新莊區,中宏里,0.3897519954044555,0.3,0.1,0.2,0.2,0.0,0.0,65000050-057
新北市新莊區中平里,新北市,新莊區,中平里,0.8690619035065325,0.5,0.1,0.5,0.4,0.0,0.0,65000050-075
新北市新莊區中泰里,新北市,新莊區,中泰里,1.0615164967982822,0.4,0.3,0.1,0.1,0.0,0.0,65000050-017
新北市新莊區中港里,新北市,新莊區,中港里,0.3380352520782022,0.5,0.1,0.2,0.3,0.0,0.0,65000050-023
新北市新莊區中美里,新北市,新莊區,中美里,3.446642527470282,0.5,0.2,0.5,0.3,0.0,0.0,65000050-011
新北市新莊區中華里,新北市,新莊區,中華里,1.5422181935768156,0.3,0.1,0.3,0.4,0.0,0.0,65000050-051
新北市新莊區中誠里,新北市,新莊區,中誠里,-0.058685482128308014,0.3,0.3,0.2,0.2,0.0,0.0,65000050-020
新北市新莊區中隆里,新北市,新莊區,中隆里,3.1758727956428396,0.5,0.1,0.5,0.4,0.0,0.0,65000050-052
新北市新莊區丹鳳里,新北市,新莊區,丹鳳里,6.018643278469968,0.5,0.1,0.3,0.2,1.0,1.0,65000050-043
新北市新莊區仁愛里,新北市,新莊區,仁愛里,2.643181291566875,0.2,0.3,0.2,0.1,0.0,0.0,65000050-028
新北市新莊區仁義里,新北市,新莊區,仁義里,1.3805871627781388,0.2,0.2,0.3,0.1,0.0,0.0,65000050-061
新北市新莊區信義里,新北市,新莊區,信義里,3.252247653774781,0.4,0.2,0.1,0.2,0.0,0.0,65000050-030
新北市新莊區光和里,新北市,新莊區,光和里,0.6736490897878149,0.5,0.1,0.2,0.1,0.0,0.0,65000050-084
