index,Year,County Name,Township Name,Village Name,c_marital,c_popcal_Population Density,c_popcal_Natural Increase,c_popcal_Social Increase,h,j_income,j_edu_1,j_edu_2,ht_NO2,ht_PM2.5,e_Water,e_Green,cs_trans_Metro 300,cs_trans_Metro 300 Multi,cs_trans_Metro 500,cs_trans_Metro 500 Multi,s_Fire,s_Police,cs_school_Primary,cs_school_Secondary,cs_leisure_Gym,e_Area,ht_Hospital,s_Shelter,County Name_Taipei,Township Name_三峽區,Township Name_三芝區,Township Name_三重區,Township Name_中和區,Township Name_五股區,Township Name_八里區,Township Name_土城區,Township Name_坪林區,Township Name_平溪區,Township Name_新店區,Township Name_新莊區,Township Name_板橋區,Township Name_林口區,Township Name_樹林區,Township Name_永和區,Township Name_汐止區,Township Name_泰山區,Township Name_淡水區,Township Name_深坑區,Township Name_烏來區,Township Name_瑞芳區,Township Name_石碇區,Township Name_石門區,Township Name_萬里區,Township Name_蘆洲區,Township Name_貢寮區,Township Name_金山區,Township Name_雙溪區,Township Name_鶯歌區,Township Name_中山區,Township Name_中正區,Township Name_信義區,Township Name_內湖區,Township Name_北投區,Township Name_南港區,Township Name_士林區,Township Name_大同區,Township Name_大安區,Township Name_文山區,Township Name_松山區,V_ID
新北市三峽區三峽里,105,新北市,三峽區,三峽里,0.007372429454432852,0.07317818771012595,0.14247642671536134,0.43238110004997504,0.19926564313008513,0.0031034566676437325,0.009403521089518106,0.3848412497604974,0.426317460727235,0.7074964104048144,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.00020609710160777043,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000090-001
新北市三峽區中埔里,105,新北市,三峽區,中埔里,0.12275182266317884,0.03382760760035034,0.16819162109140656,0.4727493102259431,0.19926564313008513,0.046486253708971706,0.12902806953861234,0.5624827988009592,0.426317460727235,0.7074964104048144,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.005188119926666175,0.2857142857142857,0.003875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000090-004
新北市三峽區中正里,105,新北市,三峽區,中正里,0.19536388958443662,0.042683816308712944,0.15552812257657983,0.41715269611588596,0.19926564313008513,0.06309967463413309,0.2051652023507198,0.7352708505010426,0.426317460727235,0.7074964104048144,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.005402602600216436,0.14285714285714285,0.003875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000090-025
新北市三峽區二鬮里,105,新北市,三峽區,二鬮里,0.13949001062219898,0.014770627846475,0.15674873593650054,0.435479743875207,0.19926564313008513,0.04821639036957958,0.15388992473758395,0.6030722876280414,0.426317460727235,0.8634835402745833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009231148957910067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000090-026
新北市三峽區五寮里,105,新北市,三峽區,五寮里,0.03595717713937509,0.0005376336238534711,0.1308174667294808,0.43238110004997504,0.19926564313008513,0.006993266686354968,0.03433103674931443,0.45862650779852865,0.426317460727235,0.8634835402745833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009488384229292452,0.0,0.003875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000090-014
新北市三峽區介壽里,105,新北市,三峽區,介壽里,0.23144215174257549,0.015721640452439567,0.17444303221906254,0.44679486831187204,0.19926564313008513,0.07121901652420891,0.2558946986395288,0.8343241837423612,0.426317460727235,0.7074964104048144,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.007214455513824434,0.14285714285714285,0.003875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000090-023
新北市三峽區八張里,105,新北市,三峽區,八張里,0.15838210954202764,0.08819192625874864,0.17343090256309093,0.4474782983828922,0.19926564313008513,0.05632462699620412,0.16481780647635175,0.6203908299885428,0.426317460727235,0.7074964104048144,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.000629709320223601,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000090-003
新北市三峽區嘉添里,105,新北市,三峽區,嘉添里,0.10094353240582137,0.0031869977280269833,0.012986890145274793,0.4285864118268727,0.19926564313008513,0.030757971732977122,0.09942366252855148,0.562921327612509,0.426317460727235,0.7074964104048144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.009256215258136323,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000090-011
新北市三峽區大埔里,105,新北市,三峽區,大埔里,0.1595235442695502,0.004754673874356089,0.15552812257657983,0.42616732031358684,0.19926564313008513,0.05766595312239656,0.16351896437298172,0.6755179836707836,0.426317460727235,0.7074964104048144,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.008649899017279554,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000090-010
新北市三峽區安坑里,105,新北市,三峽區,安坑里,0.061185493111420866,0.0006412225383916042,0.14920017090586996,0.4316917679565764,0.19926564313008513,0.01419472274503075,0.053548663537558765,0.49959942023846327,0.426317460727235,0.5446270722734626,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009493132563957788,0.0,0.003875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000090-021
