COUNTYNAME,TOWNNAME,VILLNAME,DN
新北市,新店區,大同里,"1"
新北市,新店區,江陵里,"1"
新北市,新店區,中山里,"1"
新北市,新店區,建國里,"3"
新北市,新店區,忠誠里,"3"
新北市,新店區,新安里,"3"
新北市,新店區,國豐里,"3"
新北市,新店區,復興里,"3"
新北市,新店區,中正里,"3"
新北市,新店區,仁愛里,"3"
新北市,新店區,張北里,"3"
新北市,新店區,明德里,"3"
新北市,新店區,大豐里,"3"
新北市,新店區,大同里,"3"
新北市,新店區,江陵里,"3"
新北市,新店區,寶安里,"3"
新北市,新店區,寶興里,"3"
新北市,新店區,寶福里,"3"
新北市,新店區,信義里,"3"
新北市,新店區,福民里,"6"
新北市,新店區,太平里,"6"
新北市,新店區,張南里,"6"
新北市,新店區,廣明里,"6"
新北市,新店區,文明里,"6"
新北市,新店區,新生里,"6"
新北市,新店區,下城里,"6"
新北市,新店區,頂城里,"6"
新北市,新店區,新德里,"6"
新北市,新店區,中華里,"6"
新北市,新店區,百福里,"6"
新北市,新店區,中正里,"6"
新北市,新店區,中央里,"6"
新北市,新店區,安和里,"6"
新北市,石碇區,彭山里,"16"
新北市,石碇區,烏塗里,"16"
新北市,坪林區,上德里,"16"
新北市,坪林區,漁光里,"16"
新北市,石碇區,石碇里,"16"
新北市,石碇區,潭邊里,"16"
新北市,石碇區,豐田里,"16"
新北市,深坑區,昇高里,"16"
新北市,石碇區,豐林里,"16"
新北市,石碇區,永定里,"16"
新北市,石碇區,中民里,"16"
新北市,平溪區,東勢里,"16"
新北市,石碇區,隆盛里,"16"
新北市,平溪區,白石里,"16"
新北市,平溪區,薯榔里,"16"
新北市,平溪區,石底里,"16"
新北市,平溪區,菁桐里,"16"
新北市,平溪區,平溪里,"16"
新北市,平溪區,嶺腳里,"16"
新北市,平溪區,望古里,"16"
新北市,汐止區,東山里,"16"
新北市,石碇區,彭山里,"17"
新北市,石碇區,烏塗里,"17"
新北市,貢寮區,,"17"
新北市,烏來區,孝義里,"17"
新北市,新店區,龜山里,"17"
新北市,新店區,廣興里,"17"
新北市,坪林區,石[曹]里,"17"
新北市,坪林區,大林里,"17"
新北市,新店區,屈尺里,"17"
新北市,新店區,粗坑里,"17"
新北市,坪林區,水德里,"17"
新北市,坪林區,坪林里,"17"
新北市,新店區,塗潭里,"17"
新北市,石碇區,永安里,"17"
新北市,坪林區,粗窟里,"17"
新北市,新店區,雙坑里,"17"
新北市,新店區,員潭里,"17"
新北市,坪林區,上德里,"17"
新北市,石碇區,格頭里,"17"
新北市,坪林區,漁光里,"17"
新北市,雙溪區,泰平里,"17"
新北市,石碇區,潭邊里,"17"
新北市,石碇區,豐田里,"17"
新北市,深坑區,昇高里,"17"
新北市,貢寮區,吉林里,"17"
新北市,貢寮區,龍崗里,"17"
新北市,深坑區,賴仲里,"17"
新北市,雙溪區,長源里,"17"
新北市,平溪區,東勢里,"17"
新北市,貢寮區,福隆里,"17"
新北市,貢寮區,福連里,"17"
新北市,貢寮區,雙玉里,"17"
新北市,雙溪區,外柑里,"17"
新北市,平溪區,石底里,"17"
新北市,雙溪區,共和里,"17"
新北市,平溪區,平湖里,"17"
新北市,雙溪區,魚行里,"17"
新北市,貢寮區,龍門里,"17"
新北市,貢寮區,貢寮里,"17"
新北市,雙溪區,上林里,"17"
新北市,平溪區,平溪里,"17"
新北市,平溪區,十分里,"17"
新北市,平溪區,嶺腳里,"17"
新北市,貢寮區,仁里里,"17"
新北市,平溪區,南山里,"17"
新北市,平溪區,望古里,"17"
新北市,貢寮區,,"17"
新北市,貢寮區,真理里,"17"
新北市,貢寮區,美豐里,"17"
臺北市,文山區,指南里,"17"
新北市,土城區,員信里,"33"
新北市,土城區,埤塘里,"33"
新北市,土城區,員仁里,"33"
新北市,土城區,永寧里,"33"
新北市,土城區,土城里,"33"
新北市,土城區,沛陂里,"33"
新北市,土城區,大安里,"33"
新北市,土城區,長風里,"33"
新北市,土城區,員福里,"33"
新北市,土城區,日和里,"33"
新北市,板橋區,溪福里,"33"
新北市,土城區,員信里,"38"
新北市,土城區,埤塘里,"38"
新北市,土城區,土城里,"38"
新北市,土城區,長風里,"38"
新北市,土城區,員林里,"38"
新北市,土城區,員福里,"38"
新北市,土城區,柑林里,"38"
新北市,土城區,學士里,"38"
新北市,土城區,明德里,"38"
新北市,土城區,學府里,"38"
新北市,土城區,日和里,"38"
新北市,土城區,埤塘里,"36"
新北市,土城區,清和里,"36"
新北市,土城區,廣福里,"36"
新北市,土城區,埤林里,"36"
新北市,土城區,清化里,"36"
新北市,土城區,青山里,"36"
新北市,土城區,清水里,"36"
新北市,土城區,柑林里,"36"
新北市,土城區,學士里,"36"
新北市,土城區,永豐里,"36"
新北市,土城區,永富里,"36"
新北市,土城區,學府里,"36"
新北市,土城區,中正里,"36"
新北市,土城區,金城里,"36"
新北市,土城區,延和里,"36"
新北市,土城區,清溪里,"36"
新北市,土城區,青雲里,"36"
新北市,土城區,廣興里,"36"
新北市,土城區,安和里,"36"
新北市,土城區,復興里,"36"
新北市,板橋區,廣福里,"36"
新北市,板橋區,和平里,"36"
新北市,板橋區,華德里,"36"
新北市,板橋區,五權里,"36"
新北市,土城區,瑞興里,"36"
新北市,板橋區,信義里,"36"
新北市,中和區,壽德里,"36"
新北市,板橋區,重慶里,"36"
新北市,板橋區,華東里,"36"
新北市,土城區,埤塘里,"30"
新北市,土城區,員仁里,"30"
新北市,土城區,永寧里,"30"
新北市,土城區,沛陂里,"30"
新北市,土城區,大安里,"30"
新北市,土城區,埤塘里,"33"
新北市,土城區,清化里,"33"
新北市,土城區,大安里,"33"
新北市,土城區,埤塘里,"32"
新北市,土城區,清化里,"32"
新北市,土城區,永寧里,"28"
新北市,土城區,大安里,"28"
新北市,土城區,埤塘里,"29"
新北市,土城區,永寧里,"29"
新北市,土城區,大安里,"29"
新北市,土城區,埤塘里,"28"
新北市,新店區,日興里,"28"
新北市,土城區,清化里,"28"
新北市,土城區,大安里,"28"
新北市,土城區,清和里,"31"
新北市,土城區,清化里,"31"
新北市,土城區,青山里,"31"
新北市,土城區,廷寮里,"31"
新北市,土城區,永富里,"31"
新北市,土城區,金城里,"31"
新北市,土城區,峯廷里,"31"
新北市,土城區,延和里,"31"
新北市,土城區,安和里,"31"
新北市,土城區,延吉里,"31"
新北市,土城區,延祿里,"31"
新北市,中和區,灰[磘]里,"31"
新北市,土城區,平和里,"31"
新北市,土城區,延壽里,"31"
新北市,板橋區,五權里,"31"
新北市,中和區,嘉慶里,"31"
新北市,中和區,壽德里,"31"
新北市,中和區,明德里,"31"
新北市,中和區,嘉穗里,"31"
新北市,中和區,明穗里,"31"
新北市,中和區,清穗里,"31"
新北市,中和區,崇南里,"22"
新北市,中和區,忠孝里,"22"
新北市,中和區,東南里,"22"
新北市,中和區,頂南里,"22"
新北市,中和區,華南里,"22"
新北市,中和區,正南里,"22"
新北市,新店區,永平里,"22"
新北市,中和區,內南里,"22"
新北市,中和區,福南里,"22"
新北市,中和區,景南里,"22"
新北市,中和區,外南里,"22"
新北市,中和區,壽南里,"22"
新北市,中和區,景本里,"22"
新北市,中和區,興南里,"22"
新北市,中和區,吉興里,"22"
新北市,中和區,秀士里,"22"
新北市,中和區,復興里,"22"
新北市,中和區,景新里,"22"
新北市,中和區,中興里,"22"
新北市,中和區,景福里,"22"
新北市,中和區,秀明里,"22"
新北市,中和區,景平里,"22"
新北市,中和區,和興里,"22"
新北市,中和區,安順里,"22"
新北市,永和區,智光里,"22"
新北市,中和區,景安里,"22"
新北市,中和區,安和里,"22"
新北市,中和區,南山里,"22"
新北市,中和區,景文里,"22"
新北市,永和區,潭安里,"22"
新北市,中和區,崇南里,"17"
新北市,新店區,永平里,"17"
新北市,新店區,永安里,"17"
新北市,新店區,中山里,"17"
新北市,新店區,新和里,"17"
新北市,中和區,景南里,"17"
新北市,中和區,秀峰里,"17"
新北市,中和區,秀士里,"17"
新北市,中和區,秀水里,"17"
新北市,中和區,秀成里,"17"
新北市,中和區,秀明里,"17"
新北市,中和區,秀景里,"17"
新北市,中和區,秀義里,"17"
新北市,中和區,秀仁里,"17"
新北市,中和區,秀山里,"17"
新北市,永和區,智光里,"17"
新北市,中和區,秀福里,"17"
新北市,永和區,民族里,"17"
新北市,中和區,忠孝里,"18"
新北市,中和區,東南里,"18"
新北市,新店區,柴埕里,"18"
新北市,新店區,安和里,"18"
新北市,中和區,華新里,"18"
新北市,中和區,頂南里,"18"
新北市,中和區,華南里,"18"
新北市,中和區,正南里,"18"
新北市,新店區,永平里,"18"
新北市,中和區,內南里,"18"
新北市,新店區,復興里,"10"
臺北市,文山區,景東里,"10"
臺北市,文山區,景慶里,"10"
臺北市,文山區,景華里,"10"
臺北市,文山區,興福里,"10"
臺北市,文山區,景仁里,"10"
臺北市,文山區,興得里,"10"
臺北市,文山區,興安里,"10"
新北市,新店區,寶安里,"10"
新北市,新店區,寶興里,"10"
新北市,新店區,中山里,"10"
新北市,新店區,寶福里,"10"
新北市,新店區,信義里,"10"
新北市,新店區,忠孝里,"10"
新北市,新店區,大鵬里,"10"
新北市,中和區,秀景里,"10"
臺北市,文山區,試院里,"10"
臺北市,文山區,景行里,"10"
臺北市,文山區,華興里,"10"
臺北市,文山區,景美里,"10"
新北市,土城區,日新里,"32"
新北市,土城區,員福里,"32"
新北市,土城區,日和里,"32"
新北市,板橋區,溪福里,"32"
新北市,板橋區,溪洲里,"32"
新北市,板橋區,堂春里,"32"
新北市,板橋區,溪北里,"32"
新北市,土城區,裕生里,"32"
新北市,樹林區,保安里,"32"
新北市,板橋區,福安里,"32"
新北市,板橋區,崑崙里,"32"
新北市,板橋區,成和里,"32"
新北市,新莊區,西盛里,"32"
新北市,土城區,日新里,"37"
新北市,土城區,埤林里,"37"
新北市,土城區,學士里,"37"
新北市,土城區,明德里,"37"
新北市,土城區,學府里,"37"
新北市,土城區,日和里,"37"
新北市,土城區,樂利里,"37"
新北市,土城區,學成里,"37"
新北市,土城區,裕生里,"37"
新北市,土城區,貨饒里,"37"
新北市,土城區,復興里,"37"
新北市,板橋區,華德里,"37"
新北市,板橋區,福安里,"37"
新北市,板橋區,華東里,"37"
新北市,樹林區,育英里,"27"
新北市,樹林區,大同里,"27"
新北市,樹林區,東陽里,"27"
新北市,樹林區,東昇里,"27"
新北市,樹林區,和平里,"27"
新北市,板橋區,溪福里,"27"
新北市,樹林區,樹南里,"27"
新北市,板橋區,溪洲里,"27"
新北市,樹林區,樹人里,"27"
新北市,板橋區,溪北里,"27"
新北市,樹林區,樹西里,"27"
新北市,樹林區,樹東里,"27"
新北市,樹林區,樹北里,"27"
新北市,樹林區,樹興里,"27"
新北市,樹林區,樹福里,"27"
新北市,樹林區,樹德里,"27"
新北市,樹林區,保安里,"27"
新北市,板橋區,崑崙里,"27"
新北市,樹林區,潭底里,"27"
新北市,中和區,錦和里,"27"
新北市,土城區,延吉里,"27"
新北市,中和區,灰[磘]里,"27"
新北市,中和區,錦中里,"27"
新北市,中和區,仁和里,"27"
新北市,中和區,中正里,"27"
新北市,中和區,中山里,"27"
新北市,中和區,嘉慶里,"27"
新北市,中和區,建和里,"27"
新北市,中和區,嘉穗里,"27"
新北市,中和區,文元里,"27"
新北市,中和區,民安里,"27"
新北市,中和區,信和里,"27"
新北市,中和區,嘉新里,"27"
新北市,中和區,安穗里,"27"
新北市,中和區,碧河里,"27"
新北市,中和區,平河里,"27"
新北市,中和區,積穗里,"27"
新北市,中和區,員山里,"27"
新北市,中和區,中原里,"27"
新北市,中和區,錦和里,"24"
新北市,中和區,橫路里,"24"
新北市,中和區,內南里,"24"
新北市,中和區,外南里,"24"
新北市,中和區,錦昌里,"24"
新北市,中和區,錦盛里,"24"
新北市,中和區,復興里,"24"
新北市,中和區,中興里,"24"
新北市,中和區,德行里,"24"
新北市,中和區,錦中里,"24"
新北市,中和區,和興里,"24"
新北市,中和區,中山里,"24"
新北市,中和區,正行里,"24"
新北市,中和區,建和里,"24"
新北市,中和區,新南里,"24"
新北市,中和區,南山里,"24"
新北市,中和區,力行里,"24"
新北市,中和區,碧河里,"24"
新北市,中和區,錦和里,"26"
新北市,中和區,橫路里,"26"
新北市,土城區,廷寮里,"26"
新北市,中和區,灰[磘]里,"26"
新北市,中和區,錦和里,"22"
新北市,中和區,橫路里,"22"
新北市,中和區,內南里,"22"
新北市,中和區,錦昌里,"22"
新北市,泰山區,同榮里,"10"
新北市,泰山區,福泰里,"10"
新北市,新莊區,中原里,"10"
新北市,新莊區,雙鳳里,"10"
新北市,新莊區,丹鳳里,"10"
新北市,泰山區,貴子里,"10"
新北市,泰山區,明志里,"10"
新北市,泰山區,全興里,"10"
新北市,泰山區,同興里,"10"
新北市,泰山區,福興里,"10"
新北市,泰山區,山腳里,"10"
新北市,泰山區,楓樹里,"10"
新北市,五股區,德泰里,"10"
新北市,五股區,福德里,"10"
新北市,泰山區,大科里,"10"
新北市,泰山區,黎明里,"10"
新北市,林口區,林口里,"10"
新北市,五股區,德音里,"10"
新北市,林口區,東林里,"10"
新北市,五股區,五龍里,"10"
新北市,泰山區,同榮里,"7"
新北市,泰山區,新明里,"7"
新北市,泰山區,貴子里,"7"
新北市,泰山區,泰友里,"7"
新北市,泰山區,明志里,"7"
新北市,泰山區,義學里,"7"
新北市,泰山區,義仁里,"7"
新北市,泰山區,大科里,"7"
新北市,泰山區,同榮里,"6"
新北市,泰山區,福泰里,"6"
新北市,新莊區,中原里,"6"
新北市,新莊區,立泰里,"6"
新北市,泰山區,泰友里,"6"
新北市,新莊區,立廷里,"6"
新北市,泰山區,義學里,"6"
新北市,泰山區,義仁里,"6"
新北市,泰山區,全興里,"6"
新北市,泰山區,同興里,"6"
新北市,泰山區,福興里,"6"
新北市,泰山區,楓樹里,"6"
新北市,新莊區,中原里,"11"
新北市,新莊區,中和里,"11"
新北市,新莊區,立志里,"11"
新北市,新莊區,中泰里,"11"
新北市,新莊區,立泰里,"11"
新北市,新莊區,中全里,"11"
新北市,新莊區,中華里,"11"
新北市,新莊區,自強里,"11"
新北市,新莊區,立基里,"11"
新北市,新莊區,中宏里,"11"
新北市,新莊區,中誠里,"11"
新北市,新莊區,自信里,"11"
新北市,新莊區,中港里,"11"
新北市,新莊區,幸福里,"11"
新北市,新莊區,中平里,"11"
新北市,新莊區,昌隆里,"11"
新北市,新莊區,中信里,"11"
新北市,新莊區,立廷里,"11"
新北市,泰山區,義仁里,"11"
新北市,新莊區,頭前里,"11"
新北市,新莊區,昌平里,"11"
新北市,新莊區,中隆里,"11"
新北市,三重區,頂崁里,"11"
新北市,新莊區,福興里,"11"
新北市,新莊區,福基里,"11"
新北市,泰山區,楓樹里,"11"
新北市,五股區,德泰里,"11"
新北市,五股區,興珍里,"11"
新北市,三重區,,"11"
新北市,三重區,光榮里,"11"
新北市,三重區,清和里,"11"
新北市,三重區,重新里,"11"
新北市,三重區,福星里,"11"
新北市,三重區,中山里,"11"
新北市,三重區,光正里,"11"
新北市,三重區,同安里,"11"
新北市,三重區,永春里,"11"
新北市,三重區,同慶里,"11"
新北市,三重區,大安里,"11"
新北市,三重區,仁義里,"11"
新北市,三重區,光明里,"11"
新北市,三重區,平和里,"11"
新北市,三重區,吉利里,"11"
新北市,三重區,菜寮里,"11"
新北市,三重區,忠孝里,"11"
新北市,三重區,中正里,"11"
新北市,三重區,中民里,"11"
新北市,三重區,光輝里,"11"
新北市,三重區,過田里,"11"
新北市,三重區,大同里,"11"
新北市,三重區,福利里,"11"
新北市,三重區,仁德里,"11"
新北市,三重區,永興里,"11"
新北市,三重區,正德里,"11"
新北市,三重區,錦通里,"11"
新北市,三重區,國隆里,"11"
新北市,三重區,文化里,"11"
新北市,三重區,大園里,"11"
新北市,三重區,重陽里,"11"
新北市,三重區,大德里,"11"
新北市,三重區,光華里,"11"
新北市,三重區,錦安里,"11"
新北市,三重區,開元里,"11"
新北市,三重區,正義里,"11"
新北市,三重區,中央里,"11"
新北市,三重區,民生里,"11"
新北市,三重區,正安里,"11"
新北市,三重區,長生里,"11"
新北市,三重區,長元里,"11"
新北市,三重區,自強里,"11"
新北市,三重區,雙園里,"11"
新北市,三重區,長江里,"11"
新北市,三重區,長安里,"11"
新北市,三重區,安慶里,"11"
新北市,三重區,長泰里,"11"
新北市,三重區,幸福里,"11"
新北市,三重區,福安里,"11"
新北市,三重區,,"11"
新北市,三重區,清和里,"4"
臺北市,大同區,國慶里,"4"
新北市,三重區,永興里,"4"
新北市,三重區,大德里,"4"
新北市,三重區,開元里,"4"
新北市,三重區,長元里,"4"
新北市,三重區,長江里,"4"
新北市,三重區,,"4"
臺北市,大同區,永樂里,"4"
臺北市,大同區,朝陽里,"4"
臺北市,大同區,星明里,"4"
臺北市,大同區,雙連里,"4"
臺北市,大同區,大有里,"4"
臺北市,大同區,延平里,"4"
臺北市,大同區,民權里,"4"
臺北市,大同區,南芳里,"4"
臺北市,大同區,景星里,"4"
臺北市,大同區,隆和里,"4"
臺北市,大同區,蓬萊里,"4"
臺北市,大同區,揚雅里,"4"
臺北市,大同區,國順里,"4"
新北市,汐止區,文化里,"1"
新北市,汐止區,江北里,"1"
新北市,汐止區,白雲里,"1"
新北市,汐止區,樟樹里,"1"
新北市,汐止區,復興里,"1"
新北市,汐止區,忠孝里,"1"
新北市,汐止區,興福里,"1"
新北市,汐止區,智慧里,"1"
新北市,汐止區,厚德里,"1"
新北市,汐止區,康福里,"1"
新北市,汐止區,山光里,"1"
新北市,汐止區,湖光里,"1"
新北市,汐止區,湖興里,"1"
新北市,汐止區,拱北里,"1"
新北市,汐止區,八連里,"1"
新北市,汐止區,文化里,"4"
新北市,汐止區,江北里,"4"
新北市,汐止區,白雲里,"4"
新北市,汐止區,自強里,"4"
新北市,汐止區,秀山里,"4"
新北市,汐止區,復興里,"4"
新北市,汐止區,大同里,"4"
新北市,汐止區,福安里,"4"
新北市,汐止區,秀峰里,"4"
新北市,汐止區,智慧里,"4"
新北市,汐止區,禮門里,"4"
新北市,汐止區,信望里,"4"
新北市,汐止區,新昌里,"4"
新北市,汐止區,義民里,"4"
新北市,汐止區,仁德里,"4"
新北市,汐止區,城中里,"4"
新北市,汐止區,建成里,"4"
新北市,汐止區,鄉長里,"4"
新北市,汐止區,拱北里,"4"
新北市,汐止區,樟樹里,"3"
新北市,汐止區,忠孝里,"3"
新北市,汐止區,環河里,"3"
新北市,汐止區,中興里,"3"
新北市,汐止區,福德里,"3"
新北市,汐止區,興福里,"3"
新北市,汐止區,厚德里,"3"
新北市,汐止區,康福里,"3"
新北市,汐止區,北山里,"3"
新北市,汐止區,北峰里,"3"
新北市,汐止區,金龍里,"3"
新北市,汐止區,湖光里,"3"
新北市,汐止區,文化里,"8"
新北市,汐止區,東勢里,"8"
新北市,汐止區,橫科里,"8"
新北市,汐止區,白雲里,"8"
新北市,汐止區,樟樹里,"8"
新北市,汐止區,環河里,"8"
新北市,汐止區,文化里,"5"
新北市,汐止區,橫科里,"5"
新北市,汐止區,白雲里,"5"
新北市,汐止區,樟樹里,"5"
新北市,汐止區,白雲里,"6"
新北市,汐止區,秀山里,"6"
新北市,三重區,田安里,"5"
新北市,三重區,中山里,"5"
新北市,三重區,福祉里,"5"
新北市,三重區,重明里,"5"
新北市,三重區,光明里,"5"
新北市,三重區,過田里,"5"
新北市,三重區,光田里,"5"
新北市,三重區,光陽里,"5"
新北市,三重區,錦田里,"5"
新北市,三重區,三民里,"5"
新北市,三重區,重陽里,"5"
新北市,三重區,田心里,"5"
新北市,三重區,民生里,"5"
新北市,三重區,福田里,"5"
新北市,三重區,博愛里,"5"
新北市,三重區,二重里,"5"
新北市,三重區,田中里,"5"
新北市,三重區,六福里,"5"
新北市,三重區,幸福里,"5"
新北市,三重區,六合里,"5"
新北市,三重區,培德里,"5"
新北市,三重區,,"5"
臺北市,中山區,朱園里,"23"
臺北市,中山區,興亞里,"23"
臺北市,中山區,正義里,"23"
臺北市,松山區,美仁里,"23"
臺北市,中山區,力行里,"23"
臺北市,松山區,精忠里,"23"
臺北市,大安區,昌隆里,"23"
臺北市,大安區,誠安里,"23"
臺北市,大安區,建安里,"23"
臺北市,大安區,光武里,"23"
臺北市,大安區,民輝里,"23"
臺北市,中山區,埤頭里,"23"
臺北市,中正區,梅花里,"23"
臺北市,松山區,中崙里,"23"
臺北市,松山區,福成里,"23"
臺北市,松山區,敦化里,"23"
臺北市,中山區,朱崙里,"23"
臺北市,中山區,正守里,"23"
臺北市,松山區,中正里,"23"
臺北市,中山區,復華里,"23"
臺北市,中山區,康樂里,"23"
臺北市,松山區,中華里,"23"
臺北市,松山區,松基里,"23"
臺北市,中山區,龍洲里,"23"
臺北市,中山區,朱馥里,"23"
臺北市,中山區,中吉里,"23"
臺北市,中山區,中央里,"23"
臺北市,中山區,中原里,"23"
臺北市,中山區,中山里,"23"
臺北市,中山區,江山里,"23"
臺北市,松山區,民有里,"23"
臺北市,中山區,江寧里,"23"
臺北市,松山區,民福里,"23"
臺北市,中山區,下埤里,"23"
臺北市,中山區,行仁里,"23"
臺北市,中山區,大佳里,"23"
臺北市,中山區,正義里,"16"
臺北市,中山區,正得里,"16"
臺北市,大同區,建泰里,"16"
臺北市,大同區,建功里,"16"
臺北市,大同區,建明里,"16"
臺北市,中正區,幸福里,"16"
臺北市,中正區,梅花里,"16"
臺北市,中山區,正守里,"16"
臺北市,中正區,黎明里,"16"
臺北市,中山區,康樂里,"16"
臺北市,大同區,星明里,"16"
臺北市,大同區,光能里,"16"
臺北市,中山區,民安里,"16"
臺北市,中山區,中山里,"16"
臺北市,松山區,慈祐里,"33"
臺北市,內湖區,湖元里,"33"
臺北市,信義區,四育里,"33"
臺北市,松山區,新聚里,"33"
臺北市,松山區,吉祥里,"33"
臺北市,信義區,四維里,"33"
臺北市,信義區,五全里,"33"
臺北市,信義區,六藝里,"33"
臺北市,信義區,敦厚里,"33"
臺北市,信義區,五常里,"33"
臺北市,松山區,復盛里,"33"
臺北市,信義區,新仁里,"33"
臺北市,信義區,雅祥里,"33"
臺北市,松山區,安平里,"33"
臺北市,松山區,自強里,"33"
臺北市,松山區,鵬程里,"33"
臺北市,內湖區,行善里,"33"
臺北市,松山區,新東里,"33"
臺北市,南港區,新光里,"27"
臺北市,南港區,九如里,"27"
臺北市,南港區,仁福里,"27"
臺北市,南港區,百福里,"27"
臺北市,信義區,中行里,"27"
臺北市,南港區,成福里,"27"
臺北市,南港區,中南里,"27"
臺北市,南港區,新光里,"22"
臺北市,南港區,九如里,"22"
臺北市,南港區,中研里,"22"
臺北市,南港區,中南里,"22"
臺北市,松山區,東勢里,"26"
臺北市,松山區,東光里,"26"
臺北市,松山區,新聚里,"26"
臺北市,松山區,吉祥里,"26"
臺北市,松山區,復勢里,"26"
臺北市,松山區,美仁里,"26"
臺北市,松山區,精忠里,"26"
臺北市,大安區,車層里,"26"
臺北市,大安區,建安里,"26"
臺北市,大安區,華聲里,"26"
臺北市,松山區,敦化里,"26"
臺北市,松山區,吉仁里,"26"
臺北市,松山區,復源里,"26"
臺北市,松山區,復建里,"26"
臺北市,松山區,復盛里,"26"
臺北市,信義區,新仁里,"26"
臺北市,松山區,安平里,"26"
臺北市,松山區,中華里,"26"
臺北市,松山區,龍田里,"26"
臺北市,松山區,自強里,"26"
臺北市,松山區,東昌里,"26"
臺北市,松山區,介壽里,"26"
臺北市,大同區,玉泉里,"2"
臺北市,大同區,建功里,"2"
臺北市,中正區,光復里,"2"
臺北市,大同區,建明里,"2"
新北市,三重區,,"2"
臺北市,萬華區,西門里,"2"
臺北市,萬華區,菜園里,"2"
臺北市,萬華區,萬壽里,"2"
臺北市,中正區,黎明里,"2"
臺北市,萬華區,福星里,"2"
臺北市,大同區,永樂里,"2"
臺北市,大同區,朝陽里,"2"
臺北市,大同區,星明里,"2"
臺北市,內湖區,湖元里,"23"
臺北市,松山區,精忠里,"23"
臺北市,松山區,莊敬里,"23"
臺北市,內湖區,港墘里,"23"
臺北市,內湖區,港都里,"23"
臺北市,中山區,金泰里,"23"
臺北市,內湖區,西湖里,"23"
臺北市,內湖區,麗山里,"23"
臺北市,內湖區,西康里,"23"
臺北市,內湖區,湖元里,"24"
臺北市,內湖區,湖興里,"24"
臺北市,內湖區,瑞光里,"24"
臺北市,內湖區,瑞陽里,"24"
臺北市,內湖區,紫陽里,"24"
臺北市,內湖區,港墘里,"24"
臺北市,內湖區,港都里,"24"
臺北市,內湖區,湖濱里,"24"
臺北市,內湖區,港富里,"24"
臺北市,內湖區,湖元里,"29"
臺北市,松山區,精忠里,"29"
臺北市,松山區,自強里,"29"
臺北市,松山區,鵬程里,"29"
臺北市,內湖區,行善里,"29"
臺北市,松山區,富泰里,"29"
臺北市,松山區,富錦里,"29"
臺北市,松山區,新益里,"29"
臺北市,松山區,新東里,"29"
臺北市,松山區,莊敬里,"29"
臺北市,內湖區,樂康里,"10"
臺北市,內湖區,東湖里,"10"
臺北市,內湖區,明湖里,"10"
新北市,汐止區,北山里,"10"
新北市,汐止區,北峰里,"10"
新北市,汐止區,金龍里,"10"
新北市,汐止區,忠山里,"10"
臺北市,內湖區,五分里,"10"
臺北市,內湖區,安湖里,"10"
臺北市,內湖區,康寧里,"10"
臺北市,內湖區,安泰里,"10"
