VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,COUNTYCODE,TOWNCODE,105green,105water,108green,109green,110green,107green,106green,m109300,m109300s,m109500,m109500s,m108300,m108300s,m108500,m108500s,m107300,m107300s,m107500,m107500s,m106300,m106300s,m106500,m106500s,m105300,m105300s,m105500,m105500s,fire,police,primary,secondary,gym,area
"65000030064",新北市,中和區,明穗里,"65000","65000030","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"335257"
"65000030061",新北市,中和區,民安里,"65000","65000030","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"153185"
"65000030003",新北市,中和區,信和里,"65000","65000030","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","72635"
"65000250012",新北市,雙溪區,泰平里,"65000","65000250","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"63811134"
"65000030011",新北市,中和區,漳和里,"65000","65000030","0","0","1","1","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"136473"
"65000010097",新北市,板橋區,龍安里,"65000","65000010","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"224415"
"65000030022",新北市,中和區,安平里,"65000","65000030","0","0","0","0","1","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1",,"1",,"92807"
"65000070034",新北市,樹林區,文林里,"65000","65000070","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","101661"
"65000040050",新北市,永和區,秀得里,"65000","65000040","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1",,"1","42449"
"65000040060",新北市,永和區,秀元里,"65000","65000040","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","51678"
"65000040031",新北市,永和區,潭安里,"65000","65000040","0","0","0","0","0","0","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"77322"
"65000040035",新北市,永和區,民樂里,"65000","65000040","0","0","0","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,"1","75649"
"65000010079",新北市,板橋區,大豐里,"65000","65000010","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"95220"
"65000030065",新北市,中和區,清穗里,"65000","65000030","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"141497"
"65000030066",新北市,中和區,自強里,"65000","65000030","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"159676"
"65000030091",新北市,中和區,國華里,"65000","65000030","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"41790"
"65000040024",新北市,永和區,雙和里,"65000","65000040","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1",,"71868"
"65000010078",新北市,板橋區,廣德里,"65000","65000010","1","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"148194"
"65000030012",新北市,中和區,廟美里,"65000","65000030","0","0","1","1","1","1","1","1",,"1",,"1",,"1",,,,,,,,,,,,,,,"1","1","1",,"93854"
"65000070006",新北市,樹林區,潭底里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,"1","825158"
"65000180005",新北市,深坑區,阿柔里,"65000","65000180","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"4474691"
"65000040011",新北市,永和區,永元里,"65000","65000040","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","74379"
"65000030056",新北市,中和區,民享里,"65000","65000030","0","0","1","1","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"34555"
"65000030010",新北市,中和區,枋寮里,"65000","65000030","1","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"167096"
"65000030007",新北市,中和區,連和里,"65000","65000030","0","0","0","0","0","1","0","1",,"1","1","1",,"1","1",,,,,,,,,,,,,,"1","1",,,"207588"
"65000190002",新北市,石碇區,潭邊里,"65000","65000190","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"8576570"
"65000030020",新北市,中和區,安樂里,"65000","65000030","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,,"189512"
"65000010092",新北市,板橋區,中山里,"65000","65000010","0","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,,,"413419"
"65000040030",新北市,永和區,潭墘里,"65000","65000040","0","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"111620"
"65000010085",新北市,板橋區,華貴里,"65000","65000010","0","0","0","0","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1",,"1",,"70582"
"65000030069",新北市,中和區,國光里,"65000","65000030","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"60688"
"65000010094",新北市,板橋區,大安里,"65000","65000010","0","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,,,"89227"
"65000030090",新北市,中和區,冠穗里,"65000","65000030","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"56912"
"65000010087",新北市,板橋區,華東里,"65000","65000010","0","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,,,"512289"
"65000010093",新北市,板橋區,復興里,"65000","65000010","0","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,,,"100614"
"65000040012",新北市,永和區,秀林里,"65000","65000040","0","0","0","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","80623"
"65000030060",新北市,中和區,嘉新里,"65000","65000030","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"216455"
"65000030023",新北市,中和區,中安里,"65000","65000030","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1",,"76696"
"65000030062",新北市,中和區,安穗里,"65000","65000030","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"74863"
"65000040039",新北市,永和區,得和里,"65000","65000040","0","0","0","0","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","97104"
"65000030018",新北市,中和區,福和里,"65000","65000030","0","0","1","1","1","1","1",,,"1",,,,"1",,,,,,,,,,,,,,,"1","1","1",,"71734"
"65000010096",新北市,板橋區,聚安里,"65000","65000010","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,,,"271868"
"65000030084",新北市,中和區,碧河里,"65000","65000030","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1",,,,,,,,,,,,,,"1",,"1","1","500890"
"65000070028",新北市,樹林區,圳福里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","332166"
"65000030002",新北市,中和區,平河里,"65000","65000030","0","0","0","0","0","0","0",,,"1","1",,,"1","1",,,,,,,,,,,,,,"1","1","1","1","403435"
"65000040025",新北市,永和區,安和里,"65000","65000040","0","0","1","1","0","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1",,"74958"
"65000010076",新北市,板橋區,福星里,"65000","65000010","1","0","1","1","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1",,"1",,"133363"
"65000180002",新北市,深坑區,萬順里,"65000","65000180","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"276755"
"65000010084",新北市,板橋區,華興里,"65000","65000010","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1",,"1",,"68506"
"65000010074",新北市,板橋區,福德里,"65000","65000010","1","0","1","1","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1",,"1",,"142395"
"65000040020",新北市,永和區,秀朗里,"65000","65000040","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","82314"
"65000040021",新北市,永和區,秀成里,"65000","65000040","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,"1","1","61061"
"65000030017",新北市,中和區,瓦[磘]里,"65000","65000030","1","0","1","1","1","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1",,"112171"
"65000030087",新北市,中和區,民有里,"65000","65000030","0","0","1","1","1","0","1",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"93248"
"65000010111",新北市,板橋區,華福里,"65000","65000010","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,"1",,"40764"
"65000030013",新北市,中和區,福真里,"65000","65000030","0","0","0","1","1","0","0","1",,"1","1","1",,"1","1",,,,,,,,,,,,,,"1",,,,"83354"
"65000040015",新北市,永和區,永安里,"65000","65000040","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"53996"
"65000030068",新北市,中和區,民生里,"65000","65000030","0","0","0","0","0","0","1",,,,,,,,,,,,,,,,,,,,,"1","1",,,,"57233"
"65000030014",新北市,中和區,福善里,"65000","65000030","0","0","0","1","0","1","0","1",,"1",,"1",,"1",,,,,,,,,,,,,,,"1","1",,,"93863"
"65000030055",新北市,中和區,積穗里,"65000","65000030","1","0","1","1","1","1","1","1",,"1",,"1",,"1",,,,,,,,,,,,,,,"1","1","1",,"174241"
"65000030067",新北市,中和區,德穗里,"65000","65000030","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"106626"
"65000040026",新北市,永和區,水源里,"65000","65000040","0","0","1","1","1","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1",,"79122"
"65000030016",新北市,中和區,福祥里,"65000","65000030","0","0","1","1","0","1","0",,,"1",,,,"1",,,,,,,,,,,,,,,"1","1","1",,"82959"
"65000040047",新北市,永和區,秀和里,"65000","65000040","0","0","0","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","172676"
"65000040033",新北市,永和區,保平里,"65000","65000040","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"83282"
"65000040038",新北市,永和區,福和里,"65000","65000040","0","0","0","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","93519"
"65000040061",新北市,永和區,永樂里,"65000","65000040","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,,"49226"
"65000040006",新北市,永和區,永貞里,"65000","65000040","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","76814"
"65000010073",新北市,板橋區,國泰里,"65000","65000010","0","0","0","0","0","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1",,"1",,"97260"
"65000010110",新北市,板橋區,後埔里,"65000","65000010","0","0","0","1","1","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,"1",,"61067"
"65000030019",新北市,中和區,佳和里,"65000","65000030","1","0","1","1","1","1","0",,,"1",,,,"1",,,,,,,,,,,,,,,"1","1","1",,"114198"
"65000040056",新北市,永和區,店街里,"65000","65000040","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"64132"
"65000070032",新北市,樹林區,金寮里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","683150"
"65000030063",新北市,中和區,瑞穗里,"65000","65000030","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1",,,,"85879"
"65000030015",新北市,中和區,福美里,"65000","65000030","0","0","0","0","1","1","0",,,"1",,,,"1",,,,,,,,,,,,,,,"1","1","1",,"115712"
"65000040007",新北市,永和區,永福里,"65000","65000040","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","46819"
"65000010007",新北市,板橋區,新興里,"65000","65000010","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,"1",,"92051"
"65000010091",新北市,板橋區,僑中里,"65000","65000010","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"94160"
"65000040027",新北市,永和區,協和里,"65000","65000040","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,"1",,"67603"
"65000010071",新北市,板橋區,福祿里,"65000","65000010","0","0","0","0","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"93526"
"65000190006",新北市,石碇區,豐田里,"65000","65000190","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"13765834"
"65000040048",新北市,永和區,河濱里,"65000","65000040","0","0","0","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","52911"
"65000040032",新北市,永和區,大新里,"65000","65000040","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1",,,"47129"
"65000180001",新北市,深坑區,深坑里,"65000","65000180","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"461393"
"65000010075",新北市,板橋區,景星里,"65000","65000010","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,"1",,"83614"
"65000040004",新北市,永和區,光明里,"65000","65000040","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"64491"
"65000010072",新北市,板橋區,民族里,"65000","65000010","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1",,,,"98579"
"65000010077",新北市,板橋區,鄉雲里,"65000","65000010","0","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,"1",,"216314"
"65000010002",新北市,板橋區,流芳里,"65000","65000010","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1",,"1",,"44560"
"65000030057",新北市,中和區,員山里,"65000","65000030","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,,,,,,,,,,,,,"1","1",,,,"271238"
"65000040001",新北市,永和區,福林里,"65000","65000040","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"64850"
"65000180004",新北市,深坑區,昇高里,"65000","65000180","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"8535214"
"65000010125",新北市,板橋區,大觀里,"65000","65000010","0","0","1","0","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"69809"
"65000040057",新北市,永和區,信義里,"65000","65000040","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1",,"53541"
"65000190010",新北市,石碇區,豐林里,"65000","65000190","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"1145065"
"65000040013",新北市,永和區,保安里,"65000","65000040","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"243143"
"65000040053",新北市,永和區,正興里,"65000","65000040","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,,"50991"
"65000010126",新北市,板橋區,歡園里,"65000","65000010","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"611764"
"65000040054",新北市,永和區,永興里,"65000","65000040","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1",,"68257"
"65000010006",新北市,板橋區,湳興里,"65000","65000010","0","0","0","1","1","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1",,"1",,"187575"
"65000070007",新北市,樹林區,[獇]寮里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"634459"
"65000010013",新北市,板橋區,光華里,"65000","65000010","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"57618"
"65000010005",新北市,板橋區,挹秀里,"65000","65000010","0","0","0","0","1","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1",,"1",,"121189"
"65000010057",新北市,板橋區,海山里,"65000","65000010","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,,,"1","1",,,,"119485"
"65000050038",新北市,新莊區,光華里,"65000","65000050","0","0","0","0","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"97216"
"65000010122",新北市,板橋區,東安里,"65000","65000010","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,,,"1",,,,"1",,,,,,"1","1",,,,"30454"
"65000010065",新北市,板橋區,深丘里,"65000","65000010","0","0","0","0","1","0","0","1",,"1","1","1",,"1","1",,,"1","1",,,"1","1",,,"1","1","1","1",,"1",,"343539"
"65000040062",新北市,永和區,保順里,"65000","65000040","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"207833"
"65000040014",新北市,永和區,中溪里,"65000","65000040","1","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"89176"
"65000040058",新北市,永和區,後溪里,"65000","65000040","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1",,"42642"
"65000010004",新北市,板橋區,黃石里,"65000","65000010","0","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1",,,,"99855"
"65000010056",新北市,板橋區,福壽里,"65000","65000010","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,,,,"1","1",,,"112368"
"65000040055",新北市,永和區,桂林里,"65000","65000040","0","0","0","0","0","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"61820"
"65000010114",新北市,板橋區,光榮里,"65000","65000010","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"44375"
"65000040018",新北市,永和區,中興里,"65000","65000040","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,,"59221"
"65000050084",新北市,新莊區,光和里,"65000","65000050","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"38649"
"65000010069",新北市,板橋區,長安里,"65000","65000010","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1",,,"1",,,,"1","1",,,,,"1","1",,,,"111333"
"65000040042",新北市,永和區,大同里,"65000","65000040","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"25490"
"65000040019",新北市,永和區,勵行里,"65000","65000040","0","0","0","0","0","0","0","1",,"1",,"1",,,,"1",,,,"1",,,,"1",,,,,"1","1",,,"40266"
"65000010011",新北市,板橋區,自強里,"65000","65000010","0","0","0","0","1","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1",,,,"83401"
"65000070040",新北市,樹林區,圳民里,"65000","65000070","1","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","334446"
"65000010120",新北市,板橋區,居仁里,"65000","65000010","1","0","0","1","1","1","0",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"65255"
"65000040022",新北市,永和區,上溪里,"65000","65000040","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,,"47951"
"65000040005",新北市,永和區,仁愛里,"65000","65000040","0","0","1","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1","1",,"54409"
"65000040041",新北市,永和區,新生里,"65000","65000040","0","0","0","0","0","0","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"29444"
"65000040051",新北市,永和區,上林里,"65000","65000040","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,,"86023"
"65000040046",新北市,永和區,下溪里,"65000","65000040","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"88359"
"65000010070",新北市,板橋區,福丘里,"65000","65000010","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",,"1","1","1","1",,"1",,"253104"
"65000010109",新北市,板橋區,民生里,"65000","65000010","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,,,"1",,,,"1",,,,,,"1","1",,,,"40928"
"65000260002",新北市,貢寮區,吉林里,"65000","65000260","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"17541119"
"65000070001",新北市,樹林區,三多里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,"1",,"403091"
"65000030001",新北市,中和區,中原里,"65000","65000030","1","1","1","1","1","1","1","1",,"1","1","1","1","1","1",,,,,,,,,,,,,,"1","1",,,"1422757"
"65000010012",新北市,板橋區,自立里,"65000","65000010","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"49625"
"65000010115",新北市,板橋區,民安里,"65000","65000010","0","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1",,,,"50344"
"65000010108",新北市,板橋區,正泰里,"65000","65000010","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,,,"1","1","1",,,"37988"
"65000040037",新北市,永和區,復興里,"65000","65000040","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,,"55025"
"65000040010",新北市,永和區,忠義里,"65000","65000040","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"17714"
"65000040002",新北市,永和區,文化里,"65000","65000040","0","0","1","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1","1",,"78588"
"65000010066",新北市,板橋區,香丘里,"65000","65000010","0","0","0","0","0","1","0","1",,"1","1","1",,"1","1","1",,"1",,"1",,"1","1",,,"1",,"1","1",,"1",,"94005"
"65000010018",新北市,板橋區,民權里,"65000","65000010","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1",,"1",,"1","1","1",,"1",,"1","1",,,,"44874"
"65000040036",新北市,永和區,光復里,"65000","65000040","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,,"31974"
"65000070003",新北市,樹林區,三興里,"65000","65000070","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"1062873"
"65000040029",新北市,永和區,頂溪里,"65000","65000040","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,,"50236"
"65000010068",新北市,板橋區,東丘里,"65000","65000010","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,,,"1",,,,"1",,,,,,"1","1",,,,"114134"
"65000050041",新北市,新莊區,光榮里,"65000","65000050","0","0","0","0","0","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"61544"
"65000010067",新北市,板橋區,西安里,"65000","65000010","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1",,,"1",,,,"1","1",,,,,"1","1",,"1",,"78391"
"65000010055",新北市,板橋區,長壽里,"65000","65000010","1","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"95073"
"65000050083",新北市,新莊區,光正里,"65000","65000050","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"65664"
"65000040009",新北市,永和區,永成里,"65000","65000040","0","0","0","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"35839"
"65000040052",新北市,永和區,網溪里,"65000","65000040","0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,,"33196"
"65000040045",新北市,永和區,新廍里,"65000","65000040","0","0","1","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,,"57460"
"65000040028",新北市,永和區,河堤里,"65000","65000040","0","0","0","0","1","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1","1",,,"53884"
"65000010019",新北市,板橋區,建國里,"65000","65000010","0","0","0","0","0","0","0",,,"1","1",,,"1","1",,,"1",,,,"1","1",,,"1",,"1","1",,,"1","65892"
"65000070002",新北市,樹林區,三福里,"65000","65000070","1","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,,"1",,,,"441528"
"65000010101",新北市,板橋區,香雅里,"65000","65000010","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,"171152"
"65000010107",新北市,板橋區,富貴里,"65000","65000010","1","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,"1",,"1",,,"60449"
"65000010020",新北市,板橋區,漢生里,"65000","65000010","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",,"1","1","1","1",,"1",,"111888"
"65000050044",新北市,新莊區,光明里,"65000","65000050","1","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"142755"
"65000010058",新北市,板橋區,九如里,"65000","65000010","0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,,,"1","1","1",,,"70823"
"65000260004",新北市,貢寮區,龍崗里,"65000","65000260","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"7172653"
"65000010014",新北市,板橋區,國光里,"65000","65000010","1","0","0","0","1","0","0",,,"1","1",,,"1","1",,,"1",,,,"1","1",,,"1",,,"1",,,"1","45447"
"65000070041",新北市,樹林區,圳生里,"65000","65000070","1","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"441139"
"65000010059",新北市,板橋區,玉光里,"65000","65000010","0","0","0","0","0","0","0","1",,"1","1","1",,"1","1",,,"1",,,,"1","1",,,,,"1","1",,"1",,"117812"
"65000050082",新北市,新莊區,民有里,"65000","65000050","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"39685"
"65000180008",新北市,深坑區,賴仲里,"65000","65000180","1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1",,,,"1392103"
"65000010022",新北市,板橋區,新民里,"65000","65000010","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1",,"1","1","1","1","1",,"1",,"1","1",,"1",,"305458"
"65000010008",新北市,板橋區,社後里,"65000","65000010","0","0","1","1","1","1","0",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1","1","1",,"1","1","171494"
"65000010017",新北市,板橋區,港德里,"65000","65000010","1","0","0","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1",,"1","1","67005"
