COUNTYNAME,TOWNNAME,VILLNAME,DN
臺北市,內湖區,石潭里,"77"
臺北市,內湖區,湖元里,"77"
臺北市,松山區,精忠里,"77"
臺北市,松山區,自強里,"77"
臺北市,松山區,鵬程里,"77"
臺北市,內湖區,行善里,"77"
臺北市,松山區,富泰里,"77"
臺北市,內湖區,週美里,"77"
臺北市,松山區,富錦里,"77"
臺北市,松山區,新益里,"77"
臺北市,松山區,新東里,"77"
臺北市,內湖區,湖興里,"77"
臺北市,松山區,莊敬里,"77"
臺北市,南港區,西新里,"80"
臺北市,南港區,重陽里,"80"
臺北市,內湖區,蘆洲里,"80"
臺北市,內湖區,石潭里,"80"
臺北市,南港區,東新里,"80"
臺北市,內湖區,湖興里,"80"
臺北市,內湖區,寶湖里,"80"
臺北市,南港區,西新里,"75"
臺北市,內湖區,石潭里,"75"
臺北市,松山區,慈祐里,"75"
臺北市,信義區,四育里,"75"
臺北市,信義區,永吉里,"75"
臺北市,南港區,聯成里,"75"
臺北市,南港區,合成里,"75"
臺北市,信義區,大道里,"75"
臺北市,信義區,永春里,"75"
臺北市,南港區,鴻福里,"75"
臺北市,信義區,四維里,"75"
臺北市,南港區,成福里,"75"
臺北市,南港區,萬福里,"75"
臺北市,南港區,玉成里,"75"
臺北市,內湖區,行善里,"75"
臺北市,內湖區,週美里,"75"
臺北市,南港區,西新里,"79"
臺北市,南港區,重陽里,"79"
臺北市,內湖區,石潭里,"79"
臺北市,南港區,新光里,"79"
臺北市,南港區,聯成里,"79"
臺北市,南港區,合成里,"79"
臺北市,南港區,成福里,"79"
臺北市,南港區,中南里,"79"
臺北市,南港區,東明里,"79"
臺北市,南港區,東新里,"79"
臺北市,南港區,重陽里,"85"
臺北市,內湖區,蘆洲里,"85"
臺北市,內湖區,石潭里,"85"
臺北市,內湖區,南湖里,"85"
臺北市,內湖區,明湖里,"85"
臺北市,內湖區,葫洲里,"85"
臺北市,南港區,東新里,"85"
臺北市,南港區,南港里,"85"
臺北市,南港區,三重里,"85"
臺北市,內湖區,五分里,"85"
臺北市,內湖區,安湖里,"85"
臺北市,內湖區,寶湖里,"85"
臺北市,內湖區,康寧里,"85"
臺北市,內湖區,金湖里,"85"
臺北市,內湖區,紫雲里,"85"
臺北市,內湖區,清白里,"85"
臺北市,內湖區,秀湖里,"85"
臺北市,內湖區,安泰里,"85"
臺北市,內湖區,大湖里,"85"
臺北市,南港區,新光里,"84"
臺北市,南港區,九如里,"84"
臺北市,南港區,中研里,"84"
臺北市,南港區,中南里,"84"
臺北市,南港區,東明里,"84"
臺北市,南港區,東新里,"84"
臺北市,南港區,南港里,"84"
臺北市,南港區,三重里,"84"
新北市,新店區,建國里,"147"
新北市,新店區,福民里,"147"
新北市,新店區,國豐里,"147"
新北市,新店區,復興里,"147"
新北市,新店區,中華里,"147"
新北市,新店區,百福里,"147"
新北市,新店區,中正里,"147"
新北市,新店區,仁愛里,"147"
新北市,新店區,百忍里,"147"
新北市,新店區,福德里,"147"
新北市,新店區,中央里,"147"
新北市,新店區,百和里,"147"
新北市,新店區,明德里,"147"
新北市,新店區,大豐里,"147"
新北市,新店區,和平里,"147"
新北市,新店區,大同里,"147"
新北市,新店區,江陵里,"147"
新北市,新店區,中山里,"147"
新北市,新店區,建國里,"142"
新北市,新店區,忠誠里,"142"
新北市,新店區,新安里,"142"
新北市,新店區,國豐里,"142"
新北市,新店區,復興里,"142"
新北市,新店區,中正里,"142"
新北市,新店區,仁愛里,"142"
新北市,新店區,張北里,"142"
新北市,新店區,明德里,"142"
新北市,新店區,大豐里,"142"
新北市,新店區,大同里,"142"
新北市,新店區,江陵里,"142"
新北市,新店區,寶安里,"142"
新北市,新店區,寶興里,"142"
新北市,新店區,寶福里,"142"
新北市,新店區,信義里,"142"
新北市,新店區,福民里,"133"
新北市,新店區,太平里,"133"
新北市,新店區,張南里,"133"
新北市,新店區,廣明里,"133"
新北市,新店區,文明里,"133"
新北市,新店區,新生里,"133"
新北市,新店區,下城里,"133"
新北市,新店區,頂城里,"133"
新北市,新店區,新德里,"133"
新北市,新店區,中華里,"133"
新北市,新店區,百福里,"133"
新北市,新店區,中正里,"133"
新北市,新店區,中央里,"133"
新北市,新店區,安和里,"133"
新北市,石碇區,彭山里,"89"
新北市,石碇區,烏塗里,"89"
新北市,烏來區,福山里,"89"
新北市,烏來區,信賢里,"89"
新北市,三峽區,五寮里,"89"
新北市,烏來區,孝義里,"89"
新北市,三峽區,有木里,"89"
新北市,烏來區,忠治里,"89"
新北市,新店區,廣興里,"89"
新北市,三峽區,竹崙里,"89"
新北市,坪林區,石[曹]里,"89"
新北市,坪林區,大林里,"89"
新北市,三峽區,安坑里,"89"
新北市,坪林區,水德里,"89"
新北市,坪林區,坪林里,"89"
新北市,石碇區,永安里,"89"
新北市,坪林區,粗窟里,"89"
新北市,坪林區,上德里,"89"
新北市,石碇區,格頭里,"89"
新北市,石碇區,石碇里,"89"
新北市,石碇區,潭邊里,"89"
新北市,石碇區,豐田里,"89"
新北市,深坑區,昇高里,"89"
新北市,石碇區,豐林里,"89"
新北市,深坑區,賴仲里,"89"
新北市,石碇區,永定里,"89"
新北市,石碇區,中民里,"89"
新北市,平溪區,東勢里,"89"
新北市,石碇區,隆盛里,"89"
新北市,平溪區,白石里,"89"
