,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,人口數,性比例,人口密度,扶養比,扶幼比,扶老比,老化指數,0-14歲人口數,15-64歲人口數,65歲以上人口數,15歲以上博士人口數,15歲以上碩士人口數,15歲以上大學院校人口數,15歲以上專科人口數,15歲以上高中職人口數,15歲以上國中初職人口數,15歲以上小學人口數,15歲以上自修人口數,15歲以上不識字人口數,15歲以上未婚人口數,15歲以上有偶(不同性別)人口數,15歲以上有偶(相同性別)人口數,15歲以上離婚(不同性別)人口數,15歲以上離婚(相同性別)人口數,自然增加人數,社會增加人數,總戶數,綜合所得總額,綜合所得平均數,綜合所得中位數,綜合所得第一分位數,綜合所得第三分位數,各類所得金額合計(108年起),各類所得金額薪資所得(108年起),110green,fire,police,primary,secondary,gym,area,名稱,multiHospital,1
新北市汐止區康福里,新北市,65000110,汐止區,65000110-036,康福里,5254,87.24,40637.01,23.42,8.93,14.49,162.37,380,4257,617,32,364,1550,748,1480,426,266,2,9,1702,2311,15,622,0,-1,8,2748.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,129303.0,0.0,0.0,1.0
新北市汐止區建成里,新北市,65000110,汐止區,65000110-047,建成里,5417,86.47,24628.66,32.41,15.13,17.28,114.22,619,4091,707,31,369,1660,807,1284,344,287,5,11,1675,2393,1,491,0,-3,-2,2418.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,219967.0,1.0,0.0,0.0
新北市汐止區復興里,新北市,65000110,汐止區,65000110-008,復興里,7310,87.1,39069.18,35.32,15.31,20.01,130.71,827,5402,1081,61,706,2403,1031,1511,422,311,3,24,2182,3427,7,543,0,-2,-41,3359.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,187122.0,1.0,0.0,0.0
新北市汐止區忠孝里,新北市,65000110,汐止區,65000110-030,忠孝里,8301,92.69,19216.79,28.68,10.32,18.35,177.78,666,6451,1184,37,473,2396,1010,2281,865,532,11,24,2801,3591,3,795,1,-2,-53,3862.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,432008.0,0.0,0.0,1.0
新北市汐止區忠山里,新北市,65000110,汐止區,65000110-037,忠山里,3283,90.76,6129.67,41.27,7.49,33.78,451.15,174,2324,785,62,435,1272,437,611,165,121,1,3,1000,1744,3,183,0,-3,-37,1576.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,1.0,0.0,535647.0,0.0,0.0,1.0
新北市汐止區拱北里,新北市,65000110,汐止區,65000110-015,拱北里,5308,103.61,2481.09,33.43,12.69,20.74,163.37,505,3978,825,11,182,1154,565,1734,717,404,4,17,1746,2133,5,615,0,-1,-26,2190.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,2139583.0,1.0,0.0,1.0
新北市汐止區文化里,新北市,65000110,汐止區,65000110-032,文化里,4860,93.39,9608.77,34.59,16.15,18.44,114.24,583,3611,666,30,363,1332,589,1178,455,309,3,19,1450,2166,5,417,0,1,22,2068.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,505836.0,0.0,0.0,1.0
新北市汐止區新昌里,新北市,65000110,汐止區,65000110-007,新昌里,5651,93.2,38445.32,42.56,17.86,24.7,138.28,708,3964,979,23,405,1543,669,1322,487,430,10,50,1733,2448,2,425,0,1,-6,2369.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,147001.0,1.0,0.0,0.0
新北市汐止區智慧里,新北市,65000110,汐止區,65000110-003,智慧里,4853,88.17,9520.32,32.89,13.2,19.69,149.17,482,3652,719,38,420,1572,640,1118,332,220,9,16,1516,2115,4,487,0,3,22,2249.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,509800.0,1.0,0.0,1.0
新北市汐止區東勢里,新北市,65000110,汐止區,65000110-039,東勢里,4808,95.93,4144.81,35.28,12.01,23.27,193.68,427,3554,827,107,524,1566,635,1015,296,227,2,8,1406,2320,4,434,0,8,12,2439.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,1160121.0,0.0,0.0,0.0
新北市汐止區東山里,新北市,65000110,汐止區,65000110-023,東山里,625,109.73,57.52,44.01,13.82,30.18,218.33,60,434,131,2,20,117,47,170,122,81,0,6,174,287,0,69,0,0,5,282.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,10867471.0,0.0,0.0,1.0
新北市汐止區樟樹里,新北市,65000110,汐止區,65000110-018,樟樹里,2182,111.03,2237.81,37.75,10.1,27.65,273.75,160,1584,438,3,86,464,248,648,301,243,6,21,705,917,0,257,0,-1,-15,954.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,975157.0,0.0,0.0,0.0
新北市汐止區橋東里,新北市,65000110,汐止區,65000110-005,橋東里,3507,90.08,32706.92,37.42,19.44,17.99,92.54,496,2552,459,19,224,934,415,879,308,215,4,13,1065,1478,5,295,0,7,4,1455.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,107235.0,1.0,0.0,0.0
新北市汐止區橫科里,新北市,65000110,汐止區,65000110-022,橫科里,4710,96.82,2445.2,40.05,11.45,28.61,249.87,385,3363,962,39,272,1146,559,1186,572,513,4,33,1502,2079,0,414,0,-7,1,2154.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,1926416.0,1.0,0.0,1.0
新北市汐止區江北里,新北市,65000110,汐止區,65000110-014,江北里,6244,105.53,4506.06,32.96,12.82,20.14,157.14,602,4696,946,12,248,1482,720,1926,710,496,5,35,2016,2685,4,606,0,4,-10,2586.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,1385818.0,1.0,0.0,0.0
新北市汐止區湖光里,新北市,65000110,汐止區,65000110-027,湖光里,6273,90.09,7542.72,29.5,9.97,19.53,195.86,483,4844,946,49,460,2003,899,1595,434,321,9,16,1923,2988,0,577,1,4,39,3052.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,831745.0,0.0,0.0,0.0
新北市汐止區湖興里,新北市,65000110,汐止區,65000110-043,湖興里,6562,99.82,3349.77,32.3,9.84,22.46,228.28,488,4960,1114,51,481,2159,933,1690,459,284,3,12,2019,3141,8,628,0,1,-45,3022.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,1959133.0,0.0,0.0,0.0
新北市汐止區湖蓮里,新北市,65000110,汐止區,65000110-049,湖蓮里,2819,86.81,10008.27,38.66,11.02,27.64,250.89,224,2033,562,45,351,1049,449,516,98,77,2,5,807,1375,3,285,2,4,-1,1518.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,281696.0,0.0,0.0,0.0
新北市汐止區烘內里,新北市,65000110,汐止區,65000110-016,烘內里,1565,110.63,149.86,39.48,8.47,31.02,366.32,95,1122,348,14,85,393,188,455,171,144,4,11,475,701,2,184,1,-2,-15,772.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,10444291.0,0.0,0.0,0.0
新北市汐止區環河里,新北市,65000110,汐止區,65000110-038,環河里,1263,114.43,1128.78,37.58,9.8,27.78,283.33,90,918,255,5,33,261,128,365,200,172,1,10,388,597,1,112,0,-1,7,541.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,1119022.0,1.0,0.0,0.0
新北市汐止區白雲里,新北市,65000110,汐止區,65000110-021,白雲里,4583,99.96,373.74,37.05,15.4,21.65,140.58,515,3344,724,26,271,1236,603,1124,453,312,10,32,1345,2085,1,395,0,2,-24,1909.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,12263635.0,0.0,0.0,0.0
新北市汐止區福安里,新北市,65000110,汐止區,65000110-045,福安里,7295,92.38,53521.64,38.4,25.14,13.26,52.75,1325,5271,699,34,619,2171,874,1468,477,299,3,23,2006,3255,4,469,0,13,38,2902.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,136312.0,1.0,0.0,0.0
新北市汐止區福山里,新北市,65000110,汐止區,65000110-024,福山里,3727,87.95,9588.32,44.35,11.15,33.19,297.57,288,2582,857,87,358,1168,447,823,277,260,5,15,1159,1812,4,263,0,4,1,1768.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,388742.0,1.0,0.0,1.0
新北市汐止區福德里,新北市,65000110,汐止區,65000110-034,福德里,3416,91.48,33731.61,27.84,9.17,18.68,203.67,245,2672,499,12,163,1006,439,908,381,247,3,15,1163,1444,5,384,0,3,63,1585.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,101280.0,0.0,0.0,0.0
新北市汐止區禮門里,新北市,65000110,汐止區,65000110-002,禮門里,1147,93.75,15362.98,42.66,13.93,28.73,206.25,112,804,231,7,64,287,132,324,113,101,0,6,340,512,1,107,0,-2,9,541.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,74667.0,1.0,0.0,1.0
新北市汐止區秀山里,新北市,65000110,汐止區,65000110-046,秀山里,4800,97.78,4319.5,37.58,17.66,19.92,112.82,616,3489,695,30,377,1451,636,1101,338,230,2,15,1472,2155,3,356,0,2,56,1941.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,1111340.0,1.0,0.0,1.0
新北市汐止區秀峰里,新北市,65000110,汐止區,65000110-006,秀峰里,5750,112.81,30200.06,40.24,17.02,23.22,136.39,698,4100,952,18,255,1234,666,1713,692,425,8,35,1819,1999,1,898,0,-8,3,2821.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,0.0,190414.0,1.0,0.0,3.0
新北市汐止區義民里,新北市,65000110,汐止區,65000110-001,義民里,1364,95.42,13573.08,45.11,10.96,34.15,311.65,103,940,321,5,71,322,147,405,158,139,2,8,455,564,4,116,0,-2,-9,631.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,100502.0,1.0,0.0,0.0
新北市汐止區自強里,新北市,65000110,汐止區,65000110-031,自強里,6202,90.19,37505.37,37.46,19.92,17.53,87.99,899,4512,791,42,492,1724,723,1398,492,378,6,41,1829,2710,3,471,0,5,46,2664.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,165378.0,1.0,0.0,1.0
新北市汐止區興福里,新北市,65000110,汐止區,65000110-035,興福里,3203,92.26,41742.69,27.05,8.13,18.92,232.68,205,2521,477,15,190,892,434,897,351,205,0,12,1101,1404,8,324,0,1,-5,1471.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,76740.0,0.0,0.0,0.0
新北市汐止區茄苳里,新北市,65000110,汐止區,65000110-009,茄苳里,4765,101.91,1244.38,34.23,17.41,16.82,96.6,618,3550,597,4,167,1018,498,1348,683,384,7,33,1505,1916,4,444,0,0,-5,1796.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,3829531.0,0.0,0.0,1.0
新北市汐止區鄉長里,新北市,65000110,汐止區,65000110-013,鄉長里,2317,103.25,1429.32,32.55,10.41,22.14,212.64,182,1748,387,13,97,561,258,637,344,196,4,23,778,1003,1,221,0,-2,-19,914.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,0.0,0.0,1621190.0,1.0,0.0,0.0
新北市汐止區金龍里,新北市,65000110,汐止區,65000110-033,金龍里,5471,92.3,28708.61,30.11,10.63,19.48,183.22,447,4205,819,19,299,1506,701,1514,579,373,8,23,1804,2388,1,527,1,-5,28,2554.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,190590.0,0.0,0.0,0.0
新北市汐止區長安里,新北市,65000110,汐止區,65000110-010,長安里,1670,98.34,3900.02,41.29,12.61,28.68,227.52,149,1182,339,4,71,366,208,490,211,157,1,11,538,704,0,149,0,-1,-1,705.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,428241.0,1.0,0.0,1.0
新北市汐止區長青里,新北市,65000110,汐止區,65000110-044,長青里,931,88.08,200.57,61.91,9.57,52.35,547.27,55,575,301,11,120,318,132,179,58,56,1,3,233,496,4,65,0,-1,2,535.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,4642166.0,0.0,0.0,1.0
新北市泰山區全興里,新北市,65000160,泰山區,65000160-017,全興里,9958,94.95,69682.66,35.78,24.82,10.96,44.18,1820,7334,804,47,610,2491,1312,2482,781,383,7,15,2664,4403,0,770,0,12,-4,3885.0,-,-,-,-,-,-,-,0.0,0.0,1.0,1.0,1.0,1.0,142927.0,0.0,0.0,0.0
新北市泰山區同榮里,新北市,65000160,泰山區,65000160-006,同榮里,4272,97.05,3822.88,39.11,17.0,22.11,130.08,522,3071,679,14,190,1070,450,1169,496,331,7,22,1370,1842,4,327,0,-9,-28,1530.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,1.0,1117655.0,0.0,0.0,4.0
新北市泰山區同興里,新北市,65000160,泰山區,65000160-011,同興里,4058,94.72,46566.07,44.21,23.74,20.47,86.23,668,2814,576,20,208,1006,427,1075,349,288,3,9,1130,1811,2,261,0,-1,-19,1444.0,-,-,-,-,-,-,-,0.0,0.0,1.0,1.0,1.0,1.0,87159.0,0.0,0.0,0.0
新北市泰山區大科里,新北市,65000160,泰山區,65000160-001,大科里,940,119.63,136.85,33.14,13.17,19.97,151.61,93,706,141,2,27,178,68,289,176,85,5,18,300,396,0,87,0,-3,-15,330.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,6869948.0,0.0,0.0,0.0
新北市泰山區山腳里,新北市,65000160,泰山區,65000160-003,山腳里,7099,100.88,15940.88,36.44,17.95,18.49,103.0,934,5203,962,15,266,1669,770,1958,915,541,7,22,2173,3017,7,636,1,-2,-33,2567.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,1.0,445401.0,0.0,0.0,3.0
新北市泰山區新明里,新北市,65000160,泰山區,65000160-014,新明里,3339,96.76,27221.81,38.15,15.76,22.38,141.99,381,2417,541,11,135,781,324,954,433,305,4,10,1093,1444,2,261,0,0,-2,1207.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,122678.0,1.0,0.0,1.0
新北市泰山區明志里,新北市,65000160,泰山區,65000160-008,明志里,3942,96.31,7181.81,37.4,16.21,21.19,130.75,465,2869,608,19,197,948,374,1092,539,289,1,14,1223,1765,8,310,0,3,-21,1478.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,548972.0,1.0,0.0,1.0
新北市泰山區楓樹里,新北市,65000160,泰山區,65000160-005,楓樹里,4596,100.79,3230.7,37.07,16.79,20.28,120.78,563,3353,680,15,181,1081,514,1227,586,397,9,21,1374,2051,3,359,0,5,-9,1750.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,1422817.0,0.0,0.0,1.0
新北市泰山區泰友里,新北市,65000160,泰山區,65000160-013,泰友里,2085,94.68,6265.29,37.26,13.96,23.3,166.98,212,1519,354,8,86,514,186,587,307,170,4,11,699,901,0,145,0,3,-5,756.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,332837.0,1.0,0.0,0.0
新北市泰山區福泰里,新北市,65000160,泰山區,65000160-004,福泰里,2896,103.66,28615.75,41.48,14.56,26.92,184.9,298,2047,551,7,96,604,279,816,441,332,8,14,952,1194,4,261,1,-6,-12,1044.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,1.0,101219.0,0.0,0.0,0.0
新北市泰山區福興里,新北市,65000160,泰山區,65000160-016,福興里,3750,95.01,26520.51,37.67,17.33,20.34,117.37,472,2724,554,12,203,976,476,974,363,251,5,13,1137,1696,0,276,0,-4,11,1417.0,-,-,-,-,-,-,-,0.0,0.0,1.0,1.0,1.0,1.0,141422.0,0.0,0.0,0.0
新北市泰山區義仁里,新北市,65000160,泰山區,65000160-012,義仁里,8704,97.24,5891.84,36.38,20.98,15.4,73.41,1339,6382,983,33,504,2303,959,2181,819,528,7,24,2517,3863,2,631,1,9,-25,3242.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,1.0,1477522.0,1.0,2.0,3.0
新北市泰山區義學里,新北市,65000160,泰山區,65000160-007,義學里,5027,98.62,12524.76,35.86,18.41,17.46,94.86,681,3700,646,13,221,1241,495,1340,629,375,4,19,1575,2121,6,396,0,5,-35,1840.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,1.0,401427.0,1.0,0.0,0.0
新北市泰山區貴和里,新北市,65000160,泰山區,65000160-010,貴和里,5206,95.05,6540.74,39.12,17.26,21.86,126.63,646,3742,818,19,273,1204,503,1474,747,318,6,11,1620,2264,0,430,0,-1,2,2011.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,1.0,0.0,796058.0,1.0,0.0,1.0
新北市泰山區貴子里,新北市,65000160,泰山區,65000160-009,貴子里,4155,98.9,3354.6,37.31,15.66,21.65,138.19,474,3026,655,39,230,1037,427,1139,464,326,4,12,1308,1824,0,335,2,0,-15,1657.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,1238791.0,1.0,0.0,1.0
新北市泰山區貴賢里,新北市,65000160,泰山區,65000160-015,貴賢里,3803,94.53,10875.25,42.12,14.76,27.35,185.32,395,2676,732,28,237,964,433,1062,410,260,2,14,1242,1735,1,265,0,3,-15,1510.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,349746.0,1.0,0.0,0.0
新北市泰山區黎明里,新北市,65000160,泰山區,65000160-002,黎明里,3621,95.31,1455.01,33.08,16.35,16.72,102.25,445,2721,455,12,132,822,420,1062,450,262,4,13,1120,1563,2,303,0,-2,-17,1332.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,2489036.0,0.0,0.0,2.0
新北市淡水區中和里,新北市,65000100,淡水區,65000100-001,中和里,614,136.15,234.03,45.15,11.11,34.04,306.38,47,423,144,1,4,108,44,160,137,86,1,26,176,292,0,39,0,0,-5,220.0,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,0.0,0.0,2623987.0,1.0,0.0,1.0
新北市淡水區中興里,新北市,65000100,淡水區,65000100-023,中興里,4090,94.11,9887.04,45.24,13.07,32.17,246.2,368,2816,906,25,185,955,404,1093,586,430,3,37,1341,1614,3,434,1,-15,-30,1746.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,413735.0,0.0,0.0,2.0
新北市淡水區八勢里,新北市,65000100,淡水區,65000100-020,八勢里,6790,83.86,2228.12,38.77,12.26,26.51,216.17,600,4893,1297,144,857,2467,926,1240,315,206,6,22,2047,3269,18,578,0,5,28,3719.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,3047852.0,1.0,0.0,2.0
新北市淡水區北投里,新北市,65000100,淡水區,65000100-012,北投里,11558,89.63,3422.13,43.86,26.29,17.58,66.86,2112,8034,1412,111,1001,3399,1357,2377,729,429,6,27,2975,5169,8,897,2,13,-24,5097.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,3377921.0,1.0,0.0,1.0
新北市淡水區北新里,新北市,65000100,淡水區,65000100-038,北新里,2986,93.77,7341.95,31.02,15.53,15.49,99.72,354,2279,353,36,267,841,381,723,269,103,2,9,1001,1232,1,292,0,2,25,1455.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,406764.0,0.0,0.0,0.0
新北市淡水區協元里,新北市,65000100,淡水區,65000100-027,協元里,1509,98.81,16581.32,44.96,14.12,30.84,218.37,147,1041,321,7,72,341,147,428,209,143,2,8,513,598,1,137,0,-5,-3,616.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,91020.0,0.0,0.0,1.0
新北市淡水區坪頂里,新北市,65000100,淡水區,65000100-016,坪頂里,1358,101.48,545.97,41.02,7.48,33.54,448.61,72,963,323,18,106,345,149,329,186,140,2,12,421,645,3,132,0,0,-3,626.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,2487664.0,0.0,0.0,1.0
新北市淡水區埤島里,新北市,65000100,淡水區,65000100-009,埤島里,1959,110.19,826.62,41.34,19.26,22.08,114.61,267,1386,306,8,131,507,163,448,251,156,4,24,519,935,0,135,0,5,2,871.0,-,-,-,-,-,-,-,1.0,0.0,0.0,1.0,0.0,0.0,2370247.0,0.0,0.0,2.0
新北市淡水區大庄里,新北市,65000100,淡水區,65000100-042,大庄里,10718,85.53,16107.12,38.05,14.25,23.8,167.09,1106,7764,1848,125,882,3480,1409,2542,735,407,6,18,3169,4872,13,1169,2,11,59,5424.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,665522.0,0.0,0.0,1.0
新北市淡水區學府里,新北市,65000100,淡水區,65000100-041,學府里,4838,89.35,3793.65,33.65,13.34,20.3,152.17,483,3620,735,50,276,1407,594,1175,519,291,6,28,1643,1909,3,547,0,-4,-8,2267.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,1275477.0,0.0,0.0,1.0
新北市淡水區屯山里,新北市,65000100,淡水區,65000100-002,屯山里,1109,116.18,426.68,42.54,10.67,31.88,298.8,83,778,248,1,24,225,70,275,234,152,2,41,336,513,0,70,0,-4,-2,364.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,2599529.0,0.0,0.0,1.0
新北市淡水區崁頂里,新北市,65000100,淡水區,65000100-008,崁頂里,22407,93.15,5228.66,38.02,21.77,16.24,74.6,3535,16235,2637,220,1923,6885,2806,4803,1442,706,13,62,6001,10012,23,2148,5,26,457,11349.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,4286077.0,0.0,0.0,1.0
新北市淡水區幸福里,新北市,65000100,淡水區,65000100-040,幸福里,3964,93.18,7472.62,43.36,15.8,27.56,174.37,437,2765,762,17,227,1029,403,1007,472,328,8,31,1262,1662,5,331,1,-10,-22,1601.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,530549.0,0.0,0.0,0.0
新北市淡水區忠寮里,新北市,65000100,淡水區,65000100-014,忠寮里,1185,125.71,381.54,46.84,13.75,33.09,240.54,111,807,267,3,27,227,87,283,253,166,14,14,336,573,0,81,0,3,-15,434.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,3106249.0,1.0,0.0,0.0
新北市淡水區忠山里,新北市,65000100,淡水區,65000100-007,忠山里,886,121.5,264.55,49.16,12.12,37.04,305.56,72,594,220,3,28,165,60,241,167,128,4,20,250,423,0,63,0,-2,-12,366.0,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,0.0,0.0,3349517.0,1.0,0.0,1.0
新北市淡水區文化里,新北市,65000100,淡水區,65000100-031,文化里,1822,85.73,2025.07,43.46,15.51,27.95,180.2,197,1270,355,26,139,527,213,435,166,110,1,6,577,786,0,153,0,-1,-13,805.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,899862.0,0.0,0.0,4.0
新北市淡水區新春里,新北市,65000100,淡水區,65000100-035,新春里,9766,92.55,34765.46,34.37,18.3,16.07,87.82,1330,7268,1168,72,647,2880,1157,2369,878,382,8,22,2928,4352,14,760,0,-6,120,3979.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,280954.0,0.0,0.0,0.0
新北市淡水區新民里,新北市,65000100,淡水區,65000100-036,新民里,4920,90.85,33347.34,35.61,13.42,22.19,165.3,487,3628,805,60,418,1486,566,1109,488,275,9,15,1614,2171,3,406,0,8,1,2067.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,147560.0,0.0,0.0,0.0
新北市淡水區新生里,新北市,65000100,淡水區,65000100-030,新生里,419,79.83,1459.05,40.13,9.03,31.1,344.44,27,299,93,2,38,153,60,87,29,22,0,1,156,160,0,37,0,0,-8,219.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,287218.0,0.0,0.0,0.0
新北市淡水區新義里,新北市,65000100,淡水區,65000100-034,新義里,4288,94.03,31183.64,39.58,15.72,23.86,151.76,483,3072,733,17,156,1014,413,1146,664,363,6,26,1436,1819,1,320,0,-2,-10,1570.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,137528.0,0.0,0.0,1.0
新北市淡水區新興里,新北市,65000100,淡水區,65000100-010,新興里,7873,85.99,46133.47,34.95,17.45,17.5,100.29,1018,5834,1021,52,501,2226,941,1989,742,363,6,21,2507,3247,8,779,2,-2,-13,3380.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,170682.0,0.0,0.0,1.0
新北市淡水區樹興里,新北市,65000100,淡水區,65000100-015,樹興里,1498,109.22,371.83,42.26,9.02,33.24,368.42,95,1053,350,26,119,363,165,367,201,142,0,21,441,704,2,171,0,-3,7,756.0,-,-,-,-,-,-,-,1.0,0.0,0.0,1.0,0.0,0.0,4029268.0,0.0,0.0,4.0
新北市淡水區正德里,新北市,65000100,淡水區,65000100-037,正德里,4965,84.3,46628.04,33.65,17.15,16.5,96.23,637,3715,613,48,305,1436,613,1220,477,213,2,11,1558,2076,5,494,1,-3,-3,2167.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,1.0,0.0,106497.0,0.0,0.0,1.0
新北市淡水區民安里,新北市,65000100,淡水區,65000100-029,民安里,696,89.65,2711.71,53.64,14.79,38.85,262.69,67,453,176,8,50,183,62,180,76,65,1,1,206,311,0,49,0,-2,-11,288.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,256704.0,0.0,0.0,0.0
新北市淡水區民權里,新北市,65000100,淡水區,65000100-039,民權里,4741,85.27,21872.52,33.44,10.92,22.52,206.19,388,3553,800,50,435,1446,653,1061,399,281,6,19,1527,2222,8,352,1,0,1,2322.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,216788.0,1.0,0.0,0.0
新北市淡水區民生里,新北市,65000100,淡水區,65000100-019,民生里,7343,82.48,3848.11,38.78,12.57,26.21,208.57,665,5291,1387,89,554,2183,905,1706,653,525,7,45,2345,3172,6,743,0,-3,24,3572.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,1908485.0,1.0,0.0,1.0
新北市淡水區水源里,新北市,65000100,淡水區,65000100-013,水源里,2179,111.96,245.68,43.36,11.84,31.51,266.11,180,1520,479,9,85,452,183,593,377,268,3,29,659,969,1,208,1,-4,-15,894.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,8870384.0,1.0,0.0,2.0
新北市淡水區水碓里,新北市,65000100,淡水區,65000100-011,水碓里,5966,94.21,34331.55,36.87,15.55,21.31,137.02,678,4359,929,36,313,1550,626,1485,786,442,5,42,1973,2456,0,532,1,2,-21,2312.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,173803.0,0.0,0.0,0.0
新北市淡水區永吉里,新北市,65000100,淡水區,65000100-028,永吉里,905,100.67,41936.98,43.88,12.88,31.0,240.74,81,629,195,7,52,216,90,254,110,92,0,2,302,368,0,87,0,-3,-1,406.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,21583.0,0.0,0.0,0.0
