,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,人口數,性比例,人口密度,扶養比,扶幼比,扶老比,老化指數,0-14歲人口數,15-64歲人口數,65歲以上人口數,15歲以上博士人口數,15歲以上碩士人口數,15歲以上大學院校人口數,15歲以上專科人口數,15歲以上高中職人口數,15歲以上國中初職人口數,15歲以上小學人口數,15歲以上自修人口數,15歲以上不識字人口數,15歲以上未婚人口數,15歲以上有偶(不同性別)人口數,15歲以上有偶(相同性別)人口數,15歲以上離婚(不同性別)人口數,15歲以上離婚(相同性別)人口數,自然增加人數,社會增加人數,總戶數,綜合所得總額,綜合所得平均數,綜合所得中位數,綜合所得第一分位數,綜合所得第三分位數,各類所得金額合計(108年起),各類所得金額薪資所得(108年起),110green,fire,police,primary,secondary,gym,area,名稱,multiHospital,1
新北市坪林區漁光里,新北市,65000200,坪林區,65000200-007,漁光里,895,111.58,31.03,69.19,6.81,62.38,916.67,36,529,330,1,19,91,69,240,145,270,2,23,164,509,0,86,0,-1,-5,398.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,28845864.0,0.0,0.0,1.0
新北市坪林區石[曹]里,新北市,65000200,坪林區,65000200-004,石[曹]里,445,111.9,10.39,48.33,5.0,43.33,866.67,15,300,130,0,14,85,28,114,70,92,5,21,134,208,0,46,0,-6,2,195.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,42834137.0,0.0,0.0,0.0
新北市坪林區粗窟里,新北市,65000200,坪林區,65000200-001,粗窟里,927,120.71,28.11,49.52,8.55,40.97,479.25,53,620,254,2,24,155,59,289,131,184,3,27,250,438,0,82,0,-3,1,365.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,32976269.0,0.0,0.0,0.0
新北市平溪區十分里,新北市,65000240,平溪區,65000240-011,十分里,864,119.29,413.73,58.53,6.61,51.93,786.11,36,545,283,1,9,96,60,263,194,155,0,50,234,360,0,98,0,-1,3,430.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,2088422.0,0.0,0.0,2.0
新北市平溪區南山里,新北市,65000240,平溪區,65000240-009,南山里,345,153.68,43.79,61.21,3.74,57.48,1537.5,8,214,123,0,7,32,26,105,81,60,0,26,92,143,0,42,0,-2,-2,190.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,7879002.0,0.0,0.0,0.0
新北市平溪區嶺腳里,新北市,65000240,平溪區,65000240-006,嶺腳里,625,122.42,119.3,49.88,6.95,42.93,617.24,29,417,179,0,15,79,54,193,136,95,1,23,191,245,0,75,0,-6,4,296.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,5239056.0,1.0,0.0,1.0
新北市平溪區平湖里,新北市,65000240,平溪區,65000240-010,平湖里,162,113.16,21.69,62.0,5.0,57.0,1140.0,5,100,57,1,2,17,12,56,40,20,1,8,31,83,0,21,0,-1,0,83.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,7470536.0,0.0,0.0,1.0
新北市平溪區平溪里,新北市,65000240,平溪區,65000240-005,平溪里,268,125.21,96.4,49.72,10.06,39.66,394.44,18,179,71,0,4,28,30,76,64,37,1,10,76,114,0,25,0,0,0,129.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,2780206.0,1.0,0.0,1.0
新北市平溪區新寮里,新北市,65000240,平溪區,65000240-012,新寮里,161,159.68,16.81,69.47,9.47,60.0,633.33,9,95,57,0,1,12,16,45,44,27,1,6,31,86,0,18,0,-1,-1,90.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,9579999.0,0.0,0.0,0.0
新北市平溪區望古里,新北市,65000240,平溪區,65000240-008,望古里,149,140.32,19.79,56.84,3.16,53.68,1700.0,3,95,51,0,2,20,10,48,37,23,1,5,32,86,0,15,0,1,-2,99.0,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,0.0,0.0,7528581.0,0.0,0.0,0.0
新北市平溪區東勢里,新北市,65000240,平溪區,65000240-007,東勢里,430,141.57,22.44,61.65,4.89,56.77,1161.54,13,266,151,1,7,35,35,103,108,108,1,19,89,238,0,30,0,-2,6,243.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,0.0,0.0,19161631.0,1.0,0.0,0.0
新北市平溪區白石里,新北市,65000240,平溪區,65000240-003,白石里,244,119.82,196.37,53.46,9.43,44.03,466.67,15,159,70,0,4,29,16,73,62,39,0,6,74,98,0,28,0,0,-1,114.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,1242660.0,1.0,0.0,1.0
新北市平溪區石底里,新北市,65000240,平溪區,65000240-004,石底里,451,108.8,134.64,61.65,9.32,52.33,561.54,26,279,146,0,8,59,32,138,87,75,1,25,130,171,0,50,0,0,-2,212.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,3349839.0,1.0,0.0,2.0
新北市平溪區菁桐里,新北市,65000240,平溪區,65000240-002,菁桐里,252,123.01,247.36,43.18,6.25,36.93,590.91,11,176,65,0,5,32,23,84,60,36,0,1,73,115,0,25,0,-1,8,123.0,-,-,-,-,-,-,-,1.0,1.0,0.0,1.0,1.0,0.0,1018833.0,1.0,0.0,2.0
新北市平溪區薯榔里,新北市,65000240,平溪區,65000240-001,薯榔里,382,135.8,99.89,55.92,7.35,48.57,661.11,18,245,119,0,5,47,38,94,86,78,1,14,97,161,0,44,0,-3,-3,200.0,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,0.0,0.0,3824539.0,0.0,0.0,1.0
新北市新店區下城里,新北市,65000060,新店區,65000060-013,下城里,3341,103.35,1270.01,42.9,15.83,27.07,171.08,370,2338,633,41,292,915,374,818,292,212,7,16,963,1548,0,257,0,-2,-20,1383.0,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,1.0,0.0,2631030.0,0.0,0.0,0.0
新北市新店區中央里,新北市,65000060,新店區,65000060-054,中央里,5882,88.1,15223.87,47.01,12.55,34.47,274.7,502,4001,1379,120,839,2200,728,1051,230,200,4,7,1731,3017,3,320,0,5,-40,2716.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,0.0,0.0,386417.0,1.0,0.0,0.0
新北市新店區中山里,新北市,65000060,新店區,65000060-052,中山里,4920,83.31,4606.83,41.54,12.54,29.0,231.19,436,3476,1008,119,730,1905,589,823,180,127,5,5,1393,2512,2,330,0,-4,147,2451.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,1068118.0,1.0,2.0,1.0
新北市新店區中正里,新北市,65000060,新店區,65000060-044,中正里,6143,85.42,30371.2,49.94,13.79,36.15,262.12,565,4097,1481,60,572,1905,799,1394,468,342,9,27,1929,2715,2,508,1,-11,-64,2644.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,202290.0,1.0,0.0,2.0
新北市新店區中興里,新北市,65000060,新店區,65000060-037,中興里,7473,110.27,16394.02,42.34,9.2,33.14,360.25,483,5250,1740,88,634,2118,889,2017,828,391,9,17,2490,2991,3,1073,1,-6,-44,4219.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,1.0,0.0,455894.0,0.0,0.0,0.0
新北市新店區中華里,新北市,65000060,新店區,65000060-045,中華里,4389,89.92,10785.43,50.31,15.68,34.62,220.74,458,2920,1011,51,467,1441,511,921,298,214,7,18,1281,2031,3,336,0,-3,16,1989.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,406990.0,1.0,0.0,0.0
新北市新店區五?里,新北市,65000060,新店區,65000060-041,五?里,7772,87.01,24979.91,44.95,13.76,31.18,226.56,738,5362,1672,104,809,2621,968,1707,454,322,18,26,2405,3557,8,603,1,0,-52,3476.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
新北市新店區仁愛里,新北市,65000060,新店區,65000060-046,仁愛里,2020,88.79,29565.88,52.57,14.65,37.92,258.76,194,1324,502,36,203,648,257,446,116,115,2,2,655,890,0,145,1,1,-10,950.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,68331.0,1.0,0.0,0.0
新北市新店區信義里,新北市,65000060,新店區,65000060-008,信義里,6481,89.45,32140.17,35.61,6.57,29.04,442.04,314,4779,1388,109,723,2085,817,1497,486,410,8,27,2170,3033,6,566,2,-7,-78,3165.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,201673.0,1.0,3.0,0.0
新北市新店區公崙里,新北市,65000060,新店區,65000060-016,公崙里,13947,93.2,8038.97,38.4,18.42,19.99,108.51,1856,10077,2014,91,1087,4005,1815,3352,1041,664,6,26,3975,6340,15,1092,0,9,-10,5617.0,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,1.0,0.0,1735155.0,1.0,0.0,2.0
新北市新店區吉祥里,新北市,65000060,新店區,65000060-057,吉祥里,4757,89.15,34350.04,39.91,11.97,27.94,233.42,407,3400,950,46,305,1550,702,1242,311,169,8,10,1499,2128,5,444,0,-5,-57,1826.0,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,0.0,0.0,138506.0,1.0,0.0,0.0
新北市新店區和平里,新北市,65000060,新店區,65000060-053,和平里,1487,96.43,64666.23,37.94,15.4,22.54,146.39,166,1078,243,10,50,357,147,441,186,119,2,18,511,462,6,209,1,1,39,689.0,-,-,-,-,-,-,-,0.0,1.0,1.0,0.0,0.0,0.0,22998.0,1.0,2.0,0.0
新北市新店區員潭里,新北市,65000060,新店區,65000060-023,員潭里,5342,95.39,1125.27,35.86,13.07,22.79,174.32,514,3932,896,18,260,1365,633,1623,555,329,14,28,1648,2308,5,550,0,-6,-54,2312.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,4747868.0,0.0,0.0,0.0
新北市新店區國校里,新北市,65000060,新店區,65000060-033,國校里,2599,97.49,7753.9,36.14,11.58,24.57,212.22,221,1909,469,24,195,776,322,684,215,135,7,15,821,1144,4,254,0,1,8,1124.0,-,-,-,-,-,-,-,1.0,0.0,0.0,1.0,1.0,0.0,335229.0,0.0,0.0,1.0
新北市新店區國豐里,新北市,65000060,新店區,65000060-001,國豐里,3126,84.64,37552.26,51.01,12.71,38.31,301.52,263,2070,793,34,287,1047,396,697,208,180,1,4,985,1424,2,224,0,-11,-34,1371.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,83254.0,1.0,2.0,0.0
新北市新店區塗潭里,新北市,65000060,新店區,65000060-021,塗潭里,1047,108.98,129.94,47.46,11.97,35.49,296.47,85,710,252,2,17,167,72,320,215,144,4,21,290,457,1,128,0,-2,-4,360.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,8058661.0,0.0,0.0,1.0
新北市新店區大同里,新北市,65000060,新店區,65000060-004,大同里,3840,93.84,43387.87,46.17,10.73,35.44,330.14,282,2627,931,41,400,1239,514,861,231,254,8,8,1261,1758,3,280,0,4,-15,1747.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,0.0,0.0,88515.0,1.0,3.0,0.0
新北市新店區大豐里,新北市,65000060,新店區,65000060-003,大豐里,3666,88.29,35375.86,47.76,13.58,34.18,251.63,337,2481,848,42,336,1178,471,788,268,233,4,9,1140,1681,1,255,0,-1,-46,1586.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,103643.0,1.0,3.0,2.0
新北市新店區大鵬里,新北市,65000060,新店區,65000060-010,大鵬里,2664,92.76,23498.28,41.7,7.61,34.1,448.25,143,1880,641,45,323,979,389,568,108,102,1,5,809,1353,0,189,0,-1,-5,1276.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,113385.0,1.0,2.0,0.0
新北市新店區太平里,新北市,65000060,新店區,65000060-011,太平里,3122,87.73,3712.38,37.53,11.23,26.3,234.12,255,2270,597,32,234,931,393,830,245,176,6,13,1039,1310,2,309,0,0,-22,1429.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,841078.0,0.0,0.0,1.0
新北市新店區安和里,新北市,65000060,新店區,65000060-056,安和里,8207,94.89,4892.73,36.6,16.34,20.26,123.93,982,6008,1217,38,544,2354,1037,2126,704,391,8,22,2406,3710,8,737,1,0,-31,3369.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,1677611.0,0.0,0.0,0.0
新北市新店區安昌里,新北市,65000060,新店區,65000060-064,安昌里,5638,88.06,63030.33,31.61,14.78,16.83,113.9,633,4284,721,32,405,1725,756,1433,416,225,5,5,1777,2470,3,496,0,8,-37,2431.0,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,0.0,0.0,89461.0,1.0,0.0,0.0
新北市新店區寶安里,新北市,65000060,新店區,65000060-007,寶安里,5343,84.24,40593.52,46.42,9.92,36.5,367.96,362,3649,1332,74,619,1780,714,1175,327,274,8,9,1717,2481,5,441,0,5,-66,2590.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,131638.0,1.0,3.0,0.0
新北市新店區寶福里,新北市,65000060,新店區,65000060-058,寶福里,7382,93.35,4594.03,40.93,15.18,25.75,169.69,795,5238,1349,88,694,2265,859,1690,565,388,6,28,2217,3382,9,590,0,-4,-35,3298.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,1607065.0,1.0,0.0,0.0
新北市新店區寶興里,新北市,65000060,新店區,65000060-006,寶興里,5447,88.41,17177.82,42.78,12.21,30.56,250.21,466,3815,1166,85,666,1832,691,1101,304,286,3,15,1660,2686,2,350,0,-13,-19,2582.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,317135.0,1.0,2.0,1.0
新北市新店區小城里,新北市,65000060,新店區,65000060-059,小城里,3775,95.6,11460.47,43.92,14.79,29.13,196.91,388,2623,764,59,344,1302,476,846,204,146,3,6,1113,1841,5,256,0,3,-24,1453.0,-,-,-,-,-,-,-,1.0,0.0,0.0,1.0,1.0,0.0,329438.0,1.0,0.0,0.0
新北市新店區屈尺里,新北市,65000060,新店區,65000060-026,屈尺里,2464,102.63,212.5,51.72,10.04,41.69,415.34,163,1624,677,10,97,581,234,704,311,325,8,29,833,1014,0,251,0,-3,-13,899.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,11596492.0,0.0,0.0,2.0
新北市新店區廣明里,新北市,65000060,新店區,65000060-035,廣明里,824,100.0,5815.47,46.88,11.59,35.29,304.62,65,561,198,5,53,233,103,210,77,76,1,1,267,359,0,79,0,0,-29,409.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,1.0,0.0,141709.0,0.0,0.0,0.0
新北市新店區廣興里,新北市,65000060,新店區,65000060-028,廣興里,1392,118.87,59.67,53.64,10.49,43.16,411.58,95,906,391,7,43,223,108,433,248,216,4,15,363,664,0,155,0,-2,0,599.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,23330998.0,0.0,0.0,2.0
新北市新店區建國里,新北市,65000060,新店區,65000060-061,建國里,3073,86.58,55358.4,48.31,11.39,36.92,324.15,236,2072,765,37,267,975,381,746,236,177,5,9,999,1360,0,257,0,-3,-16,1343.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,0.0,0.0,55518.0,1.0,0.0,0.0
新北市新店區張北里,新北市,65000060,新店區,65000060-040,張北里,9243,89.52,38925.11,46.67,16.63,30.04,180.63,1048,6302,1893,124,969,3038,1015,1985,605,419,12,30,2696,4279,3,696,0,-2,-81,4176.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,237486.0,1.0,0.0,0.0
新北市新店區張南里,新北市,65000060,新店區,65000060-032,張南里,2354,76.07,18633.44,44.51,11.72,32.78,279.58,191,1629,534,39,261,787,312,484,138,134,3,6,749,1059,3,206,0,-2,15,1287.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,126348.0,0.0,0.0,0.0
新北市新店區復興里,新北市,65000060,新店區,65000060-062,復興里,3263,89.71,5224.01,41.13,12.07,29.07,240.86,279,2312,672,21,218,943,355,870,311,237,10,19,1109,1370,0,286,0,-2,-37,1444.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,624696.0,1.0,3.0,1.0
新北市新店區德安里,新北市,65000060,新店區,65000060-017,德安里,6241,99.07,1731.14,34.88,13.55,21.33,157.42,627,4627,987,18,268,1539,672,1906,734,443,5,29,2026,2589,4,609,0,-4,-49,2317.0,-,-,-,-,-,-,-,1.0,0.0,0.0,1.0,1.0,0.0,3605632.0,1.0,0.0,2.0
新北市新店區忠孝里,新北市,65000060,新店區,65000060-009,忠孝里,2733,91.39,11471.87,39.94,9.63,30.31,314.89,188,1953,592,21,197,762,354,754,260,187,2,8,843,1213,1,287,1,4,-27,1305.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,238266.0,1.0,2.0,0.0
新北市新店區忠誠里,新北市,65000060,新店區,65000060-043,忠誠里,2460,94.31,40430.6,52.7,14.84,37.86,255.23,239,1611,610,29,235,833,326,510,153,123,2,6,759,1147,1,164,0,-7,-16,1092.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,60853.0,1.0,0.0,0.0
新北市新店區文中里,新北市,65000060,新店區,65000060-034,文中里,1783,94.86,5074.0,41.06,13.53,27.53,203.51,171,1264,348,21,180,552,229,416,121,81,3,9,528,801,1,165,0,-1,-9,822.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,351444.0,0.0,0.0,3.0
新北市新店區文明里,新北市,65000060,新店區,65000060-036,文明里,2454,91.42,37234.85,45.81,9.92,35.89,361.68,167,1683,604,19,190,716,289,635,227,190,3,15,781,1110,0,213,0,2,-15,1072.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,1.0,0.0,65914.0,0.0,0.0,0.0
新北市新店區新和里,新北市,65000060,新店區,65000060-066,新和里,4242,90.48,26723.62,35.31,13.3,22.01,165.47,417,3135,690,20,246,1262,522,1177,373,209,4,7,1365,1802,1,449,1,3,-17,1779.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,158757.0,0.0,0.0,0.0
新北市新店區新安里,新北市,65000060,新店區,65000060-042,新安里,4060,84.04,43669.53,48.34,13.99,34.34,245.43,383,2737,940,61,464,1330,501,820,286,201,2,10,1260,1843,8,302,0,-1,-25,1946.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,92982.0,1.0,0.0,1.0
新北市新店區新店里,新北市,65000060,新店區,65000060-031,新店里,1825,97.08,14077.12,45.3,11.86,33.44,281.88,149,1256,420,13,107,507,241,490,165,142,2,6,610,774,1,149,2,2,-13,834.0,-,-,-,-,-,-,-,1.0,0.0,0.0,1.0,1.0,0.0,129659.0,0.0,0.0,0.0
新北市新店區新德里,新北市,65000060,新店區,65000060-039,新德里,2700,87.37,35646.39,47.86,13.36,34.5,258.2,244,1826,630,30,225,831,292,650,216,196,6,12,849,1149,3,239,0,-5,-31,1273.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,75754.0,1.0,0.0,0.0
新北市新店區新生里,新北市,65000060,新店區,65000060-038,新生里,5759,87.96,31107.53,46.95,11.84,35.11,296.55,464,3919,1376,76,555,1907,695,1277,382,365,8,20,1786,2591,1,466,0,-9,-33,2589.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,0.0,185155.0,1.0,0.0,0.0
新北市新店區日興里,新北市,65000060,新店區,65000060-019,日興里,5924,100.47,1159.91,36.43,11.88,24.55,206.59,516,4342,1066,18,213,1265,644,1872,910,437,15,31,1990,2397,2,639,0,-2,-31,2309.0,-,-,-,-,-,-,-,1.0,0.0,0.0,1.0,0.0,0.0,5108012.0,0.0,0.0,0.0
新北市新店區明城里,新北市,65000060,新店區,65000060-055,明城里,3549,93.41,17407.55,39.67,13.77,25.9,188.0,350,2541,658,58,321,1158,527,822,183,118,1,6,1070,1645,4,286,0,-2,-13,1396.0,-,-,-,-,-,-,-,1.0,0.0,0.0,1.0,1.0,0.0,203905.0,1.0,0.0,0.0
新北市新店區明德里,新北市,65000060,新店區,65000060-002,明德里,3934,91.25,37658.91,45.38,12.16,33.22,273.25,329,2706,899,47,391,1316,539,828,237,225,7,8,1255,1810,2,281,0,3,-23,1797.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,104477.0,1.0,2.0,0.0
新北市新店區柴埕里,新北市,65000060,新店區,65000060-014,柴埕里,9411,94.44,6330.41,35.47,15.89,19.58,123.19,1104,6947,1360,64,652,2724,1141,2395,796,497,11,24,2906,4155,4,771,1,-5,-67,3756.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,1.0,0.0,1486834.0,1.0,0.0,2.0
新北市新店區永安里,新北市,65000060,新店區,65000060-015,永安里,5235,93.96,21444.28,36.83,14.06,22.77,161.9,538,3826,871,12,226,1359,625,1493,616,340,5,20,1693,2187,5,488,1,2,-21,2007.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,244153.0,0.0,0.0,1.0
新北市新店區永平里,新北市,65000060,新店區,65000060-067,永平里,5823,93.26,27656.8,34.64,15.88,18.75,118.05,687,4325,811,23,376,1668,651,1599,464,318,7,25,1871,2508,2,470,0,-4,-4,2190.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,210573.0,0.0,0.0,0.0
新北市新店區江陵里,新北市,65000060,新店區,65000060-005,江陵里,5437,87.48,34142.14,42.85,11.43,31.42,274.94,435,3806,1196,94,644,1974,676,1057,273,275,5,9,1739,2642,1,294,0,-2,-23,2336.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,159266.0,1.0,3.0,0.0
新北市新店區玫瑰里,新北市,65000060,新店區,65000060-020,玫瑰里,6064,92.02,32798.23,36.18,12.15,24.03,197.78,541,4453,1070,20,313,1677,784,1842,589,267,8,16,1977,2534,2,647,1,-2,-21,2349.0,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,0.0,0.0,184914.0,1.0,0.0,0.0
新北市新店區百和里,新北市,65000060,新店區,65000060-048,百和里,3223,92.3,27454.79,46.97,13.86,33.11,238.82,304,2193,726,29,272,985,395,770,245,215,5,5,1010,1455,2,253,0,-1,-13,1387.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,117408.0,1.0,2.0,1.0
新北市新店區百忍里,新北市,65000060,新店區,65000060-047,百忍里,3782,85.39,44917.93,53.93,15.59,38.34,245.95,383,2457,942,37,306,1150,465,853,305,267,6,9,1115,1702,2,317,0,-7,-55,1623.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,84209.0,1.0,0.0,0.0
新北市新店區百福里,新北市,65000060,新店區,65000060-050,百福里,3743,86.68,36897.93,50.62,15.94,34.69,217.68,396,2485,862,43,465,1277,447,740,202,165,4,4,1090,1795,4,242,1,2,-37,1677.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,101455.0,1.0,0.0,0.0
新北市新店區直潭里,新北市,65000060,新店區,65000060-029,直潭里,1304,113.77,439.92,43.3,9.01,34.29,380.49,82,910,312,3,86,344,121,338,163,153,3,9,434,583,0,119,0,-3,5,488.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,2964558.0,0.0,0.0,1.0
新北市新店區福德里,新北市,65000060,新店區,65000060-049,福德里,3879,86.22,46856.88,43.83,11.53,32.3,280.06,311,2697,871,15,303,1146,463,997,341,268,15,17,1231,1752,3,305,0,1,-13,1635.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,82795.0,1.0,2.0,0.0
新北市新店區福民里,新北市,65000060,新店區,65000060-051,福民里,4124,88.31,14469.36,50.07,12.26,37.81,308.31,337,2748,1039,48,466,1519,538,831,221,152,6,6,1274,1903,8,352,0,-3,-29,1864.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,285053.0,1.0,0.0,1.0
新北市新店區粗坑里,新北市,65000060,新店區,65000060-025,粗坑里,3117,91.82,486.0,43.51,12.52,30.99,247.43,272,2172,673,56,325,991,346,717,219,173,6,11,990,1387,3,310,0,-3,-39,1354.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,6414357.0,0.0,0.0,0.0
新北市新店區美城里,新北市,65000060,新店區,65000060-063,美城里,2732,93.9,14102.1,38.96,11.6,27.37,235.96,228,1966,538,15,169,774,335,799,249,152,3,9,875,1198,1,274,0,-1,-13,1100.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,193755.0,0.0,0.0,0.0
新北市新店區美潭里,新北市,65000060,新店區,65000060-022,美潭里,5280,96.72,3622.04,37.97,12.36,25.61,207.19,473,3827,980,41,310,1536,672,1398,520,309,6,14,1675,2353,1,463,0,-1,-2,2168.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,1457920.0,0.0,0.0,1.0
新北市新店區華城里,新北市,65000060,新店區,65000060-069,華城里,2829,87.35,548.32,36.08,9.76,26.31,269.46,203,2079,547,79,430,1134,326,505,102,50,1,1,856,1526,2,152,0,-4,13,1339.0,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,0.0,0.0,5160117.0,0.0,0.0,1.0
新北市新店區達觀里,新北市,65000060,新店區,65000060-068,達觀里,4041,84.94,10516.29,34.7,11.87,22.83,192.42,356,3000,685,48,332,1422,569,997,190,106,5,11,1247,1743,7,524,0,-2,-38,2027.0,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,0.0,0.0,384313.0,1.0,0.0,0.0
新北市新店區長春里,新北市,65000060,新店區,65000060-065,長春里,2532,86.45,3574.95,40.51,11.65,28.86,247.62,210,1802,520,45,328,1015,366,441,68,59,0,0,723,1293,8,201,0,0,-39,1134.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,1.0,0.0,708350.0,0.0,0.0,0.0
新北市新店區雙坑里,新北市,65000060,新店區,65000060-024,雙坑里,810,123.14,78.87,50.56,11.34,39.22,345.9,61,538,211,0,16,133,54,245,159,121,1,19,255,347,0,71,0,-6,-5,310.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,10271070.0,0.0,0.0,1.0
新北市新店區雙城里,新北市,65000060,新店區,65000060-018,雙城里,5888,104.37,923.27,40.93,14.03,26.9,191.81,586,4178,1124,20,243,1297,641,1849,778,430,10,29,1861,2488,4,575,0,-9,41,2233.0,-,-,-,-,-,-,-,1.0,0.0,0.0,1.0,1.0,0.0,6378215.0,1.0,0.0,2.0
新北市新店區青潭里,新北市,65000060,新店區,65000060-030,青潭里,5439,92.6,3453.93,35.87,13.09,22.78,174.05,524,4003,912,31,304,1540,668,1502,531,304,10,23,1732,2318,6,561,1,-7,-35,2287.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,1574919.0,0.0,0.0,0.0
新北市新店區頂城里,新北市,65000060,新店區,65000060-012,頂城里,1672,114.08,1868.56,42.54,10.49,32.05,305.69,123,1173,376,4,57,323,160,572,268,151,3,11,570,627,2,216,1,-5,-6,710.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,0.0,0.0,894925.0,1.0,0.0,1.0
