,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,人口數,性比例,人口密度,扶養比,扶幼比,扶老比,老化指數,0-14歲人口數,15-64歲人口數,65歲以上人口數,15歲以上博士人口數,15歲以上碩士人口數,15歲以上大學院校人口數,15歲以上專科人口數,15歲以上高中職人口數,15歲以上國中初職人口數,15歲以上小學人口數,15歲以上自修人口數,15歲以上不識字人口數,15歲以上未婚人口數,15歲以上有偶人口數,15歲以上離婚人口數,自然增加人數,社會增加人數,總戶數,綜合所得總額,綜合所得平均數,綜合所得中位數,綜合所得第一分位數,綜合所得第三分位數,綜合所得標準差,各類所得金額合計,各類所得金額薪資所得,106green,m106300,m106300s,m106500,m106500s,fire,police,primary,secondary,gym,area,名稱,multiHospital,1
新北市樹林區三福里,新北市,65000070,樹林區,65000070-002,三福里,4303,97.57,11264.52,38.81,21.32,17.48,82.0,661,3100,542,7,114,821,408,1223,586,444,11,28,1999,1724,342,5,-85,1523,849049.0,796.0,604.0,361.0,1042.0,661.08,762032.0,644588.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,441528.0,0.0,0.0,2.0
新北市樹林區三興里,新北市,65000070,樹林區,65000070-003,三興里,5188,104.65,7854.64,32.31,18.97,13.34,70.3,744,3921,523,10,99,910,379,1561,906,534,10,35,2391,2014,547,7,-20,1832,1172853.0,777.0,591.0,361.0,978.0,674.77,760748.0,657230.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1062873.0,0.0,0.0,0.0
新北市樹林區三龍里,新北市,65000070,樹林區,65000070-042,三龍里,2158,104.36,5717.48,29.53,15.13,14.41,95.24,252,1666,240,4,88,485,220,563,311,223,4,8,934,997,129,7,-9,762,1888653.0,1027.0,686.0,391.0,1241.0,1224.37,490117.0,345272.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,355444.0,0.0,0.0,0.0
新北市樹林區中山里,新北市,65000070,樹林區,65000070-036,中山里,5604,103.71,11079.37,33.97,19.1,14.87,77.85,799,4183,622,14,177,1101,558,1658,649,592,16,40,2492,2423,420,26,7,1899,821126.0,872.0,616.0,388.0,1087.0,812.97,1176516.0,987615.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1372188.0,0.0,0.0,2.0
新北市樹林區中華里,新北市,65000070,樹林區,65000070-038,中華里,3568,92.35,119679.33,25.63,16.97,8.66,51.04,482,2840,246,9,115,811,363,1119,416,241,6,6,1687,1440,302,5,7,1244,616087.0,718.0,539.0,361.0,921.0,599.18,760802.0,661931.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,29436.0,0.0,0.0,0.0
新北市樹林區保安里,新北市,65000070,樹林區,65000070-005,保安里,6751,100.5,31280.26,34.51,17.29,17.21,99.54,868,5019,864,21,319,1507,696,1860,731,690,8,51,3117,2755,523,11,-74,2393,740881.0,639.0,507.0,339.0,778.0,585.44,1549909.0,1249707.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,231735.0,1.0,0.0,0.0
新北市樹林區光興里,新北市,65000070,樹林區,65000070-031,光興里,4192,101.25,3281.33,23.33,14.27,9.06,63.51,485,3399,308,4,102,881,412,1355,613,311,4,25,1929,1729,370,3,-23,1415,1154990.0,775.0,577.0,373.0,963.0,666.67,771193.0,659636.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1154912.0,0.0,0.0,0.0
新北市樹林區北園里,新北市,65000070,樹林區,65000070-025,北園里,2332,107.84,841.25,29.05,15.33,13.72,89.53,277,1807,248,1,46,458,191,717,384,243,3,12,998,1049,166,11,-27,769,1072274.0,823.0,597.0,368.0,1012.0,816.97,441219.0,322714.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1918299.0,0.0,0.0,0.0
新北市樹林區南園里,新北市,65000070,樹林區,65000070-024,南園里,15453,91.04,6046.78,44.26,31.68,12.57,39.69,3394,10712,1347,164,1279,4163,1892,3074,887,556,11,33,6859,7275,908,132,164,6487,3888999.0,1296.0,836.0,445.0,1610.0,2360.38,5731414.0,4465928.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1353088.0,0.0,0.0,1.0
新北市樹林區和平里,新北市,65000070,樹林區,65000070-015,和平里,4108,99.9,16524.34,34.56,16.93,17.62,104.06,517,3053,538,16,148,829,368,1227,535,431,13,24,1825,1764,322,7,-18,1428,820858.0,700.0,543.0,343.0,883.0,587.36,793025.0,639477.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,299880.0,1.0,0.0,2.0
新北市樹林區圳安里,新北市,65000070,樹林區,65000070-004,圳安里,3830,101.26,5811.94,21.47,12.84,8.63,67.16,405,3153,272,11,84,832,370,1251,581,280,0,16,1751,1635,322,13,-19,1377,1063034.0,654.0,515.0,333.0,818.0,534.02,811649.0,653137.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,574905.0,1.0,0.0,0.0
新北市樹林區圳民里,新北市,65000070,樹林區,65000070-040,圳民里,2921,108.2,7972.92,22.94,13.59,9.34,68.73,323,2376,222,3,113,604,293,817,488,269,2,9,1271,1286,273,21,-40,1094,485487.0,694.0,528.0,324.0,879.0,591.66,622805.0,492085.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,334446.0,0.0,0.0,0.0
新北市樹林區圳生里,新北市,65000070,樹林區,65000070-041,圳生里,1687,107.76,3995.18,20.76,9.23,11.52,124.81,129,1397,161,2,57,391,145,495,295,160,1,12,747,755,126,3,-35,580,88204.0,8019.0,495.0,313.0,602.0,25163.05,401089.0,258571.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,441139.0,0.0,0.0,0.0
新北市樹林區圳福里,新北市,65000070,樹林區,65000070-028,圳福里,4648,99.91,13252.93,30.53,18.39,12.13,65.95,655,3561,432,10,162,943,442,1278,655,474,7,22,2142,1982,325,22,-26,1588,874347.0,780.0,570.0,362.0,964.0,688.17,924979.0,794913.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,332166.0,1.0,0.0,0.0
新北市樹林區坡內里,新北市,65000070,樹林區,65000070-012,坡內里,1797,102.36,934.37,32.82,16.7,16.11,96.46,226,1353,218,6,38,343,161,549,250,205,1,18,812,730,152,1,-27,603,945900.0,766.0,562.0,362.0,932.0,778.19,308100.0,241064.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2250626.0,1.0,0.0,0.0
新北市樹林區大同里,新北市,65000070,樹林區,65000070-014,大同里,3730,91.09,38107.89,25.46,15.74,9.72,61.75,468,2973,289,8,144,949,419,1075,391,251,5,20,1736,1591,272,16,2,1304,1258110.0,710.0,563.0,341.0,907.0,553.77,888080.0,727038.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,84605.0,1.0,0.0,1.0
新北市樹林區太順里,新北市,65000070,樹林區,65000070-039,太順里,2900,105.38,35014.01,27.7,16.78,10.92,65.09,381,2271,248,3,76,537,236,915,465,264,8,15,1338,1196,238,21,-54,948,395396.0,642.0,510.0,325.0,802.0,544.68,524852.0,470519.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,84494.0,0.0,0.0,0.0
新北市樹林區山佳里,新北市,65000070,樹林區,65000070-035,山佳里,5990,103.81,9783.31,27.77,17.64,10.13,57.44,827,4688,475,20,201,1143,552,1903,806,514,2,22,2718,2603,435,29,-166,1940,1349075.0,1105.0,715.0,401.0,1374.0,1286.66,1270706.0,1070841.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,979659.0,0.0,0.0,1.0
新北市樹林區彭厝里,新北市,65000070,樹林區,65000070-016,彭厝里,5345,97.74,4805.92,25.85,16.72,9.14,54.65,710,4247,388,7,143,1152,520,1672,688,426,7,20,2522,2208,407,25,-51,1752,302972.0,649.0,456.0,305.0,753.0,611.01,1071756.0,899020.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,629751.0,0.0,0.0,0.0
新北市樹林區彭福里,新北市,65000070,樹林區,65000070-017,彭福里,5510,99.93,30855.9,29.95,17.5,12.45,71.16,742,4240,528,11,193,1141,518,1631,739,495,10,30,2536,2347,404,25,-12,1964,1189824.0,787.0,589.0,360.0,944.0,784.62,1169085.0,999888.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,193793.0,0.0,0.0,0.0
新北市樹林區彭興里,新北市,65000070,樹林區,65000070-033,彭興里,6297,99.52,7207.44,26.07,16.64,9.43,56.68,831,4995,471,11,159,1240,512,1953,987,570,9,25,2978,2526,533,24,11,2116,738137.0,651.0,529.0,336.0,823.0,561.36,1098529.0,962229.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,880766.0,0.0,0.0,0.0
新北市樹林區文林里,新北市,65000070,樹林區,65000070-034,文林里,5519,96.27,80242.52,31.81,20.68,11.13,53.81,866,4187,466,11,202,1173,564,1601,653,416,9,24,2539,2368,423,27,1,1901,888521.0,717.0,542.0,351.0,896.0,610.34,1212753.0,1007418.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,101661.0,1.0,0.0,0.0
新北市樹林區東園里,新北市,65000070,樹林區,65000070-022,東園里,1875,116.51,1163.26,37.26,18.52,18.74,101.19,253,1366,256,3,53,288,188,551,294,226,6,13,797,810,152,-3,-30,686,5449091.0,1180.0,847.0,450.0,1522.0,1259.97,329082.0,241590.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2465189.0,0.0,0.0,0.0
新北市樹林區東山里,新北市,65000070,樹林區,65000070-018,東山里,3437,102.18,779.05,29.99,15.43,14.56,94.36,408,2644,385,5,85,672,295,1015,548,382,5,22,1501,1534,267,22,-56,1156,324383.0,754.0,537.0,340.0,869.0,723.35,728125.0,531512.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4106457.0,0.0,0.0,0.0
新北市樹林區東昇里,新北市,65000070,樹林區,65000070-020,東昇里,5157,97.43,19114.02,29.61,17.37,12.24,70.48,691,3979,487,13,209,1176,535,1450,612,441,7,23,2318,2232,388,16,-13,1807,1065795.0,835.0,552.0,358.0,853.0,3357.99,1231266.0,956959.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,242354.0,1.0,0.0,0.0
新北市樹林區東陽里,新北市,65000070,樹林區,65000070-019,東陽里,6380,102.03,35389.39,30.68,17.84,12.84,71.99,871,4882,627,7,199,1255,606,2010,823,566,11,32,2878,2725,519,16,-19,2252,785594.0,690.0,536.0,344.0,858.0,628.96,1301438.0,1124094.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,235474.0,1.0,0.0,1.0
新北市樹林區柑園里,新北市,65000070,樹林區,65000070-026,柑園里,9760,93.34,8195.01,42.03,27.62,14.41,52.16,1898,6872,990,123,875,2808,1108,1908,606,386,13,35,4298,4629,501,41,131,4048,900190.0,783.0,562.0,341.0,971.0,791.99,3952945.0,2888508.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,832011.0,0.0,0.0,2.0
新北市樹林區樂山里,新北市,65000070,樹林區,65000070-021,樂山里,1965,105.76,609.36,39.46,18.45,21.01,113.85,260,1409,296,0,49,317,187,578,285,261,7,21,820,855,174,12,55,673,330841.0,671.0,517.0,351.0,809.0,532.11,368891.0,290087.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3419907.0,0.0,0.0,1.0
新北市樹林區樹人里,新北市,65000070,樹林區,65000070-011,樹人里,3587,96.12,23036.12,37.8,20.21,17.6,87.07,526,2603,458,12,150,784,372,1034,368,319,8,14,1596,1583,252,6,-78,1239,744134.0,670.0,525.0,337.0,838.0,562.9,888409.0,670113.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,132489.0,1.0,0.0,0.0
新北市樹林區樹北里,新北市,65000070,樹林區,65000070-027,樹北里,947,100.21,15916.5,43.7,11.08,32.63,294.52,73,659,215,5,48,200,113,251,124,129,2,2,360,456,65,1,-17,429,997190.0,709.0,540.0,345.0,882.0,679.96,246006.0,160562.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,67035.0,1.0,0.0,0.0
新北市樹林區樹南里,新北市,65000070,樹林區,65000070-010,樹南里,4382,98.28,46098.66,27.87,14.04,13.83,98.54,481,3427,474,14,187,1117,509,1181,470,398,7,18,1977,1917,305,15,-72,1559,849845.0,806.0,580.0,350.0,990.0,757.37,1042169.0,850727.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,99367.0,1.0,0.0,2.0
新北市樹林區樹德里,新北市,65000070,樹林區,65000070-008,樹德里,3800,98.74,45317.4,34.94,15.31,19.64,128.31,431,2816,553,20,174,889,397,1046,406,413,9,15,1669,1637,280,-4,-38,1402,1542547.0,813.0,595.0,368.0,995.0,747.88,883491.0,703585.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,79763.0,1.0,0.0,0.0
新北市樹林區樹東里,新北市,65000070,樹林區,65000070-013,樹東里,1224,98.38,4855.95,37.07,12.54,24.52,195.54,112,893,219,7,48,276,145,337,151,135,5,8,505,525,105,-5,9,541,1513168.0,907.0,611.0,359.0,1122.0,1039.89,296468.0,181598.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,186140.0,1.0,0.0,2.0
新北市樹林區樹福里,新北市,65000070,樹林區,65000070-030,樹福里,3790,90.74,28555.71,35.79,17.63,18.17,103.05,492,2791,507,24,312,1045,425,882,287,300,8,15,1656,1754,212,16,-37,1465,516841.0,654.0,518.0,332.0,798.0,579.53,1378084.0,950856.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,130550.0,1.0,0.0,0.0
新北市樹林區樹興里,新北市,65000070,樹林區,65000070-029,樹興里,3978,97.52,22855.5,34.44,19.4,15.04,77.53,574,2959,445,15,172,833,407,1144,439,375,4,15,1822,1692,280,7,-14,1420,1222099.0,800.0,593.0,365.0,991.0,758.28,890337.0,752231.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,178507.0,1.0,0.0,0.0
新北市樹林區樹西里,新北市,65000070,樹林區,65000070-009,樹西里,5432,97.24,37169.07,39.39,17.45,21.94,125.74,680,3897,855,25,329,1404,659,1398,490,424,7,16,2382,2498,289,14,-47,2037,238724.0,850.0,640.0,367.0,1050.0,861.16,1588099.0,1179328.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,148923.0,1.0,0.0,1.0
新北市樹林區潭底里,新北市,65000070,樹林區,65000070-006,潭底里,5147,119.58,3533.35,32.38,16.0,16.38,102.41,622,3888,637,7,148,920,476,1532,806,585,16,35,2261,1979,631,-3,-35,2101,838876.0,662.0,521.0,335.0,814.0,615.57,930315.0,708752.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,825158.0,1.0,0.0,1.0
新北市樹林區育英里,新北市,65000070,樹林區,65000070-037,育英里,3256,95.32,32569.45,33.83,16.48,17.34,105.24,401,2433,422,13,201,782,374,886,318,266,8,7,1459,1433,212,2,-14,1198,736081.0,720.0,563.0,358.0,914.0,552.51,843365.0,648816.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,97783.0,1.0,0.0,0.0
新北市樹林區西園里,新北市,65000070,樹林區,65000070-023,西園里,1928,116.14,1940.7,32.6,16.64,15.96,95.87,242,1454,232,3,50,359,141,580,301,232,3,17,829,865,133,5,-13,648,425505.0,698.0,533.0,325.0,878.0,660.63,327462.0,256501.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1845007.0,1.0,0.0,0.0
新北市樹林區金寮里,新北市,65000070,樹林區,65000070-032,金寮里,4549,100.4,7467.04,31.86,18.96,12.9,68.04,654,3450,445,9,122,839,455,1405,598,433,13,21,2063,1967,341,15,-61,1556,1227571.0,727.0,580.0,361.0,897.0,592.03,904096.0,724161.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,683150.0,1.0,0.0,1.0
新北市永和區上林里,新北市,65000040,永和區,65000040-051,上林里,3686,91.38,29617.37,44.27,17.85,26.42,148.03,456,2555,675,35,310,1114,471,834,232,216,3,15,1577,1585,288,-3,-3,1513,1650122.0,1023.0,676.0,364.0,1274.0,1294.38,1183860.0,932583.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,86023.0,1.0,2.0,1.0
新北市永和區上溪里,新北市,65000040,永和區,65000040-022,上溪里,2050,85.69,41019.69,38.05,10.84,27.21,250.93,161,1485,404,19,145,595,262,521,182,145,4,16,881,853,174,-7,-4,928,903477.0,1054.0,720.0,396.0,1319.0,1226.77,637269.0,492539.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,47951.0,1.0,2.0,0.0
新北市永和區下溪里,新北市,65000040,永和區,65000040-046,下溪里,4169,93.82,56050.01,35.36,16.82,18.54,110.23,518,3080,571,26,280,1113,442,1096,342,313,8,31,1858,1767,294,5,-45,1609,629353.0,965.0,666.0,367.0,1236.0,946.35,1215383.0,949037.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,88359.0,1.0,2.0,1.0
新北市永和區中溪里,新北市,65000040,永和區,65000040-014,中溪里,5332,97.34,58151.2,35.09,14.95,20.14,134.75,590,3947,795,40,386,1489,665,1330,429,372,10,21,2376,2341,340,-3,-4,2088,685711.0,1075.0,737.0,402.0,1337.0,1523.14,1645084.0,1305766.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,89176.0,1.0,2.0,0.0
新北市永和區中興里,新北市,65000040,永和區,65000040-018,中興里,3076,84.41,48249.47,47.18,16.6,30.57,184.15,347,2090,639,27,257,873,386,728,252,187,7,12,1251,1384,237,5,107,1341,1742441.0,1156.0,736.0,393.0,1472.0,2872.6,959442.0,693843.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,59221.0,1.0,2.0,0.0
新北市永和區仁愛里,新北市,65000040,永和區,65000040-005,仁愛里,2767,91.22,54651.39,34.45,12.97,21.48,165.54,267,2058,442,20,219,822,359,685,209,176,1,9,1218,1180,217,-4,-18,1161,924214.0,944.0,663.0,382.0,1161.0,1029.56,891983.0,674391.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,54409.0,1.0,2.0,0.0
新北市永和區保安里,新北市,65000040,永和區,65000040-013,保安里,7598,90.05,28397.58,36.21,18.82,17.39,92.38,1050,5578,970,83,774,2286,968,1711,383,311,12,20,3384,3480,439,23,-63,2978,898519.0,929.0,655.0,375.0,1159.0,898.7,3072401.0,2320462.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,243143.0,1.0,2.0,3.0
新北市永和區保平里,新北市,65000040,永和區,65000040-033,保平里,5062,90.23,63200.74,40.61,18.75,21.86,116.59,675,3600,787,36,393,1410,640,1223,355,301,11,18,2186,2247,379,4,-69,1977,819078.0,905.0,666.0,399.0,1127.0,866.04,1656490.0,1334837.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,83282.0,1.0,2.0,0.0
新北市永和區保順里,新北市,65000040,永和區,65000040-062,保順里,10701,87.08,23513.46,32.57,20.42,12.15,59.53,1648,8072,981,106,973,3184,1453,2399,545,360,6,27,4768,4849,730,38,-155,4365,369085.0,799.0,521.0,299.0,924.0,1137.26,4344831.0,3526197.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,207833.0,1.0,0.0,0.0
新北市永和區信義里,新北市,65000040,永和區,65000040-057,信義里,2717,84.08,47611.54,36.74,11.27,25.47,225.89,224,1987,506,33,229,888,374,633,172,150,4,10,1124,1248,187,-5,27,1234,146490.0,779.0,605.0,376.0,975.0,662.19,1048667.0,770537.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,53541.0,1.0,2.0,0.0
新北市永和區光復里,新北市,65000040,永和區,65000040-036,光復里,1785,84.4,32625.98,40.88,13.73,27.15,197.7,174,1267,344,14,155,531,200,425,132,140,3,11,778,758,137,11,-7,766,1035564.0,1078.0,672.0,388.0,1327.0,1686.44,526022.0,431069.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,31974.0,1.0,2.0,0.0
新北市永和區光明里,新北市,65000040,永和區,65000040-004,光明里,3160,82.55,54544.83,38.96,15.04,23.92,159.06,342,2274,544,26,302,983,426,755,185,128,7,6,1340,1379,249,3,10,1317,785010.0,989.0,660.0,375.0,1166.0,1149.58,1056934.0,825124.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,64491.0,1.0,2.0,0.0
新北市永和區前溪里,新北市,65000040,永和區,65000040-043,前溪里,2172,86.6,44639.92,39.59,12.66,26.93,212.69,197,1556,419,18,162,664,272,564,142,135,7,11,882,1002,170,1,-33,983,1685260.0,1189.0,760.0,393.0,1453.0,1489.52,722832.0,519624.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,49756.0,1.0,2.0,0.0
新北市永和區勵行里,新北市,65000040,永和區,65000040-019,勵行里,1304,90.64,36955.17,42.2,14.5,27.7,190.98,133,917,254,9,90,336,150,325,124,126,3,8,562,551,104,4,-9,575,1033794.0,1013.0,710.0,403.0,1318.0,1009.98,344916.0,244745.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,40266.0,1.0,2.0,1.0
新北市永和區協和里,新北市,65000040,永和區,65000040-027,協和里,3065,93.74,44265.04,39.19,14.31,24.89,173.97,315,2202,548,13,198,829,364,843,272,217,4,10,1299,1349,252,7,-20,1307,3047505.0,1247.0,792.0,422.0,1514.0,2616.7,801702.0,610757.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,67603.0,1.0,2.0,0.0
新北市永和區和平里,新北市,65000040,永和區,65000040-044,和平里,5100,91.08,50403.23,40.38,17.45,22.93,131.39,634,3633,833,46,398,1491,610,1228,369,307,7,10,2264,2243,363,3,-47,2109,680462.0,1011.0,687.0,396.0,1244.0,1080.82,1678568.0,1299139.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,108357.0,1.0,2.0,0.0
新北市永和區大同里,新北市,65000040,永和區,65000040-042,大同里,995,101.01,44302.95,40.54,14.69,25.85,175.96,104,708,183,1,25,160,120,324,102,124,12,23,418,370,118,3,-9,409,2110890.0,1121.0,746.0,406.0,1375.0,1558.4,179650.0,148137.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,25490.0,0.0,0.0,0.0
新北市永和區大新里,新北市,65000040,永和區,65000040-032,大新里,2707,84.02,56040.91,43.0,15.69,27.31,174.07,297,1893,517,34,249,832,350,650,154,131,4,6,1128,1262,201,-4,-18,1215,351721.0,902.0,653.0,362.0,1150.0,846.91,925880.0,685269.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,47129.0,1.0,2.0,0.0
新北市永和區安和里,新北市,65000040,永和區,65000040-025,安和里,4078,86.38,52870.4,41.2,16.38,24.83,151.59,473,2888,717,37,342,1303,489,956,265,197,2,14,1758,1815,279,-4,-17,1738,1551120.0,1057.0,710.0,402.0,1297.0,1641.04,1343031.0,1014749.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,74958.0,1.0,2.0,0.0
新北市永和區店街里,新北市,65000040,永和區,65000040-056,店街里,4292,81.63,66940.13,39.58,16.72,22.86,136.77,514,3075,703,38,432,1327,518,1018,254,180,3,8,1859,1896,339,-4,-60,1898,1275062.0,975.0,700.0,399.0,1242.0,985.32,1671665.0,1222969.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,64132.0,1.0,2.0,0.0
新北市永和區後溪里,新北市,65000040,永和區,65000040-058,後溪里,1933,92.72,41400.73,38.57,12.33,26.24,212.79,172,1395,366,11,161,599,258,441,129,149,1,12,813,887,118,-3,30,855,340430.0,964.0,718.0,410.0,1246.0,1001.02,693469.0,522245.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,42642.0,1.0,2.0,0.0
新北市永和區得和里,新北市,65000040,永和區,65000040-039,得和里,4464,89.39,47888.26,40.86,15.9,24.96,156.94,504,3169,791,45,444,1391,594,945,284,222,9,26,1904,1972,329,-7,-64,1842,1134955.0,972.0,648.0,370.0,1219.0,1014.99,1577159.0,1179165.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,97104.0,1.0,2.0,1.0
新北市永和區復興里,新北市,65000040,永和區,65000040-037,復興里,2442,91.83,45900.53,39.94,14.15,25.79,182.19,247,1745,450,21,213,750,309,603,149,132,5,13,1034,1095,161,-9,-18,1031,920830.0,1011.0,679.0,371.0,1214.0,1223.72,768597.0,602097.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,55025.0,1.0,2.0,1.0
新北市永和區忠義里,新北市,65000040,永和區,65000040-010,忠義里,867,107.42,15242.08,38.5,14.38,24.12,167.78,90,626,151,4,31,162,83,272,113,101,2,9,357,361,91,0,-3,315,1291365.0,1175.0,811.0,445.0,1441.0,1315.0,149228.0,131401.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,17714.0,0.0,0.0,0.0
新北市永和區文化里,新北市,65000040,永和區,65000040-002,文化里,2879,90.03,37280.19,38.08,13.72,24.36,177.62,286,2085,508,17,202,823,334,735,235,213,8,26,1210,1296,191,7,-14,1206,1085431.0,906.0,643.0,382.0,1122.0,1005.07,836021.0,676224.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,78588.0,1.0,2.0,1.0
新北市永和區新?里,新北市,65000040,永和區,65000040-045,新?里,2312,97.78,41493.92,42.72,12.65,30.06,237.56,205,1620,487,17,182,640,277,600,190,181,5,15,987,1014,153,2,-21,984,884736.0,978.0,679.0,356.0,1273.0,927.41,655256.0,523622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
新北市永和區新生里,新北市,65000040,永和區,65000040-041,新生里,879,106.34,10199.94,36.07,11.61,24.46,210.67,75,646,158,3,29,162,89,281,110,109,6,15,362,329,105,0,-3,362,860418.0,921.0,631.0,363.0,1089.0,2072.89,172242.0,135181.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,29444.0,0.0,0.0,0.0
新北市永和區智光里,新北市,65000040,永和區,65000040-040,智光里,3536,92.59,39884.95,44.27,19.67,24.6,125.1,482,2451,603,16,179,866,429,959,322,265,3,15,1621,1408,292,-7,-21,1389,1559559.0,993.0,705.0,379.0,1261.0,1195.32,749785.0,609390.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,93662.0,1.0,0.0,1.0
