,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,人口數,性比例,人口密度,扶養比,扶幼比,扶老比,老化指數,0-14歲人口數,15-64歲人口數,65歲以上人口數,15歲以上博士人口數,15歲以上碩士人口數,15歲以上大學院校人口數,15歲以上專科人口數,15歲以上高中職人口數,15歲以上國中初職人口數,15歲以上小學人口數,15歲以上自修人口數,15歲以上不識字人口數,15歲以上未婚人口數,15歲以上有偶人口數,15歲以上離婚人口數,自然增加人數,社會增加人數,總戶數,綜合所得總額,綜合所得平均數,綜合所得中位數,綜合所得第一分位數,綜合所得第三分位數,綜合所得標準差,各類所得金額合計,各類所得金額薪資所得,106green,m106300,m106300s,m106500,m106500s,fire,police,primary,secondary,gym,area,名稱,multiHospital,1
新北市新店區新店里,新北市,65000060,新店區,65000060-031,新店里,1847,97.96,12159.08,40.78,14.94,25.84,172.96,196,1312,339,11,94,459,247,504,174,151,1,10,794,774,146,-9,-16,808,1353082.0,753.0,564.0,351.0,942.0,988.02,483811.0,382204.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,129659.0,0.0,0.0,0.0
新北市新店區新德里,新北市,65000060,新店區,65000060-039,新德里,2790,86.87,44434.53,41.7,14.07,27.63,196.39,277,1969,544,24,183,794,312,684,254,239,9,14,1145,1206,229,-5,-44,1203,1708501.0,1164.0,669.0,404.0,1348.0,1827.49,766363.0,608787.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75754.0,1.0,0.0,0.0
新北市新店區新生里,新北市,65000060,新店區,65000060-038,新生里,6040,87.99,14187.86,39.81,11.99,27.82,232.05,518,4320,1202,78,548,1895,744,1365,438,419,8,27,2394,2791,443,-1,-62,2603,1618966.0,982.0,662.0,371.0,1189.0,1175.52,2239497.0,1731757.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,185155.0,1.0,0.0,0.0
新北市新店區日興里,新北市,65000060,新店區,65000060-019,日興里,6105,100.95,1070.72,30.45,12.5,17.95,143.59,585,4680,840,20,192,1155,664,1943,972,515,19,40,2659,2503,602,0,15,2275,2141636.0,937.0,660.0,396.0,1197.0,979.44,1097349.0,923799.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5108012.0,0.0,0.0,0.0
新北市新店區明城里,新北市,65000060,新店區,65000060-055,明城里,3648,92.41,20434.23,31.89,13.3,18.58,139.67,368,2766,514,49,304,1166,545,868,198,139,2,9,1513,1686,279,8,14,1408,1238626.0,986.0,630.0,357.0,1215.0,1295.5,1236674.0,970646.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,203905.0,1.0,0.0,0.0
新北市新店區明德里,新北市,65000060,新店區,65000060-002,明德里,4164,88.16,37383.18,34.45,10.33,24.12,233.44,320,3097,747,46,363,1329,576,946,281,275,9,19,1700,1952,274,-10,12,1780,113617.0,638.0,529.0,337.0,788.0,499.62,1529237.0,1194689.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,104477.0,1.0,2.0,0.0
新北市新店區柴埕里,新北市,65000060,新店區,65000060-014,柴埕里,9393,93.95,5750.18,31.32,16.4,14.92,90.96,1173,7153,1067,54,557,2402,1179,2534,885,556,15,38,4078,4161,719,23,8,3637,265006.0,726.0,544.0,340.0,878.0,662.33,2587168.0,2173978.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1486834.0,1.0,0.0,2.0
新北市新店區永安里,新北市,65000060,新店區,65000060-015,永安里,5396,94.66,16898.41,31.32,14.46,16.87,116.67,594,4109,693,14,206,1246,638,1582,669,405,8,34,2361,2268,456,8,-22,2003,2033174.0,1400.0,675.0,375.0,1269.0,12098.41,1158107.0,972207.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,244153.0,0.0,0.0,1.0
新北市新店區永平里,新北市,65000060,新店區,65000060-067,永平里,5937,92.88,29054.23,29.86,16.45,13.41,81.52,752,4572,613,23,314,1592,680,1669,509,353,11,34,2676,2536,472,0,-40,2188,2918497.0,2898.0,1125.0,498.0,2396.0,13459.92,1486788.0,1280614.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,210573.0,0.0,0.0,0.0
新北市新店區江陵里,新北市,65000060,新店區,65000060-005,江陵里,5687,89.25,34335.36,31.67,10.86,20.82,191.68,469,4319,899,91,625,1969,738,1181,307,289,5,13,2369,2759,272,6,32,2357,1449620.0,839.0,633.0,383.0,1082.0,701.45,2973812.0,2042643.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,159266.0,1.0,3.0,0.0
新北市新店區玫瑰里,新北市,65000060,新店區,65000060-020,玫瑰里,6207,92.52,27247.59,29.61,12.74,16.87,132.46,610,4789,808,19,285,1565,824,1937,621,320,7,19,2652,2618,597,-3,-17,2322,2923510.0,1178.0,722.0,406.0,1394.0,1749.53,1364039.0,1197675.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184914.0,1.0,0.0,0.0
新北市新店區百和里,新北市,65000060,新店區,65000060-048,百和里,3377,95.09,34356.12,40.01,14.68,25.33,172.6,354,2412,611,33,272,954,430,818,262,236,6,12,1396,1545,250,-5,-55,1411,1475476.0,1032.0,721.0,404.0,1309.0,1047.41,1073857.0,854340.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,117408.0,1.0,2.0,1.0
新北市新店區百忍里,新北市,65000060,新店區,65000060-047,百忍里,4102,87.73,48512.8,44.23,15.15,29.08,191.88,431,2844,827,43,292,1195,507,964,336,312,6,16,1658,1885,299,0,-25,1653,1228206.0,834.0,645.0,391.0,1066.0,1035.71,1174704.0,922925.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,84209.0,1.0,0.0,0.0
新北市新店區百福里,新北市,65000060,新店區,65000060-050,百福里,3657,86.2,69176.2,39.9,13.62,26.28,192.98,356,2614,687,41,395,1179,467,779,244,179,5,12,1493,1733,239,7,7,1581,745626.0,857.0,606.0,363.0,1054.0,866.11,1382992.0,1079748.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,101455.0,1.0,0.0,0.0
新北市新店區直潭里,新北市,65000060,新店區,65000060-029,直潭里,1321,111.7,469.25,37.18,11.01,26.17,237.74,106,963,252,6,71,312,114,358,168,167,3,16,549,580,114,-8,14,464,3511070.0,978.0,673.0,398.0,1216.0,1073.9,346201.0,220459.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2964558.0,0.0,0.0,1.0
新北市新店區福德里,新北市,65000060,新店區,65000060-049,福德里,4092,88.57,50997.01,38.01,12.48,25.53,204.59,370,2965,757,17,281,1148,490,1038,382,328,18,20,1680,1870,285,-12,-34,1648,1344631.0,1065.0,719.0,396.0,1289.0,1160.59,1161357.0,937630.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,82795.0,1.0,2.0,0.0
新北市新店區福民里,新北市,65000060,新店區,65000060-051,福民里,4235,86.48,12027.32,43.17,13.42,29.75,221.66,397,2958,880,51,427,1470,563,892,250,167,6,12,1705,1953,334,-3,-27,1823,1113495.0,948.0,647.0,382.0,1152.0,964.19,1494654.0,1148033.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,285053.0,1.0,0.0,1.0
新北市新店區粗坑里,新北市,65000060,新店區,65000060-025,粗坑里,3253,89.68,408.74,36.34,12.57,23.76,189.0,300,2386,567,68,311,981,381,752,250,188,7,15,1343,1500,269,-16,-13,1341,226386.0,767.0,529.0,338.0,833.0,906.73,965064.0,733147.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6414357.0,0.0,0.0,0.0
新北市新店區美城里,新北市,65000060,新店區,65000060-063,美城里,2847,93.41,5984.74,30.54,12.1,18.43,152.27,264,2181,402,19,166,779,355,824,263,164,2,11,1204,1237,263,2,-7,1087,1466275.0,1553.0,943.0,448.0,1819.0,6239.41,681079.0,550705.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,193755.0,0.0,0.0,0.0
新北市新店區美潭里,新北市,65000060,新店區,65000060-022,美潭里,5422,93.92,3671.5,31.86,12.65,19.21,151.92,520,4112,790,35,314,1444,696,1484,546,352,7,24,2244,2447,451,15,-50,2149,927000.0,912.0,619.0,384.0,1144.0,1050.17,1502884.0,1226842.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1457920.0,0.0,0.0,1.0
新北市新店區華城里,新北市,65000060,新店區,65000060-069,華城里,2722,85.68,463.67,28.52,11.76,16.76,142.57,249,2118,355,76,365,1059,306,519,101,45,0,2,1073,1443,137,5,13,1242,71453.0,632.0,515.0,350.0,731.0,461.75,3076288.0,1227436.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5160117.0,0.0,0.0,1.0
新北市新店區達觀里,新北市,65000060,新店區,65000060-068,達觀里,3924,88.2,8322.36,27.28,11.55,15.73,136.24,356,3083,485,44,297,1301,585,1027,186,112,5,11,1628,1684,471,12,62,1958,3466.0,495.0,519.0,385.0,538.0,148.23,1269399.0,1066305.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384313.0,1.0,0.0,0.0
新北市新店區長春里,新北市,65000060,新店區,65000060-065,長春里,2576,88.86,11007.47,33.06,11.83,21.23,179.48,229,1936,411,49,316,1010,375,444,86,65,0,2,993,1319,176,-1,-43,1135,1487828.0,880.0,658.0,390.0,1125.0,812.65,1504299.0,1156695.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,708350.0,0.0,0.0,0.0
新北市新店區雙坑里,新北市,65000060,新店區,65000060-024,雙坑里,868,123.14,52.88,44.43,14.48,29.95,206.9,87,601,180,1,13,127,53,245,177,136,1,28,359,383,55,-1,-2,310,452232.0,722.0,545.0,332.0,893.0,660.64,101591.0,79792.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10271070.0,0.0,0.0,1.0
新北市新店區雙城里,新北市,65000060,新店區,65000060-018,雙城里,6038,102.55,1169.61,33.35,14.24,19.1,134.11,645,4528,865,20,242,1190,661,1885,849,490,15,41,2605,2531,564,1,-54,2211,2242254.0,2290.0,851.0,443.0,2047.0,7272.26,1129964.0,979848.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6378215.0,1.0,0.0,2.0
新北市新店區青潭里,新北市,65000060,新店區,65000060-030,青潭里,5555,93.62,4329.61,28.5,12.93,15.57,120.39,559,4323,673,30,272,1453,699,1562,580,355,13,32,2381,2359,538,13,-104,2259,96111.0,582.0,513.0,321.0,720.0,433.37,1451039.0,1245830.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1574919.0,0.0,0.0,0.0
新北市新店區頂城里,新北市,65000060,新店區,65000060-012,頂城里,1769,111.35,3033.4,36.39,11.57,24.83,214.67,150,1297,322,3,52,322,160,595,269,194,3,21,747,678,215,-1,19,715,626612.0,1043.0,700.0,430.0,1216.0,1162.66,266239.0,215696.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,894925.0,1.0,0.0,1.0
新北市新店區香坡里,新北市,65000060,新店區,65000060-060,香坡里,10707,94.46,10489.84,27.33,13.08,14.25,108.91,1100,8409,1198,88,759,3024,1469,3028,766,440,9,24,4265,4985,1069,35,56,4667,979746.0,891.0,627.0,366.0,1126.0,938.23,3606771.0,2879882.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1469142.0,0.0,0.0,0.0
新北市新店區龜山里,新北市,65000060,新店區,65000060-027,龜山里,1763,103.11,220.01,36.77,8.84,27.93,315.79,114,1289,360,4,69,356,164,519,284,214,18,21,692,734,206,-13,-19,704,131397.0,674.0,473.0,305.0,765.0,1365.89,320632.0,251734.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7699162.0,0.0,0.0,2.0
新北市新莊區中信里,新北市,65000050,新莊區,65000050-054,中信里,9324,94.33,87357.36,33.2,23.99,9.21,38.42,1679,7000,645,22,380,2168,1027,2338,1144,524,6,36,4470,3951,617,52,22,3153,567411.0,663.0,521.0,356.0,830.0,565.97,2301511.0,1982558.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,115440.0,0.0,0.0,0.0
新北市新莊區中全里,新北市,65000050,新莊區,65000050-058,中全里,3786,101.7,76396.88,29.08,15.34,13.74,89.56,450,2933,403,7,136,794,345,1148,507,358,15,26,1725,1614,290,13,-31,1301,1220528.0,903.0,614.0,363.0,1137.0,956.37,757318.0,641699.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,46667.0,1.0,0.0,0.0
新北市新莊區中原里,新北市,65000050,新莊區,65000050-053,中原里,10983,93.16,14296.41,26.23,17.56,8.67,49.35,1528,8701,754,42,574,2774,1230,2878,1289,613,13,42,5134,4749,727,61,251,4192,700105.0,657.0,523.0,328.0,828.0,526.9,3460518.0,2628195.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,763578.0,0.0,0.0,1.0
新北市新莊區中和里,新北市,65000050,新莊區,65000050-014,中和里,4851,95.92,52016.99,35.54,15.87,19.67,123.94,568,3579,704,16,211,1085,468,1258,631,553,12,49,2158,2050,376,9,-59,1710,1501654.0,882.0,603.0,379.0,1055.0,1714.31,1092928.0,861726.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,93795.0,1.0,3.0,0.0
新北市新莊區中宏里,新北市,65000050,新莊區,65000050-057,中宏里,3911,96.63,79855.44,29.59,16.14,13.45,83.37,487,3018,406,9,193,965,353,999,551,312,5,37,1834,1671,256,23,-31,1369,912663.0,1030.0,663.0,394.0,1178.0,1892.31,944557.0,792059.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,35095.0,0.0,0.0,0.0
新北市新莊區中平里,新北市,65000050,新莊區,65000050-075,中平里,9523,86.18,74151.65,31.99,24.63,7.36,29.88,1777,7215,531,31,544,2385,1234,2517,705,317,0,13,4651,4011,614,21,20,3466,531580.0,786.0,568.0,359.0,969.0,715.35,2847822.0,2317989.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,129182.0,0.0,0.0,1.0
新北市新莊區中泰里,新北市,65000050,新莊區,65000050-017,中泰里,4752,97.01,69280.23,39.27,18.35,20.93,114.06,626,3412,714,13,160,932,421,1420,595,528,11,46,2106,2002,367,7,-5,1793,705353.0,696.0,544.0,349.0,861.0,585.54,870267.0,745178.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,71523.0,1.0,2.0,0.0
新北市新莊區中港里,新北市,65000050,新莊區,65000050-023,中港里,6812,93.25,69449.97,33.33,20.79,12.55,60.36,1062,5109,641,20,346,1658,740,1656,860,441,4,25,3240,2898,436,36,-53,2204,1837235.0,766.0,589.0,368.0,952.0,660.05,1722336.0,1322972.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,89587.0,1.0,0.0,0.0
新北市新莊區中美里,新北市,65000050,新莊區,65000050-011,中美里,6270,93.46,42486.87,38.38,20.7,17.68,85.39,938,4531,801,19,305,1396,647,1679,680,560,8,38,2944,2598,456,20,-84,2238,858836.0,690.0,523.0,337.0,872.0,575.18,1378106.0,1082260.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,144875.0,1.0,3.0,1.0
新北市新莊區中華里,新北市,65000050,新莊區,65000050-051,中華里,3036,95.62,52986.14,30.92,17.59,13.32,75.74,408,2319,309,17,162,716,349,815,329,227,3,10,1355,1361,208,4,17,1204,3072460.0,954.0,645.0,391.0,1161.0,1109.99,935480.0,704047.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,65177.0,1.0,2.0,0.0
新北市新莊區中誠里,新北市,65000050,新莊區,65000050-020,中誠里,2295,98.02,61619.01,38.17,18.42,19.75,107.19,306,1661,328,6,82,477,219,581,335,264,3,22,1010,997,168,2,-40,872,404956.0,607.0,476.0,317.0,727.0,510.47,862223.0,428197.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,42553.0,1.0,0.0,0.0
新北市新莊區中隆里,新北市,65000050,新莊區,65000050-052,中隆里,4890,93.51,20509.85,31.49,21.78,9.71,44.57,810,3719,361,17,234,1156,522,1272,522,322,9,26,2294,2065,348,14,-10,1795,2249325.0,846.0,633.0,383.0,1072.0,734.49,1240961.0,1016943.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,182309.0,1.0,0.0,0.0
新北市新莊區丹鳳里,新北市,65000050,新莊區,65000050-043,丹鳳里,9087,95.13,3780.78,30.43,20.25,10.18,50.25,1411,6967,709,26,362,1879,951,2803,993,614,13,35,4149,3791,807,44,532,3428,1223093.0,747.0,556.0,348.0,924.0,664.37,2148164.0,1802035.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2470205.0,0.0,0.0,0.0
新北市新莊區仁愛里,新北市,65000050,新莊區,65000050-028,仁愛里,2821,93.62,32168.31,34.46,14.92,19.54,130.99,313,2098,410,3,81,535,273,768,414,388,7,39,1240,1194,236,0,-37,1046,2698644.0,952.0,681.0,410.0,1207.0,1114.77,476868.0,420963.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,57436.0,1.0,0.0,0.0
新北市新莊區仁義里,新北市,65000050,新莊區,65000050-061,仁義里,3884,100.93,66752.6,33.42,15.56,17.86,114.79,453,2911,520,8,115,728,363,1085,662,436,5,29,1698,1620,350,5,-85,1434,893884.0,712.0,559.0,362.0,878.0,641.62,725297.0,631698.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,54541.0,1.0,0.0,0.0
新北市新莊區信義里,新北市,65000050,新莊區,65000050-030,信義里,5809,93.25,61246.01,33.42,19.18,14.24,74.25,835,4354,620,12,209,1223,639,1640,717,497,2,35,2618,2487,445,33,-90,2079,1435520.0,787.0,608.0,378.0,970.0,705.61,1280489.0,1072423.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,115861.0,1.0,0.0,1.0
新北市新莊區光和里,新北市,65000050,新莊區,65000050-084,光和里,3003,92.87,82022.29,28.55,18.92,9.63,50.9,442,2336,225,5,83,606,270,864,488,220,6,19,1425,1245,232,16,16,966,989470.0,775.0,534.0,357.0,886.0,1267.08,511625.0,442506.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,38649.0,1.0,0.0,0.0
新北市新莊區光明里,新北市,65000050,新莊區,65000050-044,光明里,5073,94.07,33374.12,32.63,23.58,9.05,38.36,902,3825,346,2,140,1018,468,1462,730,332,2,17,2498,2061,349,21,56,1604,3237336.0,942.0,679.0,400.0,1166.0,1060.23,1027009.0,861862.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,142755.0,1.0,0.0,1.0
新北市新莊區光榮里,新北市,65000050,新莊區,65000050-041,光榮里,4851,95.29,58983.03,33.05,22.76,10.29,45.18,830,3646,375,9,136,1000,469,1354,670,353,5,25,2346,1964,361,23,-73,1543,846620.0,653.0,511.0,338.0,817.0,550.78,957394.0,812489.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,61544.0,1.0,0.0,0.0
新北市新莊區光正里,新北市,65000050,新莊區,65000050-083,光正里,4867,97.85,77149.88,34.45,25.3,9.14,36.14,916,3620,331,12,150,1029,435,1354,663,297,1,10,2423,1973,333,23,-60,1614,2501.0,834.0,914.0,566.0,1142.0,579.62,1013032.0,839243.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,65664.0,1.0,0.0,0.0
新北市新莊區光華里,新北市,65000050,新莊區,65000050-038,光華里,8004,96.22,50751.7,34.03,24.3,9.73,40.04,1451,5972,581,14,263,1527,744,2246,1201,518,6,34,3843,3270,629,27,18,2729,1439042.0,744.0,552.0,347.0,887.0,914.91,1700730.0,1340441.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,97216.0,0.0,0.0,0.0
新北市新莊區全安里,新北市,65000050,新莊區,65000050-004,全安里,4742,93.87,55882.91,36.85,18.33,18.53,101.1,635,3465,642,25,263,1017,585,1291,483,415,7,21,2134,2068,309,14,-19,1806,997613.0,905.0,587.0,352.0,1051.0,2319.06,1247043.0,998249.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,79399.0,1.0,3.0,1.0
新北市新莊區全泰里,新北市,65000050,新莊區,65000050-060,全泰里,5323,96.86,62763.83,40.56,19.3,21.26,110.12,731,3787,805,26,344,1423,630,1258,506,374,7,24,2393,2457,267,19,-25,1942,2106350.0,1012.0,649.0,383.0,1172.0,2122.86,1640582.0,1282651.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,78096.0,1.0,3.0,0.0
新北市新莊區八德里,新北市,65000050,新莊區,65000050-012,八德里,3274,94.53,55581.96,30.33,15.01,15.33,102.12,377,2512,385,6,91,667,305,972,525,307,1,23,1496,1346,293,20,-35,1203,943639.0,749.0,559.0,356.0,959.0,670.44,627089.0,530623.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,54100.0,1.0,0.0,0.0
新北市新莊區化成里,新北市,65000050,新莊區,65000050-036,化成里,3695,100.27,8196.08,31.87,16.95,14.92,88.0,475,2802,418,13,195,878,396,954,435,325,8,16,1645,1665,233,20,-11,1357,1095157.0,835.0,582.0,356.0,1042.0,1037.73,1061453.0,711010.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,540461.0,1.0,3.0,0.0
新北市新莊區南港里,新北市,65000050,新莊區,65000050-027,南港里,5510,96.65,60321.42,25.43,14.61,10.81,73.99,642,4393,475,14,232,1251,554,1624,744,425,6,18,2503,2352,439,31,-79,1969,629648.0,678.0,531.0,354.0,820.0,594.96,1250791.0,1059755.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,115059.0,0.0,0.0,1.0
新北市新莊區合鳳里,新北市,65000050,新莊區,65000050-046,合鳳里,4804,100.75,69474.17,31.72,17.88,13.85,77.45,652,3647,505,4,137,982,430,1335,803,442,4,15,2154,2011,414,18,-66,1677,1143865.0,729.0,551.0,357.0,906.0,586.86,851865.0,734080.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,73071.0,0.0,0.0,0.0
新北市新莊區和平里,新北市,65000050,新莊區,65000050-033,和平里,4986,97.23,26625.65,28.14,15.34,12.8,83.42,597,3891,498,12,187,1212,571,1364,557,464,9,13,2280,2166,341,25,-62,1754,1694683.0,971.0,637.0,392.0,1193.0,1454.31,1144921.0,959160.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,96272.0,1.0,0.0,1.0
新北市新莊區四維里,新北市,65000050,新莊區,65000050-055,四維里,4900,94.14,64601.19,29.46,14.87,14.58,98.05,563,3785,552,3,150,969,448,1435,831,456,5,40,2176,2025,466,3,0,1840,686951.0,792.0,537.0,326.0,930.0,905.41,898044.0,731494.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,81363.0,1.0,0.0,1.0
新北市新莊區國泰里,新北市,65000050,新莊區,65000050-003,國泰里,1616,103.78,7236.8,41.01,16.84,24.17,143.52,193,1146,277,6,57,315,159,450,207,212,3,14,730,687,89,-6,-20,575,1186282.0,877.0,633.0,369.0,1129.0,793.61,357851.0,253856.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,223911.0,1.0,3.0,1.0
新北市新莊區富國里,新北市,65000050,新莊區,65000050-024,富國里,2453,100.08,38238.5,28.16,13.06,15.1,115.6,250,1914,289,4,99,501,216,680,451,233,0,19,1097,1023,213,13,-68,905,1204122.0,721.0,540.0,352.0,883.0,622.89,469788.0,394657.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,60875.0,0.0,0.0,0.0
新北市新莊區富民里,新北市,65000050,新莊區,65000050-078,富民里,3932,98.19,46204.47,22.95,13.26,9.69,73.11,424,3198,310,7,155,927,368,1198,574,262,2,15,1787,1659,318,28,-81,1453,525562.0,753.0,581.0,366.0,946.0,616.18,802285.0,683566.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,63273.0,0.0,0.0,0.0
新北市新莊區幸福里,新北市,65000050,新莊區,65000050-047,幸福里,4567,93.11,81594.37,34.24,16.78,17.46,104.03,571,3402,594,12,164,878,435,1195,756,508,10,38,2022,1936,376,14,-98,1646,1261098.0,782.0,563.0,356.0,929.0,782.03,836863.0,735479.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,52307.0,1.0,0.0,0.0
新北市新莊區建安里,新北市,65000050,新莊區,65000050-070,建安里,6960,93.28,17975.25,24.4,15.08,9.31,61.73,844,5595,521,29,325,1720,772,1982,838,416,7,27,3206,3019,492,29,27,2510,2272550.0,1090.0,713.0,415.0,1366.0,1262.53,1735685.0,1476907.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,357347.0,1.0,2.0,0.0
新北市新莊區建福里,新北市,65000050,新莊區,65000050-056,建福里,2596,100.31,52887.85,27.13,12.83,14.3,111.45,262,2042,292,8,110,590,236,737,447,198,0,8,1132,1178,178,5,-50,910,1113981.0,914.0,656.0,382.0,1114.0,924.75,558558.0,482420.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,38326.0,1.0,0.0,0.0
新北市新莊區後德里,新北市,65000050,新莊區,65000050-069,後德里,3132,100.0,45867.93,23.02,11.98,11.04,92.13,305,2546,281,9,171,866,355,841,381,185,5,14,1403,1442,174,18,-16,1093,486041.0,707.0,548.0,369.0,827.0,602.83,929139.0,746641.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,55812.0,1.0,0.0,0.0
新北市新莊區後港里,新北市,65000050,新莊區,65000050-009,後港里,7351,94.47,79078.72,23.59,13.32,10.27,77.15,792,5948,611,20,332,1917,751,2018,1057,429,11,24,3427,3166,493,29,-82,2549,794248.0,1036.0,678.0,387.0,1281.0,1090.62,1761209.0,1470205.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,93014.0,1.0,0.0,0.0
新北市新莊區忠孝里,新北市,65000050,新莊區,65000050-007,忠孝里,5009,96.74,29409.87,36.82,17.15,19.67,114.65,628,3661,720,24,263,1151,610,1339,555,417,4,18,2283,2125,321,7,-113,1891,846651.0,1287.0,560.0,365.0,962.0,9304.91,1272492.0,1029985.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,167742.0,1.0,3.0,2.0
新北市新莊區思源里,新北市,65000050,新莊區,65000050-025,思源里,5700,94.87,13995.46,35.55,18.1,17.46,96.45,761,4205,734,16,259,1229,602,1542,685,561,6,39,2552,2489,368,13,-62,2115,1551371.0,1013.0,663.0,379.0,1289.0,1075.47,1376334.0,1059289.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,317891.0,1.0,3.0,0.0
