,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,人口數,性比例,人口密度,扶養比,扶幼比,扶老比,老化指數,0-14歲人口數,15-64歲人口數,65歲以上人口數,15歲以上博士人口數,15歲以上碩士人口數,15歲以上大學院校人口數,15歲以上專科人口數,15歲以上高中職人口數,15歲以上國中初職人口數,15歲以上小學人口數,15歲以上自修人口數,15歲以上不識字人口數,15歲以上未婚人口數,15歲以上有偶人口數,15歲以上離婚人口數,自然增加人數,社會增加人數,總戶數,綜合所得總額,綜合所得平均數,綜合所得中位數,綜合所得第一分位數,綜合所得第三分位數,綜合所得標準差,各類所得金額合計,各類所得金額薪資所得,107green,m107300,m107300s,m107500,m107500s,fire,police,primary,secondary,gym,area,名稱,multiHospital,1
新北市永和區民生里,新北市,65000040,永和區,65000040-049,民生里,4240,88.61,72379.65,48.36,21.8,26.56,121.83,623,2858,759,33,267,1078,526,1083,326,284,7,13,1895,1828,292,-5,-41,1566,1135234.0,935.0,658.0,388.0,1152.0,1039.07,1135282.0,907180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,57419.0,0.0,0.0,0.0
新北市永和區水源里,新北市,65000040,永和區,65000040-026,水源里,4165,89.84,50905.05,43.62,17.28,26.34,152.5,501,2900,764,36,317,1279,569,992,254,200,6,11,1819,1853,266,6,-54,1667,1252369.0,983.0,702.0,389.0,1242.0,960.07,1256330.0,992214.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,79122.0,1.0,2.0,0.0
新北市永和區永元里,新北市,65000040,永和區,65000040-011,永元里,4964,86.48,62649.08,45.53,19.32,26.21,135.66,659,3411,894,32,389,1418,610,1172,355,310,3,16,2180,2210,321,11,-53,1949,1533473.0,987.0,703.0,387.0,1260.0,987.7,1533542.0,1228475.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,74379.0,1.0,2.0,0.0
新北市永和區永安里,新北市,65000040,永和區,65000040-015,永安里,4301,86.27,78204.27,37.94,15.81,22.13,139.96,493,3118,690,53,468,1402,521,909,249,192,6,8,1863,1936,276,2,21,1822,1625771.0,1176.0,774.0,413.0,1441.0,1392.71,1626505.0,1319044.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,53996.0,1.0,2.0,0.0
新北市永和區永成里,新北市,65000040,永和區,65000040-009,永成里,1000,96.46,3231.78,43.68,11.35,32.33,284.81,79,696,225,3,27,204,88,330,123,110,11,25,395,399,104,-7,-34,432,173237.0,747.0,537.0,316.0,891.0,771.07,173285.0,140062.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,35839.0,1.0,0.0,0.0
新北市永和區永樂里,新北市,65000040,永和區,65000040-061,永樂里,2546,83.96,53716.48,37.99,16.75,21.25,126.86,309,1845,392,14,219,730,351,614,172,125,6,6,1150,1064,200,-5,-10,1134,738798.0,970.0,679.0,381.0,1303.0,913.9,753803.0,581081.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,49226.0,1.0,2.0,0.0
新北市永和區永福里,新北市,65000040,永和區,65000040-007,永福里,2863,92.28,57771.86,43.58,14.59,28.99,198.63,291,1994,578,33,281,873,370,663,187,154,2,9,1191,1287,212,-5,-7,1156,994561.0,1109.0,723.0,407.0,1326.0,1760.7,995493.0,792158.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,46819.0,1.0,2.0,0.0
新北市永和區永興里,新北市,65000040,永和區,65000040-054,永興里,3300,89.22,48727.91,51.17,18.19,32.98,181.36,397,2183,720,34,245,1017,418,774,205,192,5,13,1427,1425,218,-14,-28,1324,950950.0,966.0,672.0,389.0,1183.0,1010.59,950955.0,697517.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,68257.0,1.0,2.0,0.0
新北市永和區永貞里,新北市,65000040,永和區,65000040-006,永貞里,3540,88.8,46297.51,46.58,15.82,30.77,194.5,382,2415,743,31,311,1068,454,823,264,185,4,18,1485,1572,274,-12,-52,1432,1099956.0,983.0,709.0,399.0,1256.0,1119.46,1100199.0,830942.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,76814.0,1.0,2.0,1.0
新北市永和區河堤里,新北市,65000040,永和區,65000040-028,河堤里,3465,90.7,21216.02,39.61,16.36,23.25,142.12,406,2482,577,46,375,1041,438,742,207,197,2,11,1430,1608,248,11,36,1552,1401619.0,1236.0,816.0,456.0,1519.0,1392.69,1403478.0,1138790.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,53884.0,1.0,0.0,0.0
新北市永和區河濱里,新北市,65000040,永和區,65000040-048,河濱里,3282,95.59,13127.16,41.22,15.92,25.3,158.92,370,2324,588,23,287,944,380,806,237,212,4,19,1417,1412,268,2,-73,1330,1080368.0,1120.0,726.0,418.0,1306.0,1639.41,1081459.0,898593.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,52911.0,1.0,2.0,0.0
新北市永和區潭墘里,新北市,65000040,永和區,65000040-030,潭墘里,4749,83.5,43345.72,43.21,19.57,23.64,120.8,649,3316,784,50,454,1518,609,966,254,227,4,18,2093,2098,290,0,-58,1936,1706161.0,1161.0,751.0,410.0,1504.0,1491.04,1765023.0,1325436.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,111620.0,1.0,2.0,1.0
新北市永和區潭安里,新北市,65000040,永和區,65000040-031,潭安里,5029,92.61,61488.99,43.03,18.8,24.23,128.9,661,3516,852,47,451,1516,655,1086,327,268,2,16,2223,2201,335,0,-34,1998,1545659.0,1002.0,718.0,394.0,1283.0,1147.94,1546127.0,1221956.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,77322.0,1.0,0.0,0.0
新北市永和區福和里,新北市,65000040,永和區,65000040-038,福和里,5350,89.05,58015.96,41.24,16.82,24.42,145.21,637,3788,925,60,584,1779,708,1107,265,201,2,7,2248,2449,402,2,-53,2325,2180635.0,1156.0,761.0,409.0,1457.0,1690.13,2181584.0,1644983.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,93519.0,1.0,2.0,0.0
新北市永和區福林里,新北市,65000040,永和區,65000040-001,福林里,3522,92.78,55374.75,47.43,16.87,30.56,181.14,403,2389,730,28,276,1029,471,833,234,230,6,12,1521,1503,268,-11,-27,1444,939832.0,922.0,646.0,362.0,1161.0,908.39,939873.0,743998.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,64850.0,1.0,2.0,0.0
新北市永和區秀元里,新北市,65000040,永和區,65000040-060,秀元里,3210,91.53,62833.99,49.72,20.1,29.62,147.33,431,2144,635,25,252,936,402,728,210,211,5,10,1382,1419,217,-4,-25,1240,923939.0,980.0,677.0,386.0,1180.0,1084.05,925628.0,723223.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,51678.0,0.0,0.0,0.0
新北市永和區秀和里,新北市,65000040,永和區,65000040-047,秀和里,5140,90.94,30663.32,39.45,16.2,23.25,143.55,597,3686,857,45,448,1622,612,1181,350,263,7,15,2272,2262,352,16,-72,2068,1823468.0,1112.0,713.0,413.0,1354.0,1661.26,1824304.0,1434781.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,172676.0,1.0,2.0,2.0
新北市永和區秀得里,新北市,65000040,永和區,65000040-050,秀得里,2826,93.16,68203.21,42.08,20.41,21.67,106.16,406,1989,431,21,193,784,343,684,230,153,4,8,1248,1260,189,8,-6,1072,834759.0,984.0,709.0,409.0,1197.0,1385.52,842926.0,686729.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,42449.0,0.0,0.0,0.0
新北市永和區秀成里,新北市,65000040,永和區,65000040-021,秀成里,3011,95.9,8642.34,42.5,15.0,27.5,183.28,317,2113,581,22,221,836,359,761,278,199,4,14,1262,1323,243,0,-51,1192,810071.0,906.0,647.0,385.0,1124.0,1203.01,810197.0,668809.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,61061.0,0.0,0.0,0.0
新北市永和區秀朗里,新北市,65000040,永和區,65000040-020,秀朗里,4098,95.33,49740.86,41.6,17.55,24.05,137.01,508,2894,696,22,254,1023,462,1144,375,282,9,19,1785,1760,349,0,-84,1580,1038112.0,891.0,639.0,382.0,1112.0,1171.81,1050421.0,880573.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,82314.0,0.0,0.0,0.0
新北市永和區秀林里,新北市,65000040,永和區,65000040-012,秀林里,4000,94.84,49111.69,44.04,21.1,22.94,108.7,586,2777,637,42,318,1137,459,907,304,234,6,7,1780,1746,272,-1,63,1578,1127327.0,956.0,663.0,379.0,1196.0,984.6,1132717.0,938209.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,80623.0,1.0,0.0,0.0
新北市永和區竹林里,新北市,65000040,永和區,65000040-023,竹林里,3826,89.88,37440.8,45.09,15.81,29.28,185.13,417,2637,772,30,303,1116,511,905,278,242,10,14,1618,1644,302,-11,8,1556,1152883.0,951.0,706.0,410.0,1216.0,856.82,1152911.0,924552.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,69908.0,1.0,2.0,0.0
新北市永和區網溪里,新北市,65000040,永和區,65000040-052,網溪里,1245,98.88,6459.08,44.94,16.18,28.75,177.7,139,859,247,8,86,340,155,320,88,99,2,8,535,527,110,-6,0,511,335035.0,944.0,690.0,414.0,1218.0,951.52,335051.0,269153.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,33196.0,1.0,0.0,0.0
新北市永和區豫溪里,新北市,65000040,永和區,65000040-003,豫溪里,4921,106.24,60150.1,40.84,10.22,30.62,299.72,357,3494,1070,38,294,1310,675,1452,493,272,11,19,2110,1775,759,-28,11,2668,1197128.0,1022.0,699.0,383.0,1325.0,1087.86,1197343.0,941778.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,75382.0,1.0,2.0,0.0
新北市永和區雙和里,新北市,65000040,永和區,65000040-024,雙和里,4096,83.76,55532.96,41.34,17.56,23.78,135.36,509,2898,689,40,339,1280,489,938,251,234,4,12,1822,1761,307,1,-25,1719,1340064.0,1048.0,772.0,433.0,1323.0,941.75,1340639.0,1069988.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,71868.0,1.0,0.0,0.0
新北市永和區頂溪里,新北市,65000040,永和區,65000040-029,頂溪里,2540,87.59,47857.71,41.19,13.56,27.63,203.69,244,1799,497,23,234,741,308,609,201,161,2,17,1037,1162,171,-6,-18,1084,846378.0,1008.0,697.0,387.0,1301.0,1065.51,846252.0,666755.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50236.0,1.0,0.0,1.0
新北市汐止區中興里,新北市,65000110,汐止區,65000110-026,中興里,7736,94.13,18460.8,22.62,8.59,14.03,163.28,542,6309,885,26,384,1988,968,2217,940,620,9,42,3235,3307,792,9,157,3578,2269680.0,836.0,592.0,367.0,1007.0,827.92,2283467.0,1872398.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,348149.0,0.0,0.0,1.0
新北市汐止區仁德里,新北市,65000110,汐止區,65000110-028,仁德里,1773,94.41,38683.92,34.52,10.09,24.43,242.11,133,1318,322,3,71,425,209,485,215,216,2,14,743,751,128,-4,45,782,443786.0,779.0,590.0,391.0,961.0,668.05,462826.0,384271.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,46351.0,1.0,0.0,0.0
新北市汐止區保安里,新北市,65000110,汐止區,65000110-011,保安里,1714,99.3,1246.03,33.28,12.6,20.68,164.2,162,1286,266,4,40,380,159,480,258,200,3,28,732,742,123,-10,19,643,343952.0,678.0,544.0,358.0,830.0,546.5,343952.0,283882.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1181355.0,1.0,0.0,1.0
新北市汐止區保新里,新北市,65000110,汐止區,65000110-050,保新里,2944,95.87,2852.52,25.12,10.11,15.0,148.32,238,2353,353,7,124,727,395,891,334,208,1,19,1261,1107,417,-2,9,1410,685907.0,713.0,591.0,384.0,921.0,533.6,685907.0,617596.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1227796.0,0.0,0.0,1.0
新北市汐止區保長里,新北市,65000110,汐止區,65000110-012,保長里,4700,99.58,4400.55,31.51,16.79,14.72,87.67,600,3574,526,12,176,1084,542,1285,556,396,8,41,1984,2071,418,29,31,1994,1235669.0,827.0,651.0,410.0,1069.0,664.5,1235669.0,1111927.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,926278.0,0.0,0.0,1.0
新北市汐止區信望里,新北市,65000110,汐止區,65000110-004,信望里,346,112.27,9655.9,50.43,7.39,43.04,582.35,17,230,99,3,18,86,47,85,41,48,1,0,126,165,24,-5,0,167,84011.0,857.0,633.0,370.0,1207.0,800.18,109293.0,58135.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,36627.0,1.0,0.0,0.0
新北市汐止區八連里,新北市,65000110,汐止區,65000110-017,八連里,1056,120.0,189.58,35.56,11.17,24.39,218.39,87,779,190,1,24,211,90,318,184,129,2,10,418,468,105,1,4,471,189538.0,654.0,546.0,323.0,810.0,534.58,189538.0,153404.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4344858.0,0.0,0.0,0.0
新北市汐止區北山里,新北市,65000110,汐止區,65000110-020,北山里,5587,89.65,14746.91,25.95,8.7,17.25,198.19,386,4436,765,21,297,1582,734,1527,608,395,8,29,2289,2519,496,0,-16,2612,1667689.0,864.0,617.0,371.0,1064.0,852.15,1667965.0,1399256.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,408287.0,0.0,0.0,0.0
新北市汐止區北峰里,新北市,65000110,汐止區,65000110-019,北峰里,4637,103.2,20818.37,29.63,11.69,17.95,153.59,418,3577,642,16,159,1072,525,1321,620,467,6,33,1969,2013,382,3,95,1881,1107116.0,745.0,566.0,369.0,920.0,668.48,1107607.0,962523.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,283292.0,0.0,0.0,1.0
新北市汐止區厚德里,新北市,65000110,汐止區,65000110-029,厚德里,7547,97.72,34846.41,25.03,12.31,12.72,103.36,743,6036,768,17,297,1814,897,2310,912,513,12,32,3314,3151,749,11,-94,3052,1946778.0,838.0,635.0,410.0,1088.0,723.06,1947017.0,1736570.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,202140.0,0.0,0.0,2.0
新北市汐止區城中里,新北市,65000110,汐止區,65000110-048,城中里,4706,88.32,36960.82,30.61,15.32,15.29,99.82,552,3603,551,24,297,1245,730,1297,280,251,1,29,2016,2070,402,7,-68,1991,1529859.0,1010.0,763.0,442.0,1320.0,887.46,1530840.0,1331885.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,126196.0,1.0,0.0,0.0
新北市汐止區大同里,新北市,65000110,汐止區,65000110-041,大同里,2917,90.03,34019.87,30.17,13.61,16.56,121.64,305,2241,371,10,161,768,365,807,296,187,3,15,1273,1205,300,-1,7,1288,836507.0,892.0,635.0,385.0,1106.0,849.63,836508.0,696433.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,62603.0,1.0,0.0,0.0
新北市汐止區宜興里,新北市,65000110,汐止區,65000110-025,宜興里,3020,88.04,21260.87,40.27,10.08,30.19,299.54,217,2153,650,36,232,825,360,721,329,270,3,27,1131,1428,230,4,9,1472,1060925.0,1043.0,710.0,390.0,1205.0,1368.52,1063291.0,838266.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,135756.0,0.0,0.0,0.0
新北市汐止區山光里,新北市,65000110,汐止區,65000110-040,山光里,2813,94.54,5920.92,26.09,12.73,13.36,104.93,284,2231,298,7,85,609,327,934,344,208,6,9,1225,1153,305,7,40,1178,672890.0,834.0,620.0,402.0,999.0,809.3,672891.0,601450.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,593149.0,0.0,0.0,0.0
新北市汐止區崇德里,新北市,65000110,汐止區,65000110-042,崇德里,5308,97.03,10632.57,33.0,18.09,14.91,82.41,722,3991,595,26,295,1401,652,1335,477,359,4,37,2438,2196,428,-3,-20,2117,1433196.0,882.0,643.0,387.0,1143.0,808.78,1433203.0,1241940.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,694174.0,1.0,0.0,1.0
新北市汐止區康福里,新北市,65000110,汐止區,65000110-036,康福里,5159,87.94,34859.05,22.02,9.6,12.42,129.31,406,4228,525,32,321,1413,749,1511,429,283,3,12,2090,2277,596,16,14,2672,1793526.0,965.0,723.0,425.0,1209.0,952.08,1799417.0,1563555.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,129303.0,0.0,0.0,1.0
新北市汐止區建成里,新北市,65000110,汐止區,65000110-047,建成里,5471,86.28,25479.93,31.07,17.82,13.25,74.33,744,4174,553,30,331,1535,812,1338,370,287,8,16,2349,2409,484,20,77,2383,1821408.0,987.0,750.0,437.0,1302.0,870.71,1828607.0,1607037.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,219967.0,1.0,0.0,0.0
新北市汐止區復興里,新北市,65000110,汐止區,65000110-008,復興里,7259,85.6,17302.24,31.36,15.44,15.92,103.17,853,5526,880,57,633,2229,1057,1609,447,347,2,25,3020,3372,558,8,-36,3314,3105733.0,1201.0,801.0,441.0,1557.0,1265.96,3126324.0,2597305.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,187122.0,1.0,0.0,0.0
新北市汐止區忠孝里,新北市,65000110,汐止區,65000110-030,忠孝里,8234,91.85,22024.94,25.04,10.46,14.58,139.33,689,6585,960,38,408,2227,1004,2338,924,562,13,31,3558,3532,755,20,75,3750,2454671.0,889.0,646.0,399.0,1116.0,871.73,2473406.0,2106567.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,432008.0,0.0,0.0,1.0
新北市汐止區忠山里,新北市,65000110,汐止區,65000110-037,忠山里,3430,91.94,5560.18,31.97,7.16,24.82,346.77,186,2599,645,61,416,1299,457,677,187,139,3,5,1270,1816,175,-13,-26,1584,1866247.0,1434.0,781.0,423.0,1718.0,2389.0,1919203.0,1312377.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,535647.0,0.0,0.0,1.0
新北市汐止區拱北里,新北市,65000110,汐止區,65000110-015,拱北里,5226,102.56,2306.06,29.1,12.82,16.28,126.97,519,4048,659,9,156,1112,524,1684,734,455,4,29,2249,2110,580,2,5,2135,1001066.0,700.0,547.0,370.0,861.0,615.37,1001066.0,885345.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2139583.0,1.0,0.0,1.0
新北市汐止區文化里,新北市,65000110,汐止區,65000110-032,文化里,4514,93.15,2701.7,29.9,15.6,14.3,91.7,542,3475,497,18,277,1143,562,1145,469,333,3,22,1929,1979,379,3,20,1845,1448534.0,990.0,688.0,416.0,1280.0,965.71,1449069.0,1237068.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,505836.0,0.0,0.0,1.0
新北市汐止區新昌里,新北市,65000110,汐止區,65000110-007,新昌里,5804,95.49,40154.14,37.41,17.19,20.22,117.63,726,4224,854,25,361,1459,668,1459,537,503,10,56,2546,2486,438,17,-40,2346,1656430.0,916.0,666.0,401.0,1167.0,874.01,1656527.0,1377272.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,147001.0,1.0,0.0,0.0
新北市汐止區智慧里,新北市,65000110,汐止區,65000110-003,智慧里,4788,86.38,7550.3,28.99,13.42,15.57,116.06,498,3712,578,33,355,1488,657,1147,339,241,9,21,2027,2075,461,9,26,2223,1682457.0,1028.0,720.0,395.0,1275.0,1075.57,1682521.0,1399619.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,509800.0,1.0,0.0,1.0
新北市汐止區東勢里,新北市,65000110,汐止區,65000110-039,東勢里,4181,95.83,1906.09,31.89,10.54,21.36,202.69,334,3170,677,86,438,1315,578,888,289,243,2,8,1576,2058,347,-17,34,2046,2069863.0,1339.0,835.0,442.0,1662.0,1732.9,2220411.0,1616490.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1160121.0,0.0,0.0,0.0
新北市汐止區東山里,新北市,65000110,汐止區,65000110-023,東山里,634,109.24,55.66,35.76,13.28,22.48,169.35,62,467,105,2,26,114,47,169,116,92,0,6,242,302,59,-1,16,286,123155.0,724.0,537.0,323.0,951.0,683.33,123155.0,93761.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10867471.0,0.0,0.0,1.0
新北市汐止區樟樹里,新北市,65000110,汐止區,65000110-018,樟樹里,2215,113.6,2406.61,32.0,10.19,21.81,214.04,171,1678,366,4,77,464,243,659,308,260,5,24,898,923,250,-8,25,960,482040.0,721.0,567.0,372.0,869.0,597.76,482166.0,403222.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,975157.0,0.0,0.0,0.0
新北市汐止區橋東里,新北市,65000110,汐止區,65000110-005,橋東里,3126,90.03,24520.72,36.03,19.71,16.32,82.78,453,2298,375,9,134,748,377,836,310,241,5,13,1423,1290,263,5,-19,1243,833788.0,866.0,643.0,379.0,1097.0,786.57,833788.0,700397.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,107235.0,1.0,0.0,0.0
新北市汐止區橫科里,新北市,65000110,汐止區,65000110-022,橫科里,4650,96.7,2626.54,32.63,9.58,23.05,240.48,336,3506,808,32,247,1078,563,1185,611,552,9,37,1871,2082,389,-25,60,2116,1221255.0,851.0,611.0,393.0,1039.0,769.09,1221259.0,1052309.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1926416.0,1.0,0.0,1.0
新北市汐止區江北里,新北市,65000110,汐止區,65000110-014,江北里,6285,105.33,4218.17,28.95,13.09,15.86,121.16,638,4874,773,19,200,1417,703,2012,729,523,6,38,2723,2657,603,7,-27,2551,1482249.0,778.0,579.0,386.0,953.0,690.01,1493197.0,1292754.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1385818.0,1.0,0.0,0.0
新北市汐止區湖光里,新北市,65000110,汐止區,65000110-027,湖光里,5956,92.88,14359.9,26.21,10.24,15.98,156.11,483,4719,754,45,428,1804,883,1559,413,314,7,20,2347,2822,527,16,103,2881,2328196.0,1090.0,758.0,429.0,1350.0,1223.16,2338061.0,1835752.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,831745.0,0.0,0.0,0.0
新北市汐止區湖興里,新北市,65000110,汐止區,65000110-043,湖興里,6413,97.87,5513.12,28.23,9.7,18.54,191.13,485,5001,927,66,451,2008,968,1657,451,308,3,16,2465,3105,568,-3,-13,2965,2471102.0,1113.0,732.0,413.0,1341.0,1403.04,2539425.0,1961317.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1959133.0,0.0,0.0,0.0
新北市汐止區湖蓮里,新北市,65000110,汐止區,65000110-049,湖蓮里,2705,85.66,3374.7,34.04,12.74,21.31,167.32,257,2018,430,36,318,994,434,485,106,70,0,5,1037,1312,249,1,-26,1431,1375278.0,1331.0,882.0,437.0,1702.0,1464.41,1394701.0,1103560.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,281696.0,0.0,0.0,0.0
新北市汐止區烘內里,新北市,65000110,汐止區,65000110-016,烘內里,1581,107.75,150.25,32.08,7.44,24.64,331.46,89,1197,295,15,85,391,179,460,184,161,3,14,577,741,170,6,-13,753,397637.0,853.0,608.0,364.0,1042.0,957.42,407038.0,308131.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10444291.0,0.0,0.0,0.0
新北市汐止區環河里,新北市,65000110,汐止區,65000110-038,環河里,1251,118.71,1212.05,30.72,8.05,22.68,281.82,77,957,217,4,34,238,128,364,207,186,1,12,485,592,98,-5,18,532,325905.0,749.0,567.0,397.0,900.0,626.86,336452.0,219651.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1119022.0,1.0,0.0,0.0
新北市汐止區白雲里,新北市,65000110,汐止區,65000110-021,白雲里,4531,100.22,549.18,32.52,14.92,17.61,118.04,510,3419,602,23,224,1138,592,1176,482,339,10,37,1848,2088,374,0,3,1864,1464660.0,1079.0,694.0,405.0,1249.0,2270.76,1475918.0,1223365.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,12263635.0,0.0,0.0,0.0
新北市汐止區福安里,新北市,65000110,汐止區,65000110-045,福安里,6454,92.03,40468.26,38.83,26.74,12.09,45.21,1243,4649,562,26,443,1671,796,1421,492,330,4,28,3017,2781,443,21,1,2445,2284688.0,1135.0,832.0,460.0,1483.0,1021.63,2284711.0,1944194.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,136312.0,1.0,0.0,0.0
新北市汐止區福山里,新北市,65000110,汐止區,65000110-024,福山里,3692,86.65,9441.73,36.54,10.36,26.18,252.86,280,2704,708,80,351,1139,429,823,279,285,6,20,1455,1810,232,8,40,1740,1577436.0,1229.0,713.0,420.0,1354.0,1641.61,1608545.0,1220321.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,388742.0,1.0,0.0,1.0
新北市汐止區福德里,新北市,65000110,汐止區,65000110-034,福德里,3300,91.75,30233.9,24.86,9.46,15.4,162.8,250,2643,407,10,150,845,431,929,404,262,2,17,1400,1384,355,5,21,1477,825001.0,795.0,614.0,385.0,1012.0,658.63,825001.0,730404.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,101280.0,0.0,0.0,0.0
新北市汐止區禮門里,新北市,65000110,汐止區,65000110-002,禮門里,1071,94.02,13017.95,43.37,16.47,26.91,163.41,123,747,201,6,47,234,113,307,121,112,1,7,427,474,97,-4,8,477,289520.0,896.0,607.0,356.0,1098.0,958.24,295392.0,231929.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,74667.0,1.0,0.0,1.0
新北市汐止區秀山里,新北市,65000110,汐止區,65000110-046,秀山里,4683,96.6,1811.24,33.8,18.14,15.66,86.3,635,3500,548,30,330,1321,616,1136,340,259,2,14,2089,2055,352,-18,27,1845,1622195.0,1104.0,682.0,384.0,1326.0,1445.73,1678251.0,1324197.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1111340.0,1.0,0.0,1.0
新北市汐止區秀峰里,新北市,65000110,汐止區,65000110-006,秀峰里,5745,110.59,27687.95,35.91,17.44,18.48,105.97,737,4227,781,17,226,1139,667,1718,720,479,7,35,2553,2027,861,-30,68,2728,1196369.0,877.0,614.0,368.0,1114.0,942.42,1196406.0,978717.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,190414.0,1.0,0.0,3.0
